_id , fermi2fgl_name ,  other_name , RA, Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
1635 , 2FGL J2022.5+7614 , S5 2023+760 , 305.63542 , 76.24306 , 109.33 , 21.16 , , (15.1+/-1.7) e-10 , 2.318 , 0.07 , (22.7+/-5.3) e-9 , (62.6+/-8.9) e-10 , (14.5+/-2.2) e-10 , (18.2+/-6.2) e-11 , < 1.24e-10 , BL Lac , N , 57.89
1636 , 2FGL J2028.3+3332 , , 307.09792 , 33.54153 , 73.37 , -3.02 , , (102+/-5.6) e-10 , 2.094 , 0.09 , (4.4+/-1.2) e-8 , (20.7+/-2.4) e-9 , (94.7+/-6.2) e-10 , (13.4+/-1.8) e-10 , < 5.78e-11 , Unassociated , N , 17
1637 , 2FGL J2030.3-0622 , TXS 2027-065 , 307.59333 , -6.37267 , 38.67 , -24.88 , , (8.7+/-1.5) e-10 , 2.732 , 0.097 , (44.7+/-7.9) e-9 , (7.1+/-1.1) e-9 , (5.6+/-1.8) e-10 , (12.3+/-5.9) e-11 , < 1.21e-10 , FSRQ , N , 95.86
1638 , 2FGL J2029.4+4924 , MG4 J202932+4925 , 307.36708 , 49.40736 , 86.38 , 6.08 , , (40.5+/-3.6) e-10 , 1.989 , 0.118 , (23.9+/-5.9) e-9 , (9.1+/-1.5) e-9 , (40.8+/-4.3) e-10 , (4.8+/-1.2) e-10 , < 1.04e-10 , BL Lac , N , 58.175
1639 , 2FGL J2030.0+3640 , PSR J2030+3641 , 307.51208 , 36.67967 , 76.11 , -1.46 , , (74.3+/-5.6) e-10 , 0.679 , 0.284 , (3+/-1.1) e-8 , (8.8+/-2.2) e-9 , (67+/-5.9) e-10 , (8.8+/-1.7) e-10 , < 6.66e-11 , Pulsar , N , 10.334
1640 , 2FGL J2031.4-1842 , , 307.86792 , -18.703 , 26.1 , -30.18 , , (3+/-1.2) e-10 , 2.777 , 0.227 , < 2.57e-8 , < 3.23e-9 , < 6.15e-10 , < 2.22e-10 , < 6.27e-11 , Unassociated , N , 56.388
1641 , 2FGL J2031.0+1938 , RX J2030.8+1935 , 307.77292 , 19.64136 , 62.26 , -11.53 , , (7.5+/-1.5) e-10 , 1.876 , 0.149 , < 1.91e-8 , < 1.34e-9 , (5.5+/-1.7) e-10 , < 2.81e-10 , (11.8+/-4.7) e-11 , AGU , N , 27.526
1642 , 2FGL J2030.7+4417 , , 307.675 , 44.28364 , 82.34 , 2.92 , , (67.3+/-5.2) e-10 , 2.323 , 0.081 , (3.9+/-1.1) e-8 , (28.9+/-2.6) e-9 , (56.2+/-6.1) e-10 , (8.2+/-1.7) e-10 , < 1.04e-10 , Unassociated , N , 19.484
1643 , 2FGL J2031.7+1223 , PKS 2029+121 , 307.94 , 12.38933 , 56.16 , -15.71 , , (12.2+/-1.8) e-10 , 2.403 , 0.094 , (19.2+/-7.1) e-9 , (5.9+/-1) e-9 , (10.5+/-2.2) e-10 , < 1.59e-10 , < 1.52e-10 , BL Lac , N , 38.882
1644 , 2FGL J2032.1+4049 , Cyg X-3 , 308.04375 , 40.82817 , 79.71 , 0.66 , 1AGL J2032+4102 , (37.7+/-8.6) e-10 , 2.954 , 0.161 , (18.6+/-8.5) e-8 , (54.3+/-5.5) e-9 , (50.5+/-8.4) e-10 , < 6.74e-10 , < 1.70e-10 , HMXRB , N , 121.211
1645 , 2FGL J2032.2+4126 , LAT PSR J2032+4127 , 308.06208 , 41.43686 , 80.21 , 1.01 , 1AGL J2032+4102 , (218+/-8.8) e-10 , 1.448 , 0.12 , < 2.50e-7 , (37.8+/-4.3) e-9 , (159+/-9.1) e-10 , (56.6+/-3.6) e-10 , (36.4+/-9.1) e-11 , Pulsar , E , 27.726
1646 , 2FGL J2034.7-4201 , , 308.68708 , -42.03139 , 359.08 , -36.4 , , (4.8+/-1.2) e-10 , 2.028 , 0.199 , < 1.37e-8 , < 3.01e-9 , < 3.69e-10 , (13+/-5.8) e-11 , < 1.14e-10 , Unassociated , N , 22.229
1647 , 2FGL J2033.6+3927 , , 308.41042 , 39.4515 , 78.77 , -0.39 , , (7.4+/-1.4) e-10 , 2.38 , 0.124 , (9.5+/-1.6) e-8 , (31.2+/-3.9) e-9 , < 8.63e-10 , < 5.69e-10 , < 2.31e-10 , Unassociated , N , 33.752
1648 , 2FGL J2035.4+1058 , PKS 2032+107 , 308.85042 , 10.97169 , 55.43 , -17.23 , , (15.4+/-1.9) e-10 , 2.552 , 0.069 , (44.1+/-7.4) e-9 , (8.7+/-1.1) e-9 , (14.7+/-2.4) e-10 , (19.8+/-7.3) e-11 , < 5.36e-11 , FSRQ , N , 58.161
1649 , 2FGL J2034.9+3632 , , 308.73833 , 36.53458 , 76.58 , -2.33 , , (15.3+/-3) e-10 , 2.031 , 0.108 , < 1.35e-8 , < 8.87e-9 , (12.9+/-4) e-10 , (5.9+/-1.4) e-10 , < 9.49e-11 , Unassociated , N , 18.549
1650 , 2FGL J2036.0+4224c , , 309.02042 , 42.41469 , 81.42 , 1.02 , , (6.3+/-2.1) e-10 , 2.526 , 0.234 , < 1.12e-7 , (17.1+/-5.3) e-9 , < 1.13e-9 , < 5.39e-10 , < 2.20e-10 , Unassociated , N , 27.621
1651 , 2FGL J2040.2-7109 , PKS 2035-714 , 310.0575 , -71.15081 , 323.27 , -34.27 , , (4.4+/-1.1) e-10 , 2.026 , 0.219 , < 1.15e-8 , < 2.20e-9 , < 6.15e-10 , < 2.15e-10 , < 1.38e-10 , AGU , N , 22.979
1652 , 2FGL J2039.8-5620 , , 309.96458 , -56.34056 , 341.19 , -37.18 , , (21.8+/-2.1) e-10 , 2.191 , 0.059 , (20.6+/-4.3) e-9 , (72.2+/-8.7) e-10 , (19.9+/-2.5) e-10 , (41.6+/-9.5) e-11 , < 6.64e-11 , Unassociated , N , 15.638
1653 , 2FGL J2036.6+6551 , 87GB 203539.4+654245 , 309.16583 , 65.85694 , 100.64 , 14.76 , , (5.9+/-1.4) e-10 , 2.003 , 0.156 , < 1.54e-8 , < 3.29e-9 , < 8.93e-10 , (19.4+/-6.6) e-11 , < 8.92e-11 , BL Lac , N , 25.542
1654 , 2FGL J2038.0+4145c , , 309.52375 , 41.75386 , 81.12 , 0.32 , , (11.4+/-2.6) e-10 , 2.786 , 0.183 , < 9.86e-8 , (25.3+/-6.4) e-9 , < 2.66e-9 , < 4.30e-10 , < 1.31e-10 , Unassociated , N , 22.287
1655 , 2FGL J2039.1-1046 , TXS 2036-109 , 309.78625 , -10.77892 , 35.31 , -28.77 , , (22.2+/-2.1) e-10 , 1.988 , 0.066 , (14.6+/-4.5) e-9 , (52+/-8.1) e-10 , (16.6+/-2.3) e-10 , (4.6+/-1) e-10 , (17.9+/-5.8) e-11 , BL Lac , N , 52.455
1656 , 2FGL J2042.8-7317 , , 310.71333 , -73.29939 , 320.73 , -33.8 , , (4.7+/-1.1) e-10 , 2.284 , 0.205 , (16.9+/-5.1) e-9 , < 2.79e-9 , < 3.69e-10 , (16.4+/-6.2) e-11 , < 1.05e-10 , Unassociated , N , 21.843
1657 , 2FGL J2039.6+5218 , 1ES 2037+521 , 309.9125 , 52.31419 , 89.7 , 6.51 , , (4+/-1.6) e-10 , 1.502 , 0.257 , < 1.44e-8 , < 3.16e-9 , < 7.34e-10 , < 3.23e-10 , (10.1+/-4.4) e-11 , BL Lac , N , 16.914
1658 , 2FGL J2040.1+4105c , , 310.04958 , 41.08436 , 80.82 , -0.4 , , (19.4+/-4.2) e-10 , 2.542 , 0.128 , < 8.94e-8 , (14.8+/-4.2) e-9 , (18.4+/-6.1) e-10 , < 4.75e-10 , < 1.19e-10 , Unassociated , N , 30.766
1659 , 2FGL J2041.2+4735 , , 310.32208 , 47.59431 , 86.1 , 3.43 , , (35.7+/-4) e-10 , 2.42 , 0.126 , < 3.74e-8 , (12.9+/-2) e-9 , (32+/-4.8) e-10 , (4+/-1.3) e-10 , < 6.72e-11 , Unassociated , N , 19.589
1660 , 2FGL J2042.1+2428 , MG2 J204208+2426 , 310.53292 , 24.46989 , 67.78 , -10.8 , , (6.2+/-1.4) e-10 , 1.734 , 0.172 , < 1.61e-8 , < 1.74e-9 , < 3.97e-10 , (27.5+/-7.9) e-11 , < 1.52e-10 , BL Lac , N , 27.829
1661 , 2FGL J2041.5+5003 , , 310.37583 , 50.06558 , 88.08 , 4.91 , , (12.4+/-2.8) e-10 , 2.327 , 0.117 , < 2.15e-8 , (10.7+/-2.6) e-9 , (15.1+/-4.1) e-10 , < 4.34e-10 , < 5.62e-11 , Potential SNR , N , 17.682
1662 , 2FGL J2042.0+4252c , , 310.5075 , 42.87236 , 82.45 , 0.43 , , (8+/-1.8) e-10 , 2.619 , 0.167 , (10.8+/-1.7) e-8 , (22.2+/-3.7) e-9 , < 1.36e-9 , < 2.26e-10 , < 9.05e-11 , Unassociated , N , 28.794
1663 , 2FGL J2043.2+1711 , PSR J2043+1710 , 310.80875 , 17.18372 , 61.89 , -15.3 , , (46.4+/-3.1) e-10 , 1.41 , 0.132 , (17.3+/-4.1) e-9 , (81+/-9) e-10 , (38.2+/-3.2) e-10 , (8.4+/-1.3) e-10 , < 1.43e-10 , Pulsar , N , 16.947
1664 , 2FGL J2044.4-4757 , , 311.12292 , -47.96053 , 351.73 , -38.39 , , (8.3+/-1.5) e-10 , 2.223 , 0.118 , < 1.48e-8 , (26.6+/-7.8) e-10 , (8.9+/-2) e-10 , (16.1+/-6.6) e-11 , < 5.06e-11 , Unassociated , N , 15.135
1665 , 2FGL J2043.7+2743 , PSR J2043+2740 , 310.94667 , 27.72414 , 70.65 , -9.14 , , (13.9+/-2.3) e-10 , 0.44 , 0.768 , < 1.19e-8 , (42+/-9.5) e-10 , (12.7+/-2.6) e-10 , < 2.57e-10 , < 7.23e-11 , Pulsar , N , 27.957
1666 , 2FGL J2043.3+5105 , , 310.8375 , 51.09914 , 89.08 , 5.31 , , (17.6+/-2.9) e-10 , 2.513 , 0.187 , (22.2+/-8.5) e-9 , (14.2+/-2.2) e-9 , (20.4+/-4) e-10 , < 3.61e-10 , < 6.05e-11 , Potential SNR , N , 36.029
1667 , 2FGL J2046.2-4259 , , 311.565 , -42.98811 , 358.09 , -38.59 , , (4.4+/-1.2) e-10 , 2.085 , 0.2 , < 1.52e-8 , < 2.54e-9 , < 4.80e-10 , (17.4+/-6.8) e-11 , < 7.90e-11 , Unassociated , N , 21.654
1668 , 2FGL J2046.7+1055 , PSR J2047+10 , 311.68833 , 10.92486 , 57.02 , -19.57 , , (7.9+/-1.5) e-10 , 2.265 , 0.127 , < 1.51e-8 , (29.3+/-9.5) e-10 , (8.6+/-1.9) e-10 , (16+/-7) e-11 , < 6.13e-11 , Pulsar , N , 26.579
1669 , 2FGL J2046.0+4954 , , 311.52292 , 49.91261 , 88.41 , 4.24 , , (23.9+/-4.2) e-10 , 2.726 , 0.224 , (48.1+/-9.9) e-9 , (11.5+/-2.6) e-9 , (26.4+/-4.7) e-10 , < 2.59e-10 , < 1.31e-10 , Potential SNR , N , 22.707
1670 , 2FGL J2047.9+4536c , , 311.99958 , 45.61508 , 85.26 , 1.3 , , (6.5+/-2.2) e-10 , 2.414 , 0.267 , (42.1+/-8.5) e-9 , (14.7+/-2.6) e-9 , < 1.72e-9 , < 4.82e-10 , < 5.83e-11 , Unassociated , N , 30.935
1671 , 2FGL J2049.8+1001 , PKS 2047+098 , 312.45333 , 10.02119 , 56.67 , -20.7 , , (10.2+/-1.7) e-10 , 2.375 , 0.105 , (17.6+/-5.7) e-9 , (43.9+/-9.7) e-10 , (8.9+/-2) e-10 , < 3.18e-10 , < 8.27e-11 , AGU , N , 41.549
1672 , 2FGL J2050.0+0408 , PKS 2047+039 , 312.50333 , 4.14981 , 51.39 , -23.96 , , (8.3+/-1.5) e-10 , 2.034 , 0.13 , < 1.85e-8 , < 3.22e-9 , (6.9+/-1.8) e-10 , (18.3+/-6.7) e-11 , < 1.51e-10 , BL Lac , N , 15.88
1673 , 2FGL J2051.0+3040e , SNR G074.0-08.5 , 312.75 , 30.67 , 73.98 , -8.57 , , (114+/-5.9) e-10 , 1.495 , 0.099 , (55.9+/-6.4) e-9 , (30.4+/-1.8) e-9 , (90.6+/-6.3) e-10 , (15.8+/-2.4) e-10 , < 3.59e-10 , SNR , N , 41.015
1674 , 2FGL J2051.8+5054 , , 312.95542 , 50.90578 , 89.76 , 4.15 , , (18.2+/-3) e-10 , 2.228 , 0.095 , < 4.39e-8 , (9+/-2.3) e-9 , (14.7+/-4.1) e-10 , (4.2+/-1.3) e-10 , < 1.35e-10 , Unassociated , N , 11.81
1675 , 2FGL J2053.2+1212c , , 313.3225 , 12.21197 , 59.11 , -20.16 , , (5.8+/-1.3) e-10 , 2.349 , 0.157 , (19.1+/-5.7) e-9 , (29.8+/-8.5) e-10 , < 7.29e-10 , < 2.19e-10 , < 9.62e-11 , Unassociated , N , 22.178
1676 , 2FGL J2056.2-4715 , PKS 2052-47 , 314.0675 , -47.25492 , 352.58 , -40.39 , , (86.3+/-3.5) e-10 , 2.23 , 0.036 , (137+/-6.2) e-9 , (38.5+/-1.4) e-9 , (72.6+/-4.2) e-10 , (12.6+/-1.5) e-10 , (17.6+/-5.6) e-11 , FSRQ , N , 791.317
1677 , 2FGL J2055.4-0023 , 1RXS J205528.2-002123 , 313.86042 , -0.398 , 47.87 , -27.49 , , (3.9+/-1.3) e-10 , 1.355 , 0.229 , < 5.21e-9 , < 1.39e-9 , < 4.52e-10 , < 2.42e-10 , (9.6+/-4.7) e-11 , BL Lac , N , 22.643
1678 , 2FGL J2055.8+2539 , LAT PSR J2055+2539 , 313.96 , 25.66389 , 70.68 , -12.53 , , (91.7+/-4.1) e-10 , 0.963 , 0.115 , (29.4+/-4.3) e-9 , (25.1+/-1.2) e-9 , (80.5+/-4.4) e-10 , (7.3+/-1.2) e-10 , < 5.06e-11 , Pulsar , N , 27.729
1679 , 2FGL J2055.8+4754 , , 313.96708 , 47.90942 , 87.89 , 1.73 , , (10.7+/-2.6) e-10 , 2.133 , 0.144 , < 3.83e-8 , (8.1+/-2.1) e-9 , < 1.10e-9 , < 3.64e-10 , < 1.68e-10 , Unassociated , N , 19.511
1680 , 2FGL J2056.7+4939 , RGB J2056+496 , 314.18125 , 49.65475 , 89.31 , 2.75 , , (12.3+/-3.2) e-10 , 1.909 , 0.164 , < 7.35e-8 , < 9.85e-9 , < 1.36e-9 , (4.1+/-1.3) e-10 , (12.5+/-5.1) e-11 , AGU , N , 18.893
1681 , 2FGL J2103.6-6236 , PMN J2103-6232 , 315.92083 , -62.60956 , 332.63 , -38.93 , , (12.9+/-1.6) e-10 , 1.927 , 0.086 , < 5.67e-9 , (31.9+/-6.5) e-10 , (8.6+/-1.7) e-10 , (40+/-8.8) e-11 , (8.5+/-3.7) e-11 , AGU , N , 27.428
1682 , 2FGL J2102.2+4546 , V407 Cyg , 315.55958 , 45.77531 , 86.99 , -0.5 , , (26.7+/-3.4) e-10 , 2.434 , 0.123 , (4.7+/-1.3) e-8 , (12.7+/-2.1) e-9 , (25.5+/-4.3) e-10 , < 4.23e-10 , < 6.50e-11 , Unassociated , N , 230.901
1683 , 2FGL J2103.5-1112 , , 315.89583 , -11.20253 , 37.86 , -34.38 , , (5.9+/-1.4) e-10 , 2.152 , 0.157 , < 1.49e-8 , < 3.33e-9 , (5.9+/-1.8) e-10 , < 2.73e-10 , < 8.78e-11 , Unassociated , N , 19.737
1684 , 2FGL J2103.3+4357c , , 315.83167 , 43.96208 , 85.76 , -1.84 , , (15.6+/-2.6) e-10 , 2.574 , 0.088 , (5+/-1.2) e-8 , (11.7+/-2) e-9 , (13.7+/-3.8) e-10 , < 2.69e-10 , < 1.22e-10 , Unassociated , N , 13.673
1685 , 2FGL J2103.4+4706 , GB6 J2102+4702 , 315.85583 , 47.11478 , 88.12 , 0.24 , , (15.2+/-3) e-10 , 2.03 , 0.117 , < 1.79e-8 , < 9.69e-9 , (13.5+/-3.9) e-10 , (3.4+/-1.1) e-10 , < 2.35e-10 , AGU , N , 23.237
1686 , 2FGL J2104.9+3555 , , 316.23958 , 35.92975 , 79.94 , -7.41 , , (7.5+/-1.6) e-10 , 2.348 , 0.138 , (22+/-9) e-9 , < 5.23e-9 , (5.6+/-2.1) e-10 , < 2.80e-10 , < 9.00e-11 , Unassociated , N , 24.295
1687 , 2FGL J2108.9-6636 , PKS 2104-668 , 317.22917 , -66.60278 , 327.57 , -38.18 , , (6.2+/-1.2) e-10 , 1.877 , 0.154 , < 1.18e-8 , < 2.11e-9 , (5.8+/-1.5) e-10 , < 2.14e-10 , (7.3+/-3.6) e-11 , AGU , N , 36.804
1688 , 2FGL J2107.6+2506 , , 316.90917 , 25.10597 , 71.98 , -14.94 , , (5.4+/-1.4) e-10 , 2.401 , 0.16 , < 2.21e-8 , (33.7+/-9.5) e-10 , (5.5+/-1.9) e-10 , < 1.88e-10 , < 6.67e-11 , Unassociated , N , 24.38
1689 , 2FGL J2108.6-1603 , NVSS J210833-160724 , 317.15875 , -16.06194 , 32.98 , -37.46 , , (3.6+/-1.2) e-10 , 2.586 , 0.207 , < 2.09e-8 , < 3.54e-9 , < 7.35e-10 , < 2.06e-10 , < 7.01e-11 , AGU , N , 33.223
1690 , 2FGL J2107.8+3652 , , 316.96292 , 36.88236 , 81.05 , -7.21 , , (5.6+/-1.6) e-10 , 1.888 , 0.192 , < 1.90e-8 , < 2.09e-9 , (7.3+/-2.2) e-10 , < 1.88e-10 , (8.9+/-4) e-11 , Unassociated , N , 25.804
1691 , 2FGL J2108.7-0246 , TXS 2106-030 , 317.18 , -2.78008 , 47.45 , -31.56 , , (3.8+/-1.2) e-10 , 1.744 , 0.196 , < 3.60e-9 , < 2.00e-9 , < 6.64e-10 , < 2.26e-10 , < 1.37e-10 , BL Lac , N , 33.312
1692 , 2FGL J2107.9+5207c , , 316.98625 , 52.119 , 92.33 , 3.05 , , (31.5+/-5.9) e-10 , 2.719 , 0.212 , (36.8+/-7) e-9 , (23.2+/-2.4) e-9 , (27.5+/-5.5) e-10 , (4.4+/-1.5) e-10 , < 1.14e-10 , Unassociated , N , 27.225
1693 , 2FGL J2109.9+0807 , PMN J2110+0810 , 317.49792 , 8.13064 , 58.08 , -25.87 , , (10.1+/-1.7) e-10 , 2.272 , 0.11 , < 2.52e-8 , (4.1+/-1.1) e-9 , (6+/-1.9) e-10 , (28.7+/-8.5) e-11 , < 9.77e-11 , FSRQ , N , 44.956
1694 , 2FGL J2110.3+3822 , , 317.58958 , 38.36897 , 82.49 , -6.58 , , (6.6+/-1.7) e-10 , 2.083 , 0.185 , < 3.45e-8 , < 3.62e-9 , < 8.88e-10 , (18.7+/-7.4) e-11 , < 1.24e-10 , Unassociated , N , 29.054
1695 , 2FGL J2112.3-4832 , , 318.08792 , -48.54156 , 350.59 , -42.98 , , (4+/-1.1) e-10 , 2.698 , 0.16 , (20.3+/-4.9) e-9 , (25.5+/-7.8) e-10 , < 4.90e-10 , < 1.38e-10 , < 8.79e-11 , Unassociated , N , 18.379
1696 , 2FGL J2111.3+4605 , , 317.83375 , 46.09411 , 88.29 , -1.45 , , (63.9+/-4.2) e-10 , 1.911 , 0.088 , (18.8+/-7.2) e-9 , (10.9+/-1.5) e-9 , (48.4+/-4.4) e-10 , (14.6+/-1.7) e-10 , < 1.04e-10 , Unassociated , N , 16.544
1697 , 2FGL J2112.5-3042 , , 318.14833 , -30.71056 , 14.93 , -42.45 , , (33.9+/-2.9) e-10 , 1.6 , 0.155 , < 8.11e-9 , (39.6+/-7.1) e-10 , (26.5+/-2.9) e-10 , (7.6+/-1.3) e-10 , < 7.08e-11 , Unassociated , N , 14.785
1698 , 2FGL J2112.5+0818 , 1RXS J211242.5+081831 , 318.14542 , 8.31106 , 58.66 , -26.29 , , (5.8+/-1.5) e-10 , 1.937 , 0.193 , < 1.66e-8 , < 3.88e-9 , < 6.35e-10 , (23.6+/-7.8) e-11 , < 8.05e-11 , AGU , N , 30.617
1699 , 2FGL J2114.1+5440 , , 318.53875 , 54.67325 , 94.83 , 4.12 , , (11.5+/-2.6) e-10 , 2.253 , 0.138 , < 2.73e-8 , < 8.35e-9 , < 1.49e-9 , (3.4+/-1.1) e-10 , < 1.06e-10 , Unassociated , N , 32.704
1700 , 2FGL J2115.4+1213 , , 318.85917 , 12.22031 , 62.59 , -24.51 , , (5.2+/-1.3) e-10 , 2.38 , 0.189 , < 1.87e-8 , (34+/-8.3) e-10 , < 4.86e-10 , < 2.32e-10 , < 1.10e-10 , Unassociated , N , 25.305
1701 , 2FGL J2115.3+2932 , B2 2113+29 , 318.84792 , 29.54714 , 76.6 , -13.31 , , (13.5+/-1.8) e-10 , 2.329 , 0.081 , (19.6+/-5.3) e-9 , (56.6+/-9.9) e-10 , (11.6+/-2.2) e-10 , (19.2+/-7.4) e-11 , < 1.53e-10 , FSRQ , N , 39.69
1702 , 2FGL J2116.2+3339 , B2 2114+33 , 319.05167 , 33.66239 , 79.81 , -10.65 , , (28.2+/-2.4) e-10 , 1.798 , 0.058 , < 1.56e-8 , (41.3+/-8.6) e-10 , (16.1+/-2.4) e-10 , (9.6+/-1.4) e-10 , (29+/-6.8) e-11 , BL Lac , N , 68.771
1703 , 2FGL J2117.5+3730 , , 319.38458 , 37.51453 , 82.84 , -8.19 , , (18+/-2.4) e-10 , 2.1 , 0.165 , < 7.09e-9 , (46.3+/-9) e-10 , (15.7+/-2.6) e-10 , (15.7+/-6.9) e-11 , < 9.73e-11 , Unassociated , N , 19.9
1704 , 2FGL J2120.6-1301 , NVSS J212035-125443 , 320.15208 , -13.03011 , 37.98 , -38.92 , , (6.5+/-1.4) e-10 , 2.474 , 0.131 , < 2.42e-8 , (28.6+/-8) e-10 , (6.2+/-1.7) e-10 , < 2.31e-10 , < 4.94e-11 , AGU , N , 34.902
1705 , 2FGL J2121.0+1901 , OX 131 , 320.26292 , 19.03192 , 69.25 , -21.25 , , (23.5+/-2.1) e-10 , 2.201 , 0.056 , (25.6+/-4.7) e-9 , (83.4+/-9.2) e-10 , (13.9+/-2.3) e-10 , (5.7+/-1.1) e-10 , (10.3+/-4.2) e-11 , FSRQ , N , 21.708
1706 , 2FGL J2124.0-1513 , , 321.02292 , -15.223 , 35.81 , -40.57 , , (3.3+/-1.2) e-10 , 2.709 , 0.22 , (27+/-5.6) e-9 , < 2.70e-9 , < 6.86e-10 , < 1.62e-10 , < 7.39e-11 , Unassociated , N , 71.09
1707 , 2FGL J2124.6-3357 , PSR J2124-3358 , 321.15958 , -33.96544 , 10.94 , -45.42 , , (74.3+/-3.8) e-10 , 0.682 , 0.16 , < 1.37e-8 , (99.4+/-8.5) e-10 , (60.5+/-3.8) e-10 , (12.7+/-1.5) e-10 , < 6.92e-11 , Pulsar , N , 9.425
1708 , 2FGL J2125.0-4632 , , 321.26458 , -46.54647 , 352.99 , -45.34 , , (6.5+/-1.3) e-10 , 2.442 , 0.124 , < 1.94e-8 , (42.3+/-8.2) e-10 , (6.5+/-1.8) e-10 , < 2.08e-10 , < 7.19e-11 , Unassociated , N , 41.005
1709 , 2FGL J2127.8+3614 , B2 2125+35 , 321.96958 , 36.23794 , 83.39 , -10.56 , , (10.7+/-1.8) e-10 , 1.742 , 0.117 , < 7.30e-9 , < 4.07e-9 , < 7.97e-10 , (33.4+/-9.3) e-11 , (14.3+/-5) e-11 , BL Lac , N , 18.042
1710 , 2FGL J2129.8-0428 , PSR J2129-04 , 322.46708 , -4.48233 , 48.93 , -36.97 , , (8.2+/-1.4) e-10 , 2.12 , 0.115 , < 1.37e-8 , (29.7+/-7.3) e-10 , (7.8+/-1.8) e-10 , (16.3+/-6.2) e-11 , < 9.67e-11 , Pulsar , N , 29.731
1711 , 2FGL J2128.7+5824 , , 322.17708 , 58.40592 , 98.91 , 5.33 , , (5.9+/-2.5) e-10 , 2.704 , 0.241 , (28.2+/-5.7) e-9 , (9.8+/-1.7) e-9 , < 1.47e-9 , < 2.63e-10 , < 5.18e-11 , Unassociated , N , 17.494
1712 , 2FGL J2131.0-5417 , , 322.77167 , -54.29094 , 341.98 , -44.72 , , (5.7+/-1.3) e-10 , 2.741 , 0.124 , (29.2+/-4.7) e-9 , (40.1+/-7.7) e-10 , (6.5+/-1.7) e-10 , < 1.39e-10 , < 8.02e-11 , Unassociated , N , 54.58
1713 , 2FGL J2131.6-0914 , RBS 1752 , 322.92167 , -9.24186 , 43.92 , -39.69 , , (7.7+/-1.4) e-10 , 2.092 , 0.155 , < 1.99e-8 , (22.6+/-7.3) e-10 , (5.2+/-1.6) e-10 , < 1.90e-10 , (9.5+/-4.4) e-11 , BL Lac , N , 17.94
1714 , 2FGL J2133.5-6431 , , 323.37583 , -64.53278 , 328.73 , -41.33 , , (7.1+/-1.4) e-10 , 2.298 , 0.124 , < 1.36e-8 , < 3.54e-9 , (9.8+/-1.9) e-10 , (11.9+/-5.3) e-11 , < 4.50e-11 , Unassociated , N , 15.359
1715 , 2FGL J2132.5+2605 , , 323.13917 , 26.08539 , 76.69 , -18.44 , , (6.7+/-1.4) e-10 , 2.208 , 0.144 , < 1.77e-8 , (28.6+/-8.2) e-10 , < 8.16e-10 , (11.8+/-5.6) e-11 , < 1.26e-10 , Unassociated , N , 20.806
1716 , 2FGL J2134.5-6513 , PKS 2130-654 , 323.6425 , -65.22811 , 327.83 , -41.12 , , (4.2+/-1.3) e-10 , 1.957 , 0.232 , < 2.21e-8 , < 3.18e-9 , < 5.38e-10 , (13.1+/-5.6) e-11 , < 8.81e-11 , AGU , N , 22.826
1717 , 2FGL J2133.8-0154 , PKS 2131-021 , 323.46583 , -1.90619 , 52.32 , -36.45 , , (9.5+/-1.5) e-10 , 2.317 , 0.096 , < 1.92e-8 , (49.7+/-8.1) e-10 , (6.9+/-1.8) e-10 , (18.8+/-6.7) e-11 , < 5.78e-11 , BL Lac , N , 28.141
1718 , 2FGL J2134.6-2130 , , 323.6525 , -21.50047 , 28.95 , -45.09 , , (7.6+/-1.4) e-10 , 2.005 , 0.136 , < 7.06e-9 , (30.2+/-7.1) e-10 , (4.8+/-1.5) e-10 , < 1.84e-10 , (12.6+/-4.9) e-11 , Unassociated , N , 30.242
1719 , 2FGL J2135.6-4959 , PMN J2135-5006 , 323.91833 , -49.99217 , 347.67 , -46.48 , , (8.7+/-1.5) e-10 , 2.577 , 0.097 , (21.6+/-4.5) e-9 , (57.3+/-8.1) e-10 , (8.7+/-1.9) e-10 , < 2.18e-10 , < 4.73e-11 , FSRQ , N , 35.086
1720 , 2FGL J2133.9+6645 , , 323.49042 , 66.75017 , 105.16 , 10.96 , , (9.9+/-1.9) e-10 , 1.94 , 0.126 , < 1.71e-8 , < 3.52e-9 , < 8.65e-10 , (37.2+/-9.2) e-11 , (8.2+/-3.8) e-11 , Unassociated , N , 27.349
1721 , 2FGL J2139.3-4236 , MH 2136-428 , 324.84042 , -42.60794 , 358.29 , -48.32 , , (55.7+/-3) e-10 , 2.095 , 0.033 , (43.1+/-4.3) e-9 , (156+/-9.9) e-10 , (47.2+/-3.4) e-10 , (11.5+/-1.5) e-10 , (25.1+/-7) e-11 , BL Lac , N , 118.823
1722 , 2FGL J2139.1-2054 , RBS 1769 , 324.78542 , -20.91569 , 30.2 , -45.92 , , (26.1+/-9.8) e-11 , 1.386 , 0.278 , < 7.45e-9 , < 9.73e-10 , < 4.05e-10 , < 2.32e-10 , < 1.26e-10 , BL Lac , N , 20.353
