_id , fermi2fgl_name ,  other_name , RA, Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
785 , 2FGL J1110.1-1835 , CRATES J1110-1835 , 167.535 , -18.58503 , 271.91 , 38.1 , , (8.3+/-1.5) e-10 , 1.962 , 0.117 , < 6.56e-9 , (20.6+/-6.8) e-10 , (6.7+/-1.7) e-10 , (19.4+/-6.9) e-11 , < 1.30e-10 , BL Lac , N , 17.906
786 , 2FGL J1112.4+3450 , TXS 1109+350 , 168.1075 , 34.84958 , 186.78 , 67.49 , , (16.8+/-1.7) e-10 , 2.367 , 0.062 , (23.5+/-4.1) e-9 , (76.8+/-7.9) e-10 , (14+/-1.9) e-10 , (32.8+/-8.4) e-11 , < 9.70e-11 , FSRQ , N , 115.625
787 , 2FGL J1112.1-6040 , , 168.03083 , -60.6715 , 291.06 , -0.12 , 1AGL J1108-6103 , (126+/-7.6) e-10 , 2.204 , 0.073 , < 4.17e-8 , (20.8+/-4.1) e-9 , (87.7+/-8.1) e-10 , (30.8+/-2.9) e-10 , (16.8+/-6.6) e-11 , Potential SNR , N , 30.639
788 , 2FGL J1112.5-6105 , PSR J1112-6103 , 168.135 , -61.09122 , 291.26 , -0.49 , 1AGL J1108-6103 , (56.3+/-6.3) e-10 , 2.161 , 0.07 , < 6.15e-8 , (25.8+/-5.7) e-9 , (56.3+/-8.2) e-10 , (7.3+/-2.2) e-10 , (27.9+/-8) e-11 , Pulsar , N , 34.714
789 , 2FGL J1115.0-0701 , , 168.76042 , -7.02711 , 265.1 , 48.63 , , (3.1+/-1.2) e-10 , 1.6 , 0.28 , < 7.17e-9 , < 2.14e-9 , < 3.38e-10 , < 1.62e-10 , < 1.61e-10 , Unassociated , N , 18.534
790 , 2FGL J1117.2+2013 , RBS 0958 , 169.30458 , 20.22689 , 225.63 , 67.39 , , (18.6+/-1.8) e-10 , 1.702 , 0.07 , < 1.10e-8 , (19.6+/-5.5) e-10 , (11.5+/-1.8) e-10 , (6.2+/-1.1) e-10 , (24.9+/-6.4) e-11 , BL Lac , N , 43.331
791 , 2FGL J1117.2-4844 , CRATES J1117-4838 , 169.30292 , -48.74172 , 287.34 , 11.25 , , (7.8+/-1.6) e-10 , 2.398 , 0.123 , (28+/-5.7) e-9 , (30.3+/-9.4) e-10 , (5.7+/-1.9) e-10 , < 2.87e-10 , < 7.05e-11 , AGU , N , 34.514
792 , 2FGL J1117.2-5341 , , 169.31625 , -53.69661 , 289.15 , 6.63 , , (6.3+/-1.7) e-10 , 1.921 , 0.185 , < 2.58e-8 , < 2.66e-9 , < 8.39e-10 , (19.7+/-7.8) e-11 , < 1.64e-10 , Unassociated , N , 21.821
793 , 2FGL J1118.0+5354 , BZB J1117+5355 , 169.50667 , 53.91611 , 149.21 , 58.18 , , (8.2+/-1.2) e-10 , 1.909 , 0.118 , < 1.34e-8 , (15.4+/-4.7) e-10 , (4.8+/-1.2) e-10 , (22.4+/-6.5) e-11 , (9.7+/-4) e-11 , BL Lac , N , 26.456
794 , 2FGL J1118.1-4629 , PKS 1116-46 , 169.54625 , -46.48567 , 286.66 , 13.41 , , (6.1+/-1.4) e-10 , 2.623 , 0.121 , (17.5+/-5.6) e-9 , (44.8+/-9.9) e-10 , < 6.83e-10 , < 1.38e-10 , < 9.06e-11 , FSRQ , N , 31.324
795 , 2FGL J1118.8-6128 , PSR J1119-6127 , 169.70292 , -61.47347 , 292.1 , -0.57 , , (90.3+/-6) e-10 , 1.912 , 0.104 , (11.7+/-2.3) e-8 , (34.8+/-3.5) e-9 , (71.9+/-6.8) e-10 , (13.4+/-2.1) e-10 , (15.2+/-6.2) e-11 , Pulsar , E , 13.296
796 , 2FGL J1118.9-6027c , , 169.73625 , -60.46569 , 291.76 , 0.38 , , (26.4+/-4.4) e-10 , 2.676 , 0.195 , < 9.26e-8 , (16+/-3) e-9 , (25.7+/-5.2) e-10 , < 3.66e-10 , < 6.34e-11 , Unassociated , N , 17.586
797 , 2FGL J1120.0-2204 , , 170.00208 , -22.08061 , 276.49 , 36.05 , , (25.2+/-2.3) e-10 , 1.924 , 0.111 , (16.6+/-3.2) e-9 , (72.8+/-8) e-10 , (23.6+/-2.6) e-10 , (30.8+/-8.2) e-11 , < 5.07e-11 , Unassociated , N , 25.87
798 , 2FGL J1120.4+0710 , MG1 J112039+0704 , 170.11708 , 7.17156 , 251.52 , 60.6 , , (8.8+/-1.4) e-10 , 1.982 , 0.109 , < 5.84e-9 , (26.4+/-6.9) e-10 , (6.8+/-1.7) e-10 , (25.2+/-7.5) e-11 , < 9.71e-11 , FSRQ , N , 26.641
799 , 2FGL J1121.0+4211 , RBS 0970 , 170.26083 , 42.186 , 167.83 , 66.21 , , (11.7+/-1.5) e-10 , 1.606 , 0.093 , < 5.31e-9 , < 1.90e-9 , (7.3+/-1.5) e-10 , (32.4+/-7.7) e-11 , (24.9+/-6.2) e-11 , BL Lac , N , 14.336
800 , 2FGL J1121.5-0554 , PKS 1118-05 , 170.38667 , -5.91239 , 266.27 , 50.44 , , (38.9+/-2.6) e-10 , 2.3 , 0.041 , (48+/-6) e-9 , (15.8+/-1.1) e-9 , (31.4+/-3) e-10 , (7.4+/-1.2) e-10 , < 9.08e-11 , FSRQ , N , 480.346
801 , 2FGL J1123.3-2527 , , 170.83792 , -25.46564 , 279.04 , 33.28 , , (4.9+/-1.2) e-10 , 1.942 , 0.164 , < 5.87e-9 , < 1.83e-9 , < 6.92e-10 , (22+/-7.3) e-11 , < 5.41e-11 , Unassociated , N , 23.326
802 , 2FGL J1124.2+2338 , OM 235 , 171.07333 , 23.64836 , 218.12 , 70.03 , , (6.2+/-1.2) e-10 , 2.41 , 0.12 , (12.6+/-4) e-9 , (32.9+/-6.4) e-10 , (3.2+/-1.3) e-10 , (13.9+/-5.4) e-11 , < 6.66e-11 , FSRQ , N , 35.092
803 , 2FGL J1124.2-3654 , PSR J1124-36 , 171.05083 , -36.90556 , 284.13 , 22.76 , , (16.6+/-2) e-10 , 2.087 , 0.079 , < 2.21e-8 , (47.6+/-10) e-10 , (14.8+/-2.4) e-10 , (4.5+/-1) e-10 , < 9.51e-11 , Pulsar , N , 12.47
804 , 2FGL J1124.6-5913 , PSR J1124-5916 , 171.17417 , -59.22181 , 292.02 , 1.79 , , (72+/-4.3) e-10 , 1.874 , 0.118 , < 9.45e-8 , (27.6+/-2.5) e-9 , (65+/-5.1) e-10 , (6.4+/-1.3) e-10 , < 1.49e-10 , Pulsar , N , 16.992
805 , 2FGL J1125.2+4933 , GB6 J1124+4933 , 171.31667 , 49.553 , 153.57 , 62.13 , , (27.9+/-9.1) e-11 , 1.883 , 0.284 , < 9.67e-9 , < 1.60e-9 , < 4.28e-10 , < 6.04e-11 , < 1.45e-10 , BL Lac , N , 26.012
806 , 2FGL J1125.0-5821 , PSR J1125-5825 , 171.27208 , -58.36114 , 291.79 , 2.62 , , (11.2+/-2.4) e-10 , 2.201 , 0.16 , < 8.09e-8 , (6.4+/-2) e-9 , < 1.22e-9 , (3.1+/-1) e-10 , < 8.55e-11 , Pulsar , N , 24.428
807 , 2FGL J1125.6-3559 , PMN J1125-3556 , 171.42 , -35.99925 , 284.08 , 23.71 , , (8.2+/-1.6) e-10 , 1.934 , 0.134 , < 1.57e-8 , < 2.14e-9 , (7.8+/-1.9) e-10 , (18.4+/-7.2) e-11 , < 1.81e-10 , BL Lac , N , 41.236
808 , 2FGL J1126.0-0743 , 1RXS J112551.6-074219 , 171.50167 , -7.72064 , 269.19 , 49.47 , , (3.5+/-1.1) e-10 , 1.673 , 0.209 , < 5.67e-9 , < 1.20e-9 , < 5.01e-10 , (12.4+/-5.6) e-11 , < 1.37e-10 , BL Lac , N , 30.659
809 , 2FGL J1126.6-1856 , PKS 1124-186 , 171.66042 , -18.94642 , 276.6 , 39.54 , , (34+/-2.4) e-10 , 2.356 , 0.04 , (53.4+/-4.8) e-9 , (16.3+/-1) e-9 , (26.7+/-2.7) e-10 , (4.8+/-1) e-10 , < 1.15e-10 , FSRQ , N , 103.03
810 , 2FGL J1127.6+3622 , MG2 J112758+3620 , 171.9075 , 36.37011 , 180.23 , 69.99 , , (7.3+/-1.2) e-10 , 2.236 , 0.125 , < 1.82e-8 , (28.9+/-6.7) e-10 , (5+/-1.4) e-10 , (16+/-5.9) e-11 , < 1.14e-10 , FSRQ , N , 73.638
811 , 2FGL J1129.0-0532 , , 172.26875 , -5.53936 , 268.5 , 51.74 , , (6.4+/-1.3) e-10 , 2.702 , 0.116 , (36.5+/-6.4) e-9 , (48.5+/-8.9) e-10 , (5.1+/-1.7) e-10 , < 2.03e-10 , < 7.73e-11 , Unassociated , N , 41.236
812 , 2FGL J1129.5+3758 , , 172.37875 , 37.97069 , 175.54 , 69.68 , , (10.1+/-1.4) e-10 , 2.258 , 0.1 , (14.8+/-4.9) e-9 , (34+/-6.8) e-10 , (7.8+/-1.6) e-10 , (25.5+/-7.5) e-11 , < 7.64e-11 , Unassociated , N , 28.322
813 , 2FGL J1130.3-1448 , PKS 1127-14 , 172.58042 , -14.80269 , 275.33 , 43.67 , , (18+/-1.7) e-10 , 2.697 , 0.051 , (82+/-5.6) e-9 , (119+/-10) e-10 , (16.4+/-2.3) e-10 , < 2.11e-10 , < 9.19e-11 , FSRQ , N , 131.176
814 , 2FGL J1130.9+5809 , BZB J1131+5809 , 172.73083 , 58.16317 , 141.83 , 55.91 , , (40.9+/-8.7) e-11 , 2.189 , 0.259 , < 1.33e-8 , < 2.36e-9 , < 3.11e-10 , (10.7+/-4.4) e-11 , < 1.40e-10 , BL Lac , N , 22.396
815 , 2FGL J1132.9+0033 , PKS B1130+008 , 173.22625 , 0.55872 , 264.32 , 57.41 , , (18.3+/-1.9) e-10 , 2.178 , 0.07 , (23.9+/-4.6) e-9 , (49.1+/-7.5) e-10 , (13.7+/-2.1) e-10 , (37.4+/-8.9) e-11 , (12.5+/-5) e-11 , BL Lac , N , 35.362
816 , 2FGL J1134.4-7415 , PKS 1133-739 , 173.61958 , -74.26 , 297.68 , -12.18 , , (6.9+/-1.7) e-10 , 2.252 , 0.134 , < 2.24e-8 , < 5.01e-9 , (6.9+/-2.3) e-10 , (15.3+/-6.8) e-11 , < 5.31e-11 , AGU , N , 20.836
817 , 2FGL J1135.2-6829 , PKS 1133-681 , 173.82 , -68.496 , 296.01 , -6.66 , , (7.8+/-1.7) e-10 , 2.514 , 0.132 , (27.4+/-7.2) e-9 , < 5.76e-9 , (6.3+/-2.3) e-10 , < 2.58e-10 , < 9.68e-11 , AGU , N , 16.927
818 , 2FGL J1135.3-6054 , LAT PSR J1135-6055 , 173.84958 , -60.91383 , 293.82 , 0.6 , , (61.2+/-4.6) e-10 , 1.805 , 0.133 , (4.6+/-1.3) e-8 , (26+/-2.3) e-9 , (44.9+/-5.2) e-10 , (8.2+/-1.6) e-10 , < 9.06e-11 , Pulsar , N , 13.585
819 , 2FGL J1136.3+6736 , RX J1136.5+6737 , 174.08083 , 67.60742 , 133.48 , 47.95 , , (6.1+/-1.1) e-10 , 1.684 , 0.121 , < 4.99e-9 , < 1.71e-9 , (4.2+/-1.2) e-10 , (20.9+/-6) e-11 , (6.4+/-3) e-11 , BL Lac , N , 22.45
820 , 2FGL J1136.7+7009 , Mkn 180 , 174.1775 , 70.16383 , 131.87 , 45.64 , , (11.5+/-1.3) e-10 , 1.74 , 0.083 , < 4.91e-9 , (19.5+/-4.6) e-10 , (8.2+/-1.4) e-10 , (22+/-6) e-11 , (19.4+/-4.9) e-11 , BL Lac , P , 19.674
821 , 2FGL J1137.0+2553 , RX J1136.8+2551 , 174.26625 , 25.89322 , 212.96 , 73.33 , , (25.5+/-9.3) e-11 , 1.442 , 0.251 , < 4.27e-9 , < 7.09e-10 , < 4.95e-10 , < 1.21e-10 , (7.4+/-3.5) e-11 , BL Lac , N , 16.131
822 , 2FGL J1138.8-6233c , , 174.70208 , -62.55897 , 294.67 , -0.86 , , (20+/-4) e-10 , 2.181 , 0.107 , < 3.68e-8 , < 1.25e-8 , (22+/-6.1) e-10 , (5.4+/-1.8) e-10 , < 1.35e-10 , Unassociated , N , 13.973
823 , 2FGL J1141.0+6803 , NVSS J114118+680429 , 175.25375 , 68.05289 , 132.6 , 47.73 , , (30.7+/-8.8) e-11 , 1.448 , 0.198 , < 4.79e-9 , < 1.42e-9 , < 3.55e-10 , (12.2+/-4.7) e-11 , (6.3+/-3) e-11 , AGU , N , 21.949
824 , 2FGL J1141.7-1404 , 1RXS J114142.2-140757 , 175.43875 , -14.07383 , 278.47 , 45.46 , , (5.8+/-1.3) e-10 , 1.889 , 0.154 , < 5.85e-9 , < 2.31e-9 , (4.5+/-1.6) e-10 , (17+/-6.4) e-11 , < 1.03e-10 , AGU , N , 16.592
825 , 2FGL J1141.9+1550 , MG1 J114208+1547 , 175.49542 , 15.84442 , 244.39 , 70.32 , , (7.5+/-1.3) e-10 , 2.073 , 0.135 , < 1.68e-8 , < 3.01e-9 , (6.7+/-1.7) e-10 , (12.8+/-5.9) e-11 , (7.4+/-3.7) e-11 , BL Lac , N , 25.815
826 , 2FGL J1142.9+0121 , PSR J1142+01 , 175.73458 , 1.35406 , 267.55 , 59.43 , , (11.8+/-1.6) e-10 , 2.024 , 0.096 , < 1.57e-8 , (26.7+/-6.7) e-10 , (8.9+/-1.8) e-10 , (30.4+/-8.3) e-11 , < 1.35e-10 , Pulsar , N , 56.534
827 , 2FGL J1143.1+6119 , 87GB 114026.7+613850 , 175.79708 , 61.32381 , 136.76 , 53.93 , , (7.5+/-1.2) e-10 , 2.074 , 0.116 , (11.6+/-4) e-9 , (18.8+/-5.4) e-10 , (4.7+/-1.3) e-10 , (24.7+/-6.6) e-11 , < 7.09e-11 , BL Lac , N , 32.665
828 , 2FGL J1146.9+4000 , S4 1144+40 , 176.73667 , 40.006 , 164.89 , 71.44 , , (20.4+/-1.8) e-10 , 2.353 , 0.053 , (30.9+/-4.5) e-9 , (90.2+/-7.9) e-10 , (16.8+/-2.1) e-10 , (29.9+/-7.6) e-11 , (6.5+/-3.3) e-11 , FSRQ , N , 142.138
829 , 2FGL J1146.8-3812 , PKS 1144-379 , 176.72125 , -38.20672 , 289.21 , 22.93 , , (15.9+/-1.8) e-10 , 2.312 , 0.072 , (20.8+/-4.7) e-9 , (59.5+/-9.2) e-10 , (11.7+/-2.1) e-10 , (42.6+/-10) e-11 , < 8.80e-11 , FSRQ , N , 52.883
830 , 2FGL J1147.7-0724 , PKS 1145-071 , 176.94 , -7.40017 , 276.59 , 52.18 , , (16.6+/-1.9) e-10 , 2.303 , 0.073 , (26.3+/-5.9) e-9 , (70.5+/-8.9) e-10 , (12.7+/-2.1) e-10 , (22.7+/-7.5) e-11 , < 1.56e-10 , FSRQ , N , 59.367
831 , 2FGL J1150.1+2419 , B2 1147+24 , 177.53542 , 24.32972 , 220.98 , 75.92 , , (13+/-1.6) e-10 , 2.192 , 0.083 , (14+/-3.8) e-9 , (38.1+/-6.5) e-10 , (9.5+/-1.8) e-10 , (27.7+/-7.6) e-11 , < 1.57e-10 , BL Lac , N , 29.787
832 , 2FGL J1150.5+4154 , RBS 1040 , 177.63083 , 41.90981 , 159.13 , 70.67 , , (22.3+/-1.9) e-10 , 1.756 , 0.062 , < 9.35e-9 , (32+/-6.2) e-10 , (14.2+/-1.9) e-10 , (6.2+/-1.1) e-10 , (29.8+/-6.8) e-11 , BL Lac , N , 30.133
833 , 2FGL J1151.5+5857 , TXS 1148+592 , 177.88 , 58.95781 , 136.91 , 56.51 , , (7.7+/-1.2) e-10 , 1.786 , 0.126 , < 1.52e-8 , < 2.30e-9 , (4.8+/-1.3) e-10 , (19.2+/-5.7) e-11 , (11.2+/-3.8) e-11 , BL Lac , N , 15.914
834 , 2FGL J1151.5-1347 , PMN J1151-1347 , 177.87708 , -13.78458 , 281.5 , 46.57 , , (4.2+/-1.2) e-10 , 1.707 , 0.207 , < 9.01e-9 , < 2.34e-9 , < 2.73e-10 , (18.1+/-7) e-11 , < 1.56e-10 , BL Lac , N , 19.683
835 , 2FGL J1152.4-0840 , PKS B1149-084 , 178.11208 , -8.67425 , 279.11 , 51.44 , , (11.7+/-1.7) e-10 , 2.17 , 0.112 , < 2.15e-8 , (33.9+/-8.5) e-10 , (9.2+/-2) e-10 , (26.7+/-7.6) e-11 , < 1.66e-10 , FSRQ , N , 26.36
836 , 2FGL J1153.2+4935 , OM 484 , 178.30458 , 49.59906 , 145.51 , 64.9 , , (7.7+/-1.2) e-10 , 2.525 , 0.094 , (17.5+/-3.7) e-9 , (44.8+/-6.4) e-10 , (6.4+/-1.5) e-10 , < 1.72e-10 , < 5.91e-11 , FSRQ , N , 88.86
837 , 2FGL J1154.0-0010 , 1RXS J115404.9-001008 , 178.52458 , -0.16933 , 273.81 , 59.41 , , (8.2+/-1.4) e-10 , 1.86 , 0.146 , < 1.87e-8 , < 2.63e-9 , (4+/-1.4) e-10 , (16+/-5.8) e-11 , (15.5+/-5.3) e-11 , BL Lac , N , 39.665
838 , 2FGL J1154.1-3242 , PKS 1151-324 , 178.54375 , -32.71278 , 289.22 , 28.62 , , (11.1+/-1.7) e-10 , 2.027 , 0.097 , < 1.33e-8 , (25+/-7.4) e-10 , (8.9+/-2) e-10 , (27.1+/-8.3) e-11 , < 1.57e-10 , AGU , N , 20.478
839 , 2FGL J1154.4+6019 , RX J1154.0+6022 , 178.62417 , 60.32 , 135.32 , 55.41 , , (43.3+/-9.6) e-11 , 2.783 , 0.129 , < 2.66e-8 , (29.5+/-7.1) e-10 , (3.7+/-1.2) e-10 , < 1.46e-10 , < 4.01e-11 , FSRQ , N , 49.145
840 , 2FGL J1156.7-0751 , , 179.18708 , -7.85128 , 280.25 , 52.59 , , (4.6+/-1.3) e-10 , 2.491 , 0.199 , (17.3+/-8.4) e-9 , < 3.98e-9 , < 7.01e-10 , < 1.82e-10 , < 1.19e-10 , Unassociated , N , 24.575
841 , 2FGL J1158.8+0939 , GB6 J1158+0937 , 179.70833 , 9.65144 , 265.07 , 68.56 , , (6.6+/-1.3) e-10 , 2.144 , 0.136 , < 1.45e-8 , (25.2+/-6.7) e-10 , < 6.40e-10 , (17.9+/-6.5) e-11 , < 1.03e-10 , BL Lac , N , 41.95
842 , 2FGL J1159.0-2226 , PKS 1156-221 , 179.75542 , -22.43878 , 287.32 , 38.83 , , (12.8+/-1.8) e-10 , 2.352 , 0.103 , < 3.03e-8 , (5.9+/-1.2) e-9 , (10.4+/-2.2) e-10 , (19.6+/-7.1) e-11 , < 1.32e-10 , AGU , N , 49.665
843 , 2FGL J1159.3-2142 , PMN J1159-2142 , 179.83667 , -21.70097 , 287.17 , 39.56 , , (16.3+/-1.9) e-10 , 2.331 , 0.089 , (3.7+/-1.1) e-8 , (5.3+/-1.2) e-9 , (13.8+/-2.3) e-10 , (26+/-8.2) e-11 , (9.5+/-4.3) e-11 , FSRQ , N , 87.183
844 , 2FGL J1159.5+2914 , Ton 599 , 179.8775 , 29.24667 , 199.41 , 78.37 , , (60.4+/-2.9) e-10 , 2.295 , 0.027 , (83.3+/-4.7) e-9 , (23.4+/-1) e-9 , (51.1+/-3.3) e-10 , (9.6+/-1.3) e-10 , (14.7+/-5) e-11 , FSRQ , N , 406.927
845 , 2FGL J1200.0+0159 , GB6 J1200+0202 , 180.01292 , 1.99583 , 274.66 , 62.01 , , (5.7+/-1.2) e-10 , 2.197 , 0.149 , < 1.69e-8 , (20.7+/-6.6) e-10 , < 5.65e-10 , (21+/-7.1) e-11 , < 7.71e-11 , AGU , N , 19.404
846 , 2FGL J1203.2+6030 , SBS 1200+608 , 180.82042 , 60.5105 , 133.41 , 55.62 , , (7.8+/-1.2) e-10 , 1.993 , 0.127 , < 2.13e-8 , (15.2+/-5.5) e-10 , (6.5+/-1.4) e-10 , (18.2+/-5.8) e-11 , < 1.24e-10 , BL Lac , N , 33.426
847 , 2FGL J1203.6-6243c , , 180.92375 , -62.71867 , 297.49 , -0.36 , , (50.6+/-5.8) e-10 , 2.547 , 0.136 , < 1.11e-7 , (20.7+/-4) e-9 , (45.6+/-6.9) e-10 , (5.6+/-1.7) e-10 , < 7.93e-11 , Unassociated , N , 21.174
848 , 2FGL J1204.2+1144 , 1RXS J120413.0+114549 , 181.05833 , 11.7405 , 264.89 , 71.03 , , (7.5+/-1.3) e-10 , 2.064 , 0.126 , < 1.55e-8 , (20.2+/-6.3) e-10 , (5.1+/-1.5) e-10 , (23.8+/-7.1) e-11 , < 7.92e-11 , BL Lac , N , 33.845
849 , 2FGL J1204.3-0711 , 1RXS J120417.0-070959 , 181.09458 , -7.18686 , 282.88 , 53.84 , , (7.6+/-1.4) e-10 , 2.129 , 0.158 , < 2.19e-8 , (21.3+/-7.4) e-10 , (4.2+/-1.5) e-10 , (21+/-7.4) e-11 , < 1.45e-10 , BL Lac , N , 25.903
850 , 2FGL J1206.0-2638 , PKS 1203-26 , 181.51917 , -26.63736 , 290.52 , 35.13 , , (7.7+/-1.5) e-10 , 2.673 , 0.106 , (18.5+/-6.7) e-9 , (59.5+/-9.7) e-10 , (5.8+/-1.8) e-10 , < 2.12e-10 , < 6.16e-11 , FSRQ , N , 37.279
851 , 2FGL J1207.3-5055 , , 181.8375 , -50.93094 , 295.87 , 11.33 , , (8.4+/-1.7) e-10 , 2.18 , 0.118 , < 1.15e-8 , (30.3+/-9.4) e-10 , (6.2+/-2) e-10 , (17+/-7.2) e-11 , < 8.32e-11 , Unassociated , N , 28.801
852 , 2FGL J1208.5-6240 , , 182.13833 , -62.67414 , 298.03 , -0.22 , , (66.2+/-6.6) e-10 , 2.503 , 0.132 , < 1.06e-7 , (18.2+/-5.2) e-9 , (56.6+/-7.6) e-10 , (11.7+/-2.1) e-10 , < 2.36e-10 , Unassociated , N , 32.933
853 , 2FGL J1208.6-2257 , , 182.15583 , -22.956 , 290.24 , 38.85 , , (4.3+/-1.3) e-10 , 2.593 , 0.181 , < 2.19e-8 , (31.3+/-8.6) e-10 , < 6.28e-10 , < 1.62e-10 , < 1.18e-10 , Unassociated , N , 26.813
854 , 2FGL J1208.8+5441 , TXS 1206+549 , 182.215 , 54.69061 , 135.8 , 61.36 , , (18.4+/-1.6) e-10 , 2.475 , 0.051 , (37.6+/-3.7) e-9 , (87.5+/-7.1) e-10 , (18.8+/-2.1) e-10 , (23.8+/-6.7) e-11 , < 4.85e-11 , FSRQ , N , 353.219
855 , 2FGL J1209.6+4121 , B3 1206+416 , 182.4025 , 41.35353 , 151.38 , 73.38 , , (4.3+/-1.1) e-10 , 1.577 , 0.173 , < 7.09e-9 , < 7.11e-10 , < 2.64e-10 , (23.7+/-6.7) e-11 , < 1.42e-10 , BL Lac , N , 33.251
856 , 2FGL J1209.7+1807 , MG1 J120953+1809 , 182.44292 , 18.12167 , 253.94 , 76.83 , , (4.1+/-1.1) e-10 , 2.464 , 0.173 , < 1.86e-8 , (22.4+/-7) e-10 , < 6.04e-10 , < 9.32e-11 , < 1.42e-10 , FSRQ , N , 28.953
857 , 2FGL J1213.2-2616 , RBS 1080 , 183.30042 , -26.274 , 292.35 , 35.8 , , (5.5+/-1.3) e-10 , 2.411 , 0.19 , (19.8+/-6.5) e-9 , < 4.32e-9 , < 4.99e-10 , < 2.34e-10 , < 1.42e-10 , BL Lac , N , 22.096
858 , 2FGL J1214.0-6237 , SNR G298.6-00.0 , 183.50458 , -62.61981 , 298.64 , -0.07 , , (69.6+/-6.1) e-10 , 2.498 , 0.115 , < 1.06e-7 , (26.8+/-3.9) e-9 , (62.6+/-7.1) e-10 , (9.8+/-2) e-10 , < 2.38e-10 , SNR , N , 22.952
859 , 2FGL J1214.1-4410 , , 183.52708 , -44.16742 , 295.89 , 18.19 , , (7.8+/-1.6) e-10 , 2.246 , 0.123 , < 1.48e-8 , (28+/-8.9) e-10 , (5.6+/-1.9) e-10 , (20.8+/-7.9) e-11 , < 4.66e-11 , Unassociated , N , 22.197
860 , 2FGL J1214.6+1309 , 4C +13.46 , 183.65958 , 13.16264 , 269.48 , 73.59 , , (4.8+/-1.2) e-10 , 2.568 , 0.137 , (13.8+/-4.4) e-9 , (30.1+/-7.2) e-10 , (6.7+/-1.7) e-10 , < 7.29e-11 , < 4.58e-11 , FSRQ , N , 16.405
861 , 2FGL J1214.8+1653 , TXS 1212+171 , 183.72417 , 16.89972 , 261.49 , 76.73 , , (5.4+/-1.2) e-10 , 2.177 , 0.148 , < 9.54e-9 , (22.7+/-6.7) e-10 , (4.6+/-1.4) e-10 , < 2.18e-10 , < 7.30e-11 , FSRQ , N , 30.151
862 , 2FGL J1214.9+5004 , BZB J1215+5002 , 183.72917 , 50.08142 , 137.43 , 66 , , (4.9+/-1.1) e-10 , 2.001 , 0.168 , < 1.24e-8 , < 2.70e-9 , < 3.85e-10 , (14.7+/-5.3) e-11 , < 1.16e-10 , BL Lac , N , 38.425
863 , 2FGL J1217.8+3006 , 1ES 1215+303 , 184.46708 , 30.10925 , 188.93 , 82.05 , , (54.9+/-3) e-10 , 2.019 , 0.036 , (3.7+/-1) e-8 , (13.8+/-1.2) e-9 , (39.3+/-3.2) e-10 , (12+/-1.5) e-10 , (37.1+/-7.9) e-11 , BL Lac , P , 96.197
864 , 2FGL J1218.5-0122 , PKS 1216-010 , 184.63667 , -1.38306 , 286.1 , 60.4 , , (15.9+/-1.9) e-10 , 2.104 , 0.081 , < 2.40e-8 , (41.2+/-8) e-10 , (14.6+/-2.3) e-10 , (30.8+/-8.2) e-11 , (8.6+/-4.1) e-11 , BL Lac , N , 59.996
865 , 2FGL J1218.8-4827 , PMN J1219-4826 , 184.71292 , -48.46658 , 297.37 , 14.05 , , (6.4+/-1.5) e-10 , 2.397 , 0.152 , (23.7+/-7.1) e-9 , < 4.60e-9 , (6.6+/-2) e-10 , < 2.41e-10 , < 4.86e-11 , AGU , N , 26.671
866 , 2FGL J1219.2+7107 , S5 1217+71 , 184.81833 , 71.12961 , 126.65 , 45.76 , , (36.7+/-8.8) e-11 , 2.268 , 0.161 , < 5.63e-9 , (18.2+/-4.9) e-10 , (3.8+/-1.1) e-10 , < 1.28e-10 , < 5.12e-11 , FSRQ , N , 29.656
867 , 2FGL J1219.7+0201 , PKS 1217+02 , 184.92792 , 2.017 , 284.75 , 63.76 , , (3.9+/-1.1) e-10 , 2.663 , 0.191 , (20.6+/-7.7) e-9 , (29.8+/-9.3) e-10 , < 5.35e-10 , < 1.12e-10 , < 9.79e-11 , FSRQ , N , 33.503
868 , 2FGL J1219.8-0310 , 1RXS J121946.0-031419 , 184.95042 , -3.17436 , 287.57 , 58.74 , , (6.2+/-1.4) e-10 , 1.857 , 0.154 , < 9.56e-9 , < 2.08e-9 , (5.3+/-1.6) e-10 , (17.6+/-7) e-11 , < 1.25e-10 , BL Lac , N , 17.304
869 , 2FGL J1221.4-0633 , , 185.3575 , -6.55311 , 289.67 , 55.54 , , (8.2+/-1.5) e-10 , 2.372 , 0.123 , (18.3+/-5) e-9 , (32.7+/-7.8) e-10 , (6.2+/-1.7) e-10 , (19.2+/-7) e-11 , < 7.20e-11 , Unassociated , N , 23.733
870 , 2FGL J1221.3+3010 , PG 1218+304 , 185.34792 , 30.17869 , 186.34 , 82.73 , , (28.1+/-2.5) e-10 , 1.709 , 0.067 , < 2.49e-8 , (4+/-1.1) e-9 , (14.7+/-2.4) e-10 , (8.7+/-1.3) e-10 , (42.3+/-8.3) e-11 , BL Lac , P , 40.002
