_id , fermi1fhl_name , other_name , Association , RA , Dec , LII , BII,Flux (E>10 GeV),Spectral index,Sqrt(TS),Flux Density,Energy Flux,Pivot Energy,Flux10-30GeV,Errors on Flux10-30GeV,Flux30-100GeV,Errors on Flux30-100GeV,Flux100-500GeV,Errors on Flux100-500GeV,Sqrt(TS)10-30GeV,Sqrt(TS)30-100GeV,Sqrt(TS)100-500GeV,Class,Z,TeV Assoc.,Tev Flag,Variability,Sed Class,Ext name
1 , 1FHL J0007.3+7303 , 2FGL J0007.0+7303 , LAT PSR J0007+7303 , 1.8269 , 73.0595 , 119.68 , 10.46 , (12.51±1.03) e-10 , 3.7267 ± 0.2363 , 31.81 , (97.41±7.97) e-12 , (31.59±3.14) e-12 , 13.994 , 1.20e-9 , -9.778e-11 +1.031e-10 , 4.58e-11 , -1.715e-11 +2.251e-11 , 8.81e-12 , -6.536e-12 +1.25e-11 , 31 , 5.89 , 1.91 , HPSR , 0 , CTA1 , E , 1 , , 
2 , 1FHL J0007.7+4709 , 2FGL J0007.8+4713 , MG4 J000800+4712 , 1.9469 , 47.1547 , 115.27 , -15.07 , (14.53±4.15) e-11 , 3.5669 ± 0.7389 , 7.14 , (10.15±2.89) e-12 , (3.8±1.32) e-12 , 14.3995 , 1.34e-10 , -3.701e-11 +4.43e-11 , 9.63e-12 , -6.975e-12 +1.353e-11 , < 3.02e-11 , - , 7.24 , 2.17 , 0 , bzb , 0.28 , , N , 1 , LSP , 
3 , 1FHL J0008.7-2340 , 2FGL J0008.7-2344 , RBS 0016 , 2.1942 , -23.6744 , 50.31 , -79.77 , (8.17±3.39) e-11 , 2.5734 ± 0.6936 , 4.55 , (2.54±1.05) e-12 , (3.22±1.97) e-12 , 18.8094 , 7.12e-11 , -2.74e-11 +3.587e-11 , 9.17e-12 , -7.939e-12 +1.537e-11 , < 4.33e-11 , - , 5.19 , 1.29 , 0 , bzb , 0.147 , , N , 1 , - , 
4 , 1FHL J0009.2+5032 , 2FGL J0009.1+5030 , NVSS J000922+503028 , 2.3159 , 50.5405 , 116.1 , -11.78 , (27.19±5.4) e-11 , 2.3796 ± 0.2957 , 10.6 , (7.27±1.44) e-12 , (12.3±3.79) e-12 , 19.9705 , 2.12e-10 , -4.483e-11 +5.141e-11 , 6.39e-11 , -2.23e-11 +2.863e-11 , < 3.16e-11 , - , 9.52 , 6.27 , 0 , bzb , 0 , , N , 1 , - , 
5 , 1FHL J0018.6+2946 , 2FGL J0018.5+2945 , RBS 0042 , 4.6727 , 29.776 , 114.49 , -32.56 , (7.51±3.11) e-11 , 2.0156 ± 0.4942 , 4.61 , (12.54±5.19) e-13 , (4.73±3.1) e-12 , 24.726 , 3.42e-11 , -1.76e-11 +2.527e-11 , 3.89e-11 , -1.827e-11 +2.559e-11 , < 3.59e-11 , - , 3.4 , 4.13 , 0 , bzb , 0 , , N , 1 , HSP , 
6 , 1FHL J0022.2-1853 , 2FGL J0022.2-1853 , 1RXS J002209.2-185333 , 5.555 , -18.899 , 82.19 , -79.38 , (12.17±4.1) e-11 , 1.8458 ± 0.3749 , 7 , (15.37±5.18) e-13 , (9.19±4.9) e-12 , 28.5834 , 5.92e-11 , -2.513e-11 +3.37e-11 , 6.03e-11 , -2.322e-11 +3.125e-11 , < 3.95e-11 , - , 4.17 , 6.67 , 0 , bzb , 0 , , N , 1 , HSP , 
7 , 1FHL J0022.5+0607 , 2FGL J0022.5+0607 , PKS 0019+058 , 5.643 , 6.1237 , 110.01 , -56.03 , (14.12±4.48) e-11 , 2.528 ± 0.5072 , 6.35 , (4.33±1.37) e-12 , (5.73±2.71) e-12 , 18.8878 , 1.01e-10 , -3.353e-11 +4.189e-11 , 3.52e-11 , -1.73e-11 +2.528e-11 , < 3.89e-11 , - , 6.27 , 4.01 , 0 , bzb , 0 , , N , 1 , LSP , 
8 , 1FHL J0030.1-1647 , , , 7.5252 , -16.7971 , 96.29 , -78.55 , (5.65±2.8) e-11 , 1.5606 ± 0.4998 , 4.29 , (5.03±2.49) e-13 , (5.95±4.71) e-12 , 35.067 , < 3.89e-11 , - , 4.68e-11 , -2.041e-11 +2.842e-11 , < 4.02e-11 , - , 0.92 , 5.3 , 0 , , 0 , , N , 1 , , 
9 , 1FHL J0033.6-1921 , 2FGL J0033.5-1921 , KUV 00311-1938 , 8.4066 , -19.3609 , 94.24 , -81.23 , (41.97±7.32) e-11 , 1.9285 ± 0.2088 , 15.4 , (6.09±1.06) e-12 , (28.94±8.21) e-12 , 26.536 , 2.46e-10 , -5.282e-11 +6.093e-11 , 1.37e-10 , -3.628e-11 +4.398e-11 , 2.61e-11 , -1.442e-11 +2.31e-11 , 10.57 , 10.34 , 4.15 , bzb , 0.61 , KUV 00311-1938 , P , 1 , HSP , 
10 , 1FHL J0035.2+1514 , 2FGL J0035.2+1515 , RX J0035.2+1515 , 8.8059 , 15.2339 , 117.14 , -47.46 , (14.58±4.44) e-11 , 2.7318 ± 0.5371 , 6.93 , (5.35±1.63) e-12 , (5.22±2.24) e-12 , 17.6582 , 1.22e-10 , -3.647e-11 +4.449e-11 , 2.47e-11 , -1.393e-11 +2.186e-11 , < 3.73e-11 , - , 6.79 , 3.59 , 0 , bzb , 0 , , N , 1 , HSP , 
11 , 1FHL J0035.9+5950 , 2FGL J0035.8+5951 , 1ES 0033+595 , 8.9898 , 59.8378 , 120.98 , -2.98 , (34.91±5.99) e-11 , 1.7377 ± 0.1852 , 13.32 , (35.58±6.1) e-13 , (29.82±7.99) e-12 , 32.2863 , 2.25e-10 , -4.585e-11 +5.216e-11 , 7.95e-11 , -2.455e-11 +3.04e-11 , 4.80e-11 , -1.847e-11 +2.484e-11 , 9.82 , 7.06 , 6.84 , bzb , 0 , 1ES 0033+595 , P , 1 , HSP , 
12 , 1FHL J0037.8+1238 , 2FGL J0037.8+1238 , NVSS J003750+123818 , 9.4731 , 12.6449 , 117.77 , -50.09 , (7.14±3.13) e-11 , 3.2163 ± 0.959 , 4.33 , (4.2±1.84) e-12 , (2.07±1.17) e-12 , 15.1061 , 7.35e-11 , -2.754e-11 +3.572e-11 , < 4.15e-11 , - , < 3.71e-11 , - , 5.19 , 0 , 0 , bzb , 0.089 , , N , 1 , HSP , 
13 , 1FHL J0040.3+4049 , , 1ES 0037+405 , 10.0957 , 40.8273 , 120.67 , -22 , (6.92±3.1) e-11 , 1.4017 ± 0.4251 , 5.32 , (3.69±1.63) e-13 , (8.82±5.55) e-12 , 49.9077 , 3.57e-11 , -1.946e-11 +2.773e-11 , 1.28e-11 , -8.998e-12 +1.651e-11 , 2.31e-11 , -1.277e-11 +2.044e-11 , 2.65 , 2.49 , 4.72 , bzb , 0 , , N , 1 , HSP , 
14 , 1FHL J0043.7+3425 , 2FGL J0043.7+3426 , GB6 J0043+3426 , 10.936 , 34.4287 , 121.12 , -28.42 , (15.27±4.3) e-11 , 2.2646 ± 0.3972 , 7.86 , (33.58±9.46) e-13 , (7.59±3.34) e-12 , 21.7155 , 1.26e-10 , -3.506e-11 +4.248e-11 , 1.05e-11 , -7.811e-12 +1.506e-11 , 1.16e-11 , -8.216e-12 +1.596e-11 , 8.11 , 1.88 , 2.48 , bzq , 0.966 , , N , 1 , - , 
15 , 1FHL J0044.0-1111 , , , 11.0143 , -11.1959 , 116.36 , -73.98 , (8.71±3.57) e-11 , 2.6077 ± 0.6734 , 4.35 , (2.76±1.13) e-12 , (3.35±1.97) e-12 , 18.6531 , 6.81e-11 , -2.738e-11 +3.599e-11 , 1.09e-11 , -8.384e-12 +1.629e-11 , < 4.15e-11 , - , 4.41 , 1.74 , 0 , , 0 , , N , 1 , , 
16 , 1FHL J0045.2+2126 , 2FGL J0045.3+2127 , GB6 J0045+2127 , 11.3097 , 21.4477 , 121 , -41.4 , (12.11±3.88) e-11 , 2.1943 ± 0.4356 , 7.49 , (24.65±7.9) e-13 , (6.41±3.24) e-12 , 22.4907 , 8.67e-11 , -2.945e-11 +3.744e-11 , 3.17e-11 , -1.533e-11 +2.252e-11 , < 4.22e-11 , - , 6.72 , 4.62 , 0 , bzb , 0 , , N , 1 , HSP , 
17 , 1FHL J0050.6-0930 , 2FGL J0050.6-0929 , PKS 0048-09 , 12.6716 , -9.5104 , 122.31 , -72.38 , (17.94±5.05) e-11 , 2.1751 ± 0.3854 , 7.79 , (4.06±1.14) e-12 , (9.66±4.52) e-12 , 21.4252 , 1.25e-10 , -3.771e-11 +4.614e-11 , 4.01e-11 , -1.898e-11 +2.759e-11 , < 4.94e-11 , - , 6.57 , 4.88 , 0 , bzb , 0.635 , , N , 1 , ISP , 
18 , 1FHL J0051.3-6240 , 2FGL J0051.4-6241 , 1RXS J005117.7-624154 , 12.8457 , -62.6723 , 302.94 , -54.46 , (15.57±4.29) e-11 , 2.1114 ± 0.3516 , 8.07 , (28.29±7.79) e-13 , (8.91±3.86) e-12 , 23.7253 , 1.16e-10 , -3.367e-11 +4.08e-11 , 4.08e-11 , -1.774e-11 +2.446e-11 , 1.20e-11 , -8.377e-12 +1.612e-11 , 7.21 , 5 , 3.3 , agu , 0 , , N , 1 , HSP , 
19 , 1FHL J0053.9+4030 , , , 13.4753 , 40.504 , 123.43 , -22.37 , (4.22±3.15) e-11 , 1.1518 ± 0.4954 , 4.08 , (17.15±9.37) e-14 , (7.19±5.4) e-12 , 63.0355 , < 5.13e-11 , - , 3.18e-11 , -1.508e-11 +2.212e-11 , < 3.54e-11 , - , 0.14 , 5.21 , 0 , , 0 , , N , 1 , , 
20 , 1FHL J0054.8-2456 , 2FGL J0055.0-2454 , 1RXS J005447.2-245532 , 13.7191 , -24.9338 , 142.49 , -87.68 , (6.07±2.95) e-11 , 1.6524 ± 0.4966 , 4.45 , (5.71±2.78) e-13 , (5.73±4.33) e-12 , 33.8938 , 3.11e-11 , -1.758e-11 +2.621e-11 , 1.59e-11 , -1.109e-11 +2.037e-11 , 1.30e-11 , -9.065e-12 +1.764e-11 , 2.88 , 2.71 , 3.53 , bzb , 0 , , N , 1 , HSP , 
21 , 1FHL J0058.6-3236 , 2FGL J0057.9-3236 , PKS 0055-328 , 14.6633 , -32.6101 , 287.44 , -84.31 , (5.55±2.61) e-11 , 4.7902 ± 1.7823 , 4.2 , (6.9±3.23) e-12 , (12.06±6.26) e-13 , 12.615 , 5.23e-11 , -2.166e-11 +2.933e-11 , < 3.19e-11 , - , < 3.33e-11 , - , 4.73 , 0 , 0 , bzb , 0 , , N , 1 , LSP , 
22 , 1FHL J0100.2+0747 , 2FGL J0100.2+0746 , GB6 J0100+0745 , 15.0735 , 7.7845 , 126.76 , -55.02 , (16.33±4.66) e-11 , 3.0251 ± 0.5932 , 7.56 , (7.28±2.08) e-12 , (5.07±1.89) e-12 , 16.4921 , 1.46e-10 , -4.032e-11 +4.849e-11 , 1.06e-11 , -8.082e-12 +1.57e-11 , < 3.82e-11 , - , 7.78 , 1.74 , 0 , bzb , 0 , , N , 1 , - , 
23 , 1FHL J0103.4+5336 , 2FGL J0103.5+5336 , 1RXS J010325.9+533721 , 15.8691 , 53.609 , 124.74 , -9.22 , (12.72±3.59) e-11 , 2.6514 ± 0.4905 , 7.31 , (4.17±1.18) e-12 , (4.77±1.93) e-12 , 18.403 , 1.07e-10 , -3.031e-11 +3.683e-11 , 1.71e-11 , -9.927e-12 +1.59e-11 , 1.00e-11 , -7.016e-12 +1.361e-11 , 7.08 , 2.98 , 3.16 , agu , 0 , , N , 1 , HSP , 
24 , 1FHL J0108.4+0134 , 2FGL J0108.6+0135 , 4C +01.02 , 17.1048 , 1.5767 , 131.71 , -61.01 , (9.14±3.65) e-11 , 3.1575 ± 0.9242 , 4.35 , (5.05±2.01) e-12 , (2.7±1.45) e-12 , 15.3962 , 9.19e-11 , -3.133e-11 +3.976e-11 , < 4.31e-11 , - , < 3.85e-11 , - , 5.94 , 0.5 , 0 , bzq , 2.099 , , N , 1 , LSP , 
25 , 1FHL J0110.0-4023 , 1FGL J0110.0-4023 , , 17.5172 , -40.392 , 287.91 , -76.2 , (4.54±3.23) e-11 , 1.2892 ± 0.4999 , 4.56 , (2.44±1.28) e-13 , (6.61±5.15) e-12 , 49.8834 , 1.00e-11 , -7.887e-12 +1.533e-11 , 2.31e-11 , -1.28e-11 +2.04e-11 , 1.23e-11 , -8.63e-12 +1.677e-11 , 1.61 , 4 , 3.1 , , 0 , , N , 1 , , 
26 , 1FHL J0110.3+6805 , 2FGL J0110.3+6805 , 4C +67.04 , 17.5984 , 68.0943 , 124.7 , 5.28 , (17.17±4.3) e-11 , 1.8895 ± 0.2804 , 8.29 , (19.78±4.93) e-13 , (12.35±4.63) e-12 , 29.9892 , 1.32e-10 , -3.552e-11 +4.183e-11 , 2.58e-11 , -1.322e-11 +1.92e-11 , 1.74e-11 , -9.656e-12 +1.546e-11 , 6.89 , 3.46 , 4.07 , bzb , 0 , , N , 1 , ISP , 
27 , 1FHL J0112.0+2244 , 2FGL J0112.1+2245 , S2 0109+22 , 18.0099 , 22.7484 , 129.12 , -39.88 , (31.98±6.17) e-11 , 3.1961 ± 0.4353 , 13.21 , (17.78±3.42) e-12 , (9.32±2.34) e-12 , 15.3687 , 2.84e-10 , -5.412e-11 +6.166e-11 , 3.42e-11 , -1.652e-11 +2.412e-11 , < 3.52e-11 , - , 12.91 , 4.39 , 0 , bzb , 0.265 , , N , 1 , ISP , 
28 , 1FHL J0112.9+3207 , 2FGL J0112.8+3208 , 4C 31.03 , 18.2405 , 32.1326 , 128.22 , -30.52 , (6.86±2.95) e-11 , 2.7207 ± 0.8004 , 4.43 , (2.6±1.12) e-12 , (2.47±1.57) e-12 , 17.4434 , 6.02e-11 , -2.412e-11 +3.178e-11 , 1.20e-11 , -8.512e-12 +1.617e-11 , < 3.39e-11 , - , 4.77 , 2.39 , 0 , bzq , 0.603 , , N , 1 , LSP , 
29 , 1FHL J0115.6+2520 , 2FGL J0115.7+2518 , RX J0115.7+2519 , 18.9057 , 25.3334 , 129.79 , -37.22 , (9.65±3.46) e-11 , 2.1604 ± 0.4796 , 5.99 , (18.82±6.74) e-13 , (5.27±3) e-12 , 22.9415 , 6.46e-11 , -2.514e-11 +3.313e-11 , 3.00e-11 , -1.521e-11 +2.243e-11 , < 3.99e-11 , - , 4.94 , 3.87 , 0 , bzb , 0 , , N , 1 , HSP , 
30 , 1FHL J0118.5-1502 , , , 19.625 , -15.0397 , 151.79 , -76.37 , (5.68±3.8) e-11 , 2.4985 ± 0.9391 , 4.12 , (19.66±9.78) e-13 , (2.35±2.06) e-12 , 17.9973 , 5.68e-11 , -2.363e-11 +3.218e-11 , < 3.48e-11 , - , 1.08e-11 , -9.332e-12 +1.777e-11 , 5.09 , 0 , 1.28 , , 0 , , N , 1 , , 
31 , 1FHL J0120.4-2701 , 2FGL J0120.4-2700 , PKS 0118-272 , 20.1149 , -27.0241 , 213.64 , -83.54 , (35.17±6.56) e-11 , 2.8591 ± 0.3548 , 14.62 , (14.9±2.78) e-12 , (11.77±3.05) e-12 , 16.7775 , 3.16e-10 , -5.814e-11 +6.596e-11 , 3.52e-11 , -1.689e-11 +2.474e-11 , < 3.66e-11 , - , 14.05 , 4.94 , 0 , bzb , 0 , , N , 1 , LSP , 
32 , 1FHL J0122.7+3425 , 2FGL J0122.6+3425 , 1ES 0120+340 , 20.6824 , 34.4178 , 130.23 , -28.01 , (13.89±4.15) e-11 , 2.7461 ± 0.5374 , 7.45 , (5.4±1.61) e-12 , (4.93±2.11) e-12 , 17.2837 , 1.31e-10 , -3.566e-11 +4.298e-11 , 1.33e-11 , -1.227e-11 +1.947e-11 , < 3.34e-11 , - , 8.13 , 1.11 , 0 , bzb , 0.272 , , N , 1 , HSP , 
33 , 1FHL J0131.3+6121 , 2FGL J0131.1+6121 , 1RXS J013106.4+612035 , 22.8357 , 61.3569 , 127.69 , -1.15 , (33.11±5.85) e-11 , 2.0824 ± 0.2192 , 11.55 , (5.76±1.02) e-12 , (19.48±5.37) e-12 , 24.2198 , 2.41e-10 , -4.755e-11 +5.385e-11 , 8.27e-11 , -2.552e-11 +3.136e-11 , 8.83e-12 , -6.301e-12 +1.223e-11 , 9.95 , 6.75 , 2.51 , agu , 0 , , N , 1 , HSP , 
34 , 1FHL J0132.6-1651 , 2FGL J0132.8-1654 , PKS 0130-17 , 23.1653 , -16.8588 , 167.92 , -75.99 , (6.78±3.01) e-11 , 4.2895 ± 1.43 , 4.83 , (6.28±2.79) e-12 , (15.6±7.61) e-13 , 13.4353 , 6.79e-11 , -2.621e-11 +3.466e-11 , < 3.33e-11 , - , < 3.80e-11 , - , 5.51 , 0 , 0 , bzq , 1.02 , , N , 1 , LSP , 
35 , 1FHL J0134.4+2643 , 2FGL J0134.4+2636 , 1RXS J013427.2+263846 , 23.6024 , 26.7328 , 134.68 , -35.16 , (11.06±3.82) e-11 , 3.5574 ± 0.8623 , 5.32 , (7.5±2.59) e-12 , (2.9±1.2) e-12 , 14.5213 , 9.75e-11 , -3.244e-11 +4.022e-11 , 9.12e-12 , -7.257e-12 +1.408e-11 , < 3.40e-11 , - , 5.32 , 1.55 , 0 , agu , 0 , , N , 1 , HSP , 
36 , 1FHL J0136.5+3906 , 2FGL J0136.5+3905 , B3 0133+388 , 24.1469 , 39.1 , 132.42 , -22.94 , (10.07±1.05) e-10 , 2.3173 ± 0.1526 , 26.43 , (24.58±2.55) e-12 , (47.9±7.85) e-12 , 20.7503 , 7.74e-10 , -8.795e-11 +9.483e-11 , 2.14e-10 , -4.373e-11 +5.042e-11 , 2.19e-11 , -1.206e-11 +1.931e-11 , 22.59 , 13.52 , 2.4 , bzb , 0 , RGB J0136+391 , P , 1 , HSP , 
37 , 1FHL J0136.8+4754 , 2FGL J0136.9+4751 , OC 457 , 24.2079 , 47.9013 , 130.75 , -14.28 , (9.73±3.27) e-11 , 3.4679 ± 0.8292 , 5.59 , (6.1±2.05) e-12 , (2.61±1.06) e-12 , 14.8411 , 9.16e-11 , -2.85e-11 +3.514e-11 , 9.16e-12 , -6.709e-12 +1.304e-11 , < 3.19e-11 , - , 6.07 , 2.06 , 0 , bzq , 0.859 , , N , 1 , LSP , 
38 , 1FHL J0137.7+5812 , 2FGL J0137.7+5811 , 1RXS J013748.0+581422 , 24.4357 , 58.2156 , 129.01 , -4.11 , (11.63±3.77) e-11 , 2.0513 ± 0.3848 , 5.86 , (15.44±4.95) e-13 , (7.06±3.28) e-12 , 27.6401 , 8.90e-11 , -3.071e-11 +3.774e-11 , 2.21e-11 , -1.183e-11 +1.775e-11 , 9.27e-12 , -6.542e-12 +1.272e-11 , 5 , 3.37 , 2.68 , agu , 0 , , N , 1 , HSP , 
39 , 1FHL J0141.5-0927 , 2FGL J0141.5-0928 , PKS 0139-09 , 25.3759 , -9.4628 , 159.06 , -68.75 , (8.76±3.47) e-11 , 2.2803 ± 0.5529 , 5.72 , (21.08±8.34) e-13 , (4.3±2.68) e-12 , 20.8733 , 6.09e-11 , -2.506e-11 +3.371e-11 , 2.44e-11 , -1.355e-11 +2.169e-11 , < 3.99e-11 , - , 4.94 , 3.91 , 0 , bzb , 0.733 , , N , 1 , ISP , 
40 , 1FHL J0143.4-5844 , 2FGL J0143.6-5844 , SUMSS J014347-584550 , 25.8699 , -58.7492 , 290.51 , -57.11 , (20.79±4.81) e-11 , 2.1758 ± 0.3075 , 9.98 , (40.85±9.45) e-13 , (11.19±4.05) e-12 , 22.8604 , 1.31e-10 , -3.586e-11 +4.291e-11 , 7.04e-11 , -2.347e-11 +3.017e-11 , < 3.25e-11 , - , 7.62 , 7.44 , 0 , agu , 0 , , N , 1 , HSP , 
41 , 1FHL J0144.3+2703 , 2FGL J0144.6+2704 , TXS 0141+268 , 26.0837 , 27.0636 , 137.21 , -34.34 , (13.9±4.23) e-11 , 2.6306 ± 0.5583 , 6.96 , (5.09±1.55) e-12 , (5.28±2.51) e-12 , 17.653 , 1.19e-10 , -3.457e-11 +4.238e-11 , 1.60e-11 , -1.121e-11 +1.85e-11 , 1.17e-11 , -8.175e-12 +1.583e-11 , 7.39 , 1.9 , 1.73 , bzb , 0 , , N , 1 , LSP , 
42 , 1FHL J0152.6+0148 , 2FGL J0152.6+0148 , PMN J0152+0146 , 28.1634 , 1.8002 , 152.36 , -57.53 , (16.7±4.85) e-11 , 1.7709 ± 0.3351 , 8.02 , (21.15±6.13) e-13 , (13.73±6.79) e-12 , 28.5269 , 8.29e-11 , -2.996e-11 +3.861e-11 , 5.84e-11 , -2.338e-11 +3.152e-11 , 2.38e-11 , -1.469e-11 +2.383e-11 , 5.63 , 6.03 , 3.63 , bzb , 0.08 , RGB J0152+017 , P , 1 , HSP , 
43 , 1FHL J0153.1+7515 , , BZB J0153+7517 , 28.287 , 75.258 , 126.91 , 12.86 , (5.79±2.41) e-11 , 3.2598 ± 1.1255 , 4.1 , (3.9±1.59) e-12 , (16.51±9.95) e-13 , 14.4927 , 5.52e-11 , -2.028e-11 +2.598e-11 , < 4.16e-11 , - , < 2.60e-11 , - , 4.83 , 0 , 0 , bzb , 0 , , N , 1 , HSP , 
44 , 1FHL J0154.1+0823 , 2FGL J0153.9+0823 , GB6 J0154+0823 , 28.5267 , 8.3896 , 148.26 , -51.38 , (16.51±4.79) e-11 , 2.7217 ± 0.507 , 7.38 , (5.69±1.65) e-12 , (5.94±2.39) e-12 , 18.0579 , 1.34e-10 , -3.957e-11 +4.795e-11 , 2.76e-11 , -1.492e-11 +2.288e-11 , < 3.85e-11 , - , 6.66 , 4.08 , 0 , bzb , 0.691 , , N , 1 , ISP , 
45 , 1FHL J0156.5-2419 , 2FGL J0156.5-2419 , TXS 0154-244 , 29.139 , -24.327 , 205.73 , -75.09 , (6.04±2.76) e-11 , 2.4973 ± 0.7299 , 4.36 , (17.56±8.03) e-13 , (2.5±1.72) e-12 , 19.2962 , 4.97e-11 , -2.112e-11 +2.917e-11 , 1.15e-11 , -8.382e-12 +1.626e-11 , < 3.76e-11 , - , 4.92 , 2.02 , 0 , agu , 0 , , N , 1 , - , 
46 , 1FHL J0159.4+1048 , 2FGL J0159.5+1046 , RX J0159.5+1047 , 29.8743 , 10.8111 , 148.7 , -48.63 , (9.97±3.77) e-11 , 3.5024 ± 0.9697 , 4.89 , (7.22±2.72) e-12 , (2.65±1.26) e-12 , 14.2467 , 8.70e-11 , -3.074e-11 +3.901e-11 , 1.08e-11 , -7.76e-12 +1.509e-11 , < 3.69e-11 , - , 5.31 , 2.33 , 0 , bzb , 0.195 , , N , 1 , HSP , 
47 , 1FHL J0203.5+7232 , 2FGL J0203.6+7235 , S5 0159+723 , 30.8913 , 72.5334 , 128.35 , 10.42 , (8.85±3.12) e-11 , 2.5983 ± 0.5765 , 4.56 , (25.74±9.06) e-13 , (3.43±1.69) e-12 , 19.2785 , 7.40e-11 , -2.63e-11 +3.245e-11 , 9.26e-12 , -7.146e-12 +1.324e-11 , 7.98e-12 , -5.84e-12 +1.137e-11 , 4.72 , 1.66 , 2.11 , bzb , 0 , , N , 1 , LSP , 
48 , 1FHL J0203.6+3042 , 2FGL J0204.0+3045 , B2 0200+30 , 30.9044 , 30.7021 , 140.77 , -29.66 , (13.22±4.07) e-11 , 2.5037 ± 0.4888 , 6.63 , (3.95±1.21) e-12 , (5.46±2.52) e-12 , 19.0942 , 9.45e-11 , -3.15e-11 +3.927e-11 , 3.26e-11 , -1.574e-11 +2.304e-11 , < 3.46e-11 , - , 5.94 , 4.25 , 0 , bzq , 0.955 , , N , 2 , - , 
49 , 1FHL J0205.7+6448 , 2FGL J0205.8+6448 , PSR J0205+6449 , 31.426 , 64.815 , 130.73 , 3.07 , (8.69±3.29) e-11 , 1.6415 ± 0.3811 , 4.73 , (6.36±2.37) e-13 , (8.31±4.49) e-12 , 39.5183 , 2.90e-11 , -1.993e-11 +2.71e-11 , 4.07e-11 , -1.716e-11 +2.306e-11 , 9.60e-12 , -6.798e-12 +1.324e-11 , 1.64 , 4.69 , 2.53 , PSR , 0 , , N , 1 , , 
50 , 1FHL J0208.7+3523 , 1FGL J0208.6+3522 , BZB J0208+3523 , 32.1765 , 35.3878 , 140.22 , -24.88 , (6.08±2.82) e-11 , 1.7047 ± 0.5033 , 4.43 , (5.51±2.55) e-13 , (5.4±3.86) e-12 , 34.5957 , 2.47e-11 , -1.553e-11 +2.423e-11 , 2.22e-11 , -1.236e-11 +1.972e-11 , 1.15e-11 , -8.369e-12 +1.625e-11 , 2.27 , 3.74 , 2.04 , bzb , 0.318 , , N , 1 , HSP , 
51 , 1FHL J0209.6-5230 , 2FGL J0209.5-5229 , 1RXS J020922.2-522920 , 32.4239 , -52.5025 , 278.29 , -60.73 , (14.19±4.06) e-11 , 1.7017 ± 0.3076 , 9.2 , (14.21±4.06) e-13 , (12.64±5.73) e-12 , 32.6477 , 7.49e-11 , -2.661e-11 +3.397e-11 , 4.08e-11 , -1.717e-11 +2.395e-11 , 2.31e-11 , -1.273e-11 +2.038e-11 , 5.43 , 6.37 , 4.97 , bzb , 0 , , N , 1 , HSP , 
52 , 1FHL J0210.9-5100 , 2FGL J0210.7-5102 , PKS 0208-512 , 32.7375 , -51.0022 , 276.03 , -61.78 , (11.11±3.69) e-11 , 2.665 ± 0.5726 , 6.19 , (3.71±1.23) e-12 , (4.13±1.95) e-12 , 18.2756 , 7.20e-11 , -2.696e-11 +3.453e-11 , 3.93e-11 , -1.791e-11 +2.525e-11 , < 3.31e-11 , - , 4.61 , 5.52 , 0 , agu , 0.999 , , N , 2 , LSP , 
53 , 1FHL J0211.3+1051 , 2FGL J0211.2+1050 , MG1 J021114+1051 , 32.8299 , 10.8644 , 152.6 , -47.36 , (12.08±3.99) e-11 , 2.7224 ± 0.5834 , 6.61 , (4.65±1.54) e-12 , (4.34±2.07) e-12 , 17.338 , 1.14e-10 , -3.528e-11 +4.358e-11 , 1.17e-11 , -8.415e-12 +1.634e-11 , < 3.88e-11 , - , 6.85 , 2.24 , 0 , bzb , 0 , , N , 1 , ISP , 
54 , 1FHL J0213.1+2246 , 2FGL J0213.1+2245 , MG3 J021252+2246 , 33.2917 , 22.7803 , 146.47 , -36.33 , (8.22±3.4) e-11 , 1.9152 ± 0.4842 , 5.02 , (10.28±4.23) e-13 , (5.75±3.68) e-12 , 28.6956 , 6.26e-11 , -2.626e-11 +3.476e-11 , 1.06e-11 , -7.673e-12 +1.493e-11 , 1.35e-11 , -1.347e-11 +1.838e-11 , 4.34 , 2.14 , 3.35 , bzb , 0.459 , , N , 1 , HSP , 
55 , 1FHL J0217.4+0836 , 2FGL J0217.4+0836 , BZB J0217+0837 , 34.3501 , 8.612 , 156.16 , -48.64 , (12.37±4.19) e-11 , 1.9757 ± 0.4063 , 5.38 , (18.26±6.17) e-13 , (8.12±4.34) e-12 , 26.3072 , 6.17e-11 , -2.772e-11 +3.641e-11 , 5.99e-11 , -2.321e-11 +3.119e-11 , < 4.05e-11 , - , 3.28 , 6.02 , 0 , bzb , 0.085 , , N , 1 , ISP & - , 
56 , 1FHL J0217.7+0142 , 2FGL J0217.9+0143 , PKS 0215+015 , 34.4442 , 1.7006 , 162.16 , -54.46 , (12.86±4.21) e-11 , 3.6887 ± 0.9014 , 6.65 , (9.9±3.23) e-12 , (3.27±1.29) e-12 , 14.0324 , 1.12e-10 , -3.515e-11 +4.33e-11 , 9.53e-12 , -7.932e-12 +1.54e-11 , < 3.77e-11 , - , 6.71 , 1.4 , 0 , bzq , 1.721 , , N , 1 , LSP , 
