_id , bzcat5_name , other_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux_density_1.4/0.843GHz , Flux_density143GHz , X-ray flux0.1-2.4keV , Comment_on_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100 GeV, aro-aox-arx
119 , "5BZQJ0044-8422 " , "BZQJ0044-8422 " , 11.11067 , -84.37778 , "303.13" , "-32.75" , "1.032 " , 17.8 , "QSO RLoud flat radio sp." , 530 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.652
120 , "5BZBJ0045+2127 " , "RXJ00453+2127 " , 11.33033 , 21.46114 , "121.03" , "-41.39" , "0 " , 16.8 , "BL Lac" , 49 , 0 , 1.85 , ". " , " " , " " , 1.5e-9 , 0.356
121 , "5BZQJ0045-2243 " , "BZQJ0045-2243 " , 11.41496 , -22.73197 , "106.03" , "-85.42" , "1.538 " , 16.7 , "QSO RLoud flat radio sp." , 156 , 0 , 0.52 , ". " , " " , " " , 0 , 0.48
122 , "5BZBJ0045+1217 " , "1RXSJ004544.0+12" , 11.43054 , 12.28661 , "120.73" , "-50.56" , "0 " , 17.4 , "BL Lac" , 104 , 0 , 0.56 , ". " , " " , " " , 1e-9 , 0.423
123 , "5BZQJ0046+3900 " , "BZQJ0046+3900 " , 11.69812 , 39.01317 , "121.94" , "-23.85" , "0.958 " , 20.9 , "QSO RLoud flat radio sp." , 195 , 0 , 0 , ". " , " " , " " , 0 , 0.829
124 , "5BZBJ0047+5657 " , "GB6B0044+5641 " , 11.75179 , 56.96178 , "122.32" , "-5.91" , "0 " , 18.9 , "BL Lac" , 190 , 0 , 0 , ". " , " " , " " , 2e-9 , 0.557
125 , "5BZBJ0047+2017 " , "EXO0044.4+2001 " , 11.79079 , 20.29153 , "121.57" , "-42.57" , "0 " , 16.9 , "BL Lac Candidate" , 100 , 0 , 3.18 , ". " , " " , " " , 0 , 0.405
126 , "5BZQJ0047+2435 " , "CRATESJ004743+24" , 11.93279 , 24.58775 , "121.85" , "-38.28" , "0.62 " , 19.6 , "QSO RLoud flat radio sp." , 268 , 0 , 0 , ". " , " " , " " , 0 , 0.762
127 , "5BZQJ0047-8256 " , "PKS 0047-832 " , 11.96412 , -82.94706 , "303.06" , "-34.19" , "1.112 " , 16.8 , "QSO RLoud flat radio sp." , 204 , 0 , 0 , ". " , " " , " " , 0 , 0.506
128 , "5BZBJ0047+3948 " , "5C 3.178 " , 11.98008 , 39.816 , "122.19" , "-23.05" , "0.252 " , 17.3 , "BL Lac" , 92 , 0 , 0.22 , ". " , " " , " " , 0 , 0.429
129 , "5BZQJ0048+2235 " , "2FGLJ0047.9+2232" , 12.01087 , 22.59008 , "121.9" , "-40.28" , "1.161 " , 18.6 , "QSO RLoud flat radio sp." , 84 , 0 , 0.05 , ". " , " " , " " , 1.5e-9 , 0.572
130 , "5BZGJ0048+3157 " , "MARK 348 " , 12.19642 , 31.957 , "122.27" , "-30.91" , "0.015 " , 13.1 , "BL Lac-galaxy dominated" , 292 , 0 , 0.12 , ". " , " " , " " , 0 , 0.208
131 , "5BZUJ0049-4457 " , "RXSJ00492-4457 " , 12.31917 , -44.95306 , "304.18" , "-72.18" , "0.121 " , 15.8 , "Blazar Uncertain type" , 206 , 0 , 2.31 , ". " , " " , " " , 0 , 0.388
132 , "5BZQJ0049-3116 " , "PKS 0046-315 " , 12.34537 , -31.27425 , "308.98" , "-85.84" , "2.721 " , 17.7 , "QSO RLoud flat radio sp." , 161 , 0 , 0 , ". " , " " , " " , 0 , 0.559
133 , "5BZQJ0049-2509 " , "TEX0047-254 " , 12.39054 , -25.15944 , "110.76" , "-87.99" , "1.472 " , 21.5 , "QSO RLoud flat radio sp." , 95 , 0 , 0.05 , ". " , " " , " " , 0 , 0.818
134 , "5BZQJ0049+5128 " , "1RXSJ004937.7+51" , 12.40813 , 51.47056 , "122.64" , "-11.4" , "0.87 " , 20.8 , "QSO RLoud flat radio sp." , 144 , 585 , 0.37 , ". " , " " , " " , 0 , 0.761
135 , "5BZBJ0049+0237 " , "PKS 0047+023 " , 12.43008 , 2.61775 , "122.06" , "-60.25" , "0 " , 18.5 , "BL Lac" , 425 , 0 , 0.29 , ". " , " " , " " , 7e-10 , 0.671
136 , "5BZQJ0049-5738 " , "PKS0047-579 " , 12.49796 , -57.64075 , "303.31" , "-59.49" , "1.797 " , 16.5 , "QSO RLoud flat radio sp." , 2111 , 0 , 0.47 , ". " , " " , " " , 5e-10 , 0.685
137 , "5BZQJ0050-0452 " , "PKS 0047-051 " , 12.58971 , -4.87231 , "122.22" , "-67.75" , "0.922 " , 19.3 , "QSO RLoud flat radio sp." , 254 , 0 , 0 , ". " , " " , " " , 5e-10 , 0.722
138 , "5BZBJ0050-0929 " , "PKS0048-09 " , 12.67208 , -9.48469 , "122.32" , "-72.36" , "0 " , 15.8 , "BL Lac" , 814 , 333 , 2.33 , ". " , " " , " " , 3.9e-9 , 0.529
139 , "5BZQJ0051-0650 " , "PKS0048-71 " , 12.78417 , -6.83386 , "122.71" , "-69.71" , "1.975 " , 19.5 , "QSO RLoud flat radio sp." , 905 , 1073 , 0.27 , ". " , " " , " " , 1.2e-9 , 0.844
140 , "5BZQJ0051-4226 " , "PKS0048-427 " , 12.7895 , -42.44244 , "303.12" , "-74.69" , "1.749 " , 19.5 , "QSO RLoud flat radio sp." , 676 , 0 , 0.23 , ". " , " " , " " , 0 , 0.833
141 , "5BZBJ0051-6242 " , "1RXSJ005117.7-62" , 12.81937 , -62.70122 , "302.96" , "-54.43" , "0 " , 16.7 , "BL Lac" , 43 , 0 , 2.89 , ". " , " " , " " , 1.4e-9 , 0.324
142 , "5BZQJ0052+4402 " , "BZQJ0052+4402 " , 13.11592 , 44.0485 , "123.12" , "-18.83" , "2.624 " , 18 , "QSO RLoud flat radio sp." , 146 , 0 , 0 , ". " , " " , " " , 0 , 0.542
143 , "5BZQJ0052-2825 " , "Q 0050-2842 " , 13.21892 , -28.43167 , "289.28" , "-88.67" , "1.643 " , 19 , "QSO RLoud flat radio sp." , 224 , 0 , 0.25 , ". " , " " , " " , 0 , 0.693
144 , "5BZBJ0054-2455 " , "2FGLJ0055.0-2454" , 13.69475 , -24.92472 , "141.91" , "-87.68" , "0 " , 16.9 , "BL Lac" , 24 , 0 , 1.83 , ". " , " " , " " , 4e-10 , 0.29
145 , "5BZGJ0056-0936 " , "IPC0053-0952 " , 14.08358 , -9.6085 , "126.93" , "-72.45" , "0.103 " , 15.2 , "BL Lac-galaxy dominated" , 199 , 0 , 4.2 , ". " , " " , " " , 0 , 0.318
146 , "5BZBJ0056-2117 " , "1RXSJ005634.0-21" , 14.13446 , -21.28553 , "134.45" , "-84.05" , "0 " , 16.7 , "BL Lac" , 90 , 0 , 0.46 , ". " , " " , " " , 5e-10 , 0.436
147 , "5BZBJ0056+1625 " , "BZBJ0056+1625 " , 14.23025 , 16.42042 , "124.83" , "-46.43" , "0.206 " , 20.9 , "BL Lac Candidate" , 125 , 0 , 0 , ". " , " " , " " , 0 , 0.821
148 , "5BZQJ0057-0024 " , "PKS 0054-006 " , 14.32075 , -0.40906 , "126.17" , "-63.25" , "2.747 " , 19.1 , "QSO RLoud flat radio sp." , 134 , 0 , 0 , ". " , " " , " " , 0 , 0.651
149 , "5BZBJ0057-2212 " , "1WGAJ0057.3-2212" , 14.33021 , -22.21031 , "138.44" , "-84.91" , "0 " , 20.6 , "BL Lac" , 98 , 0 , 0.06 , ". " , " " , " " , 0 , 0.81
150 , "5BZBJ0058-3234 " , "2FGLJ0057.9-3236" , 14.50925 , -32.57239 , "288.6" , "-84.38" , "0 " , 18.8 , "BL Lac" , 186 , 0 , 0.09 , ". " , " " , " " , 9e-10 , 0.683
151 , "5BZQJ0058-0539 " , "PKS 0055-059 " , 14.52113 , -5.66453 , "127.44" , "-68.48" , "1.246 " , 18.6 , "QSO RLoud flat radio sp." , 742 , 0 , 0 , ". " , " " , " " , 0 , 0.754
152 , "5BZBJ0058+1723 " , "RXJ00582+1723 " , 14.56992 , 17.38708 , "125.25" , "-45.46" , "0 " , 19.1 , "BL Lac" , 9 , 0 , 3.88 , ". " , " " , " " , 0 , 0.417
153 , "5BZUJ0058+3311 " , "GC0055+32 " , 14.63358 , 33.18817 , "124.64" , "-29.66" , "1.369 " , 20.9 , "Blazar Uncertain type" , 161 , 0 , 0 , ". " , " " , " " , 8e-10 , 0.729
154 , "5BZQJ0058+0620 " , "GB6J0058+0620 " , 14.64083 , 6.33511 , "126.14" , "-56.5" , "0.592 " , 20.9 , "QSO RLoud flat radio sp." , 90 , 0 , 0.31 , ". " , " " , " " , 0 , 0.815
155 , "5BZUJ0058-5659 " , "1Jy0056-572 " , 14.69408 , -56.98653 , "300.92" , "-60.12" , "0 " , 17.4 , "Blazar Uncertain type" , 485 , 663 , 1.38 , ". " , " " , " " , 6e-10 , 0.639
156 , "5BZBJ0058-5219 " , "PKS 0056-525 " , 14.73271 , -52.32447 , "300.24" , "-64.77" , "0 " , 20.2 , "BL Lac" , 86 , 0 , 0 , ". " , " " , " " , 0 , 0.822
157 , "5BZQJ0059+0006 " , "1Jy0056-001 " , 14.77296 , 0.11436 , "127.1" , "-62.7" , "0.719 " , 17.5 , "QSO RLoud flat radio sp." , 2510 , 0 , 0.47 , ". " , " " , " " , 0 , 0.754
158 , "5BZGJ0059-0150 " , "2FGLJ0059.2-0151" , 14.8205 , -1.83825 , "127.51" , "-64.64" , "0.114 " , 17.1 , "BL Lac-galaxy dominated" , 18 , 0 , 1.01 , ". " , " " , " " , 2e-10 , 0.268
159 , "5BZQJ0100-3337 " , "PKS0057-338 " , 15.03871 , -33.62561 , "287.33" , "-83.24" , "0.874 " , 19.4 , "QSO RLoud flat radio sp." , 70 , 0 , 0.07 , ". " , " " , " " , 0 , 0.658
160 , "5BZUJ0100+0745 " , "BZUJ0100+0745 " , 15.08667 , 7.76428 , "126.78" , "-55.04" , "0 " , 21.3 , "Blazar Uncertain type" , 99 , 0 , 0 , ". " , " " , " " , 2e-9 , 0.769
161 , "5BZQJ0100+3345 " , "GB6B0057+3329 " , 15.15954 , 33.75172 , "125.12" , "-29.08" , "2.144 " , 19.7 , "QSO RLoud flat radio sp." , 84 , 0 , 0 , ". " , " " , " " , 0 , 0.662
162 , "5BZBJ0100-0055 " , "BZBJ0100-0055 " , 15.24242 , -0.92983 , "128.31" , "-63.71" , "0 " , 18.7 , "BL Lac" , 33 , 0 , 0 , ". " , " " , " " , 0 , 0.481
163 , "5BZQJ0102-8012 " , "PKS0101-804 " , 15.56175 , -80.21094 , "302.35" , "-36.91" , "1.169 " , 19.8 , "QSO RLoud flat radio sp." , 113 , 0 , 0.17 , ". " , " " , " " , 0 , 0.724
164 , "5BZQJ0102-7546 " , "PKS 0101-76 " , 15.5775 , -75.78083 , "302.04" , "-41.34" , "1.017 " , 17.8 , "QSO RLoud flat radio sp." , 184 , 0 , 0.28 , ". " , " " , " " , 0 , 0.601
165 , "5BZQJ0102+4214 " , "BZQJ0102+4214 " , 15.613 , 42.23869 , "125.1" , "-20.59" , "0.874 " , 18.7 , "QSO RLoud flat radio sp." , 43 , 0 , 0 , ". " , " " , " " , 8e-10 , 0.557
166 , "5BZUJ0102+5824 " , "PLCKERC217G124.4" , 15.69067 , 58.40308 , "124.41" , "-4.44" , "0.644 ? " , 19 , "Blazar Uncertain type" , 849 , 1376 , 0.79 , " ? " , " " , " " , 2.8e-9 , 0.653
167 , "5BZQJ0102-2646 " , "HBQS0100-27 " , 15.73475 , -26.77669 , "205.73" , "-87.42" , "1.597 " , 17.5 , "QSO RLoud flat radio sp." , 291 , 0 , 0.51 , ". " , " " , " " , 0 , 0.593
168 , "5BZGJ0103+1526 " , "CRATESJ010327+15" , 15.85838 , 15.44022 , "127.19" , "-47.34" , "0.246 " , 17.2 , "BL Lac-galaxy dominated" , 225 , 0 , 0 , ". " , " " , " " , 0 , 0.493
169 , "5BZGJ0103+4322 " , "BZBJ0103+4322 " , 15.87021 , 43.38331 , "125.25" , "-19.44" , "0 " , 19.2 , "BL Lac-galaxy dominated" , 40 , 0 , 0 , ". " , " " , " " , 0 , 0.505
170 , "5BZUJ0103-6439 " , "PKS 0101-649 " , 15.8905 , -64.65211 , "300.8" , "-52.43" , "0.163 " , 14.9 , "Blazar Uncertain type" , 153 , 0 , 1.92 , ". " , " " , " " , 0 , 0.371
171 , "5BZQJ0104-2416 " , "PCCS1353G170.52-" , 16.2425 , -24.27456 , "170.54" , "-85.83" , "1.747 " , 19.9 , "QSO RLoud flat radio sp." , 235 , 617 , 0 , ". " , " " , " " , 8e-10 , 0.784
172 , "5BZBJ0105+3928 " , "GB6B0102+3912 " , 16.28875 , 39.47092 , "125.81" , "-23.33" , "0.44 ? " , 18.2 , "BL Lac" , 91 , 0 , 0 , " ? " , " " , " " , 6e-10 , 0.471
173 , "5BZUJ0106+3402 " , "B20103+33 " , 16.50121 , 34.03417 , "126.37" , "-28.74" , "0.579 " , 24.1 , "Blazar Uncertain type" , 348 , 0 , 0 , ". " , " " , " " , 0 , 1.092
174 , "5BZGJ0106+2539 " , "CRATESJ010610+25" , 16.54571 , 25.65847 , "127.09" , "-37.1" , "0.199 " , 17.4 , "BL Lac-galaxy dominated" , 130 , 0 , 0 , ". " , " " , " " , 0 , 0.501
175 , "5BZQJ0106-0155 " , "PKS 0103-021 " , 16.59579 , -1.92733 , "131.64" , "-64.55" , "2.194 " , 19.2 , "QSO RLoud flat radio sp." , 603 , 0 , 0 , ". " , " " , " " , 0 , 0.788
176 , "5BZQJ0106-2718 " , "PKS 0104-275 " , 16.60867 , -27.30328 , "216.76" , "-86.67" , "2.486 " , 18.6 , "QSO RLoud flat radio sp." , 455 , 0 , 0 , ". " , " " , " " , 0 , 0.723
177 , "5BZQJ0106-1034 " , "1RXSJ010644.5-10" , 16.68396 , -10.56953 , "135.93" , "-73.06" , "0.469 " , 18.1 , "QSO RLoud flat radio sp." , 276 , 0 , 0.85 , ". " , " " , " " , 0 , 0.615
178 , "5BZQJ0106-4034 " , "PKS0104-408 " , 16.68796 , -40.57222 , "290.66" , "-76.2" , "0.584 " , 18.9 , "QSO RLoud flat radio sp." , 662 , 625 , 0.54 , ". " , " " , " " , 0 , 0.855
179 , "5BZQJ0107+2611 " , "CRATESJ010748+26" , 16.9495 , 26.18572 , "127.5" , "-36.54" , "0.522 " , 21.3 , "QSO RLoud flat radio sp." , 190 , 0 , 0 , ". " , " " , " " , 0 , 0.885
180 , "5BZQJ0108-0037 " , "PKS 0105-008 " , 17.11183 , -0.62339 , "132.39" , "-63.19" , "1.374 " , 17.3 , "QSO RLoud flat radio sp." , 933 , 0 , 0 , ". " , " " , " " , 0 , 0.671
181 , "5BZQJ0108+0135 " , "PKS0106+01 " , 17.16154 , 1.58342 , "131.82" , "-60.99" , "2.099 " , 18.1 , "QSO RLoud flat radio sp." , 2621 , 1634 , 0.22 , ". " , " " , " " , 6.4e-9 , 0.838
182 , "5BZBJ0109+1816 " , "CRATESJ010907+18" , 17.28408 , 18.26875 , "128.81" , "-44.4" , "0 " , 16.9 , "BL Lac" , 90 , 0 , 4.51 , ". " , " " , " " , 5e-10 , 0.395
183 , "5BZQJ0109+6133 " , "IRAS01065+6117 " , 17.44308 , 61.55847 , "125.11" , "-1.24" , "0.783 " , 19.4 , "QSO RLoud flat radio sp." , 305 , 664 , 0.33 , ". " , " " , " " , 5e-10 , 0.503
184 , "5BZGJ0110+4149 " , "GB6B0107+4134 " , 17.51996 , 41.83081 , "126.64" , "-20.91" , "0.096 " , 15.7 , "BL Lac-galaxy dominated" , 85 , 0 , 1.17 , ". " , " " , " " , 0 , 0.235
185 , "5BZBJ0110-0047 " , "SDSSJ01102-0047 " , 17.55275 , -0.79633 , "133.41" , "-63.29" , "0.548 " , 19.8 , "BL Lac" , 29 , 0 , 0 , ". " , " " , " " , 0 , 0.607
186 , "5BZUJ0110+6805 " , "GB6B0106+6749 " , 17.55362 , 68.09478 , "124.68" , "5.28" , "0 " , 16.5 , "Blazar Uncertain type" , 1715 , 0 , 0.28 , ". " , " " , " " , 1.9e-9 , 0.37
187 , "5BZBJ0110-0415 " , "CRATESJ011031-04" , 17.62875 , -4.25861 , "135.02" , "-66.68" , "0 " , 18.2 , "BL Lac" , 164 , 0 , 0.48 , ". " , " " , " " , 0 , 0.602
188 , "5BZQJ0110-1648 " , "1RXSJ011034.9-16" , 17.64796 , -16.80769 , "147.14" , "-78.77" , "0.78 " , 15.8 , "QSO RLoud flat radio sp." , 106 , 0 , 1.87 , ". " , " " , " " , 0 , 0.365
189 , "5BZBJ0110-1255 " , "SHBLJ011050.0-12" , 17.70825 , -12.91764 , "141.59" , "-75.09" , "0.234 ? " , 16.7 , "BL Lac" , 17 , 0 , 7.78 , " ? " , " " , " " , 0 , 0.264
190 , "5BZQJ0110-0741 " , "PKS 0108-079 " , 17.70842 , -7.69475 , "137.12" , "-70.03" , "1.779 " , 18.9 , "QSO RLoud flat radio sp." , 846 , 0 , 0 , ". " , " " , " " , 0 , 0.793
191 , "5BZBJ0111+0536 " , "RXJ01115+0536 " , 17.87575 , 5.60758 , "132.1" , "-56.91" , "0.346 " , 18.8 , "BL Lac Candidate" , 16 , 0 , 2.08 , ". " , " " , " " , 0 , 0.387
192 , "5BZUJ0111+3906 " , "1Jy0108+388 " , 17.90546 , 39.10781 , "127.2" , "-23.6" , "0.668 " , 22 , "Blazar Uncertain type" , 429 , 0 , 0.03 , ". " , " " , " " , 0 , 0.977
193 , "5BZQJ0111-1317 " , "TEX0109-135 " , 17.98692 , -13.28364 , "143.04" , "-75.35" , "2.42 " , 21.3 , "QSO RLoud flat radio sp." , 256 , 0 , 0 , ". " , " " , " " , 0 , 0.896
194 , "5BZBJ0112+2244 " , "GC 0109+224 " , 18.02425 , 22.74411 , "129.14" , "-39.88" , "0.265 " , 14.8 , "BL Lac" , 385 , 0 , 1.93 , ". " , " " , " " , 7.1e-9 , 0.343
195 , "5BZQJ0112+2020 " , "TEX 0109+200 " , 18.04246 , 20.33939 , "129.5" , "-42.27" , "0.746 " , 17.2 , "QSO RLoud flat radio sp." , 471 , 0 , 0.45 , ". " , " " , " " , 0 , 0.588
196 , "5BZQJ0112+3522 " , "B2 0109+35 " , 18.05392 , 35.37203 , "127.69" , "-27.31" , "0.45 " , 18.3 , "QSO RLoud flat radio sp." , 399 , 0 , 0.63 , ". " , " " , " " , 0 , 0.671
197 , "5BZQJ0112+3818 " , "GB6J0112+3819 " , 18.07521 , 38.31581 , "127.42" , "-24.38" , "0.333 " , 16.7 , "QSO RLoud flat radio sp." , 58 , 0 , 0.6 , ". " , " " , " " , 0 , 0.374
198 , "5BZQJ0112-6634 " , "PKS 0110-668 " , 18.07879 , -66.57922 , "299.67" , "-50.42" , "1.189 " , 17.5 , "QSO RLoud flat radio sp." , 450 , 0 , 0 , ". " , " " , " " , 0 , 0.626
199 , "5BZBJ0112-3201 " , "1RXSJ011233.3-32" , 18.1365 , -32.02836 , "261.07" , "-83.29" , "0 " , 19.8 , "BL Lac" , 4 , 0 , 0.85 , ". " , " " , " " , 0 , 0.482
200 , "5BZQJ0112+3208 " , "NRAO 62 " , 18.20971 , 32.13817 , "128.19" , "-30.52" , "0.603 " , 16.4 , "QSO RLoud flat radio sp." , 685 , 0 , 4.38 , ". " , " " , " " , 4.6e-9 , 0.547
201 , "5BZQJ0113-3551 " , "CGRaBSJ0113-3551" , 18.31604 , -35.86331 , "276.27" , "-80.11" , "1.22 " , 19.9 , "QSO RLoud flat radio sp." , 180 , 478 , 0 , ". " , " " , " " , 4e-10 , 0.771
202 , "5BZQJ0113+4948 " , "S40110+495 " , 18.3625 , 49.80667 , "126.57" , "-12.91" , "0.389 " , 17.8 , "QSO RLoud flat radio sp." , 667 , 465 , 0.77 , ". " , " " , " " , 9e-10 , 0.643
203 , "5BZGJ0113+0222 " , "PKS0111+021 " , 18.42975 , 2.37147 , "134.12" , "-60.02" , "0.047 " , 14.6 , "BL Lac-galaxy dominated" , 491 , 0 , 0.55 , ". " , " " , " " , 0 , 0.396
204 , "5BZQJ0113+1324 " , "GB6B0111+1309 " , 18.47712 , 13.41458 , "131.29" , "-49.1" , "0.685 " , 18.8 , "QSO RLoud flat radio sp." , 248 , 0 , 0.31 , ". " , " " , " " , 0 , 0.659
205 , "5BZBJ0114+1325 " , "GB6B0112+1310 " , 18.71988 , 13.42708 , "131.64" , "-49.05" , "0 " , 17.4 , "BL Lac" , 63 , 0 , 0.48 , ". " , " " , " " , 1.2e-9 , 0.424
206 , "5BZBJ0115-3400 " , "SHBLJ011501.3-34" , 18.75717 , -34.00756 , "267.95" , "-81.46" , "0.482 " , 19.1 , "BL Lac" , 6 , 0 , 1.13 , ". " , " " , " " , 0 , 0.389
207 , "5BZQJ0115-0127 " , "PKS0112-017 " , 18.82125 , -1.45128 , "136.48" , "-63.7" , "1.381 " , 17.8 , "QSO RLoud flat radio sp." , 1076 , 0 , 0.56 , ". " , " " , " " , 0 , 0.739
208 , "5BZQJ0115-2804 " , "PKS 0113-283 " , 18.8495 , -28.082 , "224.47" , "-84.61" , "2.579 " , 19.8 , "QSO RLoud flat radio sp." , 439 , 0 , 0 , ". " , " " , " " , 0 , 0.814
209 , "5BZBJ0115+0356 " , "GB6J0115+0357 " , 18.91879 , 3.94536 , "134.51" , "-58.38" , "0 " , 16.7 , "BL Lac" , 99 , 0 , 0.56 , ". " , " " , " " , 1.5e-9 , 0.398
210 , "5BZBJ0115+2519 " , "RXJ01157+2519 " , 18.94229 , 25.3315 , "129.83" , "-37.22" , "0 " , 17.3 , "BL Lac" , 38 , 0 , 2.07 , ". " , " " , " " , 1.3e-9 , 0.353
211 , "5BZQJ0115-3049 " , "2QZJ011546-3049 " , 18.94342 , -30.82197 , "249.12" , "-83.53" , "1.414 " , 19.8 , "QSO RLoud flat radio sp." , 328 , 0 , 0 , ". " , " " , " " , 0 , 0.81
212 , "5BZQJ0116-1136 " , "PKS0113-118 " , 19.05217 , -11.60428 , "144.66" , "-73.43" , "0.671 " , 17.7 , "QSO RLoud flat radio sp." , 1785 , 919 , 0.9 , ". " , " " , " " , 1.5e-9 , 0.762
213 , "5BZBJ0116-6153 " , "-- " , 19.08175 , -61.89542 , "297.82" , "-54.99" , "0 " , 17.8 , "BL Lac" , 27 , 0 , 0 , ". " , " " , " " , 3e-10 , 0.38
214 , "5BZQJ0117+1418 " , "BZQJ0117+1418 " , 19.355 , 14.30344 , "132.37" , "-48.09" , "0.839 " , 20.8 , "QSO RLoud flat radio sp." , 173 , 0 , 0 , ". " , " " , " " , 0 , 0.834
215 , "5BZQJ0117-3357 " , "PKS 0115-342 " , 19.43583 , -33.95139 , "264.85" , "-81.14" , "0.647 " , 19.8 , "QSO RLoud flat radio sp." , 415 , 0 , 0.07 , ". " , " " , " " , 0 , 0.782
216 , "5BZBJ0117-2443 " , "1RXSJ011746.6-24" , 19.44583 , -24.72603 , "192.3" , "-83.61" , "0.279 " , 17 , "BL Lac" , 10 , 0 , 1.97 , ". " , " " , " " , 0 , 0.235
217 , "5BZQJ0117-2111 " , "MC1 0115-214 " , 19.45325 , -21.18519 , "169.67" , "-81.55" , "1.49 " , 17.2 , "QSO RLoud flat radio sp." , 255 , 0 , 0 , ". " , " " , " " , 0 , 0.566
218 , "5BZQJ0118-2141 " , "PKS 0116-219 " , 19.73858 , -21.69169 , "173.43" , "-81.71" , "1.165 " , 17.6 , "QSO RLoud flat radio sp." , 447 , 756 , 0.14 , ". " , " " , " " , 4.3e-9 , 0.655
219 , "5BZBJ0120-2701 " , "1Jy0118-272 " , 20.13192 , -27.02353 , "213.64" , "-83.53" , "0 " , 15.5 , "BL Lac" , 934 , 431 , 0.72 , ". " , " " , " " , 4.3e-9 , 0.516
220 , "5BZQJ0121-2806 " , "CGRaBSJ0121-2806" , 20.25308 , -28.10614 , "223.11" , "-83.38" , "3.119 " , 20 , "QSO RLoud flat radio sp." , 122 , 0 , 0.09 , ". " , " " , " " , 0 , 0.708
221 , "5BZQJ0121+1127 " , "GB6J0121+1127 " , 20.37083 , 11.45014 , "134.61" , "-50.74" , "2.487 " , 17.3 , "QSO RLoud flat radio sp." , 46 , 0 , 0 , ". " , " " , " " , 0 , 0.418
222 , "5BZQJ0121+1149 " , "PKS0119+11 " , 20.42317 , 11.83072 , "134.58" , "-50.36" , "0.57 " , 19.2 , "QSO RLoud flat radio sp." , 1184 , 0 , 0.67 , ". " , " " , " " , 0 , 0.845
223 , "5BZQJ0121+0422 " , "PKS 0119+041 " , 20.48692 , 4.37353 , "137.24" , "-57.65" , "0.637 " , 20 , "QSO RLoud flat radio sp." , 1066 , 599 , 0.42 , ". " , " " , " " , 0 , 0.915
224 , "5BZQJ0122+0310 " , "3EGJ0122+0310 " , 20.50796 , 3.16736 , "137.8" , "-58.82" , "4 " , 20.8 , "QSO RLoud flat radio sp." , 98 , 0 , 0.28 , ". " , " " , " " , 0 , 0.732
225 , "5BZBJ0122+1510 " , "SDSSJ01224+1510 " , 20.61408 , 15.17308 , "133.94" , "-47.04" , "0 " , 19.7 , "BL Lac" , 38 , 0 , 0 , ". " , " " , " " , 0 , 0.629
226 , "5BZQJ0122+2502 " , "B2 0119+24 " , 20.66171 , 25.04217 , "131.82" , "-37.29" , "2.025 " , 19.1 , "QSO RLoud flat radio sp." , 714 , 0 , 0 , ". " , " " , " " , 0 , 0.785
227 , "5BZQJ0122-0935 " , "1RXSJ012248.6-09" , 20.70029 , -9.59639 , "147.29" , "-70.97" , "0.784 " , 18.9 , "QSO RLoud flat radio sp." , 37 , 0 , 0.28 , ". " , " " , " " , 0 , 0.567
228 , "5BZBJ0123+3420 " , "1ES0120+340 " , 20.78596 , 34.34681 , "130.34" , "-28.07" , "0.272 " , 17.9 , "BL Lac" , 44 , 0 , 25.3 , ". " , " " , " " , 4e-10 , 0.473
229 , "5BZBJ0123-2310 " , "RXSJ01236-2311 " , 20.90979 , -23.18294 , "186.24" , "-81.72" , "0.404 " , 17.6 , "BL Lac Candidate" , 27 , 0 , 5.59 , ". " , " " , " " , 0 , 0.339
230 , "5BZGJ0123+4210 " , "1RXSJ012340.7+42" , 20.91871 , 42.16856 , "129.29" , "-20.31" , "0.186 " , 17.6 , "BL Lac-galaxy dominated" , 20 , 0 , 1.96 , ". " , " " , " " , 0 , 0.296
231 , "5BZQJ0123+2615 " , "KPD2.06 " , 20.92933 , 26.25622 , "131.89" , "-36.06" , "0.849 ? " , 18.9 , "QSO RLoud flat radio sp." , 183 , 0 , 0.31 , " ? " , " " , " " , 0 , 0.669
232 , "5BZBJ0124+3249 " , "1WGAJ0124.4+3249" , 21.12733 , 32.82953 , "130.91" , "-29.53" , "0 " , 19.5 , "BL Lac Candidate" , 14 , 0 , 0.99 , ". " , " " , " " , 0 , 0.433
233 , "5BZBJ0124+0918 " , "MS0122.1+0903 " , 21.1855 , 9.31369 , "136.56" , "-52.68" , "0.338 " , 19.1 , "BL Lac" , 2 , 0 , 0.21 , ". " , " " , " " , 0 , 0.326
234 , "5BZBJ0124-0625 " , "BZBJ0124-0625 " , 21.21033 , -6.41692 , "145.4" , "-67.82" , "0 " , 19.1 , "BL Lac" , 41 , 0 , 0 , ". " , " " , " " , 6e-10 , 0.578
235 , "5BZQJ0124+2805 " , "CRATESJ012455+28" , 21.23283 , 28.0865 , "131.86" , "-34.21" , "0.71 " , 18.4 , "QSO RLoud flat radio sp." , 217 , 0 , 0 , ". " , " " , " " , 0 , 0.636
236 , "5BZQJ0124-5113 " , "PKS 0122-514 " , 21.23896 , -51.22125 , "290.41" , "-65.09" , "1.104 " , 19.6 , "QSO RLoud flat radio sp." , 251 , 0 , 0 , ". " , " " , " " , 0 , 0.764
