_id , bzcat5_name , other_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux_density_1.4/0.843GHz , Flux_density143GHz , X-ray flux0.1-2.4keV , Comment_on_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100 GeV, aro-aox-arx
2681 , "5BZQJ1631+5028 " , "CRATESJ163132+50" , 247.88242 , 50.47292 , "77.85" , "42.56" , "2.348 " , 20.6 , "QSO RLoud flat radio sp." , 88 , 0 , 0 , ". " , " " , " " , 0 , 0.745
2682 , "5BZBJ1632+1758 " , "BZBJ1632+1758 " , 248.0605 , 17.98044 , "34.92" , "38.59" , "0.287 " , 17.9 , "BL Lac" , 23 , 0 , 0 , ". " , " " , " " , 0 , 0.401
2683 , "5BZUJ1632+8232 " , "NGC6251 " , 248.13321 , 82.53789 , "115.76" , "31.19" , "0.025 " , 7.7 , "Blazar Uncertain type" , 801 , 618 , 1.33 , ". " , " " , " " , 1.1e-9 , -0.116
2684 , "5BZQJ1632-0033 " , "PKS1630-004 " , 248.24033 , -0.55586 , "14.91" , "30.07" , "3.424 " , 21.4 , "QSO RLoud flat radio sp." , 219 , 0 , 0 , ". " , " " , " " , 0 , 0.855
2685 , "5BZUJ1633+2112 " , "GB6B1631+2119 " , 248.33229 , 21.21456 , "38.95" , "39.43" , "0.198 " , 18.3 , "Blazar Uncertain type" , 32 , 0 , 0.42 , ". " , " " , " " , 0 , 0.442
2686 , "5BZQJ1634-7310 " , "CRATESJ163455-73" , 248.74404 , -73.17622 , "317.44" , "-16.98" , "1.944 " , 19.4 , "QSO RLoud flat radio sp." , 312 , 0 , 0 , ". " , " " , " " , 0 , 0.736
2687 , "5BZQJ1635+3808 " , "4C38.41 " , 248.81454 , 38.13458 , "61.08" , "42.33" , "1.814 " , 17.6 , "QSO RLoud flat radio sp." , 2726 , 2656 , 0.17 , ". " , " " , " " , 1.16e-8 , 0.804
2688 , "5BZQJ1636+4715 " , "ROXAJ163623.6+47" , 249.10133 , 47.25997 , "73.41" , "42.1" , "0.823 " , 18.8 , "QSO RLoud flat radio sp." , 19 , 0 , 0.1 , ". " , " " , " " , 0 , 0.485
2689 , "5BZQJ1636+2112 " , "GB6B1634+2119 " , 249.15908 , 21.21544 , "39.27" , "38.7" , "1.802 " , 19.4 , "QSO RLoud flat radio sp." , 409 , 0 , 0 , ". " , " " , " " , 0 , 0.773
2690 , "5BZBJ1636-1248 " , "BZBJ1636-1248 " , 249.24346 , -12.81014 , "4.29" , "22.29" , "0.246 " , 17.4 , "BL Lac" , 25 , 0 , 2.27 , ". " , " " , " " , 0 , 0.294
2691 , "5BZBJ1637+4326 " , "GB6B1635+4332 " , 249.28963 , 43.43344 , "68.25" , "42.13" , "0.344 " , 17.9 , "BL Lac" , 49 , 0 , 0.13 , ". " , " " , " " , 0 , 0.409
2692 , "5BZBJ1637+1314 " , "SDSSJ163716.73+1" , 249.31975 , 13.24411 , "30.01" , "35.67" , "0 " , 19 , "BL Lac" , 11 , 0 , 0.44 , ". " , " " , " " , 0 , 0.416
2693 , "5BZGJ1637+4547 " , "GB6B1635+4553 " , 249.36108 , 45.79694 , "71.43" , "42.01" , "0.192 " , 17.2 , "BL Lac-galaxy dominated" , 45 , 0 , 0.66 , ". " , " " , " " , 0 , 0.315
2694 , "5BZQJ1637+4717 " , "4C47.44 " , 249.43804 , 47.29272 , "73.43" , "41.87" , "0.735 " , 19.3 , "QSO RLoud flat radio sp." , 1062 , 861 , 0.23 , ". " , " " , " " , 1.8e-9 , 0.863
2695 , "5BZBJ1638+7326 " , "1RXSJ163801.6+73" , 249.50692 , 73.43772 , "105.98" , "35.2" , "0 " , 19.8 , "BL Lac Candidate" , 5 , 0 , 0.5 , ". " , " " , " " , 0 , 0.376
2696 , "5BZQJ1638+5720 " , "S41637+574 " , 249.55608 , 57.34 , "86.63" , "40.36" , "0.751 " , 16.8 , "QSO RLoud flat radio sp." , 1199 , 702 , 1.04 , ". " , " " , " " , 0 , 0.686
2697 , "5BZQJ1638-0340 " , "PKSB1635-035 " , 249.58021 , -3.66808 , "12.75" , "27.26" , "2.871 " , 21.8 , "QSO RLoud flat radio sp." , 449 , 0 , 0 , ". " , " " , " " , 0 , 0.939
2698 , "5BZQJ1639+5357 " , "GB6J1639+5358 " , 249.916 , 53.96308 , "82.22" , "40.8" , "1.977 " , 19.7 , "QSO RLoud flat radio sp." , 322 , 0 , 0.04 , ". " , " " , " " , 0 , 0.785
2699 , "5BZQJ1639+4705 " , "GB6J1639+4705 " , 249.98325 , 47.08989 , "73.13" , "41.52" , "0.86 " , 18.2 , "QSO RLoud flat radio sp." , 227 , 0 , 0.06 , ". " , " " , " " , 0 , 0.615
2700 , "5BZQJ1640+3946 " , "NRAO 512 " , 250.12346 , 39.77944 , "63.37" , "41.42" , "1.66 " , 19.5 , "QSO RLoud flat radio sp." , 976 , 332 , 0.15 , ". " , " " , " " , 3.8e-9 , 0.867
2701 , "5BZQJ1641+2257 " , "GB6B1639+2302 " , 250.35512 , 22.95111 , "41.81" , "38.18" , "2.063 " , 18.9 , "QSO RLoud flat radio sp." , 304 , 0 , 0.16 , ". " , " " , " " , 0 , 0.711
2702 , "5BZBJ1642-0621 " , "2FGLJ1641.6-0614" , 250.50908 , -6.35658 , "10.82" , "25.01" , "0 " , 19.4 , "BL Lac" , 1220 , 669 , 0.29 , ". " , " " , " " , 1.1e-9 , 0.827
2703 , "5BZQJ1642+6856 " , "4C69.21 " , 250.53271 , 68.94439 , "100.7" , "36.62" , "0.751 " , 18.6 , "QSO RLoud flat radio sp." , 1720 , 1255 , 0.32 , ". " , " " , " " , 0 , 0.827
2704 , "5BZBJ1642+2211 " , "ROXAJ164220.3+22" , 250.58467 , 22.19539 , "40.98" , "37.75" , "0.592 " , 18.7 , "BL Lac" , 15 , 0 , 1.44 , ". " , " " , " " , 0 , 0.382
2705 , "5BZQJ1642+2523 " , "GB6J1642+2523 " , 250.66837 , 25.38547 , "44.89" , "38.59" , "1.725 " , 18.3 , "QSO RLoud flat radio sp." , 498 , 0 , 0.19 , ". " , " " , " " , 0 , 0.706
2706 , "5BZBJ1642-8108 " , "PKS1633-810 " , 250.73896 , -81.14308 , "311.02" , "-22.2" , "0 " , 18.1 , "BL Lac" , 192 , 0 , 0 , ". " , " " , " " , 0 , 0.641
2707 , "5BZQJ1642+3948 " , "3C345 " , 250.74504 , 39.81028 , "63.45" , "40.94" , "0.593 " , 15.4 , "QSO RLoud flat radio sp." , 7099 , 4051 , 2.52 , ". " , " " , " " , 3.4e-9 , 0.72
2708 , "5BZBJ1643+3221 " , "BZBJ1643+3221 " , 250.75442 , 32.35111 , "53.7" , "40.06" , "0 " , 18.5 , "BL Lac" , 24 , 0 , 0 , ". " , " " , " " , 0 , 0.472
2709 , "5BZGJ1643+2131 " , "PGC1651755 " , 250.83033 , 21.51833 , "40.26" , "37.32" , "0.154 " , 18.9 , "BL Lac-galaxy dominated" , 8 , 0 , 0.55 , ". " , " " , " " , 0 , 0.335
2710 , "5BZGJ1643-0646 " , "1FGL_J1643.5-064" , 250.8705 , -6.77214 , "10.66" , "24.48" , "0.082 " , 17.5 , "BL Lac-galaxy dominated" , 29 , 0 , 0.94 , ". " , " " , " " , 1.2e-9 , 0.3
2711 , "5BZGJ1644+4546 " , "RXJ16442+4546 " , 251.08321 , 45.779 , "71.35" , "40.81" , "0.225 " , 17.2 , "BL Lac-galaxy dominated" , 183 , 0 , 1.61 , ". " , " " , " " , 0 , 0.456
2712 , "5BZQJ1644-1804 " , "CRATESJ164436-18" , 251.14896 , -18.07569 , "1" , "17.65" , "1.007 " , 18.4 , "QSO RLoud flat radio sp." , 284 , 0 , 0 , ". " , " " , " " , 0 , 0.629
2713 , "5BZQJ1644+2619 " , "RX J16446+2619 " , 251.17725 , 26.32033 , "46.2" , "38.4" , "0.144 " , 17.6 , "QSO RLoud flat radio sp." , 128 , 0 , 1.26 , ". " , " " , " " , 0 , 0.504
2714 , "5BZQJ1645+6330 " , "GB6J1645+6330 " , 251.49396 , 63.50303 , "94.04" , "37.93" , "2.379 " , 20.1 , "QSO RLoud flat radio sp." , 218 , 268 , 0 , ". " , " " , " " , 0 , 0.785
2715 , "5BZQJ1646+4059 " , "S4 1645+41 " , 251.73692 , 40.98811 , "65.06" , "40.26" , "0.835 " , 19.6 , "QSO RLoud flat radio sp." , 261 , 0 , 0.35 , ". " , " " , " " , 0 , 0.779
2716 , "5BZGJ1647+2909 " , "1645+292 " , 251.862 , 29.16381 , "49.91" , "38.49" , "0.132 " , 16.1 , "BL Lac-galaxy dominated" , 390 , 0 , 0.43 , ". " , " " , " " , 0 , 0.418
2717 , "5BZUJ1647+4950 " , "1RXSJ164735.4+49" , 251.89546 , 49.8335 , "76.64" , "40.07" , "0.047 " , 15.9 , "Blazar Uncertain type" , 177 , 325 , 0.87 , ". " , " " , " " , 1.2e-9 , 0.402
2718 , "5BZQJ1648+4104 " , "GB6J1648+4104 " , 252.12192 , 41.06822 , "65.18" , "39.97" , "0.852 " , 18.6 , "QSO RLoud flat radio sp." , 243 , 0 , 0.1 , ". " , " " , " " , 0 , 0.666
2719 , "5BZBJ1649+5235 " , "GB6B1648+5240 " , 252.35412 , 52.5875 , "80.18" , "39.54" , "0 " , 17.3 , "BL Lac" , 50 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.401
2720 , "5BZQJ1650+4140 " , "RX J16500+4140 " , 252.52283 , 41.67567 , "65.99" , "39.71" , "0.585 " , 17.7 , "QSO RLoud flat radio sp." , 232 , 0 , 0.57 , ". " , " " , " " , 0 , 0.568
2721 , "5BZUJ1650-5044 " , "2FGLJ1650.1-5044" , 252.56929 , -50.74672 , "336.13" , "-3.97" , "0 " , 0 , "Blazar Uncertain type" , 0 , 997 , 0 , ". " , " " , " " , 7e-9 , -9.9
2722 , "5BZQJ1650+0824 " , "BZQJ1650+0824 " , 252.6565 , 8.4145 , "26.47" , "30.63" , "1.965 " , 19.9 , "QSO RLoud flat radio sp." , 160 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.725
2723 , "5BZBJ1651+0129 " , "1Jy1648+015 " , 252.76525 , 1.48986 , "19.57" , "27.25" , "0 " , 21.4 , "BL Lac" , 714 , 556 , 0 , ". " , " " , " " , 0 , 0.997
2724 , "5BZBJ1651+4212 " , "BZBJ1651+4212 " , 252.78833 , 42.21483 , "66.71" , "39.54" , "0.269 " , 18.9 , "BL Lac" , 14 , 0 , 0 , ". " , " " , " " , 0 , 0.51
2725 , "5BZQJ1651+4002 " , "1WGAJ1651.6+4002" , 252.90637 , 40.03861 , "63.9" , "39.31" , "2.343 " , 17.4 , "QSO RLoud flat radio sp." , 43 , 0 , 0.17 , ". " , " " , " " , 0 , 0.429
2726 , "5BZBJ1651+7218 " , "BZBJ1651+7218 " , 252.9165 , 72.30692 , "104.24" , "34.71" , "0 " , 16.6 , "BL Lac Candidate" , 20 , 0 , 1.41 , ". " , " " , " " , 0 , 0.239
2727 , "5BZQJ1652+6232 " , "1WGAJ1651.9+6232" , 253.00633 , 62.53586 , "92.64" , "37.51" , "1.633 " , 19.3 , "QSO RLoud flat radio sp." , 44 , 0 , 0.72 , ". " , " " , " " , 0 , 0.597
2728 , "5BZUJ1652+4932 " , "BZUJ1652+4932 " , 253.088 , 49.54806 , "76.21" , "39.32" , "0 " , 18.7 , "Blazar Uncertain type" , 28 , 0 , 0.78 , ". " , " " , " " , 0 , 0.441
2729 , "5BZBJ1652+3632 " , "BZBJ1652+3632 " , 253.20188 , 36.53683 , "59.45" , "38.7" , "0.648 ? " , 19.2 , "BL Lac" , 58 , 0 , 0 , " ? " , " " , " " , 0 , 0.55
2730 , "5BZBJ1652+4023 " , "GB6B1651+4028 " , 253.20804 , 40.38608 , "64.37" , "39.11" , "0 " , 18.4 , "BL Lac" , 19 , 0 , 0.27 , ". " , " " , " " , 0 , 0.448
2731 , "5BZQJ1652+3902 " , "BZQJ1652+3902 " , 253.24379 , 39.04717 , "62.66" , "38.96" , "1.299 " , 21.2 , "QSO RLoud flat radio sp." , 262 , 466 , 0 , ". " , " " , " " , 0 , 0.896
2732 , "5BZQJ1653+3107 " , "GC1651+31 " , 253.37462 , 31.13247 , "52.71" , "37.64" , "1.298 " , 17.5 , "QSO RLoud flat radio sp." , 190 , 210 , 0.24 , ". " , " " , " " , 0 , 0.558
2733 , "5BZBJ1653+3945 " , "MKR501 " , 253.46758 , 39.76017 , "63.59" , "38.86" , "0.033 " , 13.3 , "BL Lac" , 1558 , 553 , 36.9 , ". " , " " , " " , 8.8e-9 , 0.489
2734 , "5BZBJ1655+3244 " , "CRATESJ165542+32" , 253.92842 , 32.73894 , "54.81" , "37.49" , "0 " , 19.6 , "BL Lac" , 38 , 0 , 0 , ". " , " " , " " , 0 , 0.724
2735 , "5BZBJ1655+3723 " , "GB6J1655+3723 " , 253.96762 , 37.38942 , "60.64" , "38.21" , "0 " , 20.3 , "BL Lac" , 76 , 0 , 0 , ". " , " " , " " , 0 , 0.705
2736 , "5BZQJ1656-3302 " , "1RXSJ165616.6-33" , 254.07021 , -33.03642 , "350.59" , "6.35" , "2.4 " , 19.1 , "QSO RLoud flat radio sp." , 411 , 0 , 1.33 , ". " , " " , " " , 1e-9 , 0.661
2737 , "5BZQJ1656+1826 " , "CRATESJ165634+18" , 254.14204 , 18.44067 , "37.99" , "33.36" , "2.551 " , 20.1 , "QSO RLoud flat radio sp." , 238 , 0 , 0 , ". " , " " , " " , 0 , 0.773
2738 , "5BZQJ1656+5321 " , "1WGAJ1656.6+5321" , 254.16508 , 53.36356 , "81.03" , "38.38" , "1.553 " , 19 , "QSO RLoud flat radio sp." , 94 , 0 , 0.15 , ". " , " " , " " , 0 , 0.632
2739 , "5BZQJ1656+6012 " , "GB6J1656+6012 " , 254.20104 , 60.20456 , "89.62" , "37.43" , "0.623 " , 18.6 , "QSO RLoud flat radio sp." , 292 , 205 , 0.16 , ". " , " " , " " , 4e-10 , 0.664
2740 , "5BZUJ1656-0206 " , "PKS1654-020 " , 254.23383 , -2.11375 , "16.95" , "24.15" , "2 ? " , 20 , "Blazar Uncertain type" , 744 , 0 , 0 , " ? " , " " , " " , 0 , 0.755
2741 , "5BZQJ1657+5705 " , "4C57.28 " , 254.33629 , 57.09819 , "85.73" , "37.85" , "1.281 " , 17.4 , "QSO RLoud flat radio sp." , 940 , 0 , 0.33 , ". " , " " , " " , 0 , 0.687
2742 , "5BZUJ1657+4808 " , "S41656+482 " , 254.44533 , 48.14253 , "74.36" , "38.47" , "1.669 " , 21.7 , "Blazar Uncertain type" , 1036 , 318 , 0.12 , ". " , " " , " " , 1.2e-9 , 0.953
2743 , "5BZBJ1657+6436 " , "1RXSJ165802.6+64" , 254.49571 , 64.61156 , "94.98" , "36.38" , "0.449 " , 20.6 , "BL Lac" , 5 , 0 , 0.15 , ". " , " " , " " , 0 , 0.552
2744 , "5BZQJ1658+3443 " , "B2 1656+34 " , 254.50592 , 34.72456 , "57.38" , "37.38" , "1.939 " , 18 , "QSO RLoud flat radio sp." , 449 , 0 , 0.04 , ". " , " " , " " , 0 , 0.678
2745 , "5BZQJ1658+3605 " , "BZQJ1658+3605 " , 254.51092 , 36.08447 , "59.08" , "37.59" , "2.116 " , 18.1 , "QSO RLoud flat radio sp." , 73 , 0 , 0.16 , ". " , " " , " " , 0 , 0.526
2746 , "5BZQJ1658+4737 " , "S4 1656+47 " , 254.51158 , 47.63033 , "73.71" , "38.43" , "1.61 " , 17.8 , "QSO RLoud flat radio sp." , 859 , 273 , 0.32 , ". " , " " , " " , 0 , 0.726
2747 , "5BZBJ1658+6150 " , "SDSSJ16581+6150 " , 254.53475 , 61.83389 , "91.59" , "36.96" , "0.374 " , 18.1 , "BL Lac" , 38 , 0 , 0 , ". " , " " , " " , 0 , 0.449
2748 , "5BZQJ1658+0741 " , "PKS1655+077 " , 254.53754 , 7.69097 , "26.69" , "28.64" , "0.621 " , 19.5 , "QSO RLoud flat radio sp." , 1413 , 772 , 0.56 , ". " , " " , " " , 0 , 0.885
2749 , "5BZQJ1658+0515 " , "1Jy1656+053 " , 254.63938 , 5.25456 , "24.29" , "27.44" , "0.879 " , 15.9 , "QSO RLoud flat radio sp." , 1534 , 0 , 1.52 , ". " , " " , " " , 0 , 0.6
2750 , "5BZQJ1658-0739 " , "TEX1656-075-0739" , 254.68358 , -7.65492 , "12.12" , "20.83" , "3.742 " , 19.6 , "QSO RLoud flat radio sp." , 829 , 0 , 0.21 , ". " , " " , " " , 0 , 0.78
2751 , "5BZQJ1659+3735 " , "1RXSJ165932.2+37" , 254.88304 , 37.59139 , "61.01" , "37.51" , "0.771 " , 17.6 , "QSO RLoud flat radio sp." , 19 , 0 , 0.22 , ". " , " " , " " , 0 , 0.39
2752 , "5BZQJ1659+0213 " , "PKSB1657+022 " , 254.9375 , 2.21861 , "21.47" , "25.72" , "2.039 " , 18.4 , "QSO RLoud flat radio sp." , 361 , 0 , 0.25 , ". " , " " , " " , 0 , 0.669
2753 , "5BZQJ1700+6830 " , "GB6J1700+6830 " , 255.03871 , 68.50194 , "99.56" , "35.2" , "0.301 " , 18.4 , "QSO RLoud flat radio sp." , 338 , 1162 , 0.15 , ". " , " " , " " , 3.8e-9 , 0.679
2754 , "5BZBJ1701+3954 " , "SDSSJ170108.9+39" , 255.28704 , 39.91169 , "63.96" , "37.48" , "0 " , 19.3 , "BL Lac" , 6 , 0 , 0 , ". " , " " , " " , 0 , 0.427
2755 , "5BZQJ1701+3533 " , "1RXSJ170112.7+35" , 255.30158 , 35.56486 , "58.56" , "36.88" , "0.501 " , 18.5 , "QSO RLoud flat radio sp." , 71 , 0 , 0.49 , ". " , " " , " " , 0 , 0.538
2756 , "5BZBJ1701+3954 " , "B31659+399 " , 255.35262 , 39.91031 , "63.97" , "37.43" , "0.507 ? " , 16.2 , "BL Lac" , 190 , 323 , 0 , " ? " , " " , " " , 0 , 0.396
2757 , "5BZBJ1702+2643 " , "FIRSTJ17021+2643" , 255.54017 , 26.72075 , "47.97" , "34.74" , "0 " , 17.9 , "BL Lac Candidate" , 44 , 0 , 0 , ". " , " " , " " , 0 , 0.469
2758 , "5BZQJ1702+3157 " , "B2 1700+32 " , 255.63596 , 31.9645 , "54.23" , "35.93" , "1.95 " , 17.6 , "QSO RLoud flat radio sp." , 35 , 0 , 0.21 , ". " , " " , " " , 0 , 0.428
2759 , "5BZBJ1702+3115 " , "ROXAJ170238.5+31" , 255.66062 , 31.26208 , "53.39" , "35.75" , "0 " , 18.9 , "BL Lac" , 6 , 0 , 0.43 , ". " , " " , " " , 0 , 0.365
2760 , "5BZQJ1703-6212 " , "PMNJ1703-6212 " , 255.90225 , -62.21111 , "328.11" , "-12.44" , "1.747 " , 17.6 , "QSO RLoud flat radio sp." , 731 , 964 , 0 , ". " , " " , " " , 3.3e-9 , 0.645
2761 , "5BZQJ1704+0134 " , "CRATESJ170406+01" , 256.03121 , 1.569 , "21.43" , "24.45" , "2.842 " , 19.4 , "QSO RLoud flat radio sp." , 284 , 0 , 0 , ". " , " " , " " , 0 , 0.722
2762 , "5BZBJ1704+7138 " , "RXJ17048+7138 " , 256.19575 , 71.63822 , "103.09" , "33.95" , "0 " , 18 , "BL Lac" , 35 , 0 , 1.17 , ". " , " " , " " , 0 , 0.451
2763 , "5BZBJ1705+6042 " , "MS1704.9+6046 " , 256.39508 , 60.70439 , "90.01" , "36.28" , "0.28 " , 18.8 , "BL Lac" , 3 , 0 , 0.98 , ". " , " " , " " , 0 , 0.37
2764 , "5BZUJ1706+3214 " , "ROXAJ170648.0+32" , 256.70025 , 32.23964 , "54.8" , "35.1" , "1.07 " , 16.3 , "Blazar Uncertain type" , 133 , 0 , 0.3 , ". " , " " , " " , 0 , 0.339
2765 , "5BZQJ1707+4536 " , "4C 45.34 " , 256.824 , 45.60292 , "71.19" , "36.8" , "0.645 " , 17.1 , "QSO RLoud flat radio sp." , 795 , 0 , 0.28 , ". " , " " , " " , 0 , 0.627
2766 , "5BZQJ1707+1122 " , "GB6B1705+1125 " , 256.88529 , 11.36686 , "31.6" , "28.16" , "2.406 " , 19.8 , "QSO RLoud flat radio sp." , 109 , 0 , 0 , ". " , " " , " " , 0 , 0.682
2767 , "5BZQJ1707+0148 " , "PKS1705+018 " , 256.89342 , 1.81269 , "22.13" , "23.82" , "2.565 " , 18.3 , "QSO RLoud flat radio sp." , 464 , 0 , 0 , ". " , " " , " " , 0 , 0.681
2768 , "5BZQJ1707+1331 " , "GB6J1707+1331 " , 256.94017 , 13.51811 , "33.86" , "29" , "0.936 " , 17 , "QSO RLoud flat radio sp." , 302 , 0 , 1.34 , ". " , " " , " " , 0 , 0.563
2769 , "5BZQJ1708+0035 " , "BZQJ1708+0035 " , 257.18604 , 0.58597 , "21.12" , "22.96" , "0.449 " , 20.5 , "QSO RLoud flat radio sp." , 697 , 0 , 0 , ". " , " " , " " , 0 , 0.859
2770 , "5BZQJ1709+4318 " , "GB6J1709+4318 " , 257.42121 , 43.31236 , "68.39" , "36.22" , "1.027 " , 19 , "QSO RLoud flat radio sp." , 143 , 0 , 0.1 , ". " , " " , " " , 2.2e-9 , 0.655
2771 , "5BZQJ1710-0355 " , "CRATESJ171014-03" , 257.57171 , -3.93058 , "17.12" , "20.36" , "1.923 " , 18.7 , "QSO RLoud flat radio sp." , 441 , 0 , 0 , ". " , " " , " " , 0 , 0.686
2772 , "5BZBJ1712+2931 " , "BZBJ1712+2931 " , 258.20296 , 29.52153 , "51.97" , "33.21" , "0.421 ? " , 17.8 , "BL Lac" , 16 , 0 , 0.37 , " ? " , " " , " " , 0 , 0.325
2773 , "5BZQJ1713+4916 " , "TEX1712+493 " , 258.39646 , 49.27569 , "75.8" , "35.87" , "1.552 " , 21 , "QSO RLoud flat radio sp." , 202 , 0 , 0 , ". " , " " , " " , 0 , 0.848
2774 , "5BZBJ1714+5601 " , "ROXAJ171427.4+56" , 258.61421 , 56.03222 , "84.12" , "35.61" , "0.401 " , 19.3 , "BL Lac" , 6 , 0 , 0.34 , ". " , " " , " " , 0 , 0.466
2775 , "5BZBJ1714+3036 " , "BZBJ1714+3036 " , 258.68975 , 30.60778 , "53.35" , "33.07" , "0 " , 18.6 , "BL Lac" , 2 , 0 , 0.25 , ". " , " " , " " , 0 , 0.232
2776 , "5BZBJ1715+2929 " , "SDSSJ171501.35+2" , 258.75567 , 29.48675 , "52.08" , "32.74" , "0 " , 19.5 , "BL Lac" , 24 , 0 , 0 , ". " , " " , " " , 0 , 0.576
2777 , "5BZQJ1715+3619 " , "GB6J1715+3619 " , 258.78487 , 36.33058 , "60.09" , "34.23" , "0.555 " , 20.1 , "QSO RLoud flat radio sp." , 91 , 0 , 0.22 , ". " , " " , " " , 0 , 0.708
2778 , "5BZGJ1715+5724 " , "1WGAJ1715.3+5724" , 258.84579 , 57.41119 , "85.8" , "35.4" , "0.027 " , 8 , "BL Lac-galaxy dominated" , 57 , 0 , 7.37 , ". " , " " , " " , 0 , -0.363
2779 , "5BZQJ1715+6323 " , "1RXSJ171535.3+63" , 258.89983 , 63.39336 , "93.06" , "34.72" , "2.182 " , 18.2 , "QSO RLoud flat radio sp." , 36 , 0 , 0.06 , ". " , " " , " " , 0 , 0.478
2780 , "5BZQJ1716+2152 " , "GC1714+21 " , 259.04662 , 21.87047 , "43.64" , "30.22" , "0.358 " , 19.5 , "QSO RLoud flat radio sp." , 685 , 0 , 0.46 , ". " , " " , " " , 0 , 0.819
2781 , "5BZQJ1716+6836 " , "S41716+68 " , 259.05808 , 68.61075 , "99.27" , "33.75" , "0.777 " , 17.8 , "QSO RLoud flat radio sp." , 489 , 633 , 1.41 , ". " , " " , " " , 1.2e-9 , 0.691
2782 , "5BZQJ1716-0452 " , "BZQJ1716-0452 " , 259.11037 , -4.86997 , "17.1" , "18.56" , "1.026 " , 18.7 , "QSO RLoud flat radio sp." , 510 , 0 , 0 , ". " , " " , " " , 0 , 0.708
2783 , "5BZGJ1717+2931 " , "BZBJ1717+2931 " , 259.27871 , 29.52253 , "52.26" , "32.31" , "0.276 " , 16.7 , "BL Lac-galaxy dominated" , 3 , 0 , 3.29 , ". " , " " , " " , 0 , 0.08
2784 , "5BZQJ1717+2621 " , "ROXAJ171715.6+26" , 259.31321 , 26.36358 , "48.7" , "31.4" , "1.934 " , 18.5 , "QSO RLoud flat radio sp." , 84 , 0 , 0.17 , ". " , " " , " " , 0 , 0.562
2785 , "5BZGJ1717+4227 " , "GB6B1715+4230 " , 259.33008 , 42.45 , "67.51" , "34.74" , "0.183 " , 12.8 , "BL Lac-galaxy dominated" , 134 , 0 , 2.03 , ". " , " " , " " , 0 , 0.116
2786 , "5BZQJ1717-5155 " , "-- " , 259.39438 , -51.92556 , "337.77" , "-8.08" , "1.158 " , 18.3 , "QSO RLoud flat radio sp." , 0 , 0 , 0 , ". " , " " , " " , 0 , 0.547
2787 , "5BZBJ1717-3342 " , "TEX1714-336 " , 259.40012 , -33.70244 , "352.73" , "2.39" , "0 " , 17.3 , "BL Lac Candidate" , 624 , 1907 , 0 , ". " , " " , " " , 8.7e-9 , 0.36
2788 , "5BZGJ1718+4228 " , "BZUJ1718+4228 " , 259.56333 , 42.472 , "67.56" , "34.57" , "0.18 " , 16 , "BL Lac-galaxy dominated" , 108 , 0 , 0.16 , ". " , " " , " " , 0 , 0.338
2789 , "5BZBJ1719+5524 " , "SDSSJ171902.34+5" , 259.75975 , 55.40178 , "83.31" , "35" , "0.626 " , 20.8 , "BL Lac" , 2 , 0 , 0.26 , ". " , " " , " " , 0 , 0.483
2790 , "5BZBJ1719+1745 " , "PKS 1717+177 " , 259.80438 , 17.75178 , "39.52" , "28.09" , "0 " , 17.3 , "BL Lac" , 543 , 467 , 0.36 , ". " , " " , " " , 2.2e-9 , 0.601
2791 , "5BZGJ1719+4858 " , "ARP 102B " , 259.81025 , 48.98042 , "75.47" , "34.94" , "0.024 " , 9.4 , "BL Lac-galaxy dominated" , 145 , 0 , 0.59 , ". " , " " , " " , 0 , -0.122
2792 , "5BZQJ1719+4804 " , "PG 1718+481 " , 259.90917 , 48.07 , "74.37" , "34.83" , "1.084 " , 14.3 , "QSO RLoud flat radio sp." , 63 , 0 , 1.25 , ". " , " " , " " , 0 , 0.241
2793 , "5BZBJ1719+7443 " , "RXSJ17196+7443 " , 259.92083 , 74.71667 , "106.28" , "32.09" , "0 " , 19.6 , "BL Lac Candidate" , 4 , 0 , 0.17 , ". " , " " , " " , 0 , 0.34
2794 , "5BZQJ1719+0817 " , "GB6B1717+0820 " , 259.96754 , 8.28433 , "29.96" , "24.09" , "1.185 " , 16.5 , "QSO RLoud flat radio sp." , 313 , 0 , 0 , ". " , " " , " " , 0 , 0.531
2795 , "5BZQJ1721+3542 " , "S41719+357 " , 260.28954 , 35.70447 , "59.64" , "32.92" , "0.283 " , 17.9 , "QSO RLoud flat radio sp." , 819 , 0 , 0.72 , ". " , " " , " " , 0 , 0.708
2796 , "5BZBJ1721+6004 " , "BZBJ1721+6004 " , 260.31913 , 60.06844 , "88.96" , "34.43" , "0.531 " , 19.6 , "BL Lac" , 3 , 0 , 0.18 , ". " , " " , " " , 0 , 0.393
2797 , "5BZQJ1722+5856 " , "GB6B1721+5859 " , 260.65304 , 58.93953 , "87.58" , "34.34" , "1.979 " , 19.6 , "QSO RLoud flat radio sp." , 228 , 0 , 0.1 , ". " , " " , " " , 0 , 0.75
2798 , "5BZQJ1722+6105 " , "GB6B1722+6108 " , 260.66692 , 61.09992 , "90.18" , "34.17" , "2.058 " , 19.1 , "QSO RLoud flat radio sp." , 154 , 0 , 0.12 , ". " , " " , " " , 0 , 0.676
