_id , bzcat4_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4GHz, Flux density143GHz , X-ray flux0.1-2.4 keV , Commenton_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100GeV, Fermi_slope , aro-aox-arx, other_name
2836 , "BZQJ2145+1115 " , 326.32825 , 11.25758 , "67" , "-30.77" , "0.548 " , 16.7 , "QSO RLoud flat radio sp." , 386 , 0 , 0.74 , ". " , ". " , ". " , 0 , 0 , 0.553 , "MC 2142+110 "
2837 , "BZBJ2145-0434 " , 326.38912 , -4.57753 , "51.44" , "-40.35" , "0.07 " , 11.7 , "BL Lac" , 67 , 0 , 1.95 , ". " , "g " , ". " , 0 , 0 , -0.036 , "1RXS J214533.6-0"
2838 , "BZBJ2146-4748 " , 326.6075 , -47.81028 , "350.23" , "-48.7" , "0.461 " , 19.7 , "BL Lac" , 35 , 0 , 2.93 , ". " , ". " , ". " , 0 , 0 , 0.636 , "1RXS J214626.4-4"
2839 , "BZBJ2145+0719 " , 326.46792 , 7.32422 , "63.57" , "-33.42" , "0.237 " , 16 , "BL Lac" , 101 , 0 , 4.76 , ". " , ". " , ". " , 0 , 0 , 0.32 , "MS2143.4+0704 "
2840 , "BZQJ2146-1525 " , 326.59575 , -15.42886 , "38.43" , "-45.6" , "0.698 " , 17 , "QSO RLoud flat radio sp." , 732 , 374.7 , 0.49 , ". " , ". " , ". " , 7.86e-10 , 2.61 , 0.616 , "PKS 2143-156 "
2841 , "BZBJ2147-1019 " , 326.75187 , -10.31997 , "45" , "-43.54" , "0.08 " , 11.2 , "BL Lac Candidate" , 19 , 0 , 2 , ". " , "g " , ". " , 0 , 0 , -0.191 , "RXSJ21470-1019 "
2842 , "BZQJ2147-3601 " , 326.87971 , -36.03092 , "8.25" , "-50.21" , "2.084 " , 18.1 , "QSO RLoud flat radio sp." , 172 , 0 , 0.22 , ". " , ". " , ". " , 0 , 0 , 0.605 , "PKS 2144-362 "
2843 , "BZQJ2147+0929 " , 326.79233 , 9.49631 , "65.79" , "-32.27" , "1.113 " , 16.9 , "QSO RLoud flat radio sp." , 934 , 379.5 , 0 , ". " , ". " , ". " , 2.87e-9 , 2.51 , 0.656 , "1Jy2144+092 "
2844 , "BZBJ2147-1608 " , 326.96962 , -16.14522 , "37.69" , "-46.21" , "0.104 " , 14.9 , "BL Lac" , 5 , 0 , 0.52 , ". " , "g " , ". " , 0 , 0 , 0.017 , "1RXS J214751.7-1"
2845 , "BZBJ2148-0733 " , 327.02946 , -7.56303 , "48.48" , "-42.44" , "0 " , 17.8 , "BL Lac" , 8 , 0 , 0 , ". " , "t " , ". " , 0 , 0 , 0.271 , "SDSSJ21481-0733 "
2846 , "BZQJ2148+0657 " , 327.02275 , 6.96072 , "63.65" , "-34.08" , "0.999 " , 15.1 , "QSO RLoud flat radio sp." , 2589 , 2034 , 1.46 , ". " , ". " , ". " , 7.15e-10 , 2.77 , 0.611 , "4C06.69 "
2847 , "BZQJ2148-1723 " , 327.15333 , -17.39556 , "36.1" , "-46.84" , "2.13 " , 19.6 , "QSO RLoud flat radio sp." , 805 , 0 , 0.23 , ". " , ". " , ". " , 0 , 0 , 0.849 , "PKS2145-17 "
2848 , "BZQJ2150-6802 " , 327.55604 , -68.04736 , "323.57" , "-41.07" , "1.265 " , 19.3 , "QSO RLoud flat radio sp." , 123 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.679 , "CGRaBSJ2150-6802"
2849 , "BZQJ2152-7807 " , 328.01313 , -78.1185 , "313.16" , "-35.19" , "3.997 " , 19.6 , "QSO RLoud flat radio sp." , 503 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.734 , "PKS2146-78 "
2850 , "BZBJ2150-1410 " , 327.56458 , -14.18058 , "40.61" , "-45.95" , "0.229 " , 16.4 , "BL Lac" , 68 , 0 , 6.9 , ". " , ". " , ". " , 4.42e-10 , 2.03 , 0.373 , "1RXS J215015.6-1"
2851 , "BZQJ2150-2812 " , 327.72125 , -28.21186 , "20.53" , "-50.25" , "0.865 " , 18.4 , "QSO RLoud flat radio sp." , 306 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.693 , "CRATESJ215053-28"
2852 , "BZBJ2150+1119 " , 327.71546 , 11.32128 , "68.11" , "-31.74" , "0 " , 19 , "BL Lac" , 10 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.399 , "BZBJ2150+1119 "
2853 , "BZQJ2151-2742 " , 327.84133 , -27.70644 , "21.34" , "-50.27" , "1.485 " , 19.1 , "QSO RLoud flat radio sp." , 315 , 646.5 , 1.26 , ". " , ". " , ". " , 4.41e-10 , 2.38 , 0.743 , "2QZJ215121.9-274"
2854 , "BZQJ2151-3027 " , 327.98133 , -30.46492 , "17.07" , "-50.79" , "2.345 " , 17.4 , "QSO RLoud flat radio sp." , 1243 , 460.5 , 4.81 , ". " , ". " , ". " , 7.61e-10 , 3 , 0.717 , "PKS2149-307 "
2855 , "BZQJ2151+0709 " , 327.88096 , 7.15744 , "64.5" , "-34.6" , "1.364? " , 16.6 , "QSO RLoud flat radio sp." , 881 , 0 , 0 , "? " , ". " , ". " , 0 , 0 , 0.612 , "PKS 2149+069 "
2856 , "BZQJ2151+0552 " , 327.90783 , 5.87028 , "63.31" , "-35.45" , "0.74 " , 17.9 , "QSO RLoud flat radio sp." , 683 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.71 , "PKS 2149+056 "
2857 , "BZBJ2152-1205 " , 328.05888 , -12.09483 , "43.6" , "-45.49" , "0.121 " , 18.6 , "BL Lac" , 53 , 0 , 2.44 , ". " , ". " , ". " , 0 , 0 , 0.581 , "1RXS J215214.4-1"
2858 , "BZBJ2152+1734 " , 328.10342 , 17.57717 , "73.63" , "-27.7" , "0 " , 18 , "BL Lac" , 941 , 0 , 0.11 , ". " , ". " , ". " , 6.26e-10 , 2.18 , 0.681 , "PKS 2149+173 "
2859 , "BZBJ2153-0042 " , 328.27225 , -0.7085 , "57.01" , "-39.75" , "0.341? " , 18.2 , "BL Lac" , 23 , 0 , 3.05 , "? " , ". " , ". " , 0 , 0 , 0.408 , "1RXS J215305.2-0"
2860 , "BZQJ2153-1136 " , 328.45925 , -11.60386 , "44.48" , "-45.61" , "1.582 " , 20.2 , "QSO RLoud flat radio sp." , 93 , 400.7 , 0 , ". " , ". " , ". " , 7.25e-10 , 2.57 , 0.714 , "CRATESJ215349-11"
2861 , "BZQJ2154-1501 " , 328.531 , -15.02542 , "40.05" , "-47.15" , "1.208 " , 16.3 , "QSO RLoud flat radio sp." , 311 , 0 , 0.4 , ". " , ". " , ". " , 0 , 0 , 0.499 , "1WGA J2154.1-150"
2862 , "BZUJ2156-0037 " , 329.0615 , -0.61794 , "57.71" , "-40.34" , "0.495? " , 19.9 , "Blazar Uncertain type" , 232 , 507.8 , 0.24 , "? " , ". " , ". " , 0 , 0 , 0.75 , "PKS2153-008 "
2863 , "BZQJ2156-2012 " , 329.14067 , -20.20858 , "33.09" , "-49.57" , "1.309 " , 15.9 , "QSO RLoud flat radio sp." , 167 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.451 , "PKS 2153-204 "
2864 , "BZBJ2156-0855 " , 329.20975 , -8.9265 , "48.33" , "-44.99" , "0 " , 18.1 , "BL Lac" , 21 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.381 , "FIRSTJ21568-0855"
2865 , "BZQJ2202-8338 " , 330.58287 , -83.63703 , "307.96" , "-31.75" , "1.865 " , 19.3 , "QSO RLoud flat radio sp." , 1100 , 408.4 , 0 , ". " , ". " , "s " , 3.05e-9 , 2.2 , 0.813 , "PKS2154-83 "
2866 , "BZQJ2157+1014 " , 329.30358 , 10.24022 , "68.41" , "-33.62" , "0.761 " , 17 , "QSO RLoud flat radio sp." , 302 , 0 , 0.38 , ". " , ". " , ". " , 0 , 0 , 0.544 , "MC 2154+100 "
2867 , "BZQJ2157+0649 " , 329.43 , 6.82261 , "65.41" , "-35.99" , "0.625 " , 17.7 , "QSO RLoud flat radio sp." , 251 , 0 , 0.25 , ". " , ". " , ". " , 0 , 0 , 0.566 , "BZQJ2157+0649 "
2868 , "BZQJ2157+3127 " , 329.37008 , 31.45039 , "84.75" , "-18.24" , "1.488 " , 20.1 , "QSO RLoud flat radio sp." , 423 , 295 , 0 , ". " , ". " , ". " , 2.55e-9 , 2.45 , 0.801 , "B2 2155+31 "
2869 , "BZQJ2158-1501 " , 329.52617 , -15.01925 , "40.64" , "-48.03" , "0.672 " , 17.3 , "QSO RLoud flat radio sp." , 3021 , 808.8 , 0.81 , ". " , ". " , ". " , 1.02e-9 , 2.19 , 0.782 , "PKS2155-152 "
2870 , "BZBJ2158-3013 " , 329.71696 , -30.22558 , "17.73" , "-52.25" , "0.116 " , 12.8 , "BL Lac" , 489 , 0 , 324 , ". " , "g " , ". " , 1.52e-8 , 1.84 , 0.225 , "PKS 2155-304 "
2871 , "BZUJ2159-2841 " , 329.79567 , -28.68817 , "20.23" , "-52.12" , "0.271 " , 16.7 , "Blazar Uncertain type" , 20 , 0 , 0.34 , ". " , ". " , ". " , 0 , 0 , 0.246 , "TGS249Z029 "
2872 , "BZQJ2159-1500 " , 329.83417 , -15.01028 , "40.83" , "-48.29" , "2.27 " , 18.2 , "QSO RLoud flat radio sp." , 83 , 0 , 0.14 , ". " , ". " , ". " , 0 , 0 , 0.55 , "1WGA J2159.3-150"
2873 , "BZQJ2200-1945 " , 330.0325 , -19.76275 , "34.16" , "-50.22" , "1.198 " , 19.1 , "QSO RLoud flat radio sp." , 105 , 0 , 1.9 , ". " , ". " , ". " , 0 , 0 , 0.65 , "PKS 2157-200 "
2874 , "BZQJ2200+0234 " , 330.20587 , 2.57503 , "61.92" , "-39.31" , "1.323 " , 17.2 , "QSO RLoud flat radio sp." , 87 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.464 , "CRATESJ220049+02"
2875 , "BZBJ2201-1707 " , 330.48263 , -17.11675 , "38.25" , "-49.69" , "0.169 " , 16.8 , "BL Lac Candidate" , 4 , 0 , 2.21 , ". " , ". " , ". " , 0 , 0 , 0.117 , "1RXS J220156.0-1"
2876 , "BZQJ2201+5048 " , 330.43142 , 50.81567 , "97.64" , "-3.54" , "1.899 " , 18.8 , "QSO RLoud flat radio sp." , 769 , 0 , 0.42 , ". " , ". " , ". " , 0 , 0 , 0.6 , "BZQJ2201+5048 "
2877 , "BZQJ2202-2335 " , 330.73333 , -23.58617 , "28.63" , "-51.95" , "2.12 " , 18.7 , "QSO RLoud flat radio sp." , 502 , 0 , 2.49 , ". " , ". " , ". " , 0 , 0 , 0.746 , "PKS 2200-238 "
2878 , "BZBJ2202+4216 " , 330.68038 , 42.27778 , "92.58" , "-10.44" , "0.069 " , 12.5 , "BL Lac" , 6051 , 2928.9 , 1.58 , ". " , ". " , ". " , 8.77e-9 , 2.11 , 0.286 , "BLLAC "
2879 , "BZQJ2203+3145 " , 330.81242 , 31.76064 , "85.95" , "-18.78" , "0.295 " , 14.3 , "QSO RLoud flat radio sp." , 2878 , 2035.5 , 3.22 , ". " , "p " , ". " , 0 , 0 , 0.495 , "4C31.63 "
2880 , "BZQJ2203+1725 " , 330.86204 , 17.43006 , "75.67" , "-29.64" , "1.076 " , 19.3 , "QSO RLoud flat radio sp." , 592 , 964.3 , 0.46 , ". " , ". " , ". " , 5.6e-9 , 2.09 , 0.809 , "PKS2201+171 "
2881 , "BZUJ2204+0440 " , 331.07354 , 4.66722 , "64.7" , "-38.64" , "0.027 " , 10.2 , "Blazar Uncertain type" , 467 , 0 , 0.72 , ". " , "gp " , ". " , 7e-10 , 2.23 , 0.055 , "PKS 2201+04 "
2882 , "BZQJ2206-1835 " , 331.54342 , -18.59408 , "36.66" , "-51.17" , "0.619 " , 18.5 , "QSO RLoud flat radio sp." , 6398 , 544.6 , 0.08 , ". " , ". " , ". " , 0 , 0 , 0.924 , "PKS2203-18 "
2883 , "BZQJ2206-2119 " , 331.67242 , -21.32792 , "32.55" , "-52.17" , "0.577 " , 18.6 , "QSO RLoud flat radio sp." , 139 , 0 , 0.83 , ". " , ". " , ". " , 0 , 0 , 0.659 , "PKS 2203-215 "
2884 , "BZBJ2206-0031 " , 331.68038 , -0.51736 , "59.91" , "-42.38" , "0 " , 18.6 , "BL Lac" , 152 , 575.3 , 0 , ". " , ". " , ". " , 4.91e-10 , 2.16 , 0.61 , "PLCKERC217G059.9"
2885 , "BZQJ2207-5346 " , 331.93221 , -53.77606 , "339.89" , "-49.93" , "1.215 " , 18.2 , "QSO RLoud flat radio sp." , 1526 , 359.9 , 0.52 , ". " , ". " , "s " , 1.09e-9 , 2.42 , 0.799 , "PKS2204-54 "
2886 , "BZQJ2207-5707 " , 331.97542 , -57.12669 , "335.3" , "-48.44" , "2.725 " , 16.9 , "QSO RLoud flat radio sp." , 459 , 0 , 0.2 , ". " , ". " , "s " , 0 , 0 , 0.569 , "PKS 2204-573 "
2887 , "BZQJ2207+0041 " , 331.83242 , 0.69925 , "61.32" , "-41.75" , "1.893 " , 20.3 , "QSO RLoud flat radio sp." , 164 , 0 , 0.3 , ". " , ". " , ". " , 0 , 0 , 0.768 , "1WGA J2207.3+004"
2888 , "BZQJ2207+1652 " , 331.97029 , 16.87161 , "76.12" , "-30.77" , "1.639 " , 19.7 , "QSO RLoud flat radio sp." , 216 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.755 , "CRATESJ220752+16"
2889 , "BZUJ2209-4710 " , 332.31771 , -47.16667 , "349.59" , "-52.59" , "0.006 " , 10.3 , "Blazar Uncertain type" , 98 , 404.2 , 31.6 , ". " , "g " , "s " , 0 , 0 , 0.107 , "NGC 7213 "
2890 , "BZUJ2209-2453 " , 332.34563 , -24.89244 , "27.1" , "-53.68" , "0.159 " , 17.3 , "Blazar Uncertain type" , 455 , 0 , 0.47 , ". " , ". " , ". " , 0 , 0 , 0.556 , "PKS 2206-251 "
2891 , "BZQJ2208+6519 " , 332.01296 , 65.32744 , "106.94" , "7.66" , "1.12? " , 20.6 , "QSO RLoud flat radio sp." , 462 , 0 , 0 , "? " , "B " , ". " , 1.18e-9 , 2.88 , 0.669 , "GB6J2208+6519 "
2892 , "BZUJ2211-2849 " , 332.77188 , -28.82583 , "20.58" , "-54.73" , "1.84 " , 18.6 , "Blazar Uncertain type" , 80 , 0 , 0.37 , ". " , ". " , ". " , 0 , 0 , 0.484 , "1RXS J221104.5-2"
2893 , "BZBJ2211-0003 " , 332.78475 , -0.05069 , "61.33" , "-42.96" , "0.362 " , 17.3 , "BL Lac" , 25 , 0 , 1.59 , ". " , ". " , ". " , 0 , 0 , 0.316 , "1RXS J221108.1-0"
2894 , "BZBJ2211-0023 " , 332.79117 , -0.39094 , "60.97" , "-43.18" , "0.448 " , 19 , "BL Lac" , 51 , 0 , 0.3 , ". " , ". " , ". " , 0 , 0 , 0.55 , "SDSSJ22111-0023 "
2895 , "BZUJ2211-1328 " , 332.85042 , -13.46936 , "44.88" , "-50.28" , "0.392 " , 16.7 , "Blazar Uncertain type" , 1330 , 464 , 1.5 , ". " , ". " , ". " , 0 , 0 , 0.565 , "PKS 2208-137 "
2896 , "BZQJ2211+2919 " , 332.87642 , 29.33025 , "85.82" , "-21.79" , "0.149 " , 15.9 , "QSO RLoud flat radio sp." , 27 , 0 , 0.44 , ". " , "p " , ". " , 0 , 0 , 0.255 , "1RXS J221129.2+2"
2897 , "BZQJ2211+1841 " , 332.97454 , 18.69719 , "78.36" , "-30.05" , "0.07 " , 13 , "QSO RLoud flat radio sp." , 81 , 301.6 , 2.9 , ". " , "g " , ". " , 0 , 0 , 0.15 , "PG 2209+184 "
2898 , "BZQJ2212+2355 " , 333.02487 , 23.92792 , "82.24" , "-26.09" , "1.125? " , 19.7 , "QSO RLoud flat radio sp." , 557 , 434.6 , 0 , "? " , ". " , ". " , 6.52e-10 , 1.99 , 0.841 , "PKS2209+236 "
2899 , "BZQJ2213-2529 " , 333.26042 , -25.49169 , "26.4" , "-54.62" , "1.833 " , 18.8 , "QSO RLoud flat radio sp." , 1210 , 464.7 , 0 , ". " , ". " , ". " , 6.56e-10 , 2.45 , 0.823 , "PKS 2210-25 "
2900 , "BZQJ2212+0646 " , 333.21183 , 6.76908 , "68.52" , "-38.81" , "1.121 " , 18.6 , "QSO RLoud flat radio sp." , 327 , 389.5 , 0 , ". " , ". " , ". " , 0 , 0 , 0.688 , "CRATESJ221251+06"
2901 , "BZQJ2214+3739 " , 333.52371 , 37.65256 , "91.55" , "-15.46" , "2.249 " , 18.9 , "QSO RLoud flat radio sp." , 194 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.624 , "B2.3 2211+37 "
2902 , "BZBJ2214+0020 " , 333.73487 , 0.33339 , "62.56" , "-43.46" , "0 " , 19 , "BL Lac" , 44 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.544 , "GB6B2212+0005 "
2903 , "BZQJ2215-2944 " , 333.81679 , -29.73981 , "19.16" , "-55.73" , "2.702 " , 16.9 , "QSO RLoud flat radio sp." , 467 , 0 , 0.25 , ". " , ". " , ". " , 0 , 0 , 0.59 , "PKS 2212-299 "
2904 , "BZQJ2216+3518 " , 334.08338 , 35.30394 , "90.5" , "-17.62" , "0.51? " , 17.3 , "QSO RLoud flat radio sp." , 373 , 0 , 0 , "? " , "p " , ". " , 0 , 0 , 0.567 , "B2 2214+35 "
2905 , "BZQJ2216+3102 " , 334.178 , 31.04317 , "87.9" , "-21.11" , "2.462 " , 21.2 , "QSO RLoud flat radio sp." , 755 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.956 , "GC2214+30 "
2906 , "BZBJ2217-3106 " , 334.36862 , -31.106 , "16.79" , "-56.31" , "0.46 " , 19.5 , "BL Lac" , 27 , 0 , 3.07 , ". " , ". " , ". " , 0 , 0 , 0.609 , "RXJ22174-3106 "
2907 , "BZBJ2217+2421 " , 334.25342 , 24.36278 , "83.52" , "-26.46" , "0.505 " , 17.9 , "BL Lac Candidate" , 528 , 406.9 , 0.36 , ". " , ". " , ". " , 8.22e-10 , 2.24 , 0.628 , "KPD2.46 "
2908 , "BZQJ2217+0220 " , 334.451 , 2.33631 , "65.29" , "-42.71" , "3.572 " , 19.6 , "QSO RLoud flat radio sp." , 780 , 0 , 0.19 , ". " , ". " , ". " , 0 , 0 , 0.835 , "PKS 2215+02 "
2909 , "BZQJ2218+1520 " , 334.54546 , 15.34325 , "77.08" , "-33.56" , "2.335 " , 17.2 , "QSO RLoud flat radio sp." , 110 , 0 , 0.27 , ". " , ". " , ". " , 0 , 0 , 0.486 , "GB6J2218+1520 "
2910 , "BZQJ2218-0335 " , 334.71683 , -3.59358 , "59.04" , "-46.65" , "0.901 " , 15.7 , "QSO RLoud flat radio sp." , 2218 , 612.9 , 0.75 , ". " , ". " , ". " , 0 , 0 , 0.631 , "4C-03.79 "
2911 , "BZQJ2219+1806 " , 334.80871 , 18.10989 , "79.46" , "-31.63" , "1.802 " , 19.5 , "QSO RLoud flat radio sp." , 159 , 0 , 0 , ". " , ". " , ". " , 5.61e-10 , 2.09 , 0.706 , "GB6B2216+1751 "
2912 , "BZQJ2219-0051 " , 334.947 , -0.85903 , "62.34" , "-45.15" , "1.878 " , 19.4 , "QSO RLoud flat radio sp." , 258 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.73 , "PKSB2217-011 "
2913 , "BZQJ2219+0736 " , 334.96008 , 7.61414 , "70.86" , "-39.47" , "0.611 " , 16.3 , "QSO RLoud flat radio sp." , 100 , 0 , 0.39 , ". " , ". " , ". " , 0 , 0 , 0.366 , "1RXS J221951.7+0"
2914 , "BZBJ2219+2120 " , 334.93404 , 21.34814 , "81.95" , "-29.2" , "0.2? " , 19.2 , "BL Lac" , 177 , 0 , 1.03 , "? " , ". " , ". " , 0 , 0 , 0.706 , "1RXS J221944.6+2"
2915 , "BZQJ2219+2613 " , 334.95725 , 26.22442 , "85.34" , "-25.37" , "0.085 " , 11.4 , "QSO RLoud flat radio sp." , 209 , 0 , 1.11 , ". " , "gp " , ". " , 0 , 0 , 0.17 , "1RXS J221950.1+2"
2916 , "BZBJ2221-5225 " , 335.37242 , -52.42375 , "340.37" , "-52.38" , "0 " , 16.7 , "BL Lac Candidate" , 25 , 0 , 5.43 , ". " , ". " , "s " , 4.27e-10 , 2.06 , 0.342 , "1RXS J222129.6-5"
2917 , "BZBJ2222-1753 " , 335.72567 , -17.89 , "40.13" , "-54.62" , "0.297 " , 18.5 , "BL Lac" , 5 , 0 , 1.55 , ". " , ". " , ". " , 0 , 0 , 0.39 , "1RXS J222253.9-1"
2918 , "BZQJ2223-3455 " , 335.77471 , -34.92978 , "9.78" , "-57.48" , "0.298 " , 15 , "QSO RLoud flat radio sp." , 850 , 0 , 0.76 , ". " , ". " , ". " , 4.41e-10 , 2.24 , 0.473 , "RX J22231-3455 "
2919 , "BZBJ2224-1126 " , 336.03317 , -11.43919 , "50.07" , "-52.07" , "0.115? " , 18.6 , "BL Lac" , 546 , 0 , 0 , "? " , ". " , ". " , 0 , 0 , 0.775 , "PKS 2221-116 "
2920 , "BZBJ2225-1113 " , 336.43217 , -11.22797 , "50.69" , "-52.3" , "0.997? " , 18.3 , "BL Lac" , 314 , 0 , 0 , "? " , ". " , ". " , 0 , 0 , 0.606 , "PKS 2223-114 "
2921 , "BZQJ2225-0457 " , 336.44692 , -4.95039 , "58.96" , "-48.85" , "1.404 " , 16.3 , "QSO RLoud flat radio sp." , 7411 , 2544.6 , 0.89 , ". " , ". " , ". " , 1.97e-9 , 2.44 , 0.766 , "3C446 "
2922 , "BZQJ2225+2118 " , 336.40854 , 21.30178 , "83.16" , "-30.09" , "1.959 " , 17.7 , "QSO RLoud flat radio sp." , 1837 , 1096.1 , 1.54 , ". " , ". " , ". " , 0 , 0 , 0.76 , "1Jy2223+210 "
2923 , "BZBJ2225-0145 " , 336.49517 , -1.75336 , "62.76" , "-46.91" , "0 " , 19.2 , "BL Lac Candidate" , 9 , 0 , 0.66 , ". " , ". " , ". " , 0 , 0 , 0.373 , "1RXS J222559.2-0"
2924 , "BZQJ2226+0052 " , 336.69392 , 0.86981 , "65.82" , "-45.36" , "2.258 " , 19.6 , "QSO RLoud flat radio sp." , 615 , 392.6 , 0 , ". " , ". " , ". " , 0 , 0 , 0.821 , "PKS2224+006 "
2925 , "BZBJ2227+0037 " , 336.99225 , 0.61819 , "65.83" , "-45.75" , "0 " , 18.5 , "BL Lac Candidate" , 101 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.531 , "BZBJ2227+0037 "
2926 , "BZQJ2228+2503 " , 337.00646 , 25.05086 , "86.22" , "-27.42" , "0.558 " , 19.9 , "QSO RLoud flat radio sp." , 25 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.639 , "BZQJ2228+2503 "
2927 , "BZQJ2228-0753 " , 337.21921 , -7.89628 , "55.91" , "-51.18" , "0.638 " , 18.1 , "QSO RLoud flat radio sp." , 168 , 0 , 0.48 , ". " , ". " , ". " , 0 , 0 , 0.62 , "1RXS J222852.7-0"
2928 , "BZQJ2229-0832 " , 337.417 , -8.54844 , "55.22" , "-51.71" , "1.56 " , 16.8 , "QSO RLoud flat radio sp." , 968 , 1562.3 , 0 , ". " , ". " , ". " , 3.85e-9 , 2.41 , 0.659 , "PKS2227-08 "
2929 , "BZUJ2229+3057 " , 337.39229 , 30.95336 , "90.27" , "-22.78" , "0.32 " , 15.8 , "Blazar Uncertain type" , 155 , 0 , 0.95 , ". " , ". " , ". " , 0 , 0 , 0.339 , "1RXS J222934.3+3"
2930 , "BZQJ2230-1325 " , 337.56379 , -13.42858 , "48.38" , "-54.34" , "1.42 " , 18.3 , "QSO RLoud flat radio sp." , 244 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.648 , "TEX 2227-136 "
2931 , "BZUJ2230-3942 " , 337.66783 , -39.71447 , "0.47" , "-58.31" , "0.318 " , 16 , "Blazar Uncertain type" , 369 , 445.2 , 4.23 , ". " , ". " , ". " , 0 , 0 , 0.489 , "PKS 2227-399 "
2932 , "BZQJ2230-4416 " , 337.735 , -44.275 , "352.23" , "-57.1" , "1.326 " , 19.4 , "QSO RLoud flat radio sp." , 520 , 338.5 , 0 , ". " , ". " , "s " , 0 , 0 , 0.8 , "PKS 2227-445 "
2933 , "BZQJ2230+6946 " , 337.65196 , 69.77447 , "111.24" , "10.16" , "1.426 " , 20.1 , "QSO RLoud flat radio sp." , 509 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.715 , "S52229+69 "
2934 , "BZQJ2232-1659 " , 338.094 , -16.98386 , "43.15" , "-56.35" , "1.78 " , 20.3 , "QSO RLoud flat radio sp." , 535 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.879 , "BZQJ2232-1659 "
2935 , "BZQJ2232+1143 " , 338.15171 , 11.73081 , "77.43" , "-38.59" , "1.037 " , 16.5 , "QSO RLoud flat radio sp." , 7202 , 1975.4 , 1.26 , ". " , ". " , ". " , 2.45e-9 , 2.33 , 0.767 , "4C-11.69 "
2936 , "BZBJ2233+1336 " , 338.25467 , 13.60056 , "79.05" , "-37.22" , "0.214 " , 17.6 , "BL Lac" , 25 , 0 , 1.51 , ". " , ". " , ". " , 0 , 0 , 0.452 , "1RXS J223301.0+1"
2937 , "BZQJ2235-4835 " , 338.80517 , -48.59967 , "344.48" , "-56.07" , "0.51 " , 19.2 , "QSO RLoud flat radio sp." , 1278 , 622.9 , 1.35 , ". " , ". " , "s " , 5.96e-10 , 2.55 , 0.849 , "PKS2232-488 "
2938 , "BZQJ2234-2055 " , 338.73933 , -20.91756 , "36.74" , "-58.33" , "1.443 " , 18.8 , "QSO RLoud flat radio sp." , 294 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.706 , "PKS 2232-211 "
2939 , "BZQJ2235-1826 " , 338.98383 , -18.43597 , "41.29" , "-57.7" , "2.153 " , 20.9 , "QSO RLoud flat radio sp." , 111 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.795 , "CGRaBSJ2235-1826"
2940 , "BZBJ2236-1706 " , 339.03967 , -17.10611 , "43.61" , "-57.23" , "0.647 " , 19 , "BL Lac" , 309 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.688 , "PKS 2233-173 "
2941 , "BZBJ2236-1433 " , 339.14204 , -14.55617 , "47.88" , "-56.22" , "0 " , 19.2 , "BL Lac" , 542 , 725.6 , 0.42 , ". " , ". " , ". " , 3.19e-9 , 2.24 , 0.811 , "PKS 2233-148 "
2942 , "BZQJ2236+2828 " , 339.09362 , 28.48261 , "90.11" , "-25.65" , "0.79 " , 18.4 , "QSO RLoud flat radio sp." , 1103 , 1486.5 , 0.61 , ". " , ". " , ". " , 4.39e-9 , 2.05 , 0.793 , "B22234+28A "
2943 , "BZQJ2237-3921 " , 339.28375 , -39.36053 , "0.59" , "-59.6" , "0.297 " , 17.1 , "QSO RLoud flat radio sp." , 175 , 0 , 0.83 , ". " , ". " , ". " , 3.53e-10 , 2.07 , 0.546 , "2FGLJ2237.2-3920"
2944 , "BZBJ2238-3940 " , 339.55313 , -39.67203 , "359.9" , "-59.73" , "0.251 " , 16 , "BL Lac Candidate" , 20 , 0 , 3.18 , ". " , "g " , ". " , 0 , 0 , 0.204 , "1RXS J223812.7-3"
2945 , "BZQJ2236+7322 " , 339.16083 , 73.38131 , "113.55" , "13.01" , "1.345 " , 19.9 , "QSO RLoud flat radio sp." , 268 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.667 , "S5 2235+73 "
