_id , bzcat4_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4GHz, Flux density143GHz , X-ray flux0.1-2.4 keV , Commenton_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100GeV, Fermi_slope , aro-aox-arx, other_name
112 , "BZQJ0052+4402 " , 13.11596 , 44.04847 , "123.12" , "-18.83" , "2.624 " , 18.4 , "QSO RLoud flat radio sp." , 146 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.574 , "BZQJ0052+4402 "
113 , "BZQJ0052-2825 " , 13.219 , -28.43189 , "289.28" , "-88.66" , "1.643 " , 19 , "QSO RLoud flat radio sp." , 224 , 0 , 0.25 , ". " , ". " , ". " , 0 , 0 , 0.723 , "Q 0050-2842 "
114 , "BZBJ0056-0936 " , 14.08367 , -9.60831 , "126.93" , "-72.45" , "0.103 " , 11.5 , "BL Lac" , 199 , 0 , 4.2 , ". " , "g " , ". " , 0 , 0 , -9.9 , "IPC0053-0952 "
115 , "BZBJ0056+1625 " , 14.23038 , 16.42036 , "124.84" , "-46.43" , "0.206 " , 19.5 , "BL Lac Candidate" , 125 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.71 , "BZBJ0056+1625 "
116 , "BZQJ0057-0024 " , 14.32092 , -0.40906 , "126.17" , "-63.25" , "2.712 " , 19.2 , "QSO RLoud flat radio sp." , 134 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0054-006 "
117 , "BZBJ0057-2212 " , 14.33021 , -22.21031 , "138.44" , "-84.91" , "0 " , 20.6 , "BL Lac Candidate" , 98 , 0 , 0.06 , ". " , ". " , ". " , 0 , 0 , 0.679 , "1WGA J0057.3-221"
118 , "BZBJ0058+1723 " , 14.56988 , 17.38744 , "125.25" , "-45.46" , "0 " , 18.9 , "BL Lac" , 9 , 0 , 3.88 , ". " , ". " , ". " , 0 , 0 , 0.391 , "RXJ00582+1723 "
119 , "BZBJ0058-3234 " , 14.50929 , -32.57242 , "288.6" , "-84.38" , "0 " , 18.8 , "BL Lac Candidate" , 186 , 0 , 0 , ". " , ". " , ". " , 7.3e-10 , 2.1 , 0.662 , "2FGLJ0057.9-3236"
120 , "BZUJ0058+3311 " , 14.63362 , 33.18811 , "124.64" , "-29.66" , "1.369 " , 19 , "Blazar Uncertain type" , 161 , 0 , 0 , ". " , ". " , ". " , 6.73e-10 , 2.23 , 0.579 , "GC0055+32 "
121 , "BZQJ0058+0620 " , 14.64088 , 6.33503 , "126.14" , "-56.5" , "0.592 " , 20.2 , "QSO RLoud flat radio sp." , 90 , 0 , 0.31 , ". " , ". " , ". " , 0 , 0 , 0.758 , "1RXS J005834.5+0"
122 , "BZQJ0059+0006 " , 14.77296 , 0.11433 , "127.1" , "-62.7" , "0.719 " , 16.9 , "QSO RLoud flat radio sp." , 2510 , 0 , 0.47 , ". " , ". " , ". " , 0 , 0 , 0.706 , "1Jy0056-001 "
123 , "BZBJ0058-5219 " , 14.73313 , -52.32392 , "300.24" , "-64.77" , "0 " , 20.2 , "BL Lac" , 86 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.874 , "PKS 0056-525 "
124 , "BZUJ0100+0745 " , 15.08667 , 7.76428 , "126.78" , "-55.04" , "0 " , 21.3 , "Blazar Uncertain type" , 98 , 0 , 0 , ". " , "r " , ". " , 1.15e-9 , 1.71 , 0.769 , "CRATESJ010020+07"
125 , "BZQJ0100-3337 " , 15.03925 , -33.62597 , "287.32" , "-83.24" , "0.874 " , 19.4 , "QSO RLoud flat radio sp." , 70 , 0 , 0.075 , ". " , ". " , ". " , 0 , 0 , 0.659 , "1WGA J0100.1-333"
126 , "BZQJ0100+3345 " , 15.15954 , 33.75172 , "125.12" , "-29.08" , "2.144 " , 19.1 , "QSO RLoud flat radio sp." , 84 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.614 , "GB6J0100+3345 "
127 , "BZBJ0100-0055 " , 15.24242 , -0.92983 , "128.31" , "-63.71" , "0.67>? " , 19.5 , "BL Lac" , 33 , 0 , 0 , ">? " , ". " , ". " , 0 , 0 , 0.527 , "BZBJ0100-0055 "
128 , "BZQJ0102+4214 " , 15.613 , 42.23869 , "125.1" , "-20.59" , "0.874 " , 19 , "QSO RLoud flat radio sp." , 43 , 0 , 0 , ". " , ". " , ". " , 6.24e-10 , 2.61 , 0.58 , "BZQJ0102+4214 "
129 , "BZUJ0102+5824 " , 15.69067 , 58.40308 , "124.41" , "-4.44" , "0.644? " , 19 , "Blazar Uncertain type" , 849 , 1242.5 , 0.79 , "? " , ". " , ". " , 2.29e-9 , 2.28 , 0.653 , "PLCKERC217G124.4"
130 , "BZQJ0102-2646 " , 15.73475 , -26.77669 , "205.73" , "-87.42" , "1.597 " , 17.5 , "QSO RLoud flat radio sp." , 291 , 0 , 0.51 , ". " , ". " , ". " , 0 , 0 , -9.9 , "HBQS0100-27 "
131 , "BZBJ0103+4322 " , 15.87 , 43.38319 , "125.25" , "-19.44" , "0 " , 16.6 , "BL Lac Candidate" , 40 , 0 , 0 , ". " , "g " , ". " , 0 , 0 , 0.303 , "BZBJ0103+4322 "
132 , "BZBJ0103+1526 " , 15.85838 , 15.44022 , "127.19" , "-47.34" , "0.246 " , 16.4 , "BL Lac" , 225 , 0 , 0 , ". " , "g " , ". " , 0 , 0 , 0.449 , "CRATESJ010327+15"
133 , "BZQJ0102-7546 " , 15.5775 , -75.78083 , "302.04" , "-41.34" , "1.017 " , 17.8 , "QSO RLoud flat radio sp." , 184 , 0 , 0.28 , ". " , ". " , "s " , 0 , 0 , 0.646 , "PKS 0101-76 "
134 , "BZQJ0102-8012 " , 15.56275 , -80.21089 , "302.35" , "-36.91" , "1.169 " , 19.8 , "QSO RLoud flat radio sp." , 113 , 0 , 0.17 , ". " , ". " , "s " , 0 , 0 , 0.745 , "PKS0101-804 "
135 , "BZQJ0103-6439 " , 15.8905 , -64.65211 , "300.8" , "-52.43" , "0.163 " , 14.9 , "QSO RLoud flat radio sp." , 153 , 0 , 1.92 , ". " , ". " , "s " , 0 , 0 , 0.356 , "PKS 0101-649 "
136 , "BZUJ0105+3928 " , 16.28875 , 39.47092 , "125.81" , "-23.33" , "0.083?? " , 18.2 , "Blazar Uncertain type" , 91 , 0 , 0 , "?? " , ". " , ". " , 5.25e-10 , 2.21 , 0.453 , "GB6B0102+3912 "
137 , "BZQJ0104-2416 " , 16.2425 , -24.27456 , "170.54" , "-85.83" , "1.747 " , 19.9 , "QSO RLoud flat radio sp." , 235 , 616.8 , 0 , ". " , ". " , ". " , 6.04e-10 , 2.41 , 0.809 , "2FGLJ0105.0-2411"
138 , "BZBJ0106+3402 " , 16.50121 , 34.03417 , "126.37" , "-28.74" , "0.579 " , 19.1 , "BL Lac Candidate" , 348 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.657 , "B20103+33 "
139 , "BZUJ0106+2539 " , 16.54571 , 25.65847 , "127.09" , "-37.1" , "0.199 " , 16.4 , "Blazar Uncertain type" , 130 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.423 , "BZUJ0106+2539 "
140 , "BZQJ0106-2718 " , 16.60867 , -27.30328 , "216.76" , "-86.67" , "2.486 " , 18.6 , "QSO RLoud flat radio sp." , 455 , 424.5 , 0 , ". " , ". " , ". " , 0 , 0 , 0.719 , "PKS 0104-275 "
141 , "BZQJ0106-1034 " , 16.68371 , -10.56939 , "135.93" , "-73.06" , "0.469 " , 17.6 , "QSO RLoud flat radio sp." , 276 , 0 , 0.85 , ". " , ". " , ". " , 0 , 0 , -9.9 , "1RXS J010644.5-1"
142 , "BZQJ0106-4034 " , 16.68796 , -40.57222 , "290.66" , "-76.2" , "0.584 " , 18.9 , "QSO RLoud flat radio sp." , 662 , 624.7 , 0.54 , ". " , ". " , "s " , 0 , 0 , 0.785 , "PKS0104-408 "
143 , "BZQJ0107+2611 " , 16.9495 , 26.18572 , "127.5" , "-36.54" , "0.522 " , 19.2 , "QSO RLoud flat radio sp." , 190 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.716 , "CRATESJ010748+26"
144 , "BZQJ0108+0135 " , 17.16154 , 1.58342 , "131.82" , "-60.99" , "2.099 " , 18.2 , "QSO RLoud flat radio sp." , 2621 , 1634.3 , 0.22 , ". " , "g " , ". " , 5.24e-9 , 2.26 , 0.847 , "PKS0106+01 "
145 , "BZBJ0109+1816 " , 17.28408 , 18.26875 , "128.81" , "-44.4" , "0.145 " , 16.3 , "BL Lac Candidate" , 90 , 0 , 4.51 , ". " , ". " , ". " , 6.35e-10 , 1.99 , 0.338 , "1RXS J010908.3+1"
146 , "BZUJ0110+6805 " , 17.55362 , 68.09478 , "124.68" , "5.28" , "0 " , 16.5 , "Blazar Uncertain type" , 1706 , 0 , 0.28 , ". " , ". " , ". " , 1.06e-9 , 2.13 , 0.373 , "1RXS J011011.1+6"
147 , "BZBJ0110+4149 " , 17.51996 , 41.83081 , "126.64" , "-20.91" , "0.096 " , 14 , "BL Lac" , 85 , 0 , 1.17 , ". " , "g " , ". " , 0 , 0 , 0.114 , "1RXS J011005.8+4"
148 , "BZBJ0110-0047 " , 17.55275 , -0.79633 , "133.41" , "-63.29" , "0.548 " , 19.5 , "BL Lac" , 29 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.548 , "SDSSJ01102-0047 "
149 , "BZQJ0110-1648 " , 17.64796 , -16.80769 , "147.14" , "-78.77" , "0.78 " , 15.8 , "QSO RLoud flat radio sp." , 106 , 0 , 1.87 , ". " , ". " , ". " , 0 , 0 , 0.406 , "1RXS J011034.9-1"
150 , "BZQJ0110-0741 " , 17.70842 , -7.69475 , "137.12" , "-70.03" , "1.779 " , 18.7 , "QSO RLoud flat radio sp." , 846 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0108-079 "
151 , "BZBJ0110-1255 " , 17.70817 , -12.91803 , "141.59" , "-75.09" , "0.234? " , 16.7 , "BL Lac" , 17 , 0 , 7.78 , "? " , ". " , ". " , 0 , 0 , 0.264 , "1RXS J011050.0-1"
152 , "BZUJ0111+3906 " , 17.90546 , 39.10781 , "127.2" , "-23.6" , "0.668 " , 19.4 , "Blazar Uncertain type" , 429 , 0 , 0.03 , ". " , ". " , ". " , 0 , 0 , 0.768 , "1Jy0108+388 "
153 , "BZBJ0111+0536 " , 17.87625 , 5.60736 , "132.1" , "-56.91" , "0.346 " , 17.7 , "BL Lac Candidate" , 16 , 0 , 2.08 , ". " , ". " , ". " , 0 , 0 , 0.301 , "RXJ01115+0536 "
154 , "BZBJ0112+2244 " , 18.02425 , 22.74411 , "129.14" , "-39.88" , "0 " , 14.6 , "BL Lac" , 385 , 341.7 , 1.93 , ". " , ". " , ". " , 5.69e-9 , 2.07 , 0.333 , "GC 0109+224 "
155 , "BZQJ0112+3522 " , 18.05392 , 35.37203 , "127.69" , "-27.31" , "0.45 " , 18 , "QSO RLoud flat radio sp." , 399 , 350.7 , 0.63 , ". " , ". " , ". " , 0 , 0 , 0.648 , "B2 0109+35 "
156 , "BZQJ0111-1317 " , 17.98692 , -13.28364 , "143.04" , "-75.35" , "2.42 " , 21.3 , "QSO RLoud flat radio sp." , 256 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "TEX0109-135 "
157 , "BZQJ0112+3818 " , 18.075 , 38.31556 , "127.42" , "-24.38" , "0.333 " , 16.7 , "QSO RLoud flat radio sp." , 58 , 0 , 0.6 , ". " , ". " , ". " , 0 , 0 , 0.374 , "1RXS J011217.1+3"
158 , "BZQJ0112+2020 " , 18.04246 , 20.33939 , "129.5" , "-42.27" , "0.746 " , 16.8 , "QSO RLoud flat radio sp." , 471 , 0 , 0.45 , ". " , ". " , ". " , 0 , 0 , 0.558 , "TEX 0109+200 "
159 , "BZQJ0112+3208 " , 18.20971 , 32.13817 , "128.19" , "-30.52" , "0.603 " , 18.1 , "QSO RLoud flat radio sp." , 685 , 743.6 , 4.38 , ". " , ". " , ". " , 3.86e-9 , 2.31 , 0.682 , "NRAO 62 "
160 , "BZBJ0112-3201 " , 18.1365 , -32.02836 , "261.07" , "-83.29" , "0 " , 19.8 , "BL Lac" , 4 , 0 , 0.85 , ". " , ". " , ". " , 0 , 0 , 0.482 , "1RXS J011233.3-3"
161 , "BZQJ0113+4948 " , 18.3625 , 49.80667 , "126.57" , "-12.91" , "0.389 " , 17.8 , "QSO RLoud flat radio sp." , 667 , 465.2 , 0.77 , ". " , ". " , ". " , 7.47e-10 , 2.26 , 0.644 , "S40110+495 "
162 , "BZQJ0113-3551 " , 18.31604 , -35.86331 , "276.27" , "-80.11" , "1.22 " , 19.9 , "QSO RLoud flat radio sp." , 180 , 478.1 , 0 , ". " , ". " , ". " , 3.25e-10 , 2.16 , 0.754 , "CGRaBSJ0113-3551"
163 , "BZUJ0113+0222 " , 18.42975 , 2.37147 , "134.12" , "-60.02" , "0.047 " , 12.2 , "Blazar Uncertain type" , 491 , 0 , 0.55 , ". " , "g " , ". " , 0 , 0 , 0.221 , "PKS0111+021 "
164 , "BZQJ0113+1324 " , 18.47712 , 13.41458 , "131.29" , "-49.1" , "0.685 " , 18.9 , "QSO RLoud flat radio sp." , 248 , 0 , 0.31 , ". " , ". " , ". " , 0 , 0 , 0.669 , "1RXS J011354.6+1"
165 , "BZBJ0114+1325 " , 18.71988 , 13.42708 , "131.64" , "-49.05" , "0 " , 17.2 , "BL Lac" , 63 , 0 , 0 , ". " , ". " , ". " , 8.99e-10 , 2.19 , 0.407 , "GB6B0112+1310 "
166 , "BZBJ0115-3400 " , 18.75721 , -34.00769 , "267.95" , "-81.46" , "0.482 " , 19.1 , "BL Lac" , 6 , 0 , 1.13 , ". " , ". " , ". " , 0 , 0 , 0.389 , "1RXS J011501.3-3"
167 , "BZQJ0115-0127 " , 18.82125 , -1.45128 , "136.48" , "-63.7" , "1.381 " , 19.7 , "QSO RLoud flat radio sp." , 1076 , 0 , 0.56 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS0112-017 "
168 , "BZQJ0115-2804 " , 18.8495 , -28.082 , "224.47" , "-84.61" , "2.579 " , 19.8 , "QSO RLoud flat radio sp." , 439 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.817 , "PKS 0113-283 "
169 , "BZBJ0115+2519 " , 18.94229 , 25.3315 , "129.83" , "-37.22" , "0 " , 18 , "BL Lac" , 38 , 0 , 2.07 , ". " , ". " , ". " , 7.75e-10 , 2 , 0.414 , "RXJ01157+2519 "
170 , "BZBJ0115+0356 " , 18.91879 , 3.94536 , "134.51" , "-58.38" , "0 " , 19.2 , "BL Lac Candidate" , 99 , 0 , 0 , ". " , ". " , ". " , 1.07e-9 , 2.07 , 0.584 , "GB6B0113+0341 "
171 , "BZQJ0116-1136 " , 19.05217 , -11.60428 , "144.66" , "-73.43" , "0.67 " , 17.7 , "QSO RLoud flat radio sp." , 1785 , 919 , 0.9 , ". " , ". " , ". " , 1.16e-9 , 2.44 , -9.9 , "PKS0113-118 "
172 , "BZQJ0117+1418 " , 19.355 , 14.30344 , "132.37" , "-48.09" , "0.839 " , 20.2 , "QSO RLoud flat radio sp." , 173 , 497.6 , 0 , ". " , ". " , ". " , 0 , 0 , 0.785 , "BZQJ0117+1418 "
173 , "BZBJ0117-2443 " , 19.44596 , -24.72631 , "192.31" , "-83.61" , "0.279 " , 17 , "BL Lac" , 10 , 0 , 1.97 , ". " , ". " , ". " , 0 , 0 , 0.235 , "1RXS J011746.6-2"
174 , "BZQJ0117-2111 " , 19.45325 , -21.18519 , "169.67" , "-81.55" , "1.49 " , 20 , "QSO RLoud flat radio sp." , 255 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.887 , "MC1 0115-214 "
175 , "BZQJ0117-3357 " , 19.43583 , -33.95139 , "264.85" , "-81.14" , "0.647 " , 19.8 , "QSO RLoud flat radio sp." , 415 , 0 , 0.07 , ". " , ". " , ". " , 0 , 0 , 0.782 , "PKS 0115-342 "
176 , "BZQJ0118-2141 " , 19.73858 , -21.69169 , "173.43" , "-81.71" , "1.165 " , 19.3 , "QSO RLoud flat radio sp." , 447 , 756.2 , 0.14 , ". " , ". " , ". " , 3.26e-9 , 2.12 , 0.831 , "PKS 0116-219 "
177 , "BZBJ0120-2701 " , 20.13192 , -27.02353 , "213.64" , "-83.53" , "0 " , 15.5 , "BL Lac" , 934 , 456.4 , 0.72 , ". " , ". " , ". " , 2.85e-9 , 1.93 , 0.519 , "1Jy0118-272 "
178 , "BZQJ0121-2806 " , 20.25308 , -28.10614 , "223.11" , "-83.38" , "3.119 " , 20 , "QSO RLoud flat radio sp." , 122 , 0 , 0.09 , ". " , ". " , ". " , 0 , 0 , -9.9 , "CGRaBSJ0121-2806"
179 , "BZQJ0121+1127 " , 20.37083 , 11.45014 , "134.61" , "-50.74" , "2.487 " , 16.8 , "QSO RLoud flat radio sp." , 46 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.378 , "GB6J0121+1127 "
180 , "BZQJ0121+1149 " , 20.42333 , 11.83067 , "134.58" , "-50.36" , "0.57 " , 18.6 , "QSO RLoud flat radio sp." , 1184 , 819.9 , 0 , ". " , ". " , ". " , 0 , 0 , 0.799 , "PKS0119+11 "
181 , "BZQJ0121+0422 " , 20.48692 , 4.37353 , "137.24" , "-57.65" , "0.637 " , 19.8 , "QSO RLoud flat radio sp." , 1066 , 598.5 , 0.42 , ". " , "r " , ". " , 0 , 0 , 0.9 , "PKS 0119+041 "
182 , "BZQJ0122+0310 " , 20.50796 , 3.16736 , "137.8" , "-58.82" , "4 " , 20 , "QSO RLoud flat radio sp." , 98 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.669 , "3EGJ0122+0310 "
183 , "BZBJ0122+1510 " , 20.61408 , 15.17308 , "133.94" , "-47.04" , "0 " , 19.9 , "BL Lac" , 38 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.644 , "BZBJ0122+1510 "
184 , "BZQJ0122+2502 " , 20.66171 , 25.04217 , "131.82" , "-37.29" , "2.025 " , 18.3 , "QSO RLoud flat radio sp." , 714 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.723 , "B2 0119+24 "
185 , "BZBJ0123+3420 " , 20.78563 , 34.34653 , "130.34" , "-28.07" , "0.272 " , 16.8 , "BL Lac" , 44 , 0 , 25.3 , ". " , "p " , ". " , 4.54e-10 , 1.53 , 0.333 , "1ES0120+340 "
186 , "BZBJ0123+4210 " , 20.91867 , 42.16839 , "129.29" , "-20.31" , "0.186 " , 16.2 , "BL Lac Candidate" , 20 , 0 , 1.96 , ". " , "g " , ". " , 0 , 0 , 0.209 , "1RXS J012340.7+4"
187 , "BZQJ0123+2615 " , 20.92933 , 26.25622 , "131.89" , "-36.06" , "0.849? " , 18.9 , "QSO RLoud flat radio sp." , 183 , 0 , 0.31 , "? " , ". " , ". " , 0 , 0 , 0.67 , "KPD2.06 "
188 , "BZBJ0123-2310 " , 20.90979 , -23.18317 , "186.24" , "-81.72" , "0.404 " , 17.6 , "BL Lac Candidate" , 27 , 0 , 5.59 , ". " , ". " , ". " , 0 , 0 , 0.339 , "1RXS J012338.2-2"
189 , "BZBJ0124+3249 " , 21.12704 , 32.82997 , "130.91" , "-29.53" , "0 " , 19 , "BL Lac Candidate" , 14 , 0 , 0.99 , ". " , ". " , ". " , 0 , 0 , 0.393 , "1WGA J0124.4+325"
190 , "BZBJ0124+0918 " , 21.18533 , 9.31389 , "136.56" , "-52.68" , "0.338 " , 18.5 , "BL Lac" , 2 , 0 , 0.21 , ". " , ". " , ". " , 0 , 0 , 0.263 , "MS0122.1+0903 "
191 , "BZQJ0124+2805 " , 21.23283 , 28.0865 , "131.86" , "-34.21" , "0.71 " , 19.1 , "QSO RLoud flat radio sp." , 217 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.692 , "CRATESJ012455+28"
192 , "BZBJ0124-0625 " , 21.21033 , -6.41692 , "145.4" , "-67.82" , "0 " , 18.4 , "BL Lac Candidate" , 41 , 0 , 0 , ". " , ". " , ". " , 4.03e-10 , 2.24 , -9.9 , "1FGL_J0124.6-061"
193 , "BZQJ0125+0146 " , 21.27287 , 1.77403 , "139.92" , "-59.99" , "1.559 " , 19.1 , "QSO RLoud flat radio sp." , 187 , 0 , 0.18 , ". " , ". " , ". " , 0 , 0 , 0.673 , "1WGA J0125.0+014"
194 , "BZQJ0124-5113 " , 21.23912 , -51.22103 , "290.41" , "-65.09" , "1.104 " , 19.6 , "QSO RLoud flat radio sp." , 251 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.734 , "PKS 0122-514 "
195 , "BZQJ0125-0005 " , 21.37017 , -0.09886 , "141.15" , "-61.76" , "1.08 " , 16.2 , "QSO RLoud flat radio sp." , 1540 , 481.9 , 0.92 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS0122-00 "
196 , "BZUJ0126-0501 " , 21.56329 , -5.02253 , "145.03" , "-66.39" , "0.411 " , 18.4 , "Blazar Uncertain type" , 58 , 0 , 0.22 , ". " , ". " , ". " , 0 , 0 , 0.462 , "1RXS J012615.0-0"
197 , "BZQJ0126+2559 " , 21.67829 , 25.98367 , "132.76" , "-36.22" , "2.358 " , 17.8 , "QSO RLoud flat radio sp." , 1003 , 330.3 , 0.69 , ". " , ". " , ". " , 0 , 0 , 0.711 , "PKS 0123+25 "
198 , "BZBJ0126+3307 " , 21.73729 , 33.12428 , "131.44" , "-29.16" , "0 " , 18.7 , "BL Lac" , 7 , 0 , 1.96 , ". " , ". " , ". " , 0 , 0 , 0.34 , "1RXS J012657.1+3"
199 , "BZBJ0127-0151 " , 21.79612 , -1.86494 , "143.16" , "-63.33" , "0 " , 17.9 , "BL Lac Candidate" , 17 , 0 , 0.3 , ". " , ". " , ". " , 0 , 0 , 0.33 , "1WGA J0127.1-015"
200 , "BZBJ0127-0821 " , 21.81796 , -8.35803 , "148.9" , "-69.41" , "0.36? " , 18.5 , "BL Lac" , 112 , 0 , 0 , "? " , ". " , ". " , 0 , 0 , -9.9 , "FIRSTJ01272-0821"
201 , "BZUJ0128+4901 " , 22.03358 , 49.01833 , "129.1" , "-13.42" , "0.067 " , 13.1 , "Blazar Uncertain type" , 206 , 1109.7 , 0 , ". " , "g " , ". " , 0 , 0 , 0.204 , "PLCKERC353G129.1"
202 , "BZBJ0127-0013 " , 21.96179 , -0.22961 , "142.43" , "-61.72" , "0.44 " , 19 , "BL Lac" , 7 , 0 , 0.14 , ". " , ". " , ". " , 0 , 0 , 0.403 , "1WGA J0127.8-001"
203 , "BZQJ0128+4439 " , 22.17225 , 44.655 , "129.87" , "-17.72" , "0.228 " , 19.5 , "QSO RLoud flat radio sp." , 40 , 0 , 0 , ". " , ". " , ". " , 7.08e-10 , 2.25 , 0.544 , "2FGLJ0128.4+4431"
204 , "BZBJ0127-8108 " , 21.79254 , -81.13908 , "301.24" , "-35.88" , "0 " , 16.7 , "BL Lac" , 1075 , 0 , 6.76 , ". " , ". " , "s " , 0 , 0 , 0.496 , "PKS0127-81 "
205 , "BZQJ0130-1019 " , 22.53708 , -10.31881 , "153.24" , "-70.88" , "1.005 " , 19.2 , "QSO RLoud flat radio sp." , 101 , 0 , 0.18 , ". " , ". " , ". " , 0 , 0 , -9.9 , "1RXS J013007.3-1"
206 , "BZQJ0130+0842 " , 22.61517 , 8.71283 , "139.06" , "-52.94" , "0.725 " , 19.9 , "QSO RLoud flat radio sp." , 210 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.749 , "CRATESJ013027+08"
207 , "BZQJ0131+3834 " , 22.86129 , 38.57756 , "131.45" , "-23.63" , "1.277 " , 21.4 , "QSO RLoud flat radio sp." , 185 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.858 , "GB6B0128+3819 "
208 , "BZQJ0132-1654 " , 23.18125 , -16.91333 , "168.11" , "-76.02" , "1.02 " , 18.6 , "QSO RLoud flat radio sp." , 830 , 791.3 , 0.27 , ". " , ". " , ". " , 1.78e-9 , 2.45 , 0.842 , "PKS0130-17 "
209 , "BZQJ0134-3843 " , 23.63346 , -38.72594 , "267.8" , "-75.32" , "2.14? " , 17.7 , "QSO RLoud flat radio sp." , 569 , 411.6 , 0.62 , "? " , ". " , ". " , 0 , 0 , 0.662 , "Q0132-3858 "
210 , "BZQJ0135-2008 " , 23.90629 , -20.14608 , "180.64" , "-77.72" , "1.141 " , 17.9 , "QSO RLoud flat radio sp." , 559 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.678 , "PKS 0133-203 "
211 , "BZBJ0136+3905 " , 24.13513 , 39.09983 , "132.41" , "-22.94" , "0 " , 15.5 , "BL Lac" , 60 , 0 , 9.6 , ". " , ". " , ". " , 2.45e-9 , 1.69 , 0.243 , "1RXS J013632.9+3"
212 , "BZUJ0136-0956 " , 24.02592 , -9.94789 , "156.54" , "-69.85" , "0.113 " , 14.1 , "Blazar Uncertain type" , 174 , 0 , 0.69 , ". " , "g " , ". " , 0 , 0 , 0.188 , "1RXS J013606.2-0"
213 , "BZQJ0136+4751 " , 24.24413 , 47.85808 , "130.78" , "-14.32" , "0.859 " , 17.6 , "QSO RLoud flat radio sp." , 1138 , 2811.4 , 1.04 , ". " , "g " , ". " , 5.87e-9 , 2.15 , 0.714 , "S40133+47 "
214 , "BZQJ0136-4044 " , 24.02625 , -40.74139 , "271.68" , "-73.57" , "0.649 " , 24.4 , "QSO RLoud flat radio sp." , 123 , 0 , 0.17 , ". " , ". " , "s " , 0 , 0 , -9.9 , "BZQJ0136-4044 "
215 , "BZQJ0137+3122 " , 24.28637 , 31.37661 , "134.25" , "-30.49" , "1.716 " , 20.7 , "QSO RLoud flat radio sp." , 417 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.882 , "CRATESJ013708+31"
216 , "BZQJ0137-2430 " , 24.40979 , -24.51497 , "201.38" , "-79.29" , "0.835 " , 15.9 , "QSO RLoud flat radio sp." , 1181 , 1812.1 , 1.29 , ". " , ". " , ". " , 9.83e-10 , 2.42 , 0.631 , "PKS0135-247 "
217 , "BZBJ0138-1754 " , 24.54858 , -17.90483 , "174.8" , "-75.82" , "0.53 " , 19.7 , "BL Lac" , 17 , 0 , 0.13 , ". " , ". " , ". " , 0 , 0 , 0.568 , "XBSJ01381-1754 "
218 , "BZQJ0138-2711 " , 24.54092 , -27.19108 , "215.94" , "-79.62" , "2.999 " , 19.9 , "QSO RLoud flat radio sp." , 261 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.826 , "TEX0135-274 "
219 , "BZQJ0138-0540 " , 24.71604 , -5.66894 , "152.78" , "-65.76" , "2.004 " , 20.3 , "QSO RLoud flat radio sp." , 263 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0136-058 "
220 , "BZQJ0138-2254 " , 24.73946 , -22.91314 , "194.13" , "-78.45" , "1.895 " , 17.6 , "QSO RLoud flat radio sp." , 512 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.685 , "PKS 0136-231 "
221 , "BZQJ0140-1532 " , 25.0185 , -15.54881 , "169.67" , "-73.83" , "0.819 " , 16.7 , "QSO RLoud flat radio sp." , 233 , 0 , 1.04 , ". " , ". " , ". " , 0 , 0 , 0.575 , "1RXS J014005.1-1"
222 , "BZBJ0140-0758 " , 25.17008 , -7.98017 , "156.54" , "-67.58" , "0 " , 18.5 , "BL Lac" , 25 , 0 , 5.51 , ". " , ". " , ". " , 0 , 0 , 0.44 , "1RXS J014040.9-0"
