other_name, _id , uhecr_name , Energy , Elevation , RA, Dec , Galactic_Longitude, Galactic_Latitude , MJD , DATE
---,506 , HiRes , 16 , N/A , 207.94792 , 5.256 , 338.92 , 63.82 , 52786 , 2003-05-27
---,507 , AUGER , 58.6 , 26.3 , 208.1 , -60.1 , 310.46 , 1.87 , 53286 , 2004-10-08
---,508 , AUGER , 64 , 26.5 , 208.1 , -60.3 , 310.41 , 1.68 , 53286 , 2004-10-08
---,509 , AGASA , 44.6 , N/A , 208.75 , 59.8 , 108.83 , 55.55 , 0 , ----------
---,510 , HiRes , 15.8 , N/A , 208.77375 , 71.67 , 115.97 , 44.59 , 53615 , 2005-09-02
---,511 , HiRes , 11.7 , N/A , 209.48375 , 63.424 , 110.89 , 52.12 , 53108 , 2004-04-13
---,512 , HiRes , 17.4 , N/A , 209.52792 , 59.214 , 107.74 , 55.9 , 51875 , 2000-11-27
---,513 , AUGER , 74 , 31.5 , 209.6 , -31.3 , 319.34 , 29.42 , 54827 , 2008-12-27
---,514 , AUGER , 84 , 31.4 , 209.6 , -31.3 , 319.34 , 29.42 , 54827 , 2008-12-27
---,515 , TA , 75.6 , 18.8 , 210.35 , 57.55 , 105.62 , 57.16 , 0 , ----------
---,516 , AGASA , 62.2 , N/A , 210.5 , 49.9 , 96.96 , 63.52 , 0 , ----------
---,517 , HiRes , 15.6 , N/A , 210.82167 , 86.153 , 121.55 , 30.78 , 51609 , 2000-03-06
---,518 , AUGER , 58.9 , 50.6 , 211.1 , 15 , 1.05 , 69.14 , 56467 , 2013-06-24
---,519 , HiRes , 12.3 , N/A , 211.94083 , 34.407 , 61.57 , 72.1 , 51632 , 2000-03-29
---,520 , AGASA , 49.8 , N/A , 212 , 37.1 , 69.39 , 71.02 , 0 , ----------
---,521 , TA , 58 , 44.9 , 212.37 , -4.78 , 336.44 , 52.93 , 0 , ----------
---,522 , AUGER , 68 , 35.3 , 212.7 , -3.2 , 338.26 , 54.13 , 54321 , 2007-08-09
---,523 , AUGER , 52.3 , 70.7 , 212.7 , 29.9 , 46.64 , 72.37 , 55081 , 2009-09-07
---,524 , AUGER , 67.8 , 35.5 , 212.8 , -3.1 , 338.5 , 54.16 , 54321 , 2007-08-09
---,525 , HiRes , 15.1 , N/A , 213.82792 , 56.663 , 101.82 , 56.89 , 52729 , 2003-03-31
---,526 , AGASA , 49.7 , N/A , 214.25 , 37.7 , 68.75 , 69.15 , 0 , ----------
---,527 , HiRes , 27 , N/A , 214.48 , 75.57 , 116 , 40.37 , 52727 , 2003-03-29
---,528 , HiRes , 15.6 , N/A , 215 , 25.666 , 33.73 , 70.13 , 53435 , 2005-03-06
---,529 , AUGER , 62.7 , 25.5 , 215.5 , -10.1 , 336.53 , 46.77 , 55606 , 2011-02-14
---,530 , AUGER , 60.3 , 32 , 216.1 , -66.5 , 312.02 , -5.29 , 55431 , 2010-08-23
---,531 , AUGER , 55.7 , 17 , 217.1 , -24.5 , 329.48 , 33.32 , 56303 , 2013-01-11
---,532 , AUGER , 58.6 , 34.2 , 217.9 , -51.5 , 318.37 , 8.34 , 55119 , 2009-10-15
---,533 , AUGER , 66 , 34.2 , 217.9 , -51.5 , 318.37 , 8.34 , 55119 , 2009-10-15
---,534 , Yakutsk , 46 , 51.1 , 218.1 , 50.4 , 90.19 , 59.82 , 0 , ----------
---,535 , HiRes , 16.5 , N/A , 218.28083 , -12.818 , 337.87 , 43.04 , 51639 , 2000-04-05
---,536 , HiRes , 10.6 , N/A , 218.46875 , 29.451 , 44.85 , 67.37 , 52693 , 2003-02-23
---,537 , TA , 66.8 , 49.7 , 218.49 , 62.54 , 104.54 , 50.77 , 0 , ----------
---,538 , AUGER , 89.1 , 48.6 , 218.8 , -70.8 , 311.32 , -9.64 , 55480 , 2010-10-11
---,539 , TA , 69.2 , 48.3 , 218.81 , 54.11 , 94.84 , 56.98 , 0 , ----------
---,540 , HiRes , 13.9 , N/A , 218.95667 , 38.085 , 66.13 , 65.55 , 52015 , 2001-04-16
---,541 , AUGER , 58.8 , 46.5 , 219.1 , -41.9 , 323.04 , 16.83 , 55801 , 2011-08-28
---,542 , AUGER , 64 , 44.8 , 219.4 , -53.8 , 318.31 , 5.86 , 54286 , 2007-07-05
---,543 , AUGER , 61.5 , 44.9 , 219.5 , -53.9 , 318.33 , 5.75 , 54286 , 2007-07-05
---,544 , TA , 101 , 29.1 , 219.66 , 38.46 , 66.55 , 64.91 , 0 , ----------
---,545 , HiRes , 12.8 , N/A , 219.75875 , 76.492 , 115.12 , 38.96 , 51606 , 2000-03-03
---,546 , HiRes , 15.1 , N/A , 219.78792 , 54.114 , 94.12 , 56.57 , 53358 , 2004-12-19
---,547 , HiRes , 12 , N/A , 220.35167 , -7.561 , 344.38 , 46.27 , 52048 , 2001-05-19
---,548 , AUGER , 82 , 39 , 220.5 , -42.9 , 323.58 , 15.49 , 54552 , 2008-03-27
---,549 , AUGER , 73.1 , 38.9 , 220.6 , -42.8 , 323.69 , 15.55 , 54552 , 2008-03-27
---,550 , HiRes , 11.9 , N/A , 220.715 , 4.953 , 358.02 , 55.41 , 52731 , 2003-04-02
---,551 , AUGER , 60 , 23.4 , 224.5 , -44.2 , 325.63 , 13.01 , 53347 , 2004-12-08
---,552 , HiRes , 21.1 , N/A , 224.68 , 82.366 , 118.11 , 33.53 , 53461 , 2005-04-01
---,553 , AUGER , 58.2 , 23.3 , 224.7 , -44 , 325.86 , 13.12 , 53347 , 2004-12-08
---,554 , HiRes , 38.6 , N/A , 225.62667 , 43.453 , 73.27 , 58.96 , 53060 , 2004-02-25
---,555 , HiRes , 18.8 , N/A , 226.33 , 29.656 , 45.83 , 60.54 , 53081 , 2004-03-17
---,556 , AUGER , 69.6 , 12.4 , 226.4 , -25.7 , 337.28 , 28.07 , 55434 , 2010-08-26
---,557 , TA , 91.8 , 18.4 , 226.68 , 24.5 , 35.68 , 59.53 , 0 , ----------
---,558 , AUGER , 57.7 , 52.8 , 227 , -85.2 , 305.85 , -23.13 , 54866 , 2009-02-04
---,559 , AUGER , 57 , 52.8 , 227.1 , -85.2 , 305.86 , -23.14 , 54866 , 2009-02-04
---,560 , AUGER , 71.1 , 48.1 , 227.6 , 11.9 , 14.74 , 54.06 , 56258 , 2012-11-27
---,561 , AUGER , 64.5 , 71.7 , 227.9 , -21.5 , 341.35 , 30.71 , 55246 , 2010-02-19
---,562 , HiRes , 17.5 , N/A , 227.98875 , 49.201 , 81.76 , 55.16 , 53229 , 2004-08-12
---,563 , HiRes , 19.5 , N/A , 229.08667 , 57.776 , 93.42 , 50.22 , 52676 , 2003-02-06
---,564 , HiRes , 19.5 , N/A , 229.69083 , 69.481 , 106.34 , 42.59 , 53438 , 2005-03-09
---,565 , AUGER , 71.1 , 60.5 , 230.3 , 1.5 , 3.8 , 45.91 , 55636 , 2011-03-16
---,566 , HiRes , 49.3 , N/A , 230.46875 , 6.659 , 10.06 , 48.86 , 52786 , 2003-05-27
---,567 , HiRes , 16.2 , N/A , 231.67375 , 16.377 , 24.42 , 52.55 , 52731 , 2003-04-02
---,568 , HiRes , 17.3 , N/A , 231.81375 , 57.335 , 91.61 , 49.23 , 53639 , 2005-09-26
---,569 , AUGER , 54.9 , 24.6 , 231.9 , -56.6 , 323.21 , -0.02 , 55543 , 2010-12-13
---,570 , HiRes , 11 , N/A , 232.96292 , 8.078 , 13.87 , 47.56 , 53084 , 2004-03-20
---,571 , HiRes , 111.1 , N/A , 233.24375 , 6.597 , 12.26 , 46.53 , 52671 , 2003-02-01
---,572 , HiRes , 20.3 , N/A , 234.645 , -7.294 , 358.66 , 36.89 , 52757 , 2003-04-28
---,573 , TA , 62.5 , 52.2 , 235 , 27.63 , 43.71 , 52.76 , 0 , ----------
---,574 , Yakutsk , 42 , 41.4 , 235.1 , 23.1 , 36.5 , 51.71 , 0 , ----------
---,575 , AGASA , 50.9 , N/A , 236.75 , 41 , 65.62 , 51.55 , 0 , ----------
---,576 , HiRes , 20.5 , N/A , 237.55667 , -1.157 , 6.99 , 38.55 , 53082 , 2004-03-18
---,577 , HiRes , 19.7 , N/A , 238.59875 , 5.398 , 14.82 , 41.39 , 53082 , 2004-03-18
---,578 , AUGER , 60.3 , 39.3 , 239.4 , 3.9 , 13.71 , 39.92 , 55610 , 2011-02-18
---,579 , AUGER , 60.2 , 25.9 , 239.5 , -49.2 , 331.34 , 3.09 , 56716 , 2014-02-28
---,580 , TA , 154.3 , 40.4 , 239.85 , -0.41 , 9.46 , 37.14 , 0 , ----------
---,581 , AUGER , 61.5 , 63.4 , 240.3 , -68.9 , 318.66 , -12.05 , 56514 , 2013-08-10
---,582 , HiRes , 10.3 , N/A , 240.36375 , 83.069 , 116.93 , 31.68 , 53613 , 2005-08-31
---,583 , HiRes , 48.2 , N/A , 240.43083 , -8.479 , 2.11 , 31.77 , 51635 , 2000-04-01
---,584 , HiRes , 17.8 , N/A , 240.77792 , 17.355 , 30.81 , 44.85 , 52467 , 2002-07-12
---,585 , AGASA , 144 , N/A , 241.5 , 23 , 38.74 , 46.01 , 0 , ----------
---,586 , AUGER , 65.2 , 31.1 , 241.6 , -53.5 , 329.49 , -1.01 , 56624 , 2013-11-28
---,587 , HiRes , 17.9 , N/A , 241.66792 , -1.007 , 10.15 , 35.31 , 52051 , 2001-05-22
---,588 , HiRes , 15.3 , N/A , 243.14292 , -19.42 , 354.73 , 22.62 , 53198 , 2004-07-12
---,589 , HiRes , 29.4 , N/A , 243.98292 , 66.723 , 99.33 , 39.76 , 53383 , 2005-01-13
---,590 , AGASA , 45.1 , N/A , 244.25 , -7.2 , 5.99 , 29.59 , 0 , ----------
---,591 , HiRes , 12.7 , N/A , 245.17167 , 64.722 , 96.69 , 40.14 , 52556 , 2002-10-09
---,592 , AUGER , 60 , 64.3 , 245.4 , -30.9 , 347.35 , 13.31 , 56081 , 2012-06-03
---,593 , AUGER , 68.3 , 34.5 , 245.4 , -18.2 , 357.25 , 21.82 , 55776 , 2011-08-03
---,594 , HiRes , 12.5 , N/A , 245.41292 , 11.775 , 26.34 , 38.52 , 52785 , 2003-05-26
---,595 , HiRes , 12.5 , N/A , 245.74667 , 8.533 , 22.86 , 36.77 , 53118 , 2004-04-23
---,596 , AUGER , 54.9 , 79.6 , 245.8 , 8.5 , 22.85 , 36.71 , 54266 , 2007-06-15
---,597 , HiRes , 40.5 , N/A , 246.32583 , -12.698 , 2.5 , 24.62 , 53262 , 2004-09-14
---,598 , HiRes , 10.1 , N/A , 247.05667 , 41.471 , 65.58 , 43.79 , 53440 , 2005-03-11
---,599 , AGASA , 43 , N/A , 247.75 , 34.6 , 56.19 , 42.86 , 0 , ----------
---,600 , HiRes , 10.3 , N/A , 248.00583 , 20.046 , 37.4 , 39.35 , 53503 , 2005-05-13
---,601 , HiRes , 18.3 , N/A , 248.06667 , -8.98 , 6.91 , 25.49 , 52048 , 2001-05-19
---,602 , AUGER , 56.2 , 68.6 , 249.1 , 9.1 , 25.33 , 34.08 , 54914 , 2009-03-24
---,603 , HiRes , 25.1 , N/A , 249.48875 , 70.345 , 102.49 , 36.44 , 52174 , 2001-09-22
---,604 , Yakutsk , 65 , 57.8 , 249.8 , 56.4 , 85.39 , 40.42 , 0 , ----------
---,605 , AUGER , 56.1 , 39 , 250.2 , -73.6 , 317.36 , -17.57 , 55419 , 2010-08-11
---,606 , AUGER , 54 , 68.2 , 250.3 , 1.8 , 18.46 , 29.54 , 54439 , 2007-12-05
---,607 , HiRes , 17.6 , N/A , 250.52375 , -0.103 , 16.72 , 28.37 , 53173 , 2004-06-17
---,608 , HiRes , 10.4 , N/A , 250.97292 , 25.145 , 44.69 , 38.26 , 52048 , 2001-05-19
---,609 , AUGER , 71 , 18.4 , 251.4 , -35.8 , 347.04 , 6.31 , 54911 , 2009-03-21
---,610 , AUGER , 65.8 , 18.4 , 251.4 , -35.8 , 347.04 , 6.31 , 54911 , 2009-03-21
---,611 , AUGER , 64.2 , 16.8 , 252.7 , -22.7 , 358.11 , 13.68 , 54478 , 2008-01-13
---,612 , AUGER , 66 , 17 , 252.8 , -22.6 , 358.25 , 13.66 , 54478 , 2008-01-13
---,613 , TA , 57.6 , 12.7 , 253.12 , 46.43 , 72.17 , 39.39 , 0 , ----------
---,614 , HiRes , 22.8 , N/A , 253.52167 , 46.997 , 72.9 , 39.11 , 53436 , 2005-03-07
---,615 , Yakutsk , 66 , 42.3 , 253.6 , 74.1 , 106.19 , 33.89 , 0 , ----------
---,616 , HiRes , 13.3 , N/A , 253.77375 , 40.792 , 64.94 , 38.71 , 51987 , 2001-03-19
---,617 , HiRes , 15.4 , N/A , 254.89292 , -9.242 , 10.83 , 19.79 , 52792 , 2003-06-02
---,618 , AUGER , 67.3 , 53 , 255.4 , -5.1 , 14.85 , 21.6 , 55680 , 2011-04-29
---,619 , HiRes , 15.9 , N/A , 255.70292 , 48.809 , 75.2 , 37.63 , 51632 , 2000-03-29
---,620 , AGASA , 44.7 , N/A , 255.75 , 31.4 , 53.58 , 35.71 , 0 , ----------
---,621 , HiRes , 19.3 , N/A , 256.38 , 33.857 , 56.67 , 35.7 , 52526 , 2002-09-09
---,622 , HiRes , 13.3 , N/A , 256.64292 , 60.233 , 89.41 , 36.23 , 52723 , 2003-03-25
---,623 , AUGER , 75.3 , 75.5 , 256.7 , 14 , 34.26 , 29.4 , 55112 , 2009-10-08
---,624 , HiRes , 12.2 , N/A , 256.73875 , -8.981 , 12.11 , 18.41 , 52815 , 2003-06-25
---,625 , HiRes , 11.4 , N/A , 257.39792 , 16.24 , 36.93 , 29.66 , 53077 , 2004-03-13
---,626 , HiRes , 11.8 , N/A , 257.96167 , -8.138 , 13.54 , 17.83 , 53173 , 2004-06-17
---,627 , AUGER , 72.9 , 52.1 , 258.1 , -44.9 , 343.04 , -3.32 , 55248 , 2010-02-21
---,628 , AGASA , 69.3 , N/A , 259 , 56.3 , 84.43 , 35.38 , 0 , ----------
---,629 , AUGER , 61.8 , 59.8 , 259.8 , -32.7 , 353.74 , 2.69 , 56109 , 2012-07-01
