_id , wfccat_name, other_name , RA , Dec , LII , BII , 2-10keV_flux , ObsCode , Distance_Ref , Mean_distance_Ref , Num_detections , Classification , Ra_ref , Dec_ref , Error_radius , 2-8keV_SNR , 8-19keV_SNR , 2-8keV_SNR-sigthres_ratio , Emptyimage_sigthres , Quality_flag , Source_Name , Notes
240   , "SAXWFC J2142.6+4335.8"   ,  "SSCyg"   ,  325.65542   ,  43.59728   ,  "90.55"   ,  "-7.09"   ,  2.46e-10   ,  "5080100210"   ,  1.21   ,  1.08   ,  19   ,  "CV Dwarf nova U Gem type"   ,  "21 40 44.87"   ,  "+43 21 21.67"   ,  1.7   ,  22.07   ,  7.7   ,  4.4   ,  2.0772   ,  9   ,  "SSCyg"   ,  "---"
241   , "SAXWFC J2144.7+3818.8"   ,  "CygX-2"   ,  326.175   ,  38.31278   ,  "87.32"   ,  "-11.33"   ,  1.4e-8   ,  "5067000110"   ,  0.56   ,  0.93   ,  145   ,  "LMXRB"   ,  "21 42 36.95"   ,  "+38 05 27.95"   ,  1.3   ,  575.95   ,  106.4   ,  166.22   ,  1.9037   ,  9   ,  "CygX-2"   ,  "---"
242   , "SAXWFC J2148.8+8232.2"   ,  "WFCJ2148.8+8232"   ,  327.19833   ,  82.53628   ,  "117.18"   ,  "21.79"   ,  6.64e-11   ,  "6109100200"   ,  999   ,  0   ,  0   ,  "Unknown class"   ,  "00 00 00.0"   ,  "+00 00 00.0"   ,  1.5   ,  11.67   ,  6.7   ,  6.03   ,  1.9345   ,  9   ,  "WFCJ2148.8+8232"   ,  "---"
243   , "SAXWFC J2158.8-3013.2"   ,  "PKS2155-304"   ,  329.7   ,  -30.21939   ,  "17.74"   ,  "-52.24"   ,  7.56e-11   ,  "2010900200"   ,  0.89   ,  0.82   ,  8   ,  "BL Lac"   ,  "21 55 58.31"   ,  "-30 27 51.98"   ,  1.8   ,  9.41   ,  2.7   ,  4.92   ,  1.91346   ,  9   ,  "PKS2155-304"   ,  "---"
244   , "SAXWFC J2209.2-4713.3"   ,  "NGC7213"   ,  332.30958   ,  -47.22108   ,  "349.5"   ,  "-52.56"   ,  4.5e-11   ,  "2017900500"   ,  3.27   ,  0   ,  1   ,  "Seyfert type 1"   ,  "22 06 08.63"   ,  "-47 24 45.32"   ,  1.6   ,  6.12   ,  0   ,  4.37   ,  1.40093   ,  9   ,  "NGC7213"   ,  "---"
245   , "SAXWFC J2207.9+5431.9"   ,  "4U2206+543"   ,  331.98708   ,  54.53119   ,  "100.61"   ,  "-1.1"   ,  2.66e-10   ,  "6025400100"   ,  0.77   ,  1.03   ,  60   ,  "HMXRB Be star"   ,  "22 06 07.43"   ,  "+54 16 23.05"   ,  1.3   ,  28.59   ,  9.6   ,  13.36   ,  2.0263   ,  9   ,  "4U2206+543"   ,  "---"
246   , "SAXWFC J2208.7+4545.4"   ,  "ARLac"   ,  332.1875   ,  45.75728   ,  "95.57"   ,  "-8.3"   ,  2.99e-10   ,  "5146700201"   ,  1.16   ,  0   ,  1   ,  "RS CVn star"   ,  "22 06 39.35"   ,  "+45 29 47.65"   ,  2.3   ,  6.06   ,  2.5   ,  2.5   ,  2.02387   ,  5   ,  "ARLac"   ,  "---"
247   , "SAXWFC J2214.1+1242.6"   ,  "RUPeg"   ,  333.52708   ,  12.70958   ,  "74.05"   ,  "-34.84"   ,  5.38e-11   ,  "5145300100"   ,  1.03   ,  0   ,  1   ,  "CV Dwarf nova U Gem type"   ,  "22 11 35.52"   ,  "+12 27 15.94"   ,  1.7   ,  6.41   ,  2.3   ,  3.38   ,  1.89704   ,  9   ,  "RUPeg"   ,  "---"
248   , "SAXWFC J2239.2+6116.4"   ,  "SAXJ2239.3+6116"   ,  339.80958   ,  61.27408   ,  "107.72"   ,  "2.37"   ,  3.36e-10   ,  "5023700700"   ,  0.79   ,  0   ,  1   ,  "HMXRB Be star"   ,  "22 37 29.51"   ,  "+61 00 47.37"   ,  1.3   ,  21.56   ,  18   ,  14.37   ,  1.25842   ,  9   ,  "SAXJ2239.3+6116"   ,  "---"
249   , "SAXWFC J2253.1+1649.3"   ,  "IMPeg"   ,  343.2725   ,  16.821   ,  "86.36"   ,  "-37.51"   ,  2.42e-10   ,  "7015200200"   ,  1.45   ,  0   ,  1   ,  "RS CVn star"   ,  "22 50 34.31"   ,  "+16 34 31.29"   ,  1.4   ,  13.31   ,  2.5   ,  5.5   ,  2.13957   ,  9   ,  "IMPeg"   ,  "---"
250   , "SAXWFC J2323.5+5848.1"   ,  "CassiopeiaA"   ,  350.865   ,  58.80108   ,  "111.73"   ,  "-2.15"   ,  1.1e-9   ,  "2006100100"   ,  1.17   ,  1.19   ,  167   ,  "SNR Shell "   ,  "23 21 12.48"   ,  "+58 32 45.24"   ,  1.3   ,  145.22   ,  10   ,  51.26   ,  2.45736   ,  9   ,  "CassiopeiaA"   ,  "---"
251   , "SAXWFC J2331.9+1956.1"   ,  "EQPeg"   ,  352.97167   ,  19.93489   ,  "98.57"   ,  "-39.15"   ,  1.1e-10   ,  "5106400200"   ,  1.49   ,  0   ,  1   ,  "Star M3 V"   ,  "23 29 21.83"   ,  "+19 41 00.85"   ,  1.8   ,  7.02   ,  -2.1   ,  5.02   ,  1.40028   ,  9   ,  "EQPeg"   ,  "---"
252   , "SAXWFC J2355.2+2839.4"   ,  "IIPeg"   ,  358.79792   ,  28.65658   ,  "108.27"   ,  "-32.61"   ,  0   ,  "5049100100"   ,  2.55   ,  0   ,  1   ,  "RS CVn star"   ,  "23 52 29.03"   ,  "+28 21 17.42"   ,  1.8   ,  0   ,  0   ,  0   ,  1.15635   ,  6   ,  "IIPeg"   ,  "---"
253   , "SAXWFC J2359.2-3038.0"   ,  "1H2354-315"   ,  359.78958   ,  -30.63328   ,  "12.81"   ,  "-78.05"   ,  5.31e-11   ,  "3015900100"   ,  0.47   ,  1.9   ,  2   ,  "BL Lac"   ,  "23 56 33.83"   ,  "-30 54 22.71"   ,  2.2   ,  7.88   ,  1.1   ,  5.36   ,  1.46888   ,  9   ,  "1H2354-315"   ,  "---"

