_id , fermi3fgl_name , other_name , Class , RA, Dec, Significance , Flux 1-100 GeV, Flux 1-100 GeV Error , Spectral Index , Spectral Index Error , Beta , Spectral Type , Power Law Index , TeV Cat , Gamma Assoc. , Prev. Fermi Assoc. , Variability index
2501 , 3FGL J1925.7+1228 , TXS 1923+123 , bcu , 291.42833 , 12.46719 , 6.381 , 1.26e-9 , 2.20e-10 , 2.606 , 0.098 , -9.9 , PowerLaw , 2.606 , N , , , 88.194
2502 , 3FGL J1926.8+6154 , 1RXS J192649.5+615445 , bll , 291.70708 , 61.90169 , 26.093 , 1.73e-9 , 1.20e-10 , 1.864 , 0.053 , -9.9 , PowerLaw , 1.864 , N , , 1FGL J1926.8+6153 , 86.166
2503 , 3FGL J1928.4+1838 , , , 292.11292 , 18.63358 , 5.839 , 1.63e-9 , 2.74e-10 , 2.416 , 0.107 , -9.9 , PowerLaw , 2.416 , N , , , 41.664
2504 , 3FGL J1928.9+1739 , , , 292.23667 , 17.65669 , 8.507 , 3.48e-9 , 4.25e-10 , 2.633 , 0.186 , 0.388 , LogParabo , 2.325 , N , , 1FGL J1929.0+1741c , 47.864
2505 , 3FGL J1927.7+6118 , S4 1926+61 , bll , 291.9275 , 61.30769 , 15.594 , 1.08e-9 , 9.99e-11 , 2.267 , 0.067 , -9.9 , PowerLaw , 2.267 , N , , , 67.013
2506 , 3FGL J1935.2-7924c , , , 293.8025 , -79.40769 , 6.59 , 5.41e-10 , 9.73e-11 , 2.561 , 0.103 , -9.9 , PowerLaw , 2.561 , N , , 1FGL J1927.3-7932c , 45.266
2507 , 3FGL J1931.1+0937 , RX J1931.1+0937 , bll , 292.78333 , 9.6305 , 26.339 , 3.22e-9 , 2.11e-10 , 1.867 , 0.048 , -9.9 , PowerLaw , 1.867 , N , , 1FGL J1931.2+0939 , 144.935
2508 , 3FGL J1931.1+1659 , , , 292.77875 , 16.99119 , 5.121 , 1.59e-9 , 2.92e-10 , 2.373 , 0.096 , -9.9 , PowerLaw , 2.373 , N , , 1FGL J1930.8+1653c , 52.072
2509 , 3FGL J1932.6-4537 , PKS 1929-457 , fsrq , 293.16958 , -45.62808 , 8.471 , 5.13e-10 , 8.94e-11 , 2.516 , 0.108 , -9.9 , PowerLaw , 2.516 , N , , , 76.372
2510 , 3FGL J1932.2+1916 , LAT PSR J1932+1916 , PSR , 293.05792 , 19.26758 , 24.816 , 7.83e-9 , 4.21e-10 , 1.482 , 0.128 , -9.9 , PLExpCuto , 2.41 , N , , 1FGL J1932.1+1914c , 47.934
2511 , 3FGL J1933.4+0727 , 1RXS J193320.3+072616 , bcu , 293.35125 , 7.46408 , 6.298 , 4.8e-10 , 1.23e-10 , 1.743 , 0.162 , -9.9 , PowerLaw , 1.743 , N , , 1FGL J1933.3+0723 , 45.373
2512 , 3FGL J1936.6-4215 , , , 294.16417 , -42.266 , 4.138 , 3.34e-10 , 8.28e-11 , 2.308 , 0.149 , -9.9 , PowerLaw , 2.308 , N , , , 32.9
2513 , 3FGL J1936.9-4719 , PMN J1936-4719 , bll , 294.245 , -47.32858 , 12.381 , 6.39e-10 , 9.77e-11 , 1.641 , 0.102 , -9.9 , PowerLaw , 1.641 , N , , 1FGL J1936.9-4720 , 62.485
2514 , 3FGL J1934.2+6002 , , , 293.55 , 60.03989 , 6.572 , 3.27e-10 , 6.33e-11 , 2.14 , 0.166 , -9.9 , PowerLaw , 2.14 , N , , , 35.675
2515 , 3FGL J1937.0-3956 , PKS 1933-400 , fsrq , 294.27417 , -39.93969 , 15.576 , 8.75e-10 , 1.09e-10 , 2.675 , 0.066 , -9.9 , PowerLaw , 2.675 , N , , 1FGL J1938.2-3957 , 116.377
2516 , 3FGL J1939.6-4925 , SUMSS J193946-492539 , bcu , 294.92042 , -49.42969 , 5.986 , 2.81e-10 , 7.17e-11 , 1.624 , 0.152 , -9.9 , PowerLaw , 1.624 , N , , , 41.804
2517 , 3FGL J1941.2-6210 , PKS 1936-623 , bcu , 295.30208 , -62.17478 , 19.517 , 1.37e-9 , 1.11e-10 , 2.432 , 0.051 , -9.9 , PowerLaw , 2.432 , N , , , 224.401
2518 , 3FGL J1943.2-3510 , 1RXS J194306.8-351001 , bll , 295.81667 , -35.16789 , 6.897 , 4.69e-10 , 9.82e-11 , 2.595 , 0.118 , -9.9 , PowerLaw , 2.595 , N , , , 44.618
2519 , 3FGL J1942.7+1033 , 1RXS J194246.3+103339 , bcu , 295.69292 , 10.55 , 23.097 , 2.47e-9 , 1.81e-10 , 1.818 , 0.049 , -9.9 , PowerLaw , 1.818 , N , , 1FGL J1942.7+1033 , 56.306
2520 , 3FGL J1944.1-4523 , 1RXS J194422.6-452326 , bcu , 296.045 , -45.39839 , 5.397 , 1.59e-10 , 7.39e-11 , 1.56 , 0.26 , -9.9 , PowerLaw , 1.56 , N , , , 38.969
2521 , 3FGL J1949.7-8109 , , , 297.4375 , -81.16439 , 5.475 , 5.28e-10 , 1.02e-10 , 2.325 , 0.121 , -9.9 , PowerLaw , 2.325 , N , , , 59.413
2522 , 3FGL J1944.0-0535 , , , 296 , -5.59058 , 4.365 , 4.31e-10 , 1.04e-10 , 2.346 , 0.197 , -9.9 , PowerLaw , 2.346 , N , , , 51.197
2523 , 3FGL J1943.8+2518 , , , 295.97042 , 25.30308 , 6.386 , 1.32e-9 , 2.16e-10 , 2.353 , 0.104 , -9.9 , PowerLaw , 2.353 , N , , , 40.482
2524 , 3FGL J1941.8+7218 , 87GB 194202.1+721428 , bcu , 295.45208 , 72.316 , 10.579 , 6.2e-10 , 8.06e-11 , 2.544 , 0.076 , -9.9 , PowerLaw , 2.544 , N , , 1FGL J1941.6+7214 , 97.044
2525 , 3FGL J1944.1+3919 , , , 296.03917 , 39.32458 , 6.181 , 5.15e-10 , 9.81e-11 , 2.184 , 0.133 , -9.9 , PowerLaw , 2.184 , N , , , 55.299
2526 , 3FGL J1935.5+8355 , 6C B194425+834912 , bcu , 293.89708 , 83.927 , 6.508 , 3.24e-10 , 6.16e-11 , 2.348 , 0.128 , -9.9 , PowerLaw , 2.348 , N , , , 45.366
2527 , 3FGL J1946.4-5403 , , , 296.61417 , -54.05697 , 20.29 , 1.72e-9 , 1.39e-10 , 1.896 , 0.107 , 0.384 , LogParabo , 2.193 , N , , 1FGL J1946.7-5404 , 39.686
2528 , 3FGL J1948.1-7059 , , , 297.03667 , -70.98869 , 4.146 , 2.52e-10 , 6.57e-11 , 2.581 , 0.176 , -9.9 , PowerLaw , 2.581 , N , , , 35.722
2529 , 3FGL J1945.9-3115 , PKS 1942-313 , bll , 296.48625 , -31.26278 , 10.976 , 9.23e-10 , 1.15e-10 , 2.35 , 0.081 , -9.9 , PowerLaw , 2.35 , N , , 1FGL J1946.1-3118 , 47.446
2530 , 3FGL J1944.8+4300 , , , 296.22125 , 43.00469 , 4.255 , 3.22e-10 , 8.66e-11 , 2.016 , 0.192 , -9.9 , PowerLaw , 2.016 , N , , , 39.746
2531 , 3FGL J1947.4-1121 , , , 296.85708 , -11.35439 , 5.369 , 5.48e-10 , 1.10e-10 , 2.278 , 0.12 , -9.9 , PowerLaw , 2.278 , N , , , 41.419
2532 , 3FGL J1949.4-6140 , PMN J1949-6137 , bcu , 297.36333 , -61.6795 , 4.682 , 2.98e-10 , 6.92e-11 , 2.308 , 0.196 , -9.9 , PowerLaw , 2.308 , N , , , 62.638
2533 , 3FGL J1947.9-0743 , , , 296.97833 , -7.71978 , 6.106 , 5.79e-10 , 1.12e-10 , 2.39 , 0.123 , -9.9 , PowerLaw , 2.39 , N , , , 52.929
2534 , 3FGL J1945.3+7329 , , , 296.34417 , 73.48997 , 4.215 , 2.68e-10 , 6.60e-11 , 2.543 , 0.137 , -9.9 , PowerLaw , 2.543 , N , , , 37.493
2535 , 3FGL J1949.0+1312 , 87GB 194635.4+130713 , bcu , 297.25667 , 13.2095 , 6.147 , 6.13e-10 , 1.25e-10 , 2.162 , 0.127 , -9.9 , PowerLaw , 2.162 , N , , , 62.104
2536 , 3FGL J1949.5-1454 , , , 297.39417 , -14.91419 , 5.77 , 5.57e-10 , 1.08e-10 , 2.319 , 0.111 , -9.9 , PowerLaw , 2.319 , N , , , 50.983
2537 , 3FGL J1949.3+2433 , , , 297.32875 , 24.565 , 8.171 , 2.37e-9 , 3.21e-10 , 2.773 , 0.254 , 0.629 , LogParabo , 2.375 , N , , , 42.17
2538 , 3FGL J1949.6+2355 , , , 297.40958 , 23.92497 , 4.709 , 1e-9 , 2.18e-10 , 2.294 , 0.128 , -9.9 , PowerLaw , 2.294 , N , , , 30.033
2539 , 3FGL J1950.2+1215 , , , 297.55875 , 12.25508 , 9.356 , 9.29e-10 , 1.33e-10 , 2.626 , 0.078 , -9.9 , PowerLaw , 2.626 , N , , 1FGL J1950.4+1226 , 50.143
2540 , 3FGL J1951.8-1102 , , , 297.96833 , -11.03358 , 4.077 , 4.25e-10 , 1.12e-10 , 2.105 , 0.163 , -9.9 , PowerLaw , 2.105 , N , , , 36.87
2541 , 3FGL J1951.6+2926 , , spp , 297.90625 , 29.44978 , 6.179 , 1.69e-9 , 2.81e-10 , 2.514 , 0.232 , 0.497 , LogParabo , 2.319 , N , , , 50.204
2542 , 3FGL J1955.7-7019 , , , 298.94833 , -70.32178 , 4.557 , 2.87e-10 , 7.04e-11 , 2.202 , 0.185 , -9.9 , PowerLaw , 2.202 , N , , , 38.323
2543 , 3FGL J1954.9-5640 , 1RXS J195503.1-564031 , bcu , 298.74292 , -56.67558 , 8.996 , 4.5e-10 , 8.59e-11 , 1.878 , 0.157 , -9.9 , PowerLaw , 1.878 , N , , , 44.084
2544 , 3FGL J1952.9+3253 , PSR J1952+3252 , PSR , 298.25 , 32.89319 , 85.611 , 2.03e-8 , 4.34e-10 , 1.672 , 0.034 , -9.9 , PLExpCuto , 2.172 , N , , 1FGL J1952.9+3252 , 49.125
2545 , 3FGL J1951.3+6909 , , , 297.8325 , 69.15569 , 5.658 , 2.74e-10 , 6.52e-11 , 2.698 , 0.128 , -9.9 , PowerLaw , 2.698 , N , , , 47.121
2546 , 3FGL J1953.3+3847 , , , 298.32875 , 38.798 , 5.799 , 6.29e-10 , 1.19e-10 , 2.56 , 0.119 , -9.9 , PowerLaw , 2.56 , N , , , 37.799
2547 , 3FGL J1954.8-1122 , TXS 1951-115 , fsrq , 298.70208 , -11.37708 , 19.243 , 2.14e-9 , 1.62e-10 , 2.271 , 0.048 , -9.9 , PowerLaw , 2.271 , N , , 1FGL J1954.8-1124 , 210.388
2548 , 3FGL J1955.0-1605 , 1RXS J195500.6-160328 , bcu , 298.75083 , -16.09078 , 10.01 , 8.01e-10 , 1.17e-10 , 2.047 , 0.102 , -9.9 , PowerLaw , 2.047 , N , , , 31.213
2549 , 3FGL J1954.2+2836 , LAT PSR J1954+2836 , PSR , 298.57375 , 28.60508 , 47.787 , 1.5e-8 , 4.63e-10 , 1.64 , 0.059 , -9.9 , PLExpCuto , 2.185 , N , , 1FGL J1954.3+2836 , 53.283
2550 , 3FGL J1955.1+1357 , 87GB 195252.4+135009 , fsrq , 298.79625 , 13.95439 , 12.867 , 1.34e-9 , 1.39e-10 , 2.239 , 0.069 , -9.9 , PowerLaw , 2.239 , N , , 1FGL J1954.8+1402 , 194.738
2551 , 3FGL J1955.9+0212 , NVSS J195547+021514 , bcu , 298.97667 , 2.20628 , 6.052 , 4.62e-10 , 1.10e-10 , 1.927 , 0.154 , -9.9 , PowerLaw , 1.927 , N , , , 40.504
2552 , 3FGL J1957.0-3234 , PKS 1953-325 , fsrq , 299.25125 , -32.58289 , 5.424 , 3.28e-10 , 8.65e-11 , 2.707 , 0.144 , -9.9 , PowerLaw , 2.707 , N , , , 35.04
2553 , 3FGL J1958.0-3847 , PKS 1954-388 , fsrq , 299.51792 , -38.78428 , 37.662 , 3.01e-9 , 1.64e-10 , 2.228 , 0.052 , 0.105 , LogParabo , 2.386 , N , , 1FGL J1958.4-3847 , 501.667
2554 , 3FGL J1953.4+7653 , , , 298.36167 , 76.89 , 5.196 , 3.19e-10 , 6.70e-11 , 2.356 , 0.141 , -9.9 , PowerLaw , 2.356 , N , , , 52.717
2555 , 3FGL J1958.2-3011 , 1RXS J195815.6-301119 , bll , 299.57458 , -30.19 , 7.077 , 4.91e-10 , 1.17e-10 , 1.819 , 0.169 , -9.9 , PowerLaw , 1.819 , N , , 1FGL J1958.4-3013 , 63.614
2556 , 3FGL J1957.9-0712 , , , 299.48375 , -7.21078 , 5.943 , 4.87e-10 , 9.80e-11 , 2.379 , 0.129 , -9.9 , PowerLaw , 2.379 , N , , , 40.642
2557 , 3FGL J1958.2-1413 , , , 299.56792 , -14.22228 , 5.09 , 4.5e-10 , 9.85e-11 , 2.415 , 0.117 , -9.9 , PowerLaw , 2.415 , N , , , 32.16
2558 , 3FGL J1958.1-0243 , , , 299.52708 , -2.72139 , 5.551 , 3.91e-10 , 1.03e-10 , 2.74 , 0.138 , -9.9 , PowerLaw , 2.74 , N , , , 41.264
2559 , 3FGL J2005.7-8241 , , , 301.43792 , -82.69897 , 4.646 , 2.95e-10 , 7.90e-11 , 2.68 , 0.147 , -9.9 , PowerLaw , 2.68 , N , , , 67.523
2560 , 3FGL J1959.1-4245 , PMN J1959-4246 , fsrq , 299.78042 , -42.76039 , 22.522 , 1.45e-9 , 1.18e-10 , 2.472 , 0.047 , -9.9 , PowerLaw , 2.472 , N , , 1FGL J1959.3-4241 , 381.27
2561 , 3FGL J1958.1+2436 , , , 299.52583 , 24.61439 , 5.321 , 4.35e-10 , 1.75e-10 , 1.679 , 0.217 , -9.9 , PowerLaw , 1.679 , N , , , 47.278
2562 , 3FGL J1959.8-4725 , SUMSS J195945-472519 , bcu , 299.96333 , -47.42769 , 19.238 , 1.41e-9 , 1.32e-10 , 1.524 , 0.146 , 0.249 , LogParabo , 1.809 , N , , 1FGL J1959.7-4730 , 49.563
2563 , 3FGL J1957.7+5034 , LAT PSR J1957+5033 , PSR , 299.43417 , 50.57019 , 39.617 , 3.12e-9 , 1.65e-10 , 1.637 , 0.094 , -9.9 , PLExpCuto , 2.417 , N , , 1FGL J1957.6+5033 , 47.859
2564 , 3FGL J1958.6+2845 , LAT PSR J1958+2846 , PSR , 299.66292 , 28.76239 , 48.948 , 1.49e-8 , 4.52e-10 , 1.47 , 0.068 , -9.9 , PLExpCuto , 2.179 , N , , 1FGL J1958.6+2845 , 51.73
2565 , 3FGL J1958.6+3844 , , , 299.67417 , 38.74539 , 4.842 , 5.56e-10 , 1.21e-10 , 2.637 , 0.131 , -9.9 , PowerLaw , 2.637 , N , , , 66.46
2566 , 3FGL J2000.4-2926 , PMN J2000-2931 , fsrq , 300.1075 , -29.444 , 7.418 , 5.86e-10 , 1.06e-10 , 2.604 , 0.105 , -9.9 , PowerLaw , 2.604 , N , , , 44.642
2567 , 3FGL J1959.5+2047 , PSR J1959+2048 , PSR , 299.8925 , 20.79778 , 17.215 , 2.49e-9 , 2.05e-10 , 1.336 , 0.213 , -9.9 , PLExpCuto , 2.364 , N , , 1FGL J1959.6+2047 , 43.832
2568 , 3FGL J2001.0-1750 , PKS 1958-179 , fsrq , 300.25875 , -17.84508 , 21.06 , 1.83e-9 , 1.41e-10 , 2.31 , 0.049 , -9.9 , PowerLaw , 2.31 , N , , 1FGL J2000.9-1749 , 192.746
2569 , 3FGL J2000.1+4212 , MG4 J195957+4213 , bcu , 300.02875 , 42.2095 , 7.36 , 7.57e-10 , 1.22e-10 , 2.468 , 0.103 , -9.9 , PowerLaw , 2.468 , N , , , 66.202
2570 , 3FGL J2001.1+4352 , MG4 J200112+4352 , bll , 300.29667 , 43.87969 , 55.818 , 8.15e-9 , 2.54e-10 , 1.971 , 0.022 , -9.9 , PowerLaw , 1.971 , P , , 1FGL J2001.1+4351 , 341.112
2571 , 3FGL J2000.0+6509 , 1ES 1959+650 , bll , 300.01542 , 65.15439 , 61.925 , 5.84e-9 , 1.81e-10 , 1.883 , 0.022 , -9.9 , PowerLaw , 1.883 , P , , 1FGL J2000.0+6508 , 158.374
2572 , 3FGL J2007.7-7728 , PKS 2000-776 , bcu , 301.94833 , -77.47478 , 9.291 , 4.68e-10 , 8.30e-11 , 2.683 , 0.101 , -9.9 , PowerLaw , 2.683 , N , , , 115.556
2573 , 3FGL J2001.8+7041 , TXS 2001+705 , bll , 300.4575 , 70.69228 , 10.773 , 7.3e-10 , 9.44e-11 , 2.082 , 0.09 , -9.9 , PowerLaw , 2.082 , N , , 1FGL J2001.9+7040 , 40.169
2574 , 3FGL J2002.7+6303 , 1RXS J200245.4+630226 , bcu , 300.69625 , 63.05678 , 5.444 , 3.02e-10 , 6.70e-11 , 2.127 , 0.218 , -9.9 , PowerLaw , 2.127 , N , , , 43.085
2575 , 3FGL J2004.4+3338 , , , 301.10292 , 33.64508 , 18.464 , 3.56e-9 , 2.53e-10 , 2.296 , 0.043 , -9.9 , PowerLaw , 2.296 , N , , 1FGL J2004.7+3343 , 50.293
2576 , 3FGL J2006.0-2311 , TXS 2002-233 , fsrq , 301.50625 , -23.19339 , 10.953 , 7.8e-10 , 1.08e-10 , 2.504 , 0.079 , -9.9 , PowerLaw , 2.504 , N , , 1FGL J2006.6-2302 , 164.433
2577 , 3FGL J2006.5-0939 , , , 301.6275 , -9.66608 , 4.275 , 3.52e-10 , 8.91e-11 , 2.437 , 0.138 , -9.9 , PowerLaw , 2.437 , N , , , 33.261
2578 , 3FGL J2006.6+0150 , , , 301.65917 , 1.846 , 5.518 , 3.55e-10 , 8.57e-11 , 1.872 , 0.134 , -9.9 , PowerLaw , 1.872 , N , , 1FGL J2007.0+0145 , 30.066
2579 , 3FGL J2007.8-4429 , PKS 2004-447 , nlsy , 301.97042 , -44.49819 , 9.681 , 5.61e-10 , 8.58e-11 , 2.469 , 0.094 , -9.9 , PowerLaw , 2.469 , N , , 1FGL J2007.9-4430 , 72.088
2580 , 3FGL J2004.8+7003 , 1RXS J200504.0+700445 , bll , 301.21917 , 70.05969 , 11.098 , 6.83e-10 , 9.92e-11 , 1.906 , 0.102 , -9.9 , PowerLaw , 1.906 , N , , 1FGL J2004.8+7004 , 71.825
2581 , 3FGL J2009.3-4849 , PKS 2005-489 , BLL , 302.34917 , -48.82769 , 40.298 , 3.55e-9 , 1.65e-10 , 1.773 , 0.031 , -9.9 , PowerLaw , 1.773 , P , , 1FGL J2009.5-4849 , 131.057
2582 , 3FGL J2009.2-1458 , , , 302.30333 , -14.97758 , 5.568 , 4.16e-10 , 9.44e-11 , 2.64 , 0.122 , -9.9 , PowerLaw , 2.64 , N , , , 34.868
2583 , 3FGL J2007.3+6605 , TXS 2007+659 , fsrq , 301.83458 , 66.09247 , 8.239 , 5.08e-10 , 8.36e-11 , 2.59 , 0.092 , -9.9 , PowerLaw , 2.59 , N , , , 76.305
2584 , 3FGL J2005.2+7752 , S5 2007+77 , bll , 301.30958 , 77.88108 , 25.418 , 1.79e-9 , 1.12e-10 , 2.219 , 0.042 , -9.9 , PowerLaw , 2.219 , N , , 1FGL J2006.0+7751 , 298.475
2585 , 3FGL J2010.0-2120 , , , 302.50542 , -21.33428 , 4.458 , 3.84e-10 , 8.90e-11 , 2.053 , 0.145 , -9.9 , PowerLaw , 2.053 , N , , , 39.249
2586 , 3FGL J2012.1-1643 , PMN J2012-1646 , bll , 303.03333 , -16.72128 , 8.086 , 3.05e-10 , 7.87e-11 , 2.55 , 0.245 , 1 , LogParabo , 2.663 , N , , , 82.46
2587 , 3FGL J2011.1+4203 , , , 302.79833 , 42.05558 , 4.309 , 7.03e-10 , 1.56e-10 , 2.536 , 0.122 , -9.9 , PowerLaw , 2.536 , N , , , 40.944
2588 , 3FGL J2012.0+4629 , 7C 2010+4619 , bll , 303.00208 , 46.49647 , 21.146 , 2.47e-9 , 1.69e-10 , 2.108 , 0.049 , -9.9 , PowerLaw , 2.108 , N , , 1FGL J2012.2+4629 , 80.395
2589 , 3FGL J2010.3+7228 , 4C +72.28 , bll , 302.57542 , 72.46669 , 18.36 , 1.42e-9 , 1.17e-10 , 2.199 , 0.077 , 0.163 , LogParabo , 2.322 , N , , 1FGL J2009.1+7228 , 80.655
2590 , 3FGL J2014.3-0047 , PMN J2014-0047 , bll , 303.575 , -0.79378 , 9.5 , 7.22e-10 , 1.15e-10 , 1.832 , 0.108 , -9.9 , PowerLaw , 1.832 , N , , 1FGL J2014.5-0047 , 73.858
2591 , 3FGL J2014.5+0648 , NVSS J201431+064849 , bcu , 303.64042 , 6.80958 , 8.965 , 6.87e-10 , 1.25e-10 , 1.915 , 0.132 , -9.9 , PowerLaw , 1.915 , N , , 1FGL J2014.4+0647 , 44.7
2592 , 3FGL J2014.4+3606 , , spp , 303.61458 , 36.10908 , 4.483 , 1.13e-9 , 2.38e-10 , 2.399 , 0.111 , -9.9 , PowerLaw , 2.399 , N , , , 30.994
2593 , 3FGL J2015.3-1431 , , , 303.84917 , -14.5315 , 4.792 , 2.32e-10 , 8.01e-11 , 1.77 , 0.217 , -9.9 , PowerLaw , 1.77 , N , , , 33.032
2594 , 3FGL J2015.2-0138 , PKS 2012-017 , bll , 303.81208 , -1.647 , 12.673 , 1.07e-9 , 1.19e-10 , 2.152 , 0.075 , -9.9 , PowerLaw , 2.152 , N , , 1FGL J2015.3-0129 , 41.479
2595 , 3FGL J2014.9+1623 , 4C +16.67 , bcu , 303.74292 , 16.39778 , 5.696 , 4.53e-10 , 9.49e-11 , 2.41 , 0.146 , -9.9 , PowerLaw , 2.41 , N , , , 54.134
2596 , 3FGL J2014.5+5246 , , , 303.64833 , 52.769 , 4.388 , 3.09e-10 , 7.54e-11 , 2.423 , 0.238 , -9.9 , PowerLaw , 2.423 , N , , , 49.03
2597 , 3FGL J2016.4-0905 , PMN J2016-0903 , bll , 304.10208 , -9.08358 , 18.37 , 1.4e-9 , 1.23e-10 , 1.985 , 0.066 , -9.9 , PowerLaw , 1.985 , N , , 1FGL J2016.2-0903 , 81.547
2598 , 3FGL J2015.6+3709 , MG2 J201534+3710 , FSRQ , 303.90792 , 37.16058 , 32.105 , 9.32e-9 , 3.97e-10 , 2.535 , 0.045 , 0.18 , LogParabo , 2.386 , P , , 1FGL J2015.7+3708 , 450.968
2599 , 3FGL J2017.6-4110 , 1RXS J201731.2-411452 , bcu , 304.405 , -41.17008 , 4.723 , 3.03e-10 , 7.38e-11 , 2.16 , 0.188 , -9.9 , PowerLaw , 2.16 , N , , , 38.944
2600 , 3FGL J2017.6-1616 , PSR J2017-16 , psr , 304.42458 , -16.26858 , 11.491 , 9.34e-10 , 1.10e-10 , 2.102 , 0.083 , -9.9 , PowerLaw , 2.102 , N , , 1FGL J2017.9-1621 , 46.882
2601 , 3FGL J2017.3+0602 , PSR J2017+0603 , PSR , 304.34917 , 6.04828 , 43.435 , 5.94e-9 , 2.49e-10 , 1.086 , 0.107 , -9.9 , PLExpCuto , 1.916 , N , , 1FGL J2017.3+0603 , 39.078
2602 , 3FGL J2017.9+3627 , , , 304.48458 , 36.45908 , 25.039 , 1.02e-8 , 5.01e-10 , 2.614 , 0.073 , 0.504 , LogParabo , 2.338 , E , , , 39.859
2603 , 3FGL J2018.5+3851 , TXS 2016+386 , bcu , 304.63167 , 38.85989 , 7.87 , 1.65e-9 , 2.45e-10 , 2.229 , 0.098 , -9.9 , PowerLaw , 2.229 , N , , , 47.499
2604 , 3FGL J2022.2-7220 , , , 305.565 , -72.33958 , 4.716 , 2.33e-10 , 6.15e-11 , 1.949 , 0.195 , -9.9 , PowerLaw , 1.949 , N , , , 38.679
2605 , 3FGL J2018.6+4213 , , , 304.67458 , 42.23039 , 8.471 , 1.99e-9 , 2.50e-10 , 2.269 , 0.076 , -9.9 , PowerLaw , 2.269 , N , , , 35.952
2606 , 3FGL J2022.2-4515 , PMN J2022-4513 , bll , 305.57125 , -45.25028 , 8.732 , 5.54e-10 , 8.80e-11 , 2.346 , 0.1 , -9.9 , PowerLaw , 2.346 , N , , 1FGL J2022.5-4532 , 56.035
2607 , 3FGL J2021.1+3651 , PSR J2021+3651 , PSR , 305.2775 , 36.86119 , 145.14 , 6.88e-8 , 8.12e-10 , 1.636 , 0.021 , -9.9 , PLExpCuto , 2.165 , E , 1AGL J2021+3652 , 1FGL J2021.0+3651 , 46.769
2608 , 3FGL J2021.0+4031e , Gamma Cygni , SNR , 305.26958 , 40.52 , -9.9 , 6.9e-10 , 0.000 , 1.53 , 0 , -9.9 , PowerLaw , 1.53 , P , 1AGL J2022+4032 , 1FGL J2020.0+4049 , 0
2609 , 3FGL J2021.9+0630 , 87GB 201926.8+061922 , bll , 305.48458 , 6.5025 , 7.453 , 6.42e-10 , 1.10e-10 , 2.056 , 0.128 , -9.9 , PowerLaw , 2.056 , N , , , 38.511
2610 , 3FGL J2021.5+4026 , LAT PSR J2021+4026 , PSR , 305.38542 , 40.44769 , 237.049 , 1.21e-7 , 9.70e-10 , 1.569 , 0.013 , -9.9 , PLExpCuto , 2.127 , N , 1AGL J2022+4032 , 1FGL J2021.5+4026 , 157.713
2611 , 3FGL J2022.2+3840 , , spp , 305.56292 , 38.67828 , 12.766 , 2.7e-9 , 5.27e-10 , 2.563 , 0.246 , 1 , LogParabo , 2.475 , N , , , 39.433
2612 , 3FGL J2023.6-1139 , PMN J2023-1140 , fsrq , 305.91042 , -11.65169 , 13.916 , 1.05e-9 , 1.12e-10 , 1.959 , 0.073 , -9.9 , PowerLaw , 1.959 , N , , 1FGL J2023.7-1141 , 62.824
2613 , 3FGL J2023.2+3154 , 4C +31.56 , bcu , 305.80375 , 31.9015 , 5.902 , 8.12e-10 , 1.57e-10 , 2.072 , 0.125 , -9.9 , PowerLaw , 2.072 , N , , , 63.888
2614 , 3FGL J2024.4-3254 , PKS 2021-330 , fsrq , 306.10792 , -32.90469 , 11.084 , 4.92e-10 , 9.19e-11 , 2.789 , 0.098 , -9.9 , PowerLaw , 2.789 , N , , , 87.692
2615 , 3FGL J2024.4-0848 , 1RXS J202428.9-084810 , bcu , 306.10208 , -8.80858 , 8.99 , 4.97e-10 , 1.02e-10 , 1.703 , 0.138 , -9.9 , PowerLaw , 1.703 , N , , , 63.3
2616 , 3FGL J2023.5+4126 , , , 305.87583 , 41.43369 , 11.633 , 2.51e-9 , 3.61e-10 , 2.54 , 0.159 , 1 , LogParabo , 2.31 , N , , , 48.954
2617 , 3FGL J2024.8-2331 , , , 306.20958 , -23.528 , 4.208 , 2.54e-10 , 7.29e-11 , 1.95 , 0.169 , -9.9 , PowerLaw , 1.95 , N , , , 37.633
2618 , 3FGL J2025.1-2858 , , , 306.27667 , -28.97639 , 4.547 , 3.23e-10 , 7.89e-11 , 2.187 , 0.22 , -9.9 , PowerLaw , 2.187 , N , , , 32.874
2619 , 3FGL J2024.6+0309 , , , 306.15333 , 3.159 , 5.469 , 4.52e-10 , 9.57e-11 , 1.914 , 0.141 , -9.9 , PowerLaw , 1.914 , N , , , 51.807
2620 , 3FGL J2024.6+3747 , , , 306.17208 , 37.79678 , 7.04 , 2.27e-9 , 1.03e-9 , 2.388 , 0.583 , 0.485 , LogParabo , 2.4 , N , , , 50.039
2621 , 3FGL J2025.6-0736 , PKS 2023-07 , fsrq , 306.42208 , -7.60128 , 63.106 , 6.97e-9 , 2.32e-10 , 2.182 , 0.031 , 0.145 , LogParabo , 2.332 , N , 1AGL J2026-0732 , 1FGL J2025.6-0735 , 1907.874
2622 , 3FGL J2025.2+3340 , B2 2023+33 , bcu , 306.32125 , 33.66869 , 14.712 , 3.18e-9 , 2.75e-10 , 2.712 , 0.084 , 0.196 , LogParabo , 2.544 , N , , , 278.671
