_id , bat54_name , RA, Dec, LII, BII, Flux, Type , Redshift , Bzcat counterpart, other_name
156 , "PBC J0251.6-1640" , 42.93125 , -16.64692 , "198.54" , "-60.29" , "(15.5+/-9.6)x10-12" , "Sy2 " , 0.011 , " -- " , "NGC 1125 "
157 , "PBC J0252.4-0832" , 43.08708 , -8.53064 , "185.57" , "-55.91" , "(20.1+/-8.1)x10-12" , "Sy2 " , 0.017 , " -- " , "MCG-02-08-014 "
158 , "PBC J0251.6-6800" , 42.90375 , -68.0035 , "287.45" , "-45.35" , "(4.1+/-2.9)x10-12" , " " , 0 , " -- " , "PBC J0251.6-68"
159 , "PBC J0255.2-0011" , 43.81292 , -0.19036 , "175.89" , "-49.89" , "(86.5+/-3.6)x10-12" , "Sy2 " , 0.029 , " -- " , "NGC 1142 "
160 , "PBC J0256.1+1925" , 44.03625 , 19.43547 , "159.25" , "-34.5" , "(28.8+/-5.2)x10-12" , "DQ* " , 0 , " -- " , "XY Ari "
161 , "PBC J0256.3-3211" , 44.115 , -32.18492 , "231.1" , "-62.48" , "(24.5+/-8.5)x10-12" , "Sy2 " , 0.016 , " -- " , "ESO 417- G 006"
162 , "PBC J0258.9+1335" , 44.73917 , 13.58364 , "164.18" , "-38.87" , "(4.3+/-2)x10-12" , "ClG " , 0.075 , " -- " , "ACO 401 "
163 , "PBC J0300.2+1627" , 45.03125 , 16.52706 , "162.25" , "-36.34" , "(15.4+/-9.1)x10-12" , "Sy1 " , 0.035 , " -- " , "RHS 17 "
164 , "PBC J0300.0-1047" , 45.01833 , -10.79056 , "190.8" , "-55.64" , "(9.7+/-5.8)x10-12" , "AGN " , 0.033 , " -- " , "KOS 025738.9-1"
165 , "PBC J0300.0-1047" , 45.01833 , -10.79056 , "190.8" , "-55.64" , "(9.7+/-5.8)x10-12" , "Sy1 " , 0.032 , " -- " , "MCG-02-08-038 "
166 , "PBC J0302.6+2828" , 45.65833 , 28.47092 , "154.96" , "-26.12" , "(6.4+/-3.9)x10-12" , " " , 0 , " -- " , "PBC J0302.6+28"
167 , "PBC J0303.8-0107" , 45.95792 , -1.11731 , "179.19" , "-48.97" , "(3+/-1.3)x10-11" , "Sy1 " , 0.013 , " -- " , "NGC 1194 "
168 , "PBC J0305.2-1739" , 46.315 , -17.65283 , "202.92" , "-57.77" , "(3.1+/-1.8)x10-12" , " " , 0 , " -- " , "PBC J0305.2-17"
169 , "PBC J0310.9+3239" , 47.73583 , 32.65069 , "154.12" , "-21.64" , "(8.7+/-5)x10-12" , "Sy1 " , 0.127 , " -- " , "2MASX J0310443"
170 , "PBC J0307.8-7249" , 46.95667 , -72.82117 , "290.29" , "-40.8" , "(9+/-5.4)x10-12" , "Sy1 " , 0.028 , " -- " , "ESO 31-8 "
171 , "PBC J0311.9+5029" , 47.995 , 50.48719 , "144.55" , "-6.39" , "(10.7+/-6.4)x10-12" , "IR " , 0 , " -- " , "IRAS 03084+501"
172 , "PBC J0311.3-2046" , 47.81833 , -20.78467 , "209.34" , "-57.54" , "(2.2+/-1.2)x10-11" , "Sy1 " , 0.066 , " -- " , "RBS 0392 "
173 , "PBC J0313.1+4119" , 48.27667 , 41.32267 , "149.59" , "-14.1" , "(11.6+/-7.5)x10-12" , "BLA " , 0.136 , "BZU (uncertain type)" , "2MASX J0313019"
174 , "PBC J0313.5-3506" , 48.38167 , -35.11003 , "236.59" , "-58.74" , "(5.1+/-3)x10-12" , "Sy1 " , 0.114 , " -- " , "1RXS J031325.0"
175 , "PBC J0311.4-7649" , 47.8525 , -76.82192 , "293.43" , "-37.61" , "(7.3+/-4.7)x10-12" , "BLA " , 0.223 , "BZQ (FSRQ)" , "PKS 0312-77 "
176 , "PBC J0318.2+6829" , 49.54083 , 68.47853 , "135.76" , "9.34" , "(20.4+/-4.8)x10-12" , "Sy1 " , 0.09 , " -- " , "2MASX J0318189"
177 , "PBC J0315.9-1906" , 48.99292 , -19.10222 , "207.11" , "-55.94" , "(7.6+/-4.6)x10-12" , "SyG " , 0.067 , " -- " , "6dFGS gJ031552"
178 , "PBC J0317.1+1545" , 49.2925 , 15.75392 , "166.79" , "-34.43" , "(5.4+/-3.1)x10-12" , " " , 0 , " -- " , "PBC J0317.1+15"
179 , "PBC J0317.2+0116" , 49.30125 , 1.26792 , "179.87" , "-44.89" , "(10.7+/-6.2)x10-12" , " " , 0 , " -- " , "PBC J0317.2+01"
180 , "PBC J0319.7+4129" , 49.95083 , 41.50108 , "150.58" , "-13.27" , "(57.4+/-2.9)x10-12" , "BLA " , 0.018 , "BZU (uncertain type)" , "NGC 1275 "
181 , "PBC J0324.7+3409" , 51.18625 , 34.17683 , "155.73" , "-18.76" , "(2.4+/-1.3)x10-11" , "Sy1 " , 0.063 , "BZU (uncertain type)" , "1H 0323+342 "
182 , "PBC J0325.1+4042" , 51.32583 , 40.70736 , "151.92" , "-13.35" , "(2.2+/-1.2)x10-11" , "G " , 0.048 , " -- " , "LEDA 097012 "
183 , "PBC J0324.7-0300" , 51.23542 , -3.07989 , "186.42" , "-46.16" , "(15.1+/-8.5)x10-12" , "Sy2 " , 0.009 , " -- " , "NGC 1320 "
184 , "PBC J0325.0-1223" , 51.2975 , -12.35364 , "198.3" , "-51.13" , "(10.6+/-5.9)x10-12" , "Sy2 " , 0.01 , " -- " , "[VV2003c] J032"
185 , "PBC J0325.0-1223" , 51.2975 , -12.35364 , "198.3" , "-51.13" , "(10.6+/-5.9)x10-12" , "Sy2 " , 0.015 , " -- " , "MCG-02-09-040 "
186 , "PBC J0325.6-0820" , 51.40792 , -8.33539 , "192.97" , "-49.01" , "(7+/-3.9)x10-12" , "X " , 0 , " -- " , "1RXS J032540.0"
187 , "PBC J0328.7-2843" , 52.18167 , -28.72683 , "224.96" , "-55.38" , "(8.9+/-5.8)x10-12" , "rG " , 0.108 , " -- " , "PKS 0326-288 "
188 , "PBC J0331.1+4353" , 52.81042 , 43.90694 , "150.96" , "-10.1" , "(68.5+/-3.5)x10-12" , "CV* " , 0 , " -- " , "GK Per "
189 , "PBC J0333.3+3717" , 53.32208 , 37.28183 , "155.28" , "-15.23" , "(2.1+/-1.2)x10-11" , "Sy1 " , 0.055 , " -- " , "IGR J03334+371"
190 , "PBC J0334.9+5310" , 53.75625 , 53.17525 , "146.05" , "-2.19" , "(461.4+/-2.1)x10-12" , "HXB " , 0 , " -- " , "EXO 0331+530 "
191 , "PBC J0333.5-3608" , 53.38042 , -36.143 , "237.95" , "-54.62" , "(55.6+/-3.2)x10-12" , "Sy1 " , 0.006 , " -- " , "NGC 1365 "
192 , "PBC J0334.2-1514" , 53.585 , -15.2435 , "203.95" , "-50.42" , "(12.8+/-7.1)x10-12" , "Sy1 " , 0.035 , " -- " , "RHS 23 "
193 , "PBC J0336.5+3219" , 54.12833 , 32.30533 , "159" , "-18.77" , "(3.3+/-1.5)x10-11" , "BLA " , 1.258 , "BZQ (FSRQ)" , "NRAO 140 "
194 , "PBC J0339.2-1742" , 54.82 , -17.70061 , "208.22" , "-50.28" , "(4.8+/-3)x10-12" , "X " , 0.066 , " -- " , "1RXS J033913.4"
195 , "PBC J0342.0-2114" , 55.53333 , -21.256 , "213.85" , "-50.82" , "(38.1+/-6.4)x10-12" , "Sy1 " , 0.014 , " -- " , "RBS 0462 "
196 , "PBC J0345.3-3932" , 56.31625 , -39.56861 , "243.38" , "-52.05" , "(10.5+/-5.9)x10-12" , "Sy1 " , 0.043 , " -- " , "2MASX J0345125"
197 , "PBC J0347.0-3025" , 56.76333 , -30.42458 , "228.56" , "-51.62" , "(6.9+/-4.3)x10-12" , "Sy1 " , 0.095 , " -- " , "1RXS J034704.9"
198 , "PBC J0349.4-1158" , 57.36875 , -11.96906 , "201.91" , "-45.68" , "(16.1+/-8.9)x10-12" , "BLA " , 0.188 , "BZB (BL Lac)" , "RBS 476 "
199 , "PBC J0350.5-5021" , 57.63542 , -50.3485 , "259.73" , "-48.96" , "(17.6+/-10)x10-12" , "G " , 0 , " -- " , "ESO 201-IG 004"
200 , "PBC J0351.6-4030" , 57.92208 , -40.48558 , "244.65" , "-50.74" , "(9.2+/-5.3)x10-12" , "Sy1 " , 0.058 , " -- " , "RBS 0482 "
201 , "PBC J0353.5+3713" , 58.40208 , 37.20581 , "158.58" , "-12.76" , "(1.7+/-1)x10-11" , "G " , 0.019 , " -- " , "2MASX J0353424"
202 , "PBC J0354.0+0250" , 58.52167 , 2.84411 , "186.02" , "-36.77" , "(12.9+/-7.4)x10-12" , "Sy1 " , 0.036 , " -- " , "RBS 0489 "
203 , "PBC J0355.3+3102" , 58.84417 , 31.04889 , "163.07" , "-17.14" , "(555.5+/-3.5)x10-12" , "HXB " , 0 , " -- " , "X Per "
204 , "PBC J0353.3-6830" , 58.24625 , -68.52769 , "282.8" , "-40.79" , "(10.4+/-5.6)x10-12" , "BLA " , 0.087 , " -- " , "RHS 24 "
205 , "PBC J0356.9-4040" , 59.22833 , -40.69544 , "244.84" , "-49.73" , "(1.7+/-1)x10-11" , "G " , 0.075 , " -- " , "2MASX J0356565"
206 , "PBC J0356.6-6252" , 59.06292 , -62.88094 , "276.02" , "-43.37" , "(9.5+/-5.9)x10-12" , "AG? " , 0 , " -- " , "2MASX J0356199"
207 , "PBC J0359.5+5058" , 59.88417 , 50.98831 , "150.36" , "-1.58" , "(1.7+/-1)x10-11" , "Q? " , 1.51 , " -- " , "4C 50.11 "
208 , "PBC J0358.7+1024" , 59.67792 , 10.40206 , "179.82" , "-31.11" , "(6.8+/-4.1)x10-12" , "Sy2 " , 0.03 , " -- " , "3C 098 "
209 , "PBC J0359.0-3017" , 59.7675 , -30.28636 , "228.84" , "-49.03" , "(9.1+/-5.9)x10-12" , "GiC " , 0.094 , " -- " , "2MASX J0359088"
210 , "PBC J0402.4-1803" , 60.6125 , -18.05547 , "211.65" , "-45.26" , "(2.4+/-1.4)x10-11" , "Sy1 " , 0.026 , " -- " , "ESO 549-G 049 "
211 , "PBC J0402.8+0157" , 60.70958 , 1.9905 , "188.49" , "-35.53" , "(10.2+/-5.7)x10-12" , "Sy2 " , 0.013 , " -- " , "MCG+00-11-007 "
212 , "PBC J0405.6-1308" , 61.39583 , -13.14281 , "205.77" , "-42.66" , "(15.9+/-9.4)x10-12" , "BLA " , 0.571 , "BZQ (FSRQ)" , "RX J0405.5-130"
213 , "PBC J0407.2+0341" , 61.81667 , 3.69519 , "187.6" , "-33.63" , "(26.7+/-8.8)x10-12" , "Sy2 " , 0.089 , " -- " , "3C 105 "
214 , "PBC J0407.9-1210" , 61.95875 , -12.21094 , "204.95" , "-41.76" , "(12.3+/-7.2)x10-12" , "BLA " , 0.574 , "BZU (uncertain type)" , "RBS 0511 "
215 , "PBC J0407.6-6116" , 61.90042 , -61.27208 , "273.24" , "-42.87" , "(5.9+/-3.9)x10-12" , "IG " , 0.048 , " -- " , "ESO 118-4 "
216 , "PBC J0414.9-0755" , 63.74083 , -7.92683 , "201.01" , "-38.25" , "(18.2+/-6)x10-12" , "Sy1 " , 0.038 , " -- " , "1E 0412-0803 "
217 , "PBC J0418.3+3801" , 64.58625 , 38.01903 , "161.67" , "-8.83" , "(106+/-3.4)x10-12" , "Sy1 " , 0.049 , " -- " , "3C 111 "
218 , "PBC J0419.7-5456" , 64.99708 , -54.92944 , "264.29" , "-43.4" , "(1.8+/-1.1)x10-11" , "Sy1 " , 0.005 , " -- " , "NGC 1566 "
219 , "PBC J0423.6+0406" , 65.92167 , 4.12519 , "189.99" , "-30.05" , "(21.6+/-7.8)x10-12" , "Sy2 " , 0.046 , " -- " , "2MASX J0423408"
220 , "PBC J0422.4-5613" , 65.61208 , -56.22792 , "265.89" , "-42.73" , "(14.7+/-8.3)x10-12" , "Sy2 " , 0.043 , " -- " , "ESO 157- G 023"
221 , "PBC J0425.7-1945" , 66.42583 , -19.75578 , "216.4" , "-40.67" , "(0.5+/-1.7)x10-11" , "CV* " , 0 , " -- " , "V* IW Eri "
222 , "PBC J0425.9-5712" , 66.50208 , -57.19967 , "266.98" , "-42" , "(17.5+/-5)x10-12" , "QSO " , 0.104 , " -- " , "RBS 0542 "
223 , "PBC J0429.8-2109" , 67.47125 , -21.15439 , "218.55" , "-40.19" , "(7.1+/-4.6)x10-12" , "AGN " , 0.07 , " -- " , "6dFGS gJ042938"
224 , "PBC J0430.4-5334" , 67.58458 , -53.62036 , "262.09" , "-42.23" , "(5.3+/-3.6)x10-12" , "Sy1 " , 0.04 , " -- " , "RBS 0547 "
225 , "PBC J0429.7-6703" , 67.42708 , -67.06303 , "279.03" , "-38.4" , "(6.6+/-4.5)x10-12" , "X " , 0 , " -- " , "1RXS J042948.9"
226 , "PBC J0433.1+0521" , 68.30625 , 5.36042 , "190.37" , "-27.39" , "(89.3+/-3.9)x10-12" , "BLA " , 0.033 , "BZU (uncertain type)" , "3C 120 "
227 , "PBC J0431.1-6126" , 67.82292 , -61.42814 , "272.11" , "-40.16" , "(5.8+/-3.1)x10-12" , "ClG " , 0.059 , " -- " , "ABELL 3266 "
228 , "PBC J0436.3-1021" , 69.09542 , -10.37058 , "206.71" , "-34.66" , "(16.3+/-9.4)x10-12" , "Sy1 " , 0.036 , " -- " , "Mrk 618 "
229 , "PBC J0438.2-1047" , 69.56542 , -10.80031 , "207.42" , "-34.43" , "(1.7+/-1)x10-11" , "Sy1 " , 0.036 , " -- " , "MCG -02-12-050"
230 , "PBC J0437.8-4713" , 69.43375 , -47.20592 , "253.32" , "-41.89" , "(8.1+/-4.6)x10-12" , "Sy1 " , 0.052 , " -- " , "RBS 0560 "
231 , "PBC J0440.9+4432" , 70.23583 , 44.55011 , "159.82" , "-1.27" , "(2+/-1.1)x10-11" , "HXB " , 0 , " -- " , "RX J0440.9+443"
232 , "PBC J0440.8+2739" , 70.22083 , 27.65114 , "172.7" , "-12.34" , "(13.5+/-8.4)x10-12" , "X " , 0 , " -- " , "1RXS J044046.9"
233 , "PBC J0441.9-0824" , 70.40208 , -8.38392 , "205.26" , "-32.62" , "(6.6+/-3.8)x10-12" , "Sy1 " , 0.041 , " -- " , "2MASX J0441540"
234 , "PBC J0441.3-2707" , 70.34292 , -27.09914 , "226.93" , "-39.32" , "(9.4+/-6.3)x10-12" , "Sy1 " , 0.083 , " -- " , "RBS 0572 "
235 , "PBC J0440.2-5937" , 70.05458 , -59.71014 , "269.57" , "-39.57" , "(9.9+/-5.8)x10-12" , "Sy2 " , 0.058 , " -- " , "ESO 118-33 "
236 , "PBC J0440.6-6507" , 70.16917 , -65.12594 , "276.23" , "-38.02" , "(6.7+/-3.7)x10-12" , " " , 0 , " -- " , "PBC J0440.6-65"
237 , "PBC J0443.7+2858" , 70.94958 , 28.97419 , "172.08" , "-11" , "(4+/-1)x10-11" , "Sy1 " , 0.022 , " -- " , "UGC 3142 "
238 , "PBC J0444.0+2814" , 71.01125 , 28.22661 , "172.71" , "-11.43" , "(5+/-1.4)x10-11" , "Sy2 " , 0.011 , " -- " , "2MASX J0444090"
239 , "PBC J0444.7-2810" , 71.13208 , -28.17847 , "228.49" , "-38.9" , "(1.7+/-1)x10-11" , "Sy2 " , 0.147 , " -- " , "RX J0444.6-281"
240 , "PBC J0446.2+1827" , 71.57125 , 18.46375 , "180.93" , "-17.1" , "(16+/-9.5)x10-12" , "Sy2 " , 0.016 , " -- " , "MCG+03-13-001 "
241 , "PBC J0449.7+4503" , 72.44708 , 45.06169 , "160.46" , "0.26" , "(0.5+/-2.5)x10-11" , "ClG " , 0.021 , " -- " , "4U 0446+44 "
242 , "PBC J0448.8-5741" , 72.21792 , -57.69967 , "266.72" , "-38.89" , "(9.1+/-5.7)x10-12" , "Sy2 " , 0.023 , " -- " , "ESO 119-8 "
243 , "PBC J0452.0+4931" , 73.00208 , 49.53903 , "157.25" , "3.4" , "(51.7+/-4.6)x10-12" , "Sy1 " , 0.029 , " -- " , "RX J0452.0+493"
244 , "PBC J0451.6-0347" , 72.89417 , -3.80086 , "201.91" , "-28.28" , "(2.2+/-1.2)x10-11" , "Sy1 " , 0.013 , " -- " , "MCG -01-13-025"
245 , "PBC J0453.3+0404" , 73.32542 , 4.07069 , "194.6" , "-23.91" , "(2.1+/-1.1)x10-11" , "Sy2 " , 0.03 , " -- " , "2MASX J0453257"
246 , "PBC J0451.7-5811" , 72.92625 , -58.19644 , "267.26" , "-38.44" , "(1.9+/-1)x10-11" , "Sy1 " , 0.091 , " -- " , "RBS 0594 "
247 , "PBC J0451.1-6948" , 72.78958 , -69.80053 , "281.37" , "-35.59" , "(28+/-3.1)x10-12" , "X " , 0 , " -- " , "PBCX J045106.7"
248 , "PBC J0455.3+1737" , 73.83417 , 17.63297 , "182.96" , "-15.87" , "(9.2+/-5.1)x10-12" , " " , 0 , " -- " , "PBC J0455.3+17"
249 , "PBC J0457.0+4525" , 74.28292 , 45.442 , "160.98" , "1.5" , "(25.1+/-7.7)x10-12" , "X " , 0 , " -- " , "1RXS J045707.4"
250 , "PBC J0459.8+2705" , 74.9625 , 27.08694 , "175.82" , "-9.39" , "(1.9+/-1.1)x10-11" , "rad " , 0 , " -- " , "4C 27.14 "
251 , "PBC J0455.9-7532" , 73.94042 , -75.53689 , "287.76" , "-33.31" , "(16.4+/-6.4)x10-12" , "Sy2 " , 0.018 , " -- " , "ESO 033- G 002"
252 , "PBC J0502.4+2443" , 75.62958 , 24.75244 , "178.08" , "-10.31" , "(17.7+/-9.3)x10-12" , "No* " , 0 , " -- " , "V* V1062 Tau "
253 , "PBC J0502.3+0327" , 75.57792 , 3.52333 , "196.39" , "-22.29" , "(13.3+/-8)x10-12" , "Sy1 " , 0.016 , " -- " , "1E 0459.5+0327"
254 , "PBC J0503.0+2300" , 75.73625 , 23.03242 , "179.55" , "-11.25" , "(2+/-1.1)x10-11" , "Sy1 " , 0.058 , " -- " , "1RXS J050258.5"
255 , "PBC J0500.7-7041" , 75.24375 , -70.68989 , "282.09" , "-34.53" , "(15+/-5.5)x10-12" , "HXB " , 0 , " -- " , "IGR J05007-704"
256 , "PBC J0505.7-2351" , 76.44375 , -23.86361 , "224.96" , "-33.14" , "(55.5+/-6.1)x10-12" , "Sy2 " , 0.035 , " -- " , "2MASX J0505457"
257 , "PBC J0506.6-1935" , 76.69542 , -19.67364 , "220.36" , "-31.54" , "(12.3+/-7.8)x10-12" , "Sy1 " , 0.09 , " -- " , "1RXS J050648.5"
258 , "PBC J0508.1+1724" , 77.06542 , 17.36956 , "185.02" , "-13.51" , "(1.9+/-1.1)x10-11" , "Sy2 " , 0.018 , " -- " , "2MASX J0508196"
259 , "PBC J0505.4-6734" , 76.35708 , -67.57853 , "278.31" , "-34.97" , "(7.5+/-4.5)x10-12" , " " , 0 , " -- " , "PBC J0505.4-67"
260 , "PBC J0504.2-7343" , 76.12917 , -73.73314 , "285.5" , "-33.36" , "(7.6+/-4.2)x10-12" , "gam " , 0 , " -- " , "IGR J05053-734"
261 , "PBC J0504.2-7343" , 76.12917 , -73.73314 , "285.5" , "-33.36" , "(7.6+/-4.2)x10-12" , "X " , 0 , " -- " , "1RXS J050434.2"
262 , "PBC J0510.8+1629" , 77.69208 , 16.49272 , "186.11" , "-13.5" , "(70.2+/-4.9)x10-12" , "Sy1 " , 0.018 , " -- " , "4U 0517+17 "
263 , "PBC J0512.0-1831" , 78.01083 , -18.51736 , "219.62" , "-29.97" , "(7.9+/-5.4)x10-12" , "AGN " , 0.042 , " -- " , "ESO 553-22 "
264 , "PBC J0515.3+1856" , 78.83708 , 18.93839 , "184.67" , "-11.23" , "(1.7+/-1)x10-11" , " " , 0 , " -- " , "PBC J0515.3+18"
265 , "PBC J0514.1-4002" , 78.53917 , -40.04733 , "244.51" , "-35.03" , "(36+/-2.5)x10-12" , "LXB " , 0 , " -- " , "1H 0512-401 "
266 , "PBC J0516.3+1927" , 79.07792 , 19.46403 , "184.35" , "-10.75" , "(15.7+/-9.6)x10-12" , " " , 0 , " -- " , "PBC J0516.3+19"
267 , "PBC J0516.1-0009" , 79.04875 , -0.15567 , "201.7" , "-21.14" , "(59+/-4.7)x10-12" , "Sy1 " , 0.034 , " -- " , "Mrk 1095 "
268 , "PBC J0516.4-1034" , 79.11375 , -10.53133 , "211.79" , "-25.83" , "(9.8+/-5.8)x10-12" , "Sy1 " , 0.028 , " -- " , "MCG-02-14-009 "
269 , "PBC J0519.4-3240" , 79.88833 , -32.66594 , "236.02" , "-32.59" , "(44.2+/-4.7)x10-12" , "Sy1 " , 0.013 , " -- " , "ESO 362- G 018"
270 , "PBC J0519.8-4546" , 79.9525 , -45.77228 , "251.58" , "-34.64" , "(33.1+/-5.8)x10-12" , "Sy1 " , 0.034 , " -- " , "PICTOR A "
271 , "PBC J0520.8-2522" , 80.20792 , -25.36797 , "227.87" , "-30.34" , "(8.6+/-5.3)x10-12" , "Sy2 " , 0.043 , " -- " , "2MASX J0521013"
272 , "PBC J0520.4-7157" , 80.06125 , -71.94472 , "283.08" , "-32.72" , "(10.1+/-5.6)x10-12" , "LXB " , 0 , " -- " , "LMC X-2 "
273 , "PBC J0523.0-3626" , 80.74625 , -36.45886 , "240.6" , "-32.72" , "(25.6+/-7.7)x10-12" , "BLA " , 0.055 , "BZU (uncertain type)" , "RBS 0644 "
274 , "PBC J0524.1-1211" , 81.04833 , -12.19242 , "214.34" , "-24.81" , "(22.5+/-6.8)x10-12" , "Sy1 " , 0.049 , " -- " , "LEDA 17233 "
275 , "PBC J0525.6+2413" , 81.33042 , 24.24264 , "181.51" , "-6.35" , "(2.1+/-1.2)x10-11" , "CV* " , 0 , " -- " , "RX J0525.3+241"
276 , "PBC J0525.4-4559" , 81.30667 , -45.98797 , "251.95" , "-33.72" , "(1.7+/-1)x10-11" , "BLA " , 1.479 , "BZQ (FSRQ)" , "PKS 0524-460 "
277 , "PBC J0526.2-2119" , 81.55958 , -21.32825 , "223.97" , "-27.84" , "(8.8+/-5.3)x10-12" , " " , 0 , " -- " , "PBC J0526.2-21"
278 , "PBC J0529.3-3249" , 82.3475 , -32.82347 , "236.79" , "-30.62" , "(55.3+/-2.4)x10-12" , "DQ* " , 0 , " -- " , "TV Col "
279 , "PBC J0530.9+1333" , 82.75458 , 13.562 , "191.35" , "-10.98" , "(1.8+/-1.2)x10-11" , "BLA " , 2.07 , "BZQ (FSRQ)" , "PKS 0528+134 "
280 , "PBC J0529.8-6602" , 82.46208 , -66.04103 , "275.98" , "-32.87" , "(7.9+/-4.4)x10-12" , "gam " , 0 , " -- " , "1RXS J053043.4"
281 , "PBC J0529.8-6602" , 82.46208 , -66.04103 , "275.98" , "-32.87" , "(7.9+/-4.4)x10-12" , "HXB " , 0 , " -- " , "GSC 08891-0021"
282 , "PBC J0532.7+1346" , 83.19667 , 13.77833 , "191.39" , "-10.51" , "(8.4+/-5)x10-12" , "X " , 0 , " -- " , "1RXS J053257.3"
283 , "PBC J0534.5+2201" , 83.635 , 22.01294 , "184.55" , "-5.79" , "(2.1e+4+/-5)x10-12" , "Psr " , 0 , " -- " , "Crab "
284 , "PBC J0533.8-1320" , 83.46792 , -13.34522 , "216.55" , "-23.13" , "(14.6+/-9.3)x10-12" , " " , 0 , " -- " , "PBC J0533.8-13"
285 , "PBC J0535.6+4011" , 83.90917 , 40.18861 , "169.35" , "4.21" , "(10.6+/-6.7)x10-12" , "IR " , 0 , " -- " , "IRAS 05320+400"
286 , "PBC J0535.1-0522" , 83.79417 , -5.37244 , "208.98" , "-19.4" , "(0.4+/-1.3)x10-11" , "Cl* " , 0 , " -- " , "Trapezium Clus"
287 , "PBC J0532.7-6621" , 83.1975 , -66.36678 , "276.33" , "-32.54" , "(283.5+/-2.3)x10-12" , "HXB " , 0 , " -- " , "LMC X-4 "
288 , "PBC J0534.7-5800" , 83.70042 , -58.00611 , "266.39" , "-32.79" , "(14.3+/-5.3)x10-12" , "DQ* " , 0 , " -- " , "TW Pic "
289 , "PBC J0537.7+2106" , 84.425 , 21.10739 , "185.72" , "-5.65" , "(1.9+/-1.1)x10-11" , " " , 0 , " -- " , "PBC J0537.7+21"
290 , "PBC J0538.9+2618" , 84.72417 , 26.31783 , "181.44" , "-2.65" , "(361+/-3.7)x10-12" , "HXB " , 0 , " -- " , "1A 0535+262 "
291 , "PBC J0538.9-4406" , 84.75042 , -44.10475 , "250.1" , "-31.07" , "(10.5+/-6.5)x10-12" , "BLA " , 0.896 , "BZB (BL Lac)" , "PKS 0537-441 "
292 , "PBC J0539.8-2839" , 84.95167 , -28.64533 , "232.91" , "-27.31" , "(2.7+/-1.6)x10-11" , "BLA " , 3.104 , "BZQ (FSRQ)" , "PKS 0537-286 "
293 , "PBC J0542.7+6052" , 85.73542 , 60.84878 , "151.85" , "15.7" , "(27.2+/-4.6)x10-12" , "AM* " , 0 , " -- " , "BY Cam "
294 , "PBC J0538.9-6404" , 84.73083 , -64.073 , "273.56" , "-32.09" , "(21.3+/-3.4)x10-12" , "HXB " , 0 , " -- " , "LMC X-3 "
295 , "PBC J0544.3+5905" , 86.08292 , 59.13428 , "153.5" , "15.04" , "(2.7+/-1.6)x10-11" , "Sy2 " , 0 , " -- " , "2MASX J0544225"
296 , "PBC J0539.8-6943" , 84.8875 , -69.70336 , "280.15" , "-31.54" , "(28.2+/-2.9)x10-12" , "HXB " , 0 , " -- " , "LMC X-1 "
297 , "PBC J0540.0-6921" , 84.93375 , -69.38564 , "279.78" , "-31.56" , "(37.3+/-6.2)x10-12" , "Psr " , 0 , " -- " , "PSR B0540-69.3"
298 , "PBC J0545.1+6102" , 86.28083 , 61.0375 , "151.8" , "16.02" , "(5.6+/-3.3)x10-12" , " " , 0 , " -- " , "PBC J0545.1+61"
299 , "PBC J0543.6-2738" , 85.88833 , -27.63417 , "232.11" , "-26.21" , "(19.1+/-9.6)x10-12" , "Sy1 " , 0.01 , " -- " , "MCG -05-14-012"
300 , "PBC J0543.4-4102" , 85.82667 , -41.02922 , "246.76" , "-29.74" , "(11.8+/-6.4)x10-12" , "DQ* " , 0 , " -- " , "TX Col "
301 , "PBC J0541.4-6825" , 85.38125 , -68.40628 , "278.62" , "-31.5" , "(27.4+/-2.6)x10-12" , "HXB " , 0 , " -- " , "XMMU J054134.7"
302 , "PBC J0543.9-4325" , 85.98958 , -43.42025 , "249.49" , "-30.07" , "(7.8+/-4.7)x10-12" , "X " , 0 , " -- " , "PBCX J054400.2"
303 , "PBC J0547.3+5040" , 86.8475 , 50.66675 , "161.35" , "11.36" , "(15.5+/-8.6)x10-12" , "G " , 0.037 , " -- " , "2MASX J0547149"
304 , "PBC J0552.1+5927" , 88.0225 , 59.45722 , "153.67" , "16.07" , "(14.9+/-8.4)x10-12" , "Sy1 " , 0.05 , " -- " , "1RXS J055229.5"
305 , "PBC J0550.7-2304" , 87.67708 , -23.07847 , "227.99" , "-23.16" , "(11.2+/-7.2)x10-12" , "X " , 0 , " -- " , "1RXS J055040.0"
306 , "PBC J0550.7-3215" , 87.675 , -32.27561 , "237.57" , "-26.15" , "(26.4+/-4.9)x10-12" , "BLA " , 0.069 , "BZB (BL Lac)" , "PKS 0548-322 "
307 , "PBC J0552.1-0727" , 88.04 , -7.46272 , "212.92" , "-16.56" , "(258.6+/-3.7)x10-12" , "Sy2 " , 0.008 , " -- " , "NGC 2110 "
308 , "PBC J0554.8+4626" , 88.71625 , 46.44689 , "165.72" , "10.4" , "(110.6+/-3.4)x10-12" , "Sy1 " , 0.02 , " -- " , "4U 0558+46 "
309 , "PBC J0555.9+3948" , 88.91875 , 39.76139 , "171.7" , "7.28" , "(11.7+/-7.1)x10-12" , "BLA " , 2.363 , "BZQ (FSRQ)" , "OA 198 "
310 , "PBC J0558.0+5353" , 89.49333 , 53.89278 , "159.2" , "14.31" , "(34.9+/-3.4)x10-12" , "DQ* " , 0 , " -- " , "V405 Aur "
