_id , fermi1lac_name , other_name , RA , Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
1073 , 1FGL J1806.2+0609 , , 271.57 , 6.1565 , 33.32 , 12.83 , , (21.1+/-4) e-10 , 2.099 , 0.129 , < 1.25e-8 , < 4.96e-9 , (17.5+/-3.8) e-10 , (3.6+/-1.4) e-10 , < 8.85e-11 , Unassociated , N , 3.771
1074 , 1FGL J1806.8-2109c , , 271.71458 , -21.164 , 9.13 , -0.25 , 1AGL J1805-2143 , (13.4+/-1.7) e-9 , 2.266 , 0.057 , < 1.30e-7 , (3.1+/-1.3) e-8 , (12.4+/-1.6) e-9 , < 1.53e-9 , < 4.25e-10 , Potential SNR , N , 8.493
1075 , 1FGL J1807.6-4341 , NGC 6541 , 271.90958 , -43.69889 , 349.26 , -11.12 , , (13+/-3.8) e-10 , 1.992 , 0.153 , < 1.02e-8 , < 3.20e-9 , (11.2+/-3.4) e-10 , < 4.83e-10 , < 1.18e-10 , Globular Cluster , N , 6.628
1076 , 1FGL J1807.0-0906 , , 271.76708 , -9.10369 , 19.72 , 5.56 , , (20.3+/-6.1) e-10 , 2.673 , 0.106 , < 6.19e-8 , (12.3+/-3.3) e-9 , (20.3+/-5.9) e-10 , < 2.56e-10 , < 1.54e-10 , Unassociated , N , 7.831
1077 , 1FGL J1808.5-1954c , , 272.13333 , -19.90469 , 10.42 , 0.02 , , (13.8+/-1.6) e-9 , 2.333 , 0.046 , < 1.21e-7 , (78.1+/-9.2) e-9 , (11.9+/-1.5) e-9 , (15.5+/-3.7) e-10 , (2.7+/-1.2) e-10 , Unassociated , N , 14.322
1078 , 1FGL J1809.8-2332 , LAT PSR J1809-2332 , 272.45917 , -23.53969 , 7.38 , -2 , 1AGL J1809-2332 , (64+/-1.9) e-9 , 2.124 , 0.016 , (25.8+/-3.5) e-8 , (188+/-5.9) e-9 , (53.5+/-1.7) e-9 , (98.3+/-6.5) e-10 , (6.4+/-1.5) e-10 , Pulsar , N , 9.726
1079 , 1FGL J1807.0+6945 , 3C 371 , 271.75 , 69.75947 , 100.05 , 29.15 , , (18.8+/-3.2) e-10 , 2.598 , 0.083 , (6.3+/-1.2) e-8 , (11.5+/-1.4) e-9 , (15.5+/-2.9) e-10 , (3.3+/-1.1) e-10 , < 1.11e-10 , BL Lac , N , 18.768
1080 , 1FGL J1809.6+2908 , CRATES J1809+2910 , 272.41833 , 29.14347 , 55.74 , 21.28 , , (9.4+/-2.5) e-10 , 2.007 , 0.155 , < 1.58e-8 , < 4.89e-9 , (5.7+/-2.2) e-10 , (22.4+/-9.6) e-11 , (14.1+/-6.8) e-11 , BL Lac , N , 9.043
1081 , 1FGL J1810.9-1905c , , 272.74792 , -19.08458 , 11.42 , -0.09 , , (12.4+/-1.5) e-9 , 2.261 , 0.057 , < 1.75e-7 , (39.6+/-8.3) e-9 , (10.5+/-1.4) e-9 , (15.1+/-3.6) e-10 , (4.2+/-1.4) e-10 , Unassociated , E , 13.041
1082 , 1FGL J1810.3+1741 , , 272.59292 , 17.69428 , 44.56 , 16.84 , , (21.7+/-3.9) e-10 , 2.32 , 0.092 , < 2.86e-8 , (8.5+/-1.6) e-9 , (19.2+/-3.7) e-10 , (2.6+/-1.1) e-10 , < 9.03e-11 , Unassociated , N , 9.278
1083 , 1FGL J1811.3-1959c , PSR J1810-2005 , 272.82875 , -19.99228 , 10.66 , -0.59 , , (3.3+/-1.3) e-9 , 2.069 , 0.162 , < 1.33e-7 , < 1.56e-8 , < 4.93e-9 , < 1.34e-9 , < 3.90e-10 , Pulsar , N , 6.263
1084 , 1FGL J1811.0+1607 , , 272.76708 , 16.12689 , 43.14 , 16.05 , , (18.6+/-3.9) e-10 , 2.198 , 0.096 , < 2.54e-8 , (7.1+/-1.6) e-9 , (13.2+/-3.5) e-10 , (4.7+/-1.5) e-10 , < 2.25e-10 , Unassociated , N , 24.279
1085 , 1FGL J1811.3+0340 , , 272.84625 , 3.6685 , 31.63 , 10.57 , , (14.6+/-3.6) e-10 , 1.802 , 0.18 , < 1.90e-8 , < 2.58e-9 , (10+/-3.2) e-10 , (3.3+/-1.3) e-10 , < 3.09e-10 , Unassociated , N , 8.555
1086 , 1FGL J1813.3-1246 , LAT PSR J1813-1246 , 273.34875 , -12.76728 , 17.24 , 2.44 , , (29.2+/-1.4) e-9 , 2.454 , 0.021 , (45.7+/-3.3) e-8 , (156+/-5.4) e-9 , (26+/-1.3) e-9 , (31.6+/-3.9) e-10 , < 2.04e-10 , Pulsar , N , 10.978
1087 , 1FGL J1814.0-1736c , , 273.51958 , -17.601 , 13.07 , -0.02 , 1AGL J1815-1732 , (20.4+/-1.7) e-9 , 2.336 , 0.039 , < 1.63e-7 , (73.1+/-8.4) e-9 , (18+/-1.6) e-9 , (20.8+/-4.2) e-10 , (3.8+/-1.4) e-10 , Unassociated , N , 6.728
1088 , 1FGL J1813.4+3141 , B2 1811+31 , 273.355 , 31.694 , 58.61 , 21.38 , , (26.2+/-3.8) e-10 , 2.067 , 0.087 , < 2.30e-8 , (4.9+/-1.1) e-9 , (20.6+/-3.5) e-10 , (4.6+/-1.4) e-10 , < 2.55e-10 , BL Lac , N , 7.406
1089 , 1FGL J1816.2-0942 , , 274.07458 , -9.7135 , 20.27 , 3.26 , , < 2.52e-9 , 2.763 , 0.072 , < 1.30e-7 , (28.6+/-4.1) e-9 , < 2.29e-9 , < 4.92e-10 , < 1.72e-10 , Unassociated , N , 11.429
1090 , 1FGL J1817.6-1651c , , 274.40958 , -16.8605 , 14.13 , -0.41 , , (10.3+/-1.5) e-9 , 2.305 , 0.064 , < 2.03e-7 , < 4.64e-8 , (8.6+/-1.4) e-9 , (16.1+/-3.8) e-10 , < 2.97e-10 , Unassociated , N , 5.266
1091 , 1FGL J1817.0+2519 , , 274.26625 , 25.32739 , 52.58 , 18.37 , , < 9.74e-10 , 2.584 , 0.174 , < 4.00e-8 , < 6.73e-9 , < 7.21e-10 , < 4.42e-10 , < 8.63e-11 , Unassociated , N , 14.903
1092 , 1FGL J1816.7+4509 , , 274.17625 , 45.15769 , 72.81 , 24.71 , , (15.8+/-3.1) e-10 , 2.331 , 0.112 , < 3.52e-8 , (4.3+/-1.1) e-9 , (12.5+/-2.8) e-10 , (2.6+/-1.1) e-10 , < 2.04e-10 , Unassociated , N , 10.061
1093 , 1FGL J1818.1+0905 , CRATES J1818+0903 , 274.54208 , 9.09608 , 37.35 , 11.49 , , (21.7+/-4.2) e-10 , 2.422 , 0.101 , < 3.60e-8 , (9.8+/-1.9) e-9 , (18.5+/-4) e-10 , (2.6+/-1.2) e-10 , < 2.02e-10 , FSRQ , N , 18.303
1094 , 1FGL J1818.7-1557c , , 274.67708 , -15.95928 , 15.04 , -0.21 , , (8.4+/-1.4) e-9 , 2.341 , 0.071 , < 3.78e-7 , < 5.98e-8 , (7.4+/-1.4) e-9 , (8.6+/-3.1) e-10 , < 4.06e-10 , Unassociated , N , 8.743
1095 , 1FGL J1819.4-1518c , , 274.85458 , -15.3075 , 15.7 , -0.05 , , (12.5+/-1.5) e-9 , 2.399 , 0.048 , < 2.43e-7 , (6.9+/-1.3) e-8 , (11.3+/-1.4) e-9 , (10.7+/-3.3) e-10 , < 2.79e-10 , Unassociated , N , 14.689
1096 , 1FGL J1820.5-3216 , , 275.14917 , -32.27758 , 0.76 , -8.2 , , (19.6+/-4.7) e-10 , 2.234 , 0.102 , < 2.07e-8 , < 7.57e-9 , (14.7+/-4.3) e-10 , (4.6+/-1.6) e-10 , < 1.68e-10 , Unassociated , N , 18.134
1097 , 1FGL J1821.1-1425c , , 275.29 , -14.42008 , 16.68 , -0.01 , , (10.6+/-1.4) e-9 , 2.255 , 0.061 , < 1.62e-7 , (3.7+/-1.1) e-8 , (8.8+/-1.4) e-9 , (15.4+/-3.7) e-10 , (3+/-1.2) e-10 , Unassociated , N , 26.311
1098 , 1FGL J1822.6-0340 , , 275.67083 , -3.67458 , 26.36 , 4.69 , , (18.1+/-6.5) e-10 , 2.689 , 0.091 , < 4.51e-8 , (19.9+/-3.9) e-9 , (17.9+/-6.2) e-10 , < 3.81e-10 , < 1.36e-10 , Unassociated , N , 19.866
1099 , 1FGL J1823.4-3009 , , 275.85708 , -30.16039 , 2.94 , -7.78 , , (19.6+/-4.5) e-10 , 2.246 , 0.097 , < 2.71e-8 , (6.5+/-2) e-9 , (15.3+/-4.2) e-10 , (3.3+/-1.4) e-10 , < 2.72e-10 , Unassociated , N , 3.711
1100 , 1FGL J1823.5-3454 , , 275.89625 , -34.91339 , 358.65 , -9.94 , , (17.8+/-3.9) e-10 , 1.701 , 0.123 , < 8.12e-9 , < 3.31e-9 , (11.4+/-3.5) e-10 , (4+/-1.5) e-10 , (23.6+/-9.3) e-11 , Unassociated , N , 9.278
1101 , 1FGL J1823.2-1336c , , 275.81292 , -13.60619 , 17.64 , -0.07 , , (16.1+/-1.6) e-9 , 2.124 , 0.052 , < 4.19e-7 , < 5.09e-8 , (12.6+/-1.5) e-9 , (29.5+/-4.6) e-10 , (5.8+/-1.7) e-10 , Unassociated , N , 12.09
1102 , 1FGL J1823.0+0828 , , 275.77208 , 8.47619 , 37.33 , 10.12 , , (12.7+/-3.5) e-10 , 2.031 , 0.207 , < 4.32e-8 , < 3.12e-9 , (9.7+/-3.1) e-10 , < 5.07e-10 , < 2.34e-10 , Unassociated , N , 4.085
1103 , 1FGL J1824.5-2449 , NGC 6626 , 276.13708 , -24.82919 , 7.83 , -5.57 , , (26.5+/-5.5) e-10 , 2.173 , 0.107 , < 3.69e-8 , (10.5+/-2.7) e-9 , (24+/-5.2) e-10 , < 5.98e-10 , < 1.20e-10 , Globular Cluster , N , 11.289
1104 , 1FGL J1824.6+1013 , , 276.17375 , 10.218 , 39.09 , 10.53 , , (8.8+/-3.5) e-10 , 2.06 , 0.246 , < 2.46e-8 , < 3.28e-9 , < 1.29e-9 , < 4.65e-10 , < 1.43e-10 , Unassociated , N , 4.986
1105 , 1FGL J1825.7-1410c , , 276.43875 , -14.18208 , 17.41 , -0.88 , , < 3.28e-9 , 1.122 , 0.341 , < 1.93e-7 , < 7.36e-9 , < 2.08e-9 , < 8.24e-10 , (8.1+/-2) e-10 , Unassociated , N , 3.529
1106 , 1FGL J1824.0+5651 , 4C +56.27 , 276.01333 , 56.86639 , 85.75 , 26.09 , , (26.7+/-3.7) e-10 , 2.345 , 0.066 , (4.8+/-1) e-8 , (14.3+/-1.5) e-9 , (22.8+/-3.5) e-10 , (3.9+/-1.3) e-10 , < 1.04e-10 , BL Lac , N , 26.525
1107 , 1FGL J1826.1-1256 , LAT PSR J1826-1256 , 276.535 , -12.94339 , 18.55 , -0.38 , 1AGL J1826-1246 , (55.8+/-2.1) e-9 , 2.264 , 0.02 , < 4.05e-7 , (183+/-9.5) e-9 , (48.9+/-2) e-9 , (65.5+/-6.1) e-10 , (2.9+/-1.2) e-10 , Pulsar , N , 3.035
1108 , 1FGL J1826.2-1450 , LS 5039 , 276.5625 , -14.84839 , 16.88 , -1.29 , , (26.4+/-1.5) e-9 , 2.38 , 0.029 , (41.6+/-8.4) e-8 , (110+/-6.9) e-9 , (23.3+/-1.5) e-9 , (26.7+/-4.1) e-10 , (3.9+/-1.3) e-10 , HMXRB , P , 10.133
1109 , 1FGL J1827.9-1128c , , 276.99667 , -11.47689 , 20.06 , -0.1 , , (9.8+/-1.4) e-9 , 2.299 , 0.065 , < 9.13e-8 , (24.1+/-7.6) e-9 , (9.1+/-1.4) e-9 , < 1.36e-9 , < 3.27e-10 , Unassociated , N , 18.321
1110 , 1FGL J1829.3-2423 , , 277.32708 , -24.38369 , 8.72 , -6.33 , , (14.6+/-4.2) e-10 , 1.742 , 0.2 , < 6.09e-8 , < 5.61e-9 , (10.9+/-3.8) e-10 , < 4.58e-10 , (21.5+/-9) e-11 , Unassociated , N , 6.352
1111 , 1FGL J1829.6-1006c , , 277.40792 , -10.11339 , 21.45 , 0.18 , , (6.9+/-1.3) e-9 , 2.341 , 0.07 , < 7.88e-8 , < 3.68e-8 , (5.6+/-1.3) e-9 , (12.1+/-3.5) e-10 , < 4.51e-10 , Unassociated , N , 4.849
1112 , 1FGL J1830.0+0043 , , 277.50542 , 0.7265 , 31.13 , 5.09 , , (31.1+/-7.1) e-10 , 2.61 , 0.1 , < 2.59e-8 , (11.2+/-3.6) e-9 , (27.5+/-6.8) e-10 , < 7.71e-10 , < 1.46e-10 , Unassociated , N , 10.199
1113 , 1FGL J1830.1-0425 , , 277.54667 , -4.42169 , 26.56 , 2.69 , , (57.4+/-8.4) e-10 , 2.413 , 0.076 , < 5.27e-8 , < 2.04e-8 , (54.7+/-8.2) e-10 , < 6.05e-10 , < 2.29e-10 , Unassociated , N , 10.62
1114 , 1FGL J1830.1+0618 , TXS 1827+062 , 277.53958 , 6.30119 , 36.15 , 7.58 , , (48.2+/-5.8) e-10 , 2.348 , 0.068 , (5.5+/-1.7) e-8 , (12.4+/-2.2) e-9 , (35.9+/-5.3) e-10 , (10.6+/-2.2) e-10 , (17.1+/-7.5) e-11 , AGU , N , 38.176
1115 , 1FGL J1833.2-6502 , , 278.315 , -65.04278 , 330.02 , -22.57 , , (8.1+/-3.1) e-10 , 1.902 , 0.212 , < 1.12e-8 , < 2.73e-9 , < 1.09e-9 , (2.5+/-1.2) e-10 , < 1.71e-10 , Unassociated , N , 8.72
1116 , 1FGL J1832.6-5700 , CRATES J1832-5659 , 278.15875 , -57.00458 , 338.22 , -20.05 , , (16.9+/-3.9) e-10 , 2.276 , 0.156 , < 4.52e-8 , < 5.49e-9 , (12.8+/-3.5) e-10 , (3.1+/-1.3) e-10 , < 2.90e-10 , BL Lac , N , 11.175
1117 , 1FGL J1829.8+4845 , 3C 380 , 277.47167 , 48.75328 , 77.24 , 23.45 , , (9.4+/-2.7) e-10 , 2.306 , 0.171 , < 1.70e-8 , < 5.48e-9 , (7.9+/-2.4) e-10 , < 3.80e-10 , < 1.05e-10 , AGN , N , 3.035
1118 , 1FGL J1829.8+5404 , BZB J1829+5402 , 277.46667 , 54.07839 , 82.91 , 24.73 , , (7.3+/-2.3) e-10 , 2.161 , 0.197 , < 1.90e-8 , < 4.26e-9 , (4.6+/-1.9) e-10 , (20.9+/-9.7) e-11 , < 1.85e-10 , BL Lac , N , 9.113
1119 , 1FGL J1831.5-0200c , , 277.87583 , -2.01208 , 28.86 , 3.51 , , (72+/-9) e-10 , 2.519 , 0.047 , (11.7+/-2.7) e-8 , (53+/-4.4) e-9 , (61.7+/-8.6) e-10 , (8.3+/-2.4) e-10 , (19.9+/-9.8) e-11 , Unassociated , N , 17.535
1120 , 1FGL J1833.6-2103 , PKS 1830-21 , 278.40583 , -21.06369 , 12.15 , -5.71 , , (107+/-8.1) e-10 , 2.556 , 0.031 , (33.1+/-2.1) e-8 , (73.6+/-3.4) e-9 , (94.9+/-7.8) e-10 , (10.6+/-2.3) e-10 , (18.2+/-8.8) e-11 , FSRQ , N , 37.942
1121 , 1FGL J1833.5-1034 , PSR J1833-1034 , 278.38958 , -10.56878 , 21.5 , -0.89 , , (9+/-1.3) e-9 , 2.241 , 0.072 , < 5.21e-8 , < 3.26e-8 , (7.8+/-1.2) e-9 , (10.6+/-3.2) e-10 , < 3.79e-10 , Pulsar , P , 6.624
1122 , 1FGL J1834.3-0842c , , 278.57958 , -8.71008 , 23.23 , -0.2 , , (18.9+/-1.7) e-9 , 2.244 , 0.042 , < 8.77e-8 , (42.9+/-7.8) e-9 , (15.7+/-1.7) e-9 , (25.3+/-4.8) e-10 , (6.2+/-1.7) e-10 , Potential SNR , N , 14.996
1123 , 1FGL J1834.7-0709c , , 278.68042 , -7.15119 , 24.66 , 0.43 , , (18.7+/-1.6) e-9 , 2.26 , 0.039 , < 2.23e-7 , (67.4+/-9.7) e-9 , (15.9+/-1.5) e-9 , (20.6+/-4.3) e-10 , (7.9+/-1.9) e-10 , Potential SNR , N , 5.497
1124 , 1FGL J1835.3-3255 , NGC 6652 , 278.8325 , -32.92889 , 1.55 , -11.27 , , (17+/-4) e-10 , 2.024 , 0.13 , < 1.39e-8 , < 5.65e-9 , (14.3+/-3.8) e-10 , (2.5+/-1.2) e-10 , < 1.75e-10 , Globular Cluster , N , 4.475
1125 , 1FGL J1835.3+1345 , , 278.84042 , 13.7655 , 43.49 , 9.73 , , (7.9+/-3.6) e-10 , 2.344 , 0.243 , < 2.84e-8 , < 4.62e-9 , < 1.11e-9 , (3.2+/-1.3) e-10 , < 1.53e-10 , Unassociated , N , 7.12
1126 , 1FGL J1836.3+3135 , , 279.07625 , 31.58908 , 60.33 , 16.79 , , (10.4+/-3.1) e-10 , 2.212 , 0.164 , < 3.12e-8 , < 5.91e-9 , (7.3+/-2.7) e-10 , < 4.69e-10 , < 2.52e-10 , Unassociated , N , 18.049
1127 , 1FGL J1837.5-0659c , , 279.39292 , -6.99439 , 25.13 , -0.13 , , (15.9+/-1.6) e-9 , 2.152 , 0.05 , < 4.12e-7 , (48.7+/-9.9) e-9 , (13.1+/-1.5) e-9 , (20.7+/-4.3) e-10 , (7.8+/-2) e-10 , Unassociated , P , 7.206
1128 , 1FGL J1836.2+5925 , LAT PSR J1836+5925 , 279.0575 , 59.42508 , 88.87 , 25 , 1AGL J1836+5923 , (94.6+/-1.8) e-9 , 1.988 , 0.009 , (38.2+/-1.2) e-8 , (218+/-3.5) e-9 , (80.2+/-1.7) e-9 , (142+/-6.8) e-10 , (19.5+/-7.9) e-11 , Pulsar , N , 6.332
1129 , 1FGL J1839.1-0543c , , 279.77875 , -5.72969 , 26.43 , 0.11 , , (48.8+/-2) e-9 , 2.281 , 0.019 , (34.1+/-5.9) e-8 , (186+/-8) e-9 , (41.7+/-1.9) e-9 , (65.7+/-6.1) e-10 , (5.2+/-1.6) e-10 , Unassociated , N , 4.907
1130 , 1FGL J1838.6+4756 , BZB J1838+4802 , 279.6575 , 47.94558 , 76.83 , 21.83 , , (12.7+/-2.9) e-10 , 1.91 , 0.141 , < 1.80e-8 , < 4.64e-9 , (6.7+/-2.4) e-10 , (4.8+/-1.4) e-10 , < 2.88e-10 , BL Lac , N , 5.443
1131 , 1FGL J1842.3-5845 , , 280.58875 , -58.75028 , 336.87 , -21.82 , , (5.9+/-2.8) e-10 , 1.704 , 0.248 , < 2.03e-8 , < 4.52e-9 , < 4.91e-10 , (4.3+/-1.5) e-10 , < 3.09e-10 , Unassociated , N , 6.831
1132 , 1FGL J1842.0-1409 , , 280.50667 , -14.16119 , 19.24 , -4.37 , , < 1.95e-9 , 2.422 , 0.146 , < 2.61e-8 , < 9.32e-9 , < 1.56e-9 , < 5.56e-10 , < 2.76e-10 , Unassociated , N , 11.963
1133 , 1FGL J1841.9+3220 , , 280.47708 , 32.34058 , 61.52 , 15.97 , , (14+/-3.5) e-10 , 2.14 , 0.14 , < 5.61e-8 , < 6.87e-9 , (9.8+/-3.1) e-10 , (3.1+/-1.3) e-10 , < 2.74e-10 , Unassociated , N , 12.601
1134 , 1FGL J1842.9-0359c , , 280.72958 , -3.989 , 28.41 , 0.07 , , (13.2+/-1.7) e-9 , 2.222 , 0.05 , < 1.70e-7 , < 5.83e-8 , (11.2+/-1.7) e-9 , (16.3+/-3.8) e-10 , (2.8+/-1.3) e-10 , Unassociated , N , 4.794
1135 , 1FGL J1844.2-0342c , , 281.06333 , -3.71278 , 28.8 , -0.1 , , (11.5+/-1.7) e-9 , 2.199 , 0.061 , < 2.24e-7 , < 6.75e-8 , (9.8+/-1.7) e-9 , (16.7+/-4.1) e-10 , < 2.92e-10 , Unassociated , N , 7.502
1136 , 1FGL J1844.3-0309c , , 281.09 , -3.157 , 29.31 , 0.13 , , (9.6+/-1.5) e-9 , 2.154 , 0.065 , < 1.61e-7 , < 1.90e-8 , (7.8+/-1.4) e-9 , (15.3+/-3.7) e-10 , (2.9+/-1.2) e-10 , Unassociated , N , 13.447
1137 , 1FGL J1844.1+1547 , , 281.035 , 15.793 , 46.28 , 8.7 , , (15.6+/-4.2) e-10 , 2.341 , 0.16 , < 1.58e-8 , < 7.06e-9 , (13.4+/-3.9) e-10 , < 3.89e-10 , < 2.26e-10 , Unassociated , N , 11.416
1138 , 1FGL J1845.9-1133 , , 281.49667 , -11.5505 , 22.02 , -4.05 , , < 1.75e-9 , 2.742 , 0.105 , < 7.00e-8 , (22.7+/-3.4) e-9 , < 1.71e-9 , < 1.64e-10 , < 1.55e-10 , Unassociated , N , 11.96
1139 , 1FGL J1846.0-0831 , , 281.52208 , -8.51969 , 24.73 , -2.7 , , (35.8+/-6.7) e-10 , 2.593 , 0.07 , < 1.01e-7 , (22.7+/-3.8) e-9 , (31.1+/-6.4) e-10 , (4.6+/-1.8) e-10 , < 9.55e-11 , Unassociated , N , 17.572
1140 , 1FGL J1846.4+0919 , LAT PSR J1846+0919 , 281.60792 , 9.3295 , 40.69 , 5.34 , , (56.8+/-6.3) e-10 , 2.266 , 0.073 , < 2.48e-8 , < 1.14e-8 , (47.9+/-6) e-10 , (8.5+/-1.9) e-10 , < 2.07e-10 , Pulsar , N , 13.064
1141 , 1FGL J1846.8-0233c , , 281.7 , -2.56278 , 30.12 , -0.14 , , (11.1+/-1.6) e-9 , 2.207 , 0.06 , < 2.05e-7 , (45.4+/-9.9) e-9 , (9.6+/-1.5) e-9 , (12.8+/-3.8) e-10 , (2.3+/-1.1) e-10 , Unassociated , N , 12.504
1142 , 1FGL J1848.1-0145c , , 282.04667 , -1.7605 , 30.99 , -0.08 , , (17.8+/-1.7) e-9 , 2.234 , 0.043 , < 2.30e-7 , < 5.97e-8 , (15.1+/-1.7) e-9 , (23.7+/-4.6) e-10 , (2.8+/-1.3) e-10 , Unassociated , P , 17.319
1143 , 1FGL J1849.6-4314 , CRATES J1849-4314 , 282.40333 , -43.23719 , 352.88 , -17.9 , , (12.1+/-3.2) e-10 , 2.175 , 0.128 , < 1.85e-8 , (5.2+/-1.4) e-9 , (9+/-2.9) e-10 , (2.7+/-1.1) e-10 , < 2.00e-10 , BL Lac , N , 10.687
1144 , 1FGL J1849.0-0055c , , 282.27042 , -0.92578 , 31.83 , 0.1 , , (9+/-1.5) e-9 , 2.167 , 0.064 , < 1.41e-7 , < 2.91e-8 , (6.7+/-1.4) e-9 , (19.5+/-3.8) e-10 , (3.9+/-1.3) e-10 , Unassociated , N , 7.69
1145 , 1FGL J1848.5+3224 , B2 1846+32A , 282.13833 , 32.40039 , 62.14 , 14.7 , , (37.9+/-4.6) e-10 , 2.395 , 0.058 , (5.2+/-1.5) e-8 , (18.5+/-1.7) e-9 , (29.6+/-4.2) e-10 , (8.3+/-1.8) e-10 , < 9.86e-11 , FSRQ , N , 89.687
1146 , 1FGL J1849.7-0121c , , 282.42625 , -1.36069 , 31.52 , -0.24 , , (5.7+/-1.6) e-9 , 2.177 , 0.082 , < 2.34e-7 , (7.4+/-1.6) e-8 , < 7.28e-9 , (13.4+/-3.6) e-10 , < 4.19e-10 , Unassociated , N , 10.488
1147 , 1FGL J1850.2-0019c , , 282.55375 , -0.32889 , 32.49 , 0.12 , , (8.9+/-1.3) e-9 , 2.224 , 0.07 , < 7.51e-8 , < 3.24e-8 , (8.1+/-1.3) e-9 , < 1.20e-9 , (2.3+/-1.1) e-10 , Unassociated , N , 13.691
1148 , 1FGL J1849.3+6705 , CGRaBS J1849+6705 , 282.3425 , 67.09158 , 97.48 , 25.03 , 1AGL J1846+6714 , (133+/-7) e-10 , 2.252 , 0.026 , (163+/-9.3) e-9 , (50.7+/-1.9) e-9 , (104+/-6.4) e-10 , (24.4+/-2.8) e-10 , (4.3+/-1.1) e-10 , FSRQ , N , 448.066
1149 , 1FGL J1853.1+0032c , , 283.28833 , 0.53658 , 33.6 , -0.14 , , (8.5+/-1.3) e-9 , 2.181 , 0.067 , < 1.10e-7 , (31.3+/-8.3) e-9 , (7.2+/-1.3) e-9 , (13.2+/-3.5) e-10 , < 2.94e-10 , Unassociated , N , 7.379
1150 , 1FGL J1852.5+4853 , CGRaBS J1852+4855 , 283.13917 , 48.89747 , 78.56 , 19.92 , , (9.2+/-2.8) e-10 , 2.6 , 0.124 , < 4.56e-8 , (4.9+/-1.2) e-9 , (7.3+/-2.5) e-10 , < 3.34e-10 , < 1.90e-10 , FSRQ , N , 18.476
1151 , 1FGL J1855.7-1136c , , 283.92625 , -11.60758 , 23.04 , -6.2 , , (10.4+/-4.9) e-10 , 2.489 , 0.119 , < 6.28e-8 , (7.5+/-2.4) e-9 , < 1.81e-9 , < 4.04e-10 , < 1.53e-10 , Unassociated , N , 8.058
1152 , 1FGL J1856.1+0122 , SNR G034.7-00.4 , 284.03875 , 1.37508 , 34.69 , -0.43 , 1AGL J1857+0137 , (75.6+/-2.3) e-9 , 2.269 , 0.015 , (78.6+/-9.1) e-8 , (30.3+/-1.1) e-8 , (65.9+/-2.2) e-9 , (90+/-7) e-10 , (7.4+/-1.9) e-10 , SNR , N , 9.182
1153 , 1FGL J1857.1+0212c , , 284.27792 , 2.20428 , 35.54 , -0.26 , , (17.7+/-1.6) e-9 , 2.319 , 0.039 , < 4.64e-7 , (74.8+/-9.5) e-9 , (16.1+/-1.5) e-9 , (15.1+/-3.8) e-10 , < 2.45e-10 , Unassociated , N , 8.792
1154 , 1FGL J1858.1-2218 , , 284.535 , -22.31278 , 13.53 , -11.38 , , (21.4+/-4.2) e-10 , 2.152 , 0.122 , < 1.02e-8 , < 1.87e-9 , (18.5+/-4) e-10 , (2.3+/-1.1) e-10 , < 2.05e-10 , Unassociated , N , 4.857
1155 , 1FGL J1857.9+0352c , , 284.49792 , 3.87878 , 37.13 , 0.31 , , (12.5+/-1.4) e-9 , 2.397 , 0.046 , < 2.52e-7 , (61.7+/-9.7) e-9 , (11.1+/-1.4) e-9 , (14.1+/-3.5) e-10 , < 2.68e-10 , Unassociated , N , 3.717
1156 , 1FGL J1901.6-7051 , , 285.42208 , -70.85847 , 324.37 , -26.35 , , (11.3+/-3.1) e-10 , 2.172 , 0.19 , < 3.01e-8 , < 5.02e-9 , (8.7+/-2.8) e-10 , (2.3+/-1.1) e-10 , < 1.60e-10 , Unassociated , N , 4.762
1157 , 1FGL J1902.3-6802 , CGRaBS J1903-6749 , 285.595 , -68.03939 , 327.49 , -26.03 , , < 1.13e-9 , 2.843 , 0.146 , (4.2+/-1.2) e-8 , (8.7+/-1.5) e-9 , < 1.08e-9 , < 2.05e-10 , < 1.34e-10 , FSRQ , N , 27.488
1158 , 1FGL J1900.3+0420c , , 285.09917 , 4.33639 , 37.81 , -0.02 , 1AGL J1901+0429 , (10.7+/-1.4) e-9 , 2.362 , 0.051 , < 3.13e-7 , (6.2+/-1.2) e-8 , (9.4+/-1.4) e-9 , (11.1+/-3.3) e-10 , < 4.43e-10 , Unassociated , N , 4.029
1159 , 1FGL J1902.0-5110 , , 285.52208 , -51.17 , 345.57 , -22.41 , , (33.1+/-4.5) e-10 , 2.102 , 0.08 , < 3.81e-8 , (8.7+/-1.4) e-9 , (26.1+/-4.1) e-10 , (7+/-1.8) e-10 , < 1.02e-10 , Unassociated , N , 6.511
1160 , 1FGL J1902.3+0503c , , 285.58625 , 5.05989 , 38.67 , -0.12 , 1AGL J1901+0429 , (10.7+/-1.4) e-9 , 2.352 , 0.055 , < 4.02e-7 , (45.5+/-8.7) e-9 , (9.7+/-1.4) e-9 , (8.8+/-3.1) e-10 , < 3.78e-10 , Unassociated , N , 12.575
