_id , ercsc_857_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
102 , "PLCKERC857 G085.19-76.64"  ,, 4.3875 , -16.325 , 85.19182 , -76.64512 , "1546.2+/-160" , "2294.64+/-100.9" , "1269.4+/-144.43" , "3279.6+/-842.5" , 0.305 , 0 , 1 , 1 , "0.89+/-0.043"
103 , "PLCKERC857 G080.75-78.00"  ,, 4.42042 , -17.99556 , 80.75032 , -78.00322 , "2528.1+/-473" , "2937.56+/-92.8" , "1813.6+/-277.35" , "1.4e+4+/-3325.58" , 0.305 , 0 , 1 , 1 , "0.948+/-0.045"
104 , "PLCKERC857 G082.13-77.72"  ,, 4.48 , -17.59583 , 82.13869 , -77.72435 , "3043+/-308" , "4534.15+/-90.8" , "2456.3+/-194.91" , "6077.7+/-986.77" , 0.305 , 0 , 1 , 1 , "0.966+/-0.045"
105 , "PLCKERC857 G310.92-57.52"  ,, 4.50083 , -59.08389 , 310.92677 , -57.52219 , "1099.8+/-128" , "1062.44+/-78.7" , "976.6+/-161.4" , "1253.9+/-466.53" , 0.305 , 0 , 0 , 2 , "0.889+/-0.043"
106 , "PLCKERC857 G119.52+03.17"  ,, 4.535 , 65.82667 , 119.52783 , 3.1753 , "1.4e+5+/-1e+4" , "1.42e+5+/-1482.8" , "1.3e+5+/-7904.79" , "1.7e+5+/-1.78e+4" , 0.422 , 0 , 0 , 2 , "0.894+/-0.043"
107 , "PLCKERC857 G081.24-78.17"  ,, 4.61667 , -18.06417 , 81.24701 , -78.17339 , "2337.9+/-299" , "3582.09+/-89.3" , "1837.4+/-224.13" , "6491.7+/-1149.93" , 0.305 , 0 , 1 , 1 , "0.945+/-0.044"
108 , "PLCKERC857 G113.10-39.44"  ,, 4.63708 , 22.80139 , 113.10244 , -39.44177 , "4984.8+/-695" , "1.22e+4+/-160.6" , "4621.3+/-421.47" , "2.2e+4+/-4660.42" , 0.422 , 0 , 1 , 1 , "0.923+/-0.043"
109 , "PLCKERC857 G104.63-62.97"  ,, 4.65542 , -1.27167 , 104.63559 , -62.97193 , "6654.8+/-625" , "1.32e+4+/-108.5" , "5011.8+/-444.74" , "1.5e+4+/-1871.94" , 0.305 , 0 , 1 , 1 , "0.991+/-0.047"
110 , "PLCKERC857 G084.87-77.26"  ,, 4.69792 , -16.87861 , 84.87506 , -77.2695 , "1507.4+/-300" , "1775.06+/-78.3" , "1134.9+/-150.02" , "1653.9+/-2519.71" , 0.305 , 0 , 1 , 2 , "0.867+/-0.043"
111 , "PLCKERC857 G096.75-71.56"  ,, 4.70917 , -10.37333 , 96.75907 , -71.56901 , "1556.5+/-118" , "1488.18+/-55.9" , "1401.3+/-140.62" , "1706.6+/-371.47" , 0.305 , 0 , 0 , 2 , "0.857+/-0.043"
112 , "PLCKERC857 G112.86-40.98"  ,, 4.71875 , 21.24611 , 112.86265 , -40.98797 , "5671.4+/-760" , "9792.58+/-156.4" , "4716.1+/-422.82" , "9300.1+/-5204.82" , 0.422 , 0 , 1 , 1 , "0.883+/-0.043"
113 , "PLCKERC857 G061.02-81.56"  ,, 4.78458 , -22.92917 , 61.02422 , -81.5675 , "1272.7+/-145" , "1132.66+/-54.7" , "1296.9+/-154.68" , "1456.1+/-394.83" , 0.305 , 0 , 0 , 1 , "0.907+/-0.044"
114 , "PLCKERC857 G113.44-39.10"  ,, 4.85833 , 23.18111 , 113.44206 , -39.10002 , "6512+/-637" , "1.02e+4+/-146.8" , "4661.5+/-322.37" , "1.1e+4+/-893.44" , 0.422 , 0 , 1 , 1 , "0.882+/-0.043"
115 , "PLCKERC857 G081.13-78.70"  ,, 4.94875 , -18.49444 , 81.13715 , -78.70655 , "3077.9+/-317" , "4529.97+/-71" , "2593.7+/-206.16" , "6912.2+/-843.62" , 0.305 , 0 , 1 , 2 , "0.967+/-0.045"
116 , "PLCKERC857 G105.22-63.13"  ,, 4.95625 , -1.35611 , 105.2222 , -63.13596 , "3822.3+/-503" , "4985.1+/-91" , "3009.3+/-308.26" , "1.3e+4+/-1598.45" , 0.305 , 0 , 1 , 1 , "0.949+/-0.045"
117 , "PLCKERC857 G082.12-78.52"  ,, 4.99458 , -18.23472 , 82.12432 , -78.52922 , "3003.8+/-370" , "3956.42+/-72.1" , "2305+/-166.53" , "3647.4+/-575.6" , 0.305 , 0 , 0 , 1 , "0.966+/-0.045"
118 , "PLCKERC857 G306.90-47.07"  ,, 5 , -69.81111 , 306.90524 , -47.07363 , "1342.6+/-126" , "1062.76+/-33.6" , "1015+/-83.96" , "2717.7+/-470.56" , 0.305 , 0 , 1 , 3 , "0.841+/-0.042"
119 , "PLCKERC857 G112.24-45.42"  ,, 5.04625 , 16.80056 , 112.24671 , -45.42172 , "2757.3+/-238" , "4990.41+/-174.6" , "1944.9+/-187.72" , "8900.7+/-1983.71" , 0.305 , 0 , 1 , 2 , "0.844+/-0.041"
120 , "PLCKERC857 G113.50-40.06"  ,, 5.07208 , 22.2375 , 113.50021 , -40.06284 , "3679.6+/-697" , "7948.8+/-162.6" , "3153.4+/-571.09" , "2.9e+4+/-7461.02" , 0.462 , 0 , 1 , 2 , "0.857+/-0.042"
121 , "PLCKERC857 G118.37-08.15"  ,, 5.08625 , 54.44056 , 118.37462 , -8.1557 , "3.3e+4+/-4920" , "4.41e+4+/-240.7" , "2.3e+4+/-1802.17" , "3.7e+4+/-1.35e+4" , 0.422 , 0 , 1 , 1 , "0.923+/-0.044"
122 , "PLCKERC857 G111.99-46.72"  ,, 5.10417 , 15.49028 , 111.99748 , -46.72179 , "2805.8+/-434" , "7017.76+/-168" , "2355.1+/-204.9" , "6380.1+/-962.34" , 0.349 , 0 , 1 , 1 , "0.901+/-0.043"
123 , "PLCKERC857 G118.25-09.58"  ,, 5.17917 , 53.00722 , 118.25414 , -9.58512 , "3.7e+4+/-2902" , "4.73e+4+/-240.3" , "2.9e+4+/-2203.41" , "6.4e+4+/-7020.28" , 0.422 , 0 , 1 , 1 , "0.92+/-0.044"
124 , "PLCKERC857 G119.33-00.70"  ,, 5.1825 , 61.95417 , 119.33069 , -0.70254 , "1.1e+5+/-2e+4" , "5.76e+4+/-727.1" , "7.2e+4+/-4596.37" , "8.7e+4+/-1.47e+4" , 0.422 , 0 , 0 , 1 , "0.897+/-0.043"
125 , "PLCKERC857 G113.13-42.60"  ,, 5.21292 , 19.68778 , 113.13241 , -42.601 , "1.0e+4+/-1382" , "2.69e+4+/-220.4" , "7065.4+/-883.96" , "4.3e+4+/-4763.42" , 0.422 , 0 , 1 , 1 , "0.984+/-0.046"
126 , "PLCKERC857 G118.26-09.90"  ,, 5.2675 , 52.68972 , 118.26911 , -9.90685 , "3.9e+4+/-3548" , "5.44e+4+/-299.5" , "3.2e+4+/-2140.7" , "7.3e+4+/-4441.89" , 0.422 , 0 , 1 , 1 , "0.931+/-0.044"
127 , "PLCKERC857 G113.78-40.14"  ,, 5.3225 , 22.18694 , 113.78923 , -40.14895 , "4871.3+/-563" , "7246.88+/-120" , "3821.9+/-417.62" , "1.4e+4+/-1676.44" , 0.422 , 0 , 1 , 1 , "0.852+/-0.043"
128 , "PLCKERC857 G316.05-67.73"  ,, 5.37875 , -48.62861 , 316.05565 , -67.73009 , "4779.2+/-171" , "4783.76+/-77.7" , "4723.6+/-190.45" , "5395.5+/-416.32" , 0.305 , 0 , 0 , 1 , "1+/-0.047"
129 , "PLCKERC857 G118.66-07.15"  ,, 5.38458 , 55.46861 , 118.66976 , -7.15551 , "2.7e+4+/-4359" , "4.99e+4+/-1522.5" , "1.9e+4+/-1608.96" , "3.2e+4+/-1.38e+4" , 0.422 , 0 , 1 , 1 , "0.911+/-0.043"
130 , "PLCKERC857 G118.71-06.81"  ,, 5.40042 , 55.81528 , 118.71948 , -6.81214 , "2.5e+4+/-3569" , "4.26e+4+/-1537.8" , "1.8e+4+/-1296.38" , "5.1e+4+/-3337.25" , 0.422 , 0 , 1 , 2 , "0.882+/-0.043"
131 , "PLCKERC857 G092.99-75.76"  ,, 5.57125 , -14.61361 , 92.99041 , -75.76224 , "1164.3+/-125" , "1339.57+/-83.3" , "994.4+/-134.57" , "1665.2+/-454.61" , 0.305 , 0 , 0 , 1 , "0.835+/-0.042"
132 , "PLCKERC857 G100.46-70.97"  ,, 5.60542 , -9.38 , 100.46384 , -70.97533 , "1395.4+/-256" , "1020.23+/-103.6" , "1140.4+/-171.79" , "3996.6+/-1068.46" , 0.305 , 0 , 1 , 1 , "0.847+/-0.042"
133 , "PLCKERC857 G056.30-82.85"  ,, 5.67792 , -24.11472 , 56.30182 , -82.85988 , "1420.4+/-106" , "1339.92+/-60.6" , "1289.4+/-148.32" , "1480.4+/-388.08" , 0.305 , 0 , 0 , 1 , "0.932+/-0.044"
134 , "PLCKERC857 G318.55-70.98"  ,, 5.70125 , -45.26 , 318.55264 , -70.98983 , "1011.7+/-137" , "1353.35+/-70.3" , "923+/-156.27" , "1530+/-530.72" , 0.305 , 0 , 0 , 1 , "0.879+/-0.043"
135 , "PLCKERC857 G114.38-39.68"  ,, 5.7375 , 22.71 , 114.385 , -39.68831 , "5212.3+/-796" , "1.16e+4+/-168.5" , "3852.7+/-464.76" , "1.0e+4+/-1.06e+4" , 0.422 , 0 , 1 , 1 , "0.897+/-0.043"
136 , "PLCKERC857 G113.98-42.01"  ,, 5.77958 , 20.36528 , 113.98539 , -42.01395 , "3667.3+/-691" , "1.08e+4+/-198.5" , "3301.2+/-376.86" , "4562.3+/-3380.28" , 0.462 , 0 , 1 , 1 , "0.894+/-0.043"
137 , "PLCKERC857 G101.94-70.10"  ,, 5.78375 , -8.39639 , 101.94694 , -70.10676 , "1278.5+/-158" , "2007.3+/-83.7" , "1034.9+/-144.68" , "2293.3+/-872.64" , 0.305 , 0 , 1 , 1 , "0.855+/-0.043"
138 , "PLCKERC857 G118.60-09.73"  ,, 5.78542 , 52.90083 , 118.60948 , -9.73316 , "3.1e+4+/-2500" , "3.66e+4+/-219.1" , "2.3e+4+/-1699.45" , "6.3e+4+/-4075.81" , 0.422 , 0 , 1 , 1 , "0.899+/-0.043"
139 , "PLCKERC857 G106.86-63.68"  ,, 5.80958 , -1.69861 , 106.86508 , -63.68737 , "3858+/-352" , "6739.23+/-82.8" , "3015.1+/-254.72" , "8922.3+/-1105.21" , 0.305 , 0 , 1 , 1 , "0.974+/-0.046"
140 , "PLCKERC857 G118.67-09.29"  ,, 5.8125 , 53.34778 , 118.67612 , -9.29085 , "5.0e+4+/-2565" , "5.50e+4+/-286.7" , "3.9e+4+/-2342.88" , "7.4e+4+/-3693.4" , 0.422 , 0 , 0 , 1 , "0.957+/-0.045"
141 , "PLCKERC857 G118.99-06.53"  ,, 5.82792 , 56.11917 , 118.99325 , -6.53717 , "3.2e+4+/-2966" , "5.09e+4+/-1582" , "2.4e+4+/-2177.35" , "8.3e+4+/-9864.66" , 0.422 , 0 , 1 , 1 , "0.896+/-0.043"
142 , "PLCKERC857 G118.62-10.12"  ,, 5.87958 , 52.51389 , 118.62371 , -10.1241 , "2.3e+4+/-3885" , "2.44e+4+/-199" , "1.6e+4+/-1309.75" , "2.8e+4+/-2.71e+4" , 0.422 , 0 , 1 , 1 , "0.863+/-0.043"
143 , "PLCKERC857 G102.50-69.90"  ,, 5.90167 , -8.14889 , 102.50128 , -69.90906 , "1417.3+/-211" , "1717.9+/-93.5" , "1280.7+/-153.6" , "2412.9+/-684.96" , 0.305 , 0 , 0 , 2 , "0.875+/-0.043"
144 , "PLCKERC857 G119.10-05.91"  ,, 5.90667 , 56.74806 , 119.10574 , -5.91681 , "3.1e+4+/-3500" , "4.06e+4+/-1311.9" , "2.5e+4+/-2812.94" , "9.2e+4+/-7430.03" , 0.422 , 0 , 1 , 1 , "0.84+/-0.042"
145 , "PLCKERC857 G120.14+03.41"  ,, 5.97417 , 66.13306 , 120.14685 , 3.41056 , "2.2e+5+/-2e+4" , "2.54e+5+/-2951.2" , "1.7e+5+/-1.31e+4" , "3.5e+5+/-2.60e+4" , 0.422 , 0 , 1 , 2 , "0.956+/-0.045"
146 , "PLCKERC857 G349.09-81.95"  ,, 5.98583 , -32.52861 , 349.09813 , -81.95899 , "1193.5+/-107" , "1088.09+/-64.5" , "1229.8+/-150.72" , "1402.9+/-381.96" , 0.305 , 0 , 0 , 1 , "0.896+/-0.043"
147 , "PLCKERC857 G317.01-70.29"  ,, 6.065 , -46.0875 , 317.01267 , -70.29051 , "1038.9+/-195" , "1380.22+/-67.6" , "872.2+/-150.94" , "2078.6+/-785.61" , 0.305 , 0 , 1 , 1 , "0.877+/-0.043"
148 , "PLCKERC857 G120.16+03.09"  ,, 6.09417 , 65.81972 , 120.16221 , 3.09364 , "2.7e+5+/-3e+4" , "4.50e+5+/-2213.8" , "2.2e+5+/-2.08e+4" , "6.8e+5+/-4.22e+4" , 0.422 , 0 , 1 , 2 , "0.984+/-0.045"
149 , "PLCKERC857 G114.85-39.91"  ,, 6.15917 , 22.54083 , 114.85576 , -39.91007 , "3346.5+/-534" , "9416.98+/-191.6" , "2477.9+/-356.33" , "5920.6+/-4969.1" , 0.462 , 0 , 1 , 1 , "0.859+/-0.042"
150 , "PLCKERC857 G319.38-72.84"  ,, 6.25167 , -43.4325 , 319.38532 , -72.84137 , "1163.8+/-157" , "1259.77+/-82" , "932.1+/-150.72" , "2663+/-1084.57" , 0.305 , 0 , 1 , 1 , "0.902+/-0.043"
151 , "PLCKERC857 G113.86-46.56"  ,, 6.39 , 15.85444 , 113.86277 , -46.56094 , "3613.8+/-610" , "4030.73+/-115.1" , "2602.7+/-228.67" , "7509.5+/-1084.74" , 0.305 , 0 , 1 , 1 , "0.84+/-0.042"
152 , "PLCKERC857 G119.20-07.56"  ,, 6.39125 , 55.12417 , 119.20629 , -7.56006 , "1.5e+4+/-1560" , "4.12e+4+/-362.2" , "1.2e+4+/-1249.92" , "7.9e+4+/-9942.66" , 0.462 , 0 , 1 , 1 , "0.856+/-0.042"
153 , "PLCKERC857 G117.90-19.71"  ,, 6.39292 , 42.9075 , 117.90516 , -19.71159 , "1935.3+/-339" , "3494.55+/-134" , "1878+/-176.23" , "3416.8+/-851.51" , 0.349 , 0 , 1 , 1 , "0.824+/-0.041"
154 , "PLCKERC857 G115.14-40.33"  ,, 6.45958 , 22.15222 , 115.14872 , -40.33218 , "3003.3+/-470" , "7737.29+/-188.6" , "2245.9+/-363.81" , "3.8e+4+/-1.21e+4" , 0.462 , 0 , 1 , 1 , "0.822+/-0.041"
155 , "PLCKERC857 G108.29-64.04"  ,, 6.50667 , -1.90194 , 108.29438 , -64.0493 , "1955.5+/-246" , "2922.75+/-111.5" , "1670.9+/-170.78" , "6537.3+/-1373.73" , 0.305 , 0 , 1 , 1 , "0.887+/-0.043"
156 , "PLCKERC857 G092.31-78.01"  ,, 6.52167 , -16.67944 , 92.31564 , -78.01654 , "1228+/-188" , "3394.78+/-100.1" , "1224.6+/-161.28" , "5028.9+/-1534.13" , 0.305 , 0 , 1 , 1 , "0.953+/-0.044"
157 , "PLCKERC857 G111.64-56.07"  ,, 6.55042 , 6.23972 , 111.64401 , -56.07771 , "5057.8+/-370" , "8977.71+/-98.6" , "3605.5+/-319.59" , "1.1e+4+/-933.83" , 0.305 , 0 , 1 , 1 , "0.98+/-0.046"
158 , "PLCKERC857 G097.00-75.92"  ,, 6.55917 , -14.34167 , 97.00117 , -75.92876 , "1914.8+/-321" , "2766.24+/-71.5" , "1711.1+/-191.19" , "5761.9+/-1217.15" , 0.305 , 0 , 1 , 1 , "0.919+/-0.044"
159 , "PLCKERC857 G120.26+02.15"  ,, 6.56542 , 64.89611 , 120.26422 , 2.15493 , "2.4e+5+/-2e+4" , "3.33e+5+/-2249.8" , "1.9e+5+/-1.06e+4" , "3.6e+5+/-2.31e+4" , 0.422 , 0 , 0 , 2 , "0.969+/-0.045"
160 , "PLCKERC857 G340.47-81.55"  ,, 6.68833 , -33.68528 , 340.47313 , -81.55885 , "808.8+/-115" , "753.4+/-65.8" , "827.7+/-151.88" , "1114.4+/-401.27" , 0.305 , 0 , 0 , 1 , "0.847+/-0.042"
161 , "PLCKERC857 G327.05-78.15"  ,, 6.76458 , -37.80611 , 327.05455 , -78.15599 , "2379.5+/-331" , "3315.68+/-86.8" , "1627.3+/-150.87" , "3863.9+/-926.31" , 0.305 , 0 , 1 , 1 , "0.942+/-0.045"
162 , "PLCKERC857 G113.17-52.06"  ,, 6.77917 , 10.34556 , 113.17372 , -52.0646 , "8380.6+/-1614" , "8636.16+/-156.7" , "6799.5+/-661.98" , "1.5e+4+/-1364.18" , 0.422 , 0 , 1 , 1 , "0.849+/-0.043"
163 , "PLCKERC857 G118.33-18.61"  ,, 6.79583 , 44.03528 , 118.33572 , -18.61981 , "2951.7+/-265" , "4270.27+/-114.7" , "2177.6+/-197.82" , "8887+/-1792.78" , 0.305 , 0 , 1 , 1 , "0.897+/-0.043"
164 , "PLCKERC857 G120.34+01.97"  ,, 6.80125 , 64.72306 , 120.34754 , 1.97304 , "1.8e+5+/-2e+4" , "2.18e+5+/-2002.6" , "1.6e+5+/-1.15e+4" , "2.1e+5+/-5.39e+4" , 0.422 , 0 , 0 , 2 , "0.944+/-0.045"
165 , "PLCKERC857 G106.92-67.72"  ,, 6.82833 , -5.60167 , 106.92247 , -67.72053 , "1515.5+/-255" , "2836.1+/-97.9" , "1140.6+/-149.06" , "2012.8+/-504.47" , 0.305 , 0 , 0 , 2 , "0.868+/-0.042"
166 , "PLCKERC857 G118.11-21.20"  ,, 6.87 , 41.44333 , 118.1195 , -21.20434 , "4447.1+/-500" , "7066.32+/-134.6" , "3260.7+/-327.8" , "1.1e+4+/-1349" , 0.305 , 0 , 1 , 1 , "0.954+/-0.044"
167 , "PLCKERC857 G314.69-69.67"  ,, 6.90958 , -46.90833 , 314.69359 , -69.67254 , "986.3+/-136" , "1041.64+/-75.9" , "848.4+/-157.42" , "1912.5+/-676.2" , 0.305 , 0 , 0 , 1 , "0.877+/-0.043"
168 , "PLCKERC857 G018.30-84.61"  ,, 6.93375 , -28.36389 , 18.30457 , -84.61269 , "1248.6+/-128" , "1531.44+/-87.9" , "993.5+/-150.04" , "2087.7+/-638.02" , 0.305 , 0 , 1 , 1 , "0.906+/-0.044"
169 , "PLCKERC857 G115.26-43.41"  ,, 6.97458 , 19.10861 , 115.26825 , -43.41237 , "8435.4+/-1209" , "1.71e+4+/-158.7" , "7693.1+/-620.66" , "1.8e+4+/-1957.75" , 0.422 , 0 , 1 , 1 , "0.945+/-0.044"
170 , "PLCKERC857 G119.80-06.01"  ,, 7.18083 , 56.71861 , 119.80216 , -6.01488 , "1.5e+5+/-5532" , "1.83e+5+/-1431.5" , "1.3e+5+/-4681.53" , "1.8e+5+/-5641.07" , 0.422 , 0 , 0 , 1 , "1+/-0.046"
171 , "PLCKERC857 G115.50-44.38"  ,, 7.28125 , 18.16389 , 115.50651 , -44.38573 , "6706.4+/-1111" , "1.32e+4+/-137.9" , "6127.6+/-545.74" , "1.8e+4+/-1145.21" , 0.422 , 0 , 1 , 1 , "0.9+/-0.043"
172 , "PLCKERC857 G117.63-29.27"  ,, 7.32542 , 33.36833 , 117.63431 , -29.27546 , "4528.6+/-504" , "7759.12+/-118.6" , "3984.4+/-317.18" , "1.2e+4+/-1489.9" , 0.422 , 0 , 1 , 1 , "0.848+/-0.042"
173 , "PLCKERC857 G120.65+02.67"  ,, 7.37542 , 65.45417 , 120.65429 , 2.67973 , "2.2e+5+/-3e+4" , "4.80e+5+/-3184.8" , "1.5e+5+/-1.81e+4" , "6.1e+5+/-4.10e+4" , 0.422 , 0 , 1 , 3 , "0.987+/-0.047"
174 , "PLCKERC857 G109.04-66.60"  ,, 7.37583 , -4.33056 , 109.0444 , -66.60932 , "2957.2+/-449" , "5082.07+/-106.5" , "2254.1+/-283.47" , "8613.9+/-1646.18" , 0.305 , 0 , 1 , 1 , "0.931+/-0.043"
175 , "PLCKERC857 G118.75-18.99"  ,, 7.39833 , 43.69889 , 118.75904 , -18.99565 , "4377.5+/-578" , "1.42e+4+/-206.9" , "3343+/-333.34" , "1.9e+4+/-3198.32" , 0.305 , 0 , 1 , 1 , "0.99+/-0.047"
176 , "PLCKERC857 G114.28-51.71"  ,, 7.415 , 10.79306 , 114.28075 , -51.71242 , "1.1e+4+/-1095" , "2.29e+4+/-173.2" , "9036.9+/-738.99" , "2.2e+4+/-2188.52" , 0.422 , 0 , 1 , 2 , "0.949+/-0.044"
177 , "PLCKERC857 G120.53+01.10"  ,, 7.41875 , 63.87722 , 120.539 , 1.10683 , "9.6e+4+/-7474" , "1.08e+5+/-2043.6" , "7.1e+4+/-5822.46" , "2.5e+5+/-2.02e+4" , 0.422 , 0 , 1 , 2 , "0.888+/-0.043"
178 , "PLCKERC857 G114.49-50.75"  ,, 7.42042 , 11.75778 , 114.49726 , -50.7572 , "7578.7+/-635" , "1.15e+4+/-173.9" , "5154.2+/-460.04" , "1.6e+4+/-1166.33" , 0.422 , 0 , 1 , 1 , "0.882+/-0.043"
179 , "PLCKERC857 G120.47+00.11"  ,, 7.46667 , 62.87889 , 120.47639 , 0.11009 , "8.2e+4+/-8645" , "1.72e+5+/-2773" , "5.6e+4+/-6847.54" , "3.1e+5+/-2.84e+4" , 0.422 , 0 , 1 , 1 , "0.898+/-0.043"
180 , "PLCKERC857 G115.81-44.43"  ,, 7.52 , 18.14139 , 115.81831 , -44.43513 , "8966.7+/-1027" , "1.04e+4+/-125.7" , "8153.7+/-571.15" , "1.8e+4+/-1696.06" , 0.422 , 0 , 1 , 1 , "0.904+/-0.043"
181 , "PLCKERC857 G109.50-66.49"  ,, 7.53042 , -4.18361 , 109.50156 , -66.4981 , "2724.2+/-274" , "2920.81+/-70.9" , "2066.8+/-180.3" , "7173.5+/-1488.59" , 0.305 , 0 , 1 , 1 , "0.896+/-0.043"
182 , "PLCKERC857 G104.55-73.20"  ,, 7.53125 , -11.0975 , 104.55115 , -73.20428 , "1531.9+/-103" , "1083+/-57.5" , "1441+/-161.11" , "2142+/-551.33" , 0.305 , 0 , 0 , 1 , "0.854+/-0.043"
183 , "PLCKERC857 G112.15-60.33"  ,, 7.54375 , 2.08944 , 112.15054 , -60.33643 , "2221.1+/-203" , "2342.94+/-76.4" , "2408.4+/-160.09" , "2366.3+/-498.91" , 0.305 , 0 , 0 , 1 , "0.953+/-0.045"
184 , "PLCKERC857 G115.60-46.21"  ,, 7.58 , 16.35917 , 115.60205 , -46.21181 , "3650+/-654" , "8606.28+/-181.1" , "3314.7+/-428.89" , "1.9e+4+/-3697.7" , 0.462 , 0 , 1 , 1 , "0.87+/-0.042"
185 , "PLCKERC857 G118.69-21.23"  ,, 7.585 , 41.46111 , 118.69354 , -21.23675 , "3176.1+/-236" , "3315.69+/-110.6" , "2331.7+/-204.42" , "4684+/-706.48" , 0.305 , 0 , 0 , 1 , "0.911+/-0.044"
186 , "PLCKERC857 G338.28-82.37"  ,, 7.59333 , -33.24639 , 338.28645 , -82.37714 , "2.4e+4+/-439" , "2.51e+4+/-81.5" , "2.2e+4+/-627.42" , "2.6e+4+/-898.65" , 0.305 , 0 , 0 , 1 , "1+/-0.053"
187 , "PLCKERC857 G115.31-48.56"  ,, 7.66917 , 14.00028 , 115.31023 , -48.56388 , "3034.4+/-345" , "7462.09+/-189.1" , "2333+/-194.65" , "7244.2+/-1136.99" , 0.349 , 0 , 1 , 1 , "0.889+/-0.043"
188 , "PLCKERC857 G115.77-46.24"  ,, 7.70708 , 16.3375 , 115.77359 , -46.24751 , "4074.8+/-649" , "7379.68+/-170.1" , "3045.8+/-482.44" , "2.1e+4+/-3002.06" , 0.422 , 0 , 1 , 1 , "0.844+/-0.041"
189 , "PLCKERC857 G116.59-40.95"  ,, 7.71333 , 21.66139 , 116.59497 , -40.95691 , "4019.8+/-299" , "8749.92+/-162.1" , "3340+/-243.13" , "7430+/-944.29" , 0.462 , 0 , 1 , 1 , "0.867+/-0.042"
190 , "PLCKERC857 G319.39-76.08"  ,, 7.72708 , -40.37972 , 319.39305 , -76.08532 , "1539.1+/-305" , "1223.2+/-82" , "1200.8+/-147.58" , "2809+/-5303.5" , 0.305 , 0 , 1 , 1 , "0.842+/-0.042"
191 , "PLCKERC857 G114.77-51.77"  ,, 7.7325 , 10.77417 , 114.7759 , -51.77236 , "1.1e+4+/-1147" , "1.43e+4+/-142.3" , "9146.9+/-748.23" , "2.3e+4+/-1941.56" , 0.422 , 0 , 1 , 1 , "0.898+/-0.043"
192 , "PLCKERC857 G076.46-83.55"  ,, 7.80208 , -22.59917 , 76.46596 , -83.55449 , "1469.6+/-176" , "1585.67+/-54.8" , "1322.9+/-143.16" , "1952.5+/-493.44" , 0.305 , 0 , 0 , 1 , "0.934+/-0.044"
193 , "PLCKERC857 G106.31-72.73"  ,, 7.90583 , -10.50417 , 106.31065 , -72.73357 , "1520.6+/-199" , "1607.89+/-75.5" , "1337.3+/-158.16" , "2887.9+/-769.35" , 0.305 , 0 , 1 , 1 , "0.86+/-0.043"
194 , "PLCKERC857 G116.27-44.84"  ,, 7.90625 , 17.77278 , 116.27294 , -44.84242 , "2.0e+4+/-2626" , "5.12e+4+/-159.8" , "1.5e+4+/-1957.72" , "7.3e+4+/-6261.98" , 0.422 , 0 , 1 , 1 , "0.994+/-0.048"
195 , "PLCKERC857 G120.19-06.39"  ,, 7.945 , 56.36944 , 120.19557 , -6.39775 , "4.3e+4+/-5582" , "1.06e+5+/-1795.3" , "2.9e+4+/-3884.13" , "4.5e+5+/-1.68e+5" , 0.422 , 0 , 1 , 1 , "0.966+/-0.045"
196 , "PLCKERC857 G110.05-67.54"  ,, 7.95708 , -5.165 , 110.05736 , -67.54541 , "2906.4+/-305" , "3648.16+/-82.3" , "2370+/-242.7" , "5649.8+/-766.25" , 0.305 , 0 , 1 , 1 , "0.886+/-0.043"
197 , "PLCKERC857 G037.28-85.61"  ,, 7.96 , -26.71 , 37.28505 , -85.61206 , "1592.7+/-128" , "1499.45+/-67.7" , "1424.1+/-147.09" , "2073.4+/-446.78" , 0.305 , 0 , 0 , 1 , "0.944+/-0.045"
198 , "PLCKERC857 G116.48-44.07"  ,, 7.97458 , 18.55139 , 116.48007 , -44.07542 , "7184.2+/-1096" , "7914.35+/-128.3" , "4661+/-492.54" , "7869.9+/-2685.81" , 0.422 , 0 , 1 , 1 , "0.867+/-0.043"
199 , "PLCKERC857 G110.47-66.88"  ,, 7.98625 , -4.48333 , 110.47485 , -66.88265 , "2428.7+/-384" , "6090.13+/-133.3" , "1907.8+/-220.34" , "7043.8+/-1475.48" , 0.305 , 0 , 1 , 1 , "0.947+/-0.044"
200 , "PLCKERC857 G306.40-52.74"  ,, 8.01125 , -64.24806 , 306.40981 , -52.74896 , "4312+/-176" , "4304.19+/-83.6" , "4288.8+/-185" , "4534+/-365.08" , 0.305 , 0 , 0 , 1 , "1+/-0.047"
201 , "PLCKERC857 G116.22-46.25"  ,, 8.03375 , 16.36583 , 116.22831 , -46.25445 , "4792.6+/-693" , "1.63e+4+/-188.3" , "3997.5+/-393.74" , "7219.7+/-4373.49" , 0.422 , 0 , 1 , 1 , "0.952+/-0.044"
202 , "PLCKERC857 G089.45-81.77"  ,, 8.03417 , -20.18417 , 89.45588 , -81.77125 , "1119.5+/-150" , "1417.82+/-70.5" , "1036+/-156.18" , "1401.9+/-591.06" , 0.305 , 0 , 0 , 2 , "0.904+/-0.043"
