_id , gbmcatalog_name , other_name , RA, Dec, trigger time , LII , BII , Error Radius , Redshift , Swift Trigger , GBM trigger , T50, T50 error , T90 , T90 error , Detection Mask , Fitting Mask , best fitting model peak flux , best fitting model fluence , Reduced Chi2 peak model , Reduced Chi2 fln model , TSTART spe peak , TSTOP spe peak , TSTART spe fln , TSTOP spe fln , Fluence, Fluence error, Flux1.024s,Flux1.024sError
358 , GRB100525744 , 100525744 , 251.82 , 41.04 , 296502687 , 65.135 , 40.205 , 3.55 , - , NULL , 100525744 , 0.576 , 0.46 , 1.47 , 1.97 , 00000000011000 , 00100000011001 , Power Law Model , Smoothly Broken Power Law , 1.09 , 1.14 , -0.06 , 0 , -0.06 , 0.38 , 6.44e-7 , 9.48e-8 , 2.52 , 0.188
359 , GRB090730608 , 090730608 , 252.57996 , 30.46 , 270657309 , 51.703 , 38.168 , 3.67 , - , NULL , 090730608 , 3.648 , 0.32 , 9.09 , 1.68 , 01100000011000 , 00100000011001 , Power Law Model , Comptonized Model , 1.16 , 1.13 , 3.07 , 4.1 , -2.05 , 8.19 , 0.00000318 , 7.55e-8 , 4.88 , 0.194
360 , GRB090207777 , 090207 , 252.69996 , 34.9 , 255724752 , 57.308 , 38.874 , 3.8 , - , NULL , 090207777 , 7.424 , 0.92 , 24.83 , 3.9 , 11100000011000 , 11000000010001 , Power Law Model , Comptonized Model , 1 , 1.21 , 3.07 , 4.1 , -1.02 , 12.29 , 0.00000241 , 4.17e-8 , 2.79 , 0.225
361 , UNCERT09102275 , , 253.69996 , -30.16 , -999 , 352.68 , 8.386 , 8.33 , - , , 091022752 , 0 , 0 , 0 , 0 , , 00011100000010 , Power Law Model , Power Law Model , 1.04 , 1.01 , -4.1 , -3.07 , -5.12 , 1.02 , 0 , 0 , 0 , 0
362 , GRB100504806 , 100504A , 255.57996 , -35.59997 , 294693657 , 349.339 , 3.798 , 0.02 , - , 421124 , 100504806 , 8.32 , 1.83 , 16.51 , 1.81 , 00000000000100 , 00000000001101 , Power Law Model , Comptonized Model , 0.91 , 1.14 , 6.14 , 7.17 , -3.07 , 18.43 , 0.00000233 , 1.26e-7 , 3.3 , 0.355
363 , GRB100706693 , 100706693 , 255.16 , 46.89 , 300127100 , 72.773 , 37.996 , 12.23 , - , NULL , 100706693 , 0.064 , 0.09 , 0.13 , 0.14 , 00000000111100 , 00000000101101 , Comptonized Model , Comptonized Model , 0.98 , 0.98 , -0.06 , 0 , -0.13 , 0.06 , 1.32e-7 , 6.86e-9 , 0.515 , 0.166
364 , GRB090316311 , 090316311 , 256.1 , -38.9 , 258881264 , 346.969 , 1.462 , 9.3 , - , NULL , 090316311 , 5.632 , 0.57 , 10.24 , 1.56 , 00000000011100 , 00000000011101 , Power Law Model , Comptonized Model , 1.08 , 1.15 , -1.02 , 0 , -8.19 , 1.02 , 0.00000106 , 2.21e-8 , 3.79 , 0.312
365 , GRB090621417 , 090621C , 257.49 , -28.46 , 267271254 , 356.057 , 6.773 , 3.25 , - , NULL , 090621417 , 17.344 , 2.86 , 27.01 , 6.14 , 00000011011100 , 00000001010101 , Power Law Model , Comptonized Model , 0.97 , 2.04 , 19.46 , 20.48 , -3.07 , 31.74 , 0.00000382 , 1.1e-7 , 3.67 , 0.371
366 , GRB091202072 , 091202072 , 257.49996 , -1.9 , 281411048 , 18.961 , 21.46 , 12.08 , - , NULL , 091202072 , 10.24 , 0.92 , 27.65 , 3.57 , 11010100000000 , 11010000000010 , Power Law Model , Comptonized Model , 1 , 1.21 , 0 , 1.02 , -5.12 , 27.65 , 0.00000167 , 3.31e-8 , 2.75 , 0.176
367 , GRB091112737 , 091112 , 257.728 , -36.715 , 279740477 , 349.49 , 1.741 , 0.05 , - , 375659 , 091112737 , 7.68 , 0.36 , 24.58 , 0.92 , 00011100000000 , 00011100000010 , Smoothly Broken Power Law , Comptonized Model , 0.99 , 1.2 , 8.19 , 9.22 , -3.07 , 25.6 , 0.0000099 , 8.86e-8 , 4.17 , 0.193
368 , GRB080831921 , 080831921 , 259.1 , -23.2 , 241913184 , 1.237 , 8.624 , 2.8 , - , NULL , 080831921 , 50.689 , 1.06 , 74.5 , 1.24 , 00000000011100 , 00000000010101 , Power Law Model , Band Model , 1.05 , 1.38 , 2.05 , 3.07 , 0 , 72.7 , 0.00000847 , 4.02e-8 , 2.85 , 0.205
369 , GRB081003644 , 081003C , 259.1 , 35.4 , 244740438 , 59.052 , 33.809 , 6.9 , - , NULL , 081003644 , 17.408 , 1.45 , 50.18 , 3.69 , 00011000000000 , 00011000000010 , Power Law Model , Comptonized Model , 0.97 , 2.98 , 0 , 1.02 , -9.22 , 72.7 , 0.000009 , 1.08e-7 , 3.07 , 0.222
370 , GRB090326633 , 090326 , 259.7 , -7.4 , 259773051 , 15.147 , 16.761 , 4 , - , NULL , 090326633 , 6.656 , 0.72 , 16.13 , 3.21 , 00100000011000 , 00100000011001 , Power Law Model , Band Model , 0.89 , 1.15 , 5.12 , 6.14 , -2.05 , 10.24 , 0.0000017 , 6.37e-8 , 4.9 , 0.223
371 , GRB100304534 , 100304534 , 260.14 , -21.92 , 289399700 , 2.853 , 8.549 , 2.52 , - , NULL , 100304534 , 5.888 , 1.13 , 19.01 , 2.78 , 00100000000000 , 00100000001001 , Comptonized Model , Smoothly Broken Power Law , 1.03 , 0.98 , 3.07 , 4.1 , -2.05 , 10.24 , 0.0000049 , 1.59e-7 , 4.08 , 0.281
372 , GRB090429530 , 090429C , 260 , 54.3 , 262701807 , 81.969 , 34.893 , 4.8 , - , NULL , 090429530 , 5.628 , 0.57 , 14.34 , 4.01 , 00100000001000 , 00100000001010 , Power Law Model , Comptonized Model , 1.06 , 1.15 , 1.02 , 2.05 , -1.02 , 10.24 , 0.00000436 , 1.38e-7 , 3.28 , 0.224
373 , GRB100208386 , 100208386 , 260.24996 , 27.53 , 287313335 , 50.292 , 30.942 , 29.33 , - , NULL , 100208386 , 0.128 , 0.09 , 0.19 , 0.26 , 11000000010000 , 11000000010001 , Comptonized Model , Smoothly Broken Power Law , 0.87 , 0.94 , -0.06 , 0 , -0.06 , 0.19 , 1.81e-7 , 1.45e-8 , 0.62 , 0.215
374 , GRB090108020 , 090108A , 260.8 , 46 , 253067344 , 71.926 , 34.069 , 3.8 , - , NULL , 090108020 , 0.256 , 0.09 , 0.7 , 0.14 , 11100100000000 , 01100100000010 , Power Law Model , Smoothly Broken Power Law , 1.09 , 0.94 , 0 , 0.06 , -0.13 , 0.64 , 7.47e-7 , 1.66e-8 , 7.91 , 0.251
375 , GRB091209001 , 091209001 , 260.96 , 38.29 , 282009646 , 62.786 , 32.894 , 2.93 , - , NULL , 091209001 , 11.392 , 0.77 , 42.94 , 8.03 , 00001000000000 , 00001000000010 , Power Law Model , Smoothly Broken Power Law , 0.94 , 1.16 , 12.29 , 13.31 , -4.1 , 44.03 , 0.00001 , 1.92e-7 , 5.99 , 0.435
376 , GRB100417166 , 100417166 , 261.31 , 50.37997 , 293169585 , 77.229 , 34.035 , 9.18 , - , NULL , 100417166 , 0.128 , 0.09 , 0.19 , 0.09 , 00000011010000 , 00000011010001 , Power Law Model , Power Law Model , 0.92 , 1.13 , 0 , 0.06 , -0.06 , 0.13 , 3.31e-7 , 4.54e-9 , 1.11 , 0.132
377 , GRB090904581 , 090904581 , 261.64996 , 4.56 , 273765439 , 27.175 , 20.929 , 2.52 , - , NULL , 090904581 , 20.992 , 1.38 , 38.4 , 3.09 , 01100000011000 , 00100000011001 , Power Law Model , Comptonized Model , 1.05 , 1.24 , 2.05 , 3.07 , -1.02 , 31.74 , 0.00000164 , 2.83e-8 , 1.42 , 0.242
378 , GRB090418816 , 090418C , 262.8 , -28.2 , 261776126 , 358.931 , 3.07 , 14.4 , - , NULL , 090418816 , 0.256 , 0.2 , 0.32 , 0.4 , 00000001100000 , 00000011100001 , Power Law Model , Power Law Model , 1.07 , 1.03 , -1.02 , 0 , -1.02 , 1.02 , 1.82e-7 , 3.26e-8 , 1.68 , 0.243
379 , GRB090904058 , 090904B , 264.191 , -25.212 , 273720255 , 2.122 , 3.641 , 0.05 , - , 361831 , 090904058 , 34.305 , 1 , 56.06 , 1.85 , 00100000011000 , 00000000001001 , Comptonized Model , Band Model , 0.78 , 0.98 , 21.5 , 22.53 , -4.1 , 57.34 , 0.0000217 , 2.21e-7 , 6.77 , 0.414
380 , GRB090902462 , 090902B , 264.939 , 27.3245 , 273582310 , 51.495 , 26.911 , 0.0005 , 1.822 , 020111 , 090902462 , 9.024 , 0.18 , 19.33 , 0.29 , 11000000010000 , 11000000010010 , Smoothly Broken Power Law , Smoothly Broken Power Law , 2.79 , 2.64 , 9.22 , 10.24 , -1.02 , 55.3 , 0.000222 , 3.17e-7 , 76.9 , 0.442
381 , GRB090802666 , 090802B , 267.01996 , -71.77 , 270921505 , 321.728 , -20.923 , 10.69 , - , NULL , 090802666 , 11.968 , 0.66 , 27.52 , 6.19 , 00000000100100 , 00000000100101 , Power Law Model , Smoothly Broken Power Law , 1.05 , 1.38 , 2.05 , 3.07 , -3.07 , 79.87 , 0.00000277 , 6.8e-8 , 3.65 , 0.188
382 , GRB100413732 , 100413732 , 266.22196 , 15.834 , 292872813 , 40.18 , 21.689 , 0.0005 , - , NULL , 100413732 , 96.258 , 2.45 , 179.65 , 2.82 , 00000001100100 , 00000001100101 , Comptonized Model , Comptonized Model , 0.91 , 1.73 , 113.66 , 114.69 , -3.07 , 179.2 , 0.0000105 , 8.4e-8 , 2.07 , 0.172
383 , GRB090413122 , 090413122 , 266.5 , -9.2 , 261284159 , 17.073 , 10.052 , 5.5 , - , NULL , 090413122 , 9.216 , 4.1 , 32.51 , 4.36 , 00000011110100 , 00000011000101 , Power Law Model , Comptonized Model , 0.98 , 1.43 , 5.12 , 6.14 , -7.17 , 12.29 , 0.00000323 , 4.92e-8 , 3.04 , 0.166
384 , GRB090502777 , 090502 , 267.8 , -20.3 , 262982376 , 8.059 , 3.364 , 7.4 , - , NULL , 090502777 , 41.984 , 0.57 , 66.05 , 1.62 , 00000001100100 , 00000001100001 , Comptonized Model , Band Model , 0.97 , 1.63 , 37.89 , 38.91 , -11.26 , 60.42 , 0.0000035 , 2.85e-8 , 5.28 , 0.331
385 , GRB090129880 , 090129 , 269 , -32.79997 , 254956037 , 357.815 , -3.888 , 0 , - , 341504 , 090129880 , 6.144 , 2.29 , 16.64 , 3.33 , 11010000000000 , 11010000000010 , Comptonized Model , Comptonized Model , 0.95 , 1.03 , 1.02 , 2.05 , -1.02 , 15.36 , 0.00000557 , 6.2e-8 , 6.6 , 0.218
386 , GRB090510325 , 090510B , 269.39996 , -57.9 , 263634461 , 335.461 , -16.033 , 11.6 , - , NULL , 090510325 , 3.328 , 0.92 , 7.42 , 1.72 , 00000000001100 , 00000000001101 , Smoothly Broken Power Law , Comptonized Model , 1.07 , 1.11 , 0 , 1.02 , -1.02 , 4.1 , 5.6e-7 , 2.75e-8 , 1.81 , 0.247
387 , GRB100224112 , 100224B , 269.55996 , -17.08 , 288672057 , 11.687 , 3.542 , 1.61 , - , NULL , 100224112 , 7.936 , 1.46 , 67.33 , 6.99 , 00011000000000 , 00011000000010 , Band Model , Comptonized Model , 1.08 , 1.65 , 16.38 , 17.41 , -12.29 , 71.68 , 0.0000107 , 3.69e-7 , 10.9 , 0.295
388 , GRB090513916 , 090513 , 269.79996 , -31.6 , 263944729 , 359.196 , -3.879 , 4.6 , - , NULL , 090513916 , 11.008 , 1.69 , 25.28 , 7.15 , 00000001100100 , 00000001100101 , Comptonized Model , Comptonized Model , 1.04 , 1.34 , 8.19 , 9.22 , -2.05 , 40.96 , 0.00000494 , 1.77e-7 , 2.12 , 0.165
389 , GRB091026550 , 091026550 , 276.573 , -86.1115 , 278255495 , 307.257 , -26.636 , 0.00058 , - , NULL , 091026550 , 3.84 , 0.81 , 8.96 , 1.38 , 00001000000000 , 00001000000010 , Comptonized Model , Power Law Model , 1.06 , 1.03 , -3.07 , -2.05 , -5.12 , 4.1 , 0.00000138 , 7.2e-8 , 3.86 , 0.494
390 , GRB100204566 , 100204566 , 273.06996 , -52.78 , 286983285 , 341.2 , -15.758 , 5.69 , - , NULL , 100204566 , 20.48 , 0.57 , 32.51 , 2.86 , 00100100000000 , 00100100000010 , Power Law Model , Comptonized Model , 1.09 , 1.02 , -2.05 , 0 , -30.72 , 3.07 , 0.00000378 , 4.67e-8 , 3.09 , 0.256
391 , GRB100605774 , 100605774 , 273.43 , -67.59997 , 297455712 , 326.757 , -21.47 , 7.67 , - , NULL , 100605774 , 3.072 , 0.81 , 8.19 , 2.86 , 00000011010000 , 00000011010001 , Comptonized Model , Comptonized Model , 1.04 , 1.13 , -1.02 , 0 , -1.02 , 4.1 , 7.57e-7 , 2.17e-8 , 1.94 , 0.206
392 , GRB090718762 , 090718B , 274.12 , -36.38997 , 269633864 , 356.664 , -9.304 , 1.18 , - , NULL , 090718762 , 8.448 , 0.23 , 23.74 , 0.8 , 00000000011100 , 00000000011101 , Band Model , Comptonized Model , 1.09 , 1.25 , 21.5 , 22.53 , -1.02 , 32.77 , 0.000025 , 1.19e-7 , 29 , 0.333
393 , GRB090202347 , 090202 , 274.29996 , -2 , 255255572 , 27.218 , 6.688 , 2.6 , - , NULL , 090202347 , 5.376 , 0.18 , 12.61 , 0.34 , 11100100000000 , 11100000000010 , Band Model , Smoothly Broken Power Law , 0.99 , 1.18 , 9.22 , 10.24 , -10.24 , 21.5 , 0.00000495 , 3.1e-8 , 5.75 , 0.209
394 , GRB100516369 , 100516369 , 274.40996 , -8.2 , 295692643 , 21.766 , 3.692 , 18.39 , - , NULL , 100516369 , 1.024 , 0.77 , 2.11 , 1.13 , 00000011100100 , 00000001100101 , Power Law Model , Power Law Model , 0.86 , 0.86 , -0.06 , 0 , -0.06 , 0 , 1.88e-7 , 1.28e-8 , 1.6 , 0.203
395 , GRB100515467 , 100515467 , 275.47 , 27.01 , 295614791 , 54.651 , 18.003 , 2.17 , - , NULL , 100515467 , 1.92 , 0.23 , 10.62 , 1.43 , 00000011100100 , 00000001100101 , Band Model , Band Model , 1.12 , 1.09 , 1.02 , 2.05 , -2.05 , 15.36 , 0.00000611 , 5.08e-8 , 16.2 , 0.239
396 , GRB090610723 , 090610B , 275.98996 , -42.08997 , 266347293 , 352.084 , -13.1 , 9.5 , - , NULL , 090610723 , 100.096 , 11.08 , 144.9 , 3.37 , 00000000011100 , 00000000011101 , Power Law Model , Comptonized Model , 1.03 , 1.16 , 114.69 , 115.71 , -4.1 , 141.31 , 0.00000396 , 6.07e-8 , 2.22 , 0.258
397 , GRB090811696 , 090811696 , 277.04996 , 22.22 , 271701712 , 50.627 , 14.823 , 7.54 , - , NULL , 090811696 , 12.8 , 0.81 , 14.85 , 1.14 , 11000000010000 , 00000000010001 , Comptonized Model , Comptonized Model , 0.96 , 0.89 , 0 , 1.02 , -1.02 , 69.63 , 0.00000105 , 2.24e-8 , 2.22 , 0.2
398 , GRB090522344 , 090522 , 277.7 , 19.6 , 264672951 , 48.416 , 13.2 , 4.9 , - , NULL , 090522344 , 5.184 , 0.59 , 20.29 , 6.26 , 00011011000000 , 00010011000010 , Power Law Model , Band Model , 1.04 , 1.2 , 1.02 , 2.05 , -1.02 , 8.19 , 0.00000213 , 4.94e-8 , 3.48 , 0.204
399 , GRB081008832 , 081008832 , 279.99996 , -57.4 , 245188682 , 338.159 , -21.114 , 0 , 1.969 , 331093 , 081008832 , 110.338 , 1.28 , 150.01 , 12.89 , 11100100000000 , 01100000000010 , Comptonized Model , Comptonized Model , 1 , 1.43 , 15.36 , 16.38 , -1.02 , 132.1 , 0.0000103 , 1.5e-7 , 2.66 , 0.159
400 , GRB090725838 , 090725838 , 281.88 , -69.49 , 270245182 , 325.66 , -24.945 , 6.6 , - , NULL , 090725838 , 8.448 , 0.86 , 13.76 , 1.23 , 00000000100100 , 00000000100101 , Power Law Model , Smoothly Broken Power Law , 0.96 , 1.34 , 6.14 , 7.17 , -5.12 , 12.29 , 0.00000236 , 4.69e-8 , 4 , 0.241
401 , GRB090908314 , 090908314 , 282.24996 , 3.54 , 274087914 , 35.806 , 2.155 , 8.02 , - , NULL , 090908314 , 50.433 , 1.86 , 67.33 , 4.7 , 00000000011100 , 00000000011101 , Power Law Model , Power Law Model , 1 , 1.07 , 1.02 , 2.05 , -15.36 , 4.1 , 0.00000385 , 9.4e-8 , 3.47 , 0.23
402 , GRB090319622 , 090319 , 283.3 , -8.9 , 259167337 , 25.195 , -4.434 , 2.6 , - , NULL , 090319622 , 25.6 , 1.09 , 54.78 , 2.2 , 00000011010000 , 00000011010001 , Power Law Model , Comptonized Model , 1.11 , 1.28 , 13.31 , 14.34 , -12.29 , 36.86 , 0.00000603 , 6.5e-8 , 3.57 , 0.281
403 , GRB091215234 , 091215234 , 283.25 , 17.55 , 282548248 , 48.817 , 7.568 , 9.83 , - , NULL , 091215234 , 2.304 , 0.36 , 4.35 , 0.36 , 00011100000000 , 01010100000010 , Power Law Model , Power Law Model , 1.01 , 1.01 , -1.02 , 0 , -3.07 , 2.05 , 9.87e-7 , 1.23e-8 , 2.81 , 0.305
404 , GRB090713020 , 090713 , 284.79996 , -3.33 , 269137770 , 30.849 , -3.243 , 2.39 , - , NULL , 090713020 , 27.392 , 0.43 , 82.82 , 2.32 , 00000001010100 , 00000001010101 , Comptonized Model , Comptonized Model , 1.02 , 1.23 , 3.07 , 4.1 , -2.05 , 100.35 , 0.00000948 , 4.45e-8 , 3.3 , 0.172
405 , GRB090107681 , 090107B , 284.79996 , 59.59997 , 253038044 , 89.819 , 22.212 , 0 , - , 020096 , 090107681 , 9.212 , 1.45 , 18.43 , 2.9 , 00000000000100 , 00000000000101 , Power Law Model , Power Law Model , 0.95 , 1.39 , 6.14 , 7.17 , -3.07 , 12.29 , 0.0000029 , 1.02e-7 , 3.13 , 0.318
406 , GRB080905499 , 080905A , 287.69996 , -18.9 , 242308736 , 17.973 , -12.636 , 0 , - , 323870 , 080905499 , 0.704 , 0.14 , 0.96 , 0.34 , 00010011000000 , 00010011000010 , Comptonized Model , Comptonized Model , 0.97 , 1.07 , -0.06 , 0 , -0.06 , 0.96 , 8.5e-7 , 4.62e-8 , 2.34 , 0.135
407 , GRB080816989 , 080816B , 289.5 , -6.8 , 240623035 , 29.855 , -8.986 , 5.3 , - , NULL , 080816989 , 0.896 , 0.58 , 4.61 , 0.45 , 00000001111100 , 00000001010101 , Comptonized Model , Comptonized Model , 0.98 , 1.08 , 0 , 1.02 , 0 , 5.12 , 0.0000033 , 9.24e-8 , 5.21 , 0.127
408 , GRB100530737 , 100530737 , 289.72996 , 31.04 , 296934113 , 63.66 , 8.274 , 11.56 , - , NULL , 100530737 , 2.048 , 0.57 , 3.33 , 0.81 , 00000000011100 , 00000000011101 , Power Law Model , Power Law Model , 0.97 , 1.16 , -1.02 , 0 , -2.05 , 4.1 , 4.82e-7 , 2.11e-8 , 2.07 , 0.161
409 , GRB100401297 , 100401A , 290.8 , -8.3 , 291798454 , 29.071 , -10.806 , 0 , - , 417974 , 100401297 , 79.616 , 0.72 , 92.42 , 4.29 , 11110100000000 , 11010000000010 , Power Law Model , Power Law Model , 1 , 1.47 , 0 , 1.02 , -7.17 , 90.11 , 0.0000019 , 2.76e-8 , 4.08 , 0.208
410 , GRB090902401 , 090902 , 290.98 , 53.11 , 273577087 , 84.558 , 16.812 , 3.8 , - , NULL , 090902401 , 0.896 , 0.29 , 3.2 , 1.8 , 00000001100000 , 00001001100001 , Band Model , Comptonized Model , 1 , 1.02 , 0.32 , 0.38 , -0.26 , 0.96 , 0.00000167 , 4.29e-8 , 4.56 , 0.255
411 , GRB090422150 , 090422 , 294.69996 , 40.4 , 262064119 , 73.939 , 9.002 , 0 , - , 349931 , 090422150 , 8.448 , 0.36 , 9.22 , 0.36 , 11000000010000 , 11000000010010 , Comptonized Model , Power Law Model , 0.95 , 1.15 , -1.02 , 0 , -16.38 , 8.19 , 4.59e-7 , 3.44e-8 , 2.37 , 0.239
412 , GRB090618353 , 090618 , 293.99 , 78.35758 , 267006508 , 110.381 , 24.326 , 0.0013 , 0.54 , 355083 , 090618353 , 23.808 , 0.57 , 112.39 , 1.09 , 00001000000000 , 00001000000010 , Smoothly Broken Power Law , Comptonized Model , 1.18 , 2.52 , 63.49 , 64.51 , -1.02 , 242.69 , 0.000268 , 4.29e-7 , 68.7 , 1.14
413 , GRB091219462 , 091219462 , 294.48996 , 71.91 , 282913487 , 103.756 , 22.193 , 5.42 , - , NULL , 091219462 , 2.048 , 0.64 , 8.13 , 1.87 , 11000000010000 , 11000000010010 , Power Law Model , Power Law Model , 1.05 , 1.03 , 0 , 1.02 , -1.02 , 5.12 , 8.53e-7 , 2.59e-8 , 4.12 , 0.271
414 , GRB100417789 , 100417789 , 295.81 , 9.84 , 293223342 , 47.681 , -6.811 , 9.41 , - , NULL , 100417789 , 15.552 , 0.6 , 52.54 , 1.86 , 00100000001000 , 00100000001010 , Power Law Model , Power Law Model , 1.05 , 1.27 , 0 , 1.02 , -3.07 , 19.46 , 0.00000136 , 4.93e-8 , 1.69 , 0.196
415 , GRB090704783 , 090704783 , 296.34996 , 25.88 , 268426022 , 61.893 , 0.701 , 6.35 , - , NULL , 090704783 , 7.936 , 1.38 , 19.46 , 2.06 , 11000010010000 , 11000000010010 , Power Law Model , Power Law Model , 1.28 , 2 , 3.07 , 4.1 , -3.07 , 55.3 , 0.00000158 , 4.42e-8 , 3.03 , 0.258
416 , GRB091227294 , 091227294 , 296.94 , 2.6 , 283590195 , 41.801 , -11.281 , 3.63 , - , NULL , 091227294 , 7.232 , 0.79 , 21.89 , 0.89 , 01100100000000 , 01100100000010 , Comptonized Model , Comptonized Model , 1.02 , 1.13 , 2.05 , 3.07 , -2.05 , 72.7 , 0.00000689 , 1.1e-7 , 4.14 , 0.19
417 , GRB091123298 , 091123 , 297.11 , -29.18 , 280652919 , 11.281 , -24.431 , 2.42 , - , NULL , 091123298 , 365.574 , 8.75 , 604.49 , 11.68 , 00100100000000 , 00100100000010 , Power Law Model , Band Model , 1.05 , 0.85 , 164.86 , 165.89 , 0 , 229.38 , 0.000064 , 3.68e-7 , 6.18 , 0.255
418 , GRB090910812 , 090910 , 296.22996 , 72.27997 , 274303790 , 104.331 , 21.821 , 1 , - , NULL , 090910812 , 26.881 , 0.92 , 53.44 , 13.33 , 00001000100000 , 00001000100010 , Comptonized Model , Comptonized Model , 1.04 , 1.27 , 18.43 , 19.46 , -2.05 , 75.78 , 0.0000187 , 2.12e-7 , 5.05 , 0.347
419 , GRB100516396 , 100516396 , 297.68 , 18.66 , 295695040 , 56.274 , -4.002 , 13.69 , - , NULL , 100516396 , 0.128 , 0.14 , 0.64 , 0.49 , 00000011100100 , 00000011100001 , Power Law Model , Power Law Model , 0.95 , 0.95 , -0.13 , -0.06 , -0.13 , -0.06 , 1.84e-7 , 1.87e-8 , 1.14 , 0.124
420 , GRB091010113 , 091010 , 298.669 , -22.538 , 276835391 , 18.64 , -23.499 , 0.05 , - , 020116 , 091010113 , 1.088 , 0.58 , 5.95 , 0.14 , 00011010000000 , 00011000000010 , Band Model , Comptonized Model , 0.85 , 1.14 , 2.05 , 3.07 , -1.02 , 11.26 , 0.00000996 , 5.87e-8 , 40.3 , 0.395
421 , GRB090920035 , 090920035 , 299.72996 , -52.19 , 275100601 , 346.257 , -31.238 , 5.65 , - , NULL , 090920035 , 12.8 , 0.81 , 26.62 , 1.06 , 00100000001000 , 00100000001001 , Power Law Model , Smoothly Broken Power Law , 0.91 , 1.15 , -1.02 , 0 , -8.19 , 94.21 , 0.00000374 , 3.78e-8 , 4.57 , 0.335
422 , GRB090805622 , 090805622 , 300.027 , -50.84458 , 271176920 , 347.844 , -31.296 , 11 , - , NULL , 090805622 , 20.48 , 1.45 , 46.59 , 2.32 , 00000000001100 , 00000000001101 , Power Law Model , Comptonized Model , 1.08 , 0.97 , -1.02 , 0 , -1.02 , 27.65 , 0.00000579 , 4.96e-8 , 4.52 , 0.357
423 , GRB080905705 , 080905B , 301.69996 , -62.6 , 242326547 , 334.019 , -32.486 , 0 , 2.374 , 323898 , 080905705 , 78.336 , 1.06 , 105.98 , 6.8 , 00000001100100 , 00000001100101 , Power Law Model , Comptonized Model , 0.99 , 1.17 , 0 , 1.02 , -7.17 , 79.87 , 0.00000291 , 3.63e-8 , 2.32 , 0.229
424 , GRB080803772 , 080803772 , 300.1 , 82.8 , 239481083 , 115.355 , 24.792 , 5.9 , - , NULL , 080803772 , 11.072 , 0.46 , 26.24 , 1.69 , 11100100000000 , 11000100000010 , Comptonized Model , Comptonized Model , 1.08 , 1.31 , 10.24 , 11.26 , 0 , 52.22 , 0.00000439 , 7.43e-8 , 1.78 , 0.113
425 , GRB090409288 , 090409 , 302.09996 , 1.1 , 260952843 , 42.983 , -16.528 , 9.6 , - , NULL , 090409288 , 12.736 , 1.92 , 30.34 , 2.8 , 00011100000000 , 00011100000010 , Power Law Model , Power Law Model , 0.85 , 1.1 , 2.05 , 3.07 , -1.02 , 3.07 , 0.00000113 , 5.94e-8 , 1.6 , 0.144
426 , GRB100311518 , 100311518 , 303.41 , -27.77 , 290003156 , 14.692 , -29.268 , 4.98 , - , NULL , 100311518 , 3.968 , 0.57 , 9.02 , 1.04 , 00011100000000 , 00011100000010 , Power Law Model , Comptonized Model , 0.89 , 1.15 , 2.05 , 3.07 , -1.02 , 11.26 , 0.00000257 , 9.86e-8 , 2.56 , 0.177
427 , GRB090514726 , 090514726 , 304.31671 , -24.4 , 264014769 , 18.65 , -29.003 , 5.467 , - , NULL , 090514726 , 0.636 , 0.14 , 2.24 , 0.29 , 00000001100000 , 00000001100001 , Comptonized Model , Smoothly Broken Power Law , 0.91 , 0.91 , 0 , 1.02 , -1.02 , 2.05 , 0.00000225 , 3.13e-8 , 7.98 , 0.263
428 , GRB100116897 , 100116A , 305.02 , 14.45 , 285370262 , 56.361 , -12.199 , 0.3 , - , NULL , 100116897 , 5.504 , 0.18 , 102.53 , 1.48 , 11010000000000 , 11010000000010 , Comptonized Model , Comptonized Model , 1.04 , 0.99 , 93.18 , 94.21 , -2.05 , 107.52 , 0.0000334 , 1.63e-7 , 15.9 , 0.232
429 , GRB100101028 , 100101028 , 307.32 , -27 , 283999191 , 16.72 , -32.368 , 17.44 , - , NULL , 100101028 , 1.344 , 0.09 , 2.82 , 0.32 , 00010000000000 , 10010010000010 , Band Model , Power Law Model , 0.96 , 1.07 , -0.26 , -0.19 , -1.66 , -0.19 , 0.00000119 , 5.51e-8 , 1.64 , 0.298
430 , GRB100207665 , 100207665 , 307.86 , -27.73 , 287251076 , 16.045 , -33.032 , 4.66 , - , NULL , 100207665 , 8.192 , 0.72 , 15.36 , 3.87 , 00001100000000 , 00001100000010 , Comptonized Model , Comptonized Model , 0.96 , 0.96 , -3.07 , -2.05 , -3.07 , 8.19 , 0.00000208 , 3.73e-8 , 1.88 , 0.183
431 , GRB090814950 , 090814950 , 307.64996 , 45.72 , 271982850 , 83.497 , 3.78 , 2.12 , - , NULL , 090814950 , 52.673 , 2.79 , 108.61 , 8.82 , 00000000011100 , 00000000011101 , Comptonized Model , Comptonized Model , 0.99 , 1.52 , 65.54 , 66.56 , -2.05 , 111.62 , 0.000016 , 3.87e-7 , 4.29 , 0.206
432 , GRB091115177 , 091115177 , 307.75996 , 71.46 , 279951292 , 105.253 , 18.25 , 7.94 , - , NULL , 091115177 , 18.432 , 1.64 , 37.38 , 2.36 , 11010100000000 , 11010000000010 , Comptonized Model , Comptonized Model , 1.16 , 1.4 , 22.53 , 23.55 , -2.05 , 54.27 , 0.00000154 , 5.85e-8 , 1.45 , 0.171
