_id , gbmcatalog_name , other_name , RA, Dec, trigger time , LII , BII , Error Radius , Redshift , Swift Trigger , GBM trigger , T50, T50 error , T90 , T90 error , Detection Mask , Fitting Mask , best fitting model peak flux , best fitting model fluence , Reduced Chi2 peak model , Reduced Chi2 fln model , TSTART spe peak , TSTOP spe peak , TSTART spe fln , TSTOP spe fln , Fluence, Fluence error, Flux1.024s,Flux1.024sError
76 , GRB100204024 , 100204024 , 50.78 , -47.89 , 286936435 , 258.41 , -54.004 , 3.01 , - , NULL , 100204024 , 21.504 , 2.9 , 136.2 , 27.55 , 00000011011100 , 00000000011101 , Comptonized Model , Comptonized Model , 1.05 , 1.15 , 5.12 , 6.14 , 0 , 55.3 , 0.0000103 , 1.55e-7 , 4.11 , 0.17
77 , GRB090929190 , 090929A , 51.7 , -7.34 , 275891585 , 191.95 , -48.226 , 1.34 , - , 020114 , 090929190 , 2.816 , 0.57 , 6.17 , 1.3 , 00000000100000 , 00000000100101 , Comptonized Model , Comptonized Model , 0.92 , 0.96 , 0 , 1.02 , -1.02 , 8.19 , 0.00000818 , 9.54e-8 , 16.7 , 0.406
78 , GRB100517639 , 100517639 , 52.73 , -71.87 , 295802400 , 287.785 , -40.233 , 2.1 , - , NULL , 100517639 , 2.816 , 0.23 , 5.44 , 0.6 , 00011001000000 , 00011001000010 , Comptonized Model , Comptonized Model , 1.02 , 1.02 , 1.02 , 2.05 , -1.02 , 6.14 , 0.00000291 , 1.29e-7 , 7.64 , 0.296
79 , GRB090909854 , 090909854 , 54.18 , -25.03 , 274220994 , 219.251 , -52.992 , 8.32 , - , NULL , 090909854 , 0.384 , 0.2 , 1.15 , 2.24 , 11000010011000 , 00000000011001 , Power Law Model , Power Law Model , 0.88 , 0.91 , -0.06 , 0 , -3.2 , 0.06 , 1.57e-7 , 2.23e-8 , 1.8 , 0.218
80 , GRB081206987 , 081206C , 54.3 , -8.6 , 250299711 , 195.546 , -46.707 , 11.2 , - , NULL , 081206987 , 5.888 , 0.92 , 22.53 , 2.92 , 00000000011100 , 00000000011101 , Power Law Model , Power Law Model , 0.96 , 1.12 , -1.02 , 0 , -2.05 , 6.14 , 0.00000113 , 3.49e-8 , 1.66 , 0.192
81 , GRB081118876 , 081118B , 54.6 , -43.3 , 248734854 , 249.753 , -52.752 , 3.6 , - , NULL , 081118876 , 4.608 , 0.72 , 20.74 , 1.38 , 11010100000000 , 11010000000010 , Band Model , Smoothly Broken Power Law , 0.99 , 1.07 , 7.17 , 8.19 , -1.02 , 24.58 , 0.00000494 , 4.43e-8 , 7.29 , 0.186
82 , GRB091221870 , 091221 , 55.79829 , 23.24028 , 283121579 , 166.506 , -24.756 , 0.001 , - , 380311 , 091221870 , 9.216 , 1.06 , 23.04 , 5.18 , 00000011011100 , 00000000011101 , Comptonized Model , Band Model , 1 , 1.29 , 14.34 , 15.36 , -6.14 , 76.8 , 0.00000894 , 2.21e-7 , 4.35 , 0.163
83 , GRB080818579 , 080818A , 60.4 , -6.9 , 240760465 , 197.755 , -40.634 , 6.5 , - , NULL , 080818579 , 33.852 , 1.49 , 59.33 , 8.75 , 00011100000000 , 00011100000010 , Comptonized Model , Comptonized Model , 1.1 , 1.19 , 0 , 1.02 , -12.29 , 57.34 , 0.0000038 , 5.83e-8 , 4.58 , 0.191
84 , GRB080927480 , 080927 , 61.3 , 27.4 , 244207833 , 167.343 , -18.321 , 4.6 , - , NULL , 080927480 , 11.52 , 1.95 , 45.31 , 3.08 , 00000001100000 , 00000001100001 , Comptonized Model , Band Model , 0.91 , 1.15 , 3.07 , 4.1 , -1.02 , 16.38 , 0.00000296 , 9.64e-8 , 2.63 , 0.245
85 , GRB100612545 , 100612545 , 63.53 , 13.74 , 298040663 , 179.71 , -26.079 , 2.69 , - , NULL , 100612545 , 0.32 , 0.14 , 0.58 , 0.18 , 00100100000000 , 00100100000010 , Band Model , Smoothly Broken Power Law , 1.11 , 0.96 , 0.32 , 0.38 , -0.06 , 4.74 , 0.00000224 , 3.41e-8 , 5.8 , 0.198
86 , GRB081129161 , 081129 , 63.2 , -54.9 , 249623525 , 264.646 , -44.401 , 3 , - , NULL , 081129161 , 16.384 , 2.29 , 62.66 , 7.32 , 00000000001100 , 00000000001101 , Smoothly Broken Power Law , Comptonized Model , 0.98 , 1.32 , 0 , 1.02 , -1.02 , 32.77 , 0.0000162 , 1.47e-7 , 14.3 , 0.313
87 , GRB090817036 , 090817 , 63.96588 , 44.12339 , 272163088 , 157.034 , -4.8 , 0.04333 , - , 020108 , 090817036 , 13.312 , 2.11 , 52.42 , 10.66 , 00011000000000 , 00011000100010 , Smoothly Broken Power Law , Comptonized Model , 1.07 , 1.27 , 0 , 1.02 , -1.02 , 35.84 , 0.00000461 , 1.07e-7 , 3.62 , 0.3
88 , GRB081204004 , 081204C , 63.3 , -62.6 , 250041925 , 274.543 , -41.734 , 4.8 , - , NULL , 081204004 , 1.28 , 0.92 , 7.42 , 1.85 , 11100000011000 , 01100000010001 , Smoothly Broken Power Law , Band Model , 1.13 , 1.02 , 0 , 1.02 , -1.02 , 2.05 , 0.00000102 , 5.39e-8 , 3.01 , 0.147
89 , GRB081009690 , 081009690 , 64.6 , 14.2 , 245262818 , 180.054 , -24.987 , 2.1 , - , NULL , 081009690 , 25.088 , 1.14 , 176.19 , 2.13 , 00000001100100 , 00000001100101 , Band Model , Smoothly Broken Power Law , 0.93 , 1.19 , 1.02 , 2.05 , -1.02 , 40.96 , 0.0000108 , 7.57e-8 , 5.98 , 0.233
90 , GRB090403314 , 090403 , 67.09996 , 47.2 , 260436764 , 156.398 , -1.077 , 9.7 , - , NULL , 090403314 , 6.656 , 0.81 , 14.85 , 1.85 , 00010011100000 , 00000011000001 , Power Law Model , Comptonized Model , 1.05 , 1.16 , 12.29 , 13.31 , -1.02 , 13.31 , 0.00000109 , 1.93e-8 , 1.82 , 0.207
91 , GRB081012045 , 081012045 , 69.7 , 4.5 , 245466323 , 192.045 , -26.713 , 5.4 , - , NULL , 081012045 , 0.512 , 0.36 , 1.22 , 1.75 , 00000000011100 , 00000000011101 , Smoothly Broken Power Law , Band Model , 1.07 , 1.04 , 0.58 , 0.64 , -0.13 , 0.64 , 2.29e-7 , 4.36e-8 , 3.33 , 0.257
92 , GRB090712160 , 090712 , 70.097 , 22.525 , 269063462 , 176.714 , -15.676 , 0.027 , - , 357072 , 090712160 , 31.744 , 7.8 , 87.04 , 7.8 , 11010000000000 , , undefined , undefined , 0 , 0 , 0 , 0 , 0 , 0 , 0.0000076 , 2.59e-7 , 1.6 , 0.153
93 , GRB090610883 , 090610C , 70.37 , 30.3 , 266361129 , 170.726 , -10.526 , 8.17 , - , NULL , 090610883 , 3.584 , 0.72 , 7.42 , 1.64 , 00100100000000 , 00100100000010 , Power Law Model , Power Law Model , 0.97 , 1.02 , -1.02 , 0 , -2.05 , 10.24 , 7.64e-7 , 2.24e-8 , 2.08 , 0.273
94 , GRB090924625 , 090924625 , 69.73 , -65.01997 , 275497196 , 276.177 , -38.224 , 7.12 , - , NULL , 090924625 , 0.096 , 0.07 , 0.35 , 0.1 , 10000000011000 , 00000000011001 , Power Law Model , Band Model , 1.01 , 0.98 , 0 , 0.06 , -0.06 , 0.13 , 5.55e-7 , 3e-8 , 1.48 , 0.147
95 , GRB100101988 , 100101988 , 70.66 , 18.69 , 284082137 , 180.194 , -17.645 , 9.33 , - , NULL , 100101988 , 0.832 , 0.14 , 1.98 , 2.05 , 10000010011000 , 00000010011001 , Power Law Model , Power Law Model , 0.98 , 1.07 , 0.77 , 0.83 , -0.13 , 0.83 , 0.00000187 , 8.05e-8 , 2.08 , 0.122
96 , GRB091031500 , 091031 , 70.58 , -59.08 , 278683230 , 268.696 , -39.45 , 1.03 , - , NULL , 091031500 , 8.192 , 0.23 , 33.92 , 0.46 , 01000011010000 , 00000010010001 , Comptonized Model , Band Model , 1.06 , 1.22 , 8.19 , 9.22 , -1.02 , 37.89 , 0.0000153 , 8.65e-8 , 7.19 , 0.221
97 , GRB080924766 , 080924766 , 72.8 , 32.5 , 243973357 , 170.349 , -7.526 , 4.4 , - , NULL , 080924766 , 13.307 , 1.44 , 39.94 , 4.22 , 11100000011000 , 11100000000001 , Power Law Model , Comptonized Model , 0.96 , 1.2 , 0 , 1.02 , -2.05 , 30.72 , 0.00000473 , 7.87e-8 , 4.76 , 0.19
98 , GRB090530760 , 090530B , 73.2 , 13.8 , 265400066 , 185.855 , -18.598 , 1 , - , NULL , 090530760 , 58.753 , 0.37 , 127.55 , 1.32 , 01100100000000 , 01100100000010 , Band Model , Band Model , 1.01 , 1.23 , 9.22 , 10.24 , -1.02 , 188.42 , 0.0000599 , 1.6e-7 , 10.7 , 0.244
99 , GRB091102607 , 091102A , 72.61608 , -72.51969 , 278865280 , 284.528 , -34.721 , 0.000611 , - , 374598 , 091102607 , 2.813 , 1.62 , 6.66 , 3.43 , 00100000001000 , 00100000001001 , Power Law Model , Band Model , 0.98 , 1.12 , 0 , 1.02 , -1.02 , 7.17 , 0.00000188 , 1.07e-7 , 2.94 , 0.203
100 , GRB100304004 , 100304004 , 76.2 , 60.46 , 289353922 , 149.656 , 11.527 , 3.26 , - , NULL , 100304004 , 97.538 , 16.77 , 181.51 , 21.68 , 00000000100100 , 00000000100101 , Power Law Model , Comptonized Model , 0.92 , 1.22 , 125.95 , 126.98 , -1.02 , 181.25 , 0.00000631 , 1.41e-7 , 3.65 , 0.315
101 , GRB100410740 , 100410740 , 78.13 , 61.33 , 292614348 , 149.474 , 12.795 , 1.7 , - , NULL , 100410740 , 14.08 , 4.22 , 22.02 , 4.7 , 01100100000000 , 01100100000010 , Comptonized Model , Comptonized Model , 0.97 , 1.16 , 3.07 , 4.1 , -1.02 , 38.91 , 0.00000621 , 3.11e-7 , 9.38 , 0.718
102 , GRB100406758 , 100406758 , 77.78996 , 26.86 , 292270287 , 177.522 , -7.493 , 6.49 , - , NULL , 100406758 , 2.557 , 1.38 , 5.89 , 2.92 , 01100100000000 , 01100100000010 , Smoothly Broken Power Law , Band Model , 0.93 , 1.03 , 0 , 1.02 , -1.02 , 23.55 , 0.00000112 , 3.29e-8 , 2.95 , 0.176
103 , GRB090101758 , 090101758 , 77.8 , -31.6 , 252526303 , 234.298 , -34.056 , 1.2 , - , NULL , 090101758 , 6.144 , 0.72 , 108.8 , 1.62 , 00000000011000 , 00000000011001 , Comptonized Model , Comptonized Model , 0.96 , 1.16 , 92.16 , 93.18 , -1.02 , 117.76 , 0.0000123 , 1.14e-7 , 11.7 , 0.282
104 , GRB100130777 , 100130B , 78.57 , 20.83 , 286569517 , 182.935 , -10.371 , 2.41 , - , NULL , 100130777 , 34.049 , 1.49 , 86.02 , 6.99 , 00000001100100 , 00000001100101 , Power Law Model , Comptonized Model , 1.01 , 1.61 , 24.58 , 25.6 , -3.07 , 81.92 , 0.0000139 , 1.71e-7 , 3.49 , 0.2
105 , GRB090617208 , 090617 , 78.89 , 15.65 , 266907600 , 187.497 , -13.011 , 4.21 , - , NULL , 090617208 , 0.064 , 0.09 , 0.19 , 0.14 , 11010100000000 , 11010000000010 , Band Model , Smoothly Broken Power Law , 1.02 , 0.93 , 0 , 0.06 , -0.06 , 0.19 , 9.43e-7 , 1.66e-8 , 2.93 , 0.138
106 , GRB100122616 , 100122A , 79.2 , -2.71 , 285864459 , 204.189 , -22.229 , 1.32 , - , NULL , 100122616 , 2.304 , 0.57 , 22.53 , 2.77 , 00000011010000 , 00000010001001 , Smoothly Broken Power Law , Smoothly Broken Power Law , 1.19 , 1.21 , 20.48 , 21.5 , -2.05 , 32.77 , 0.000012 , 1.61e-7 , 44.3 , 0.44
107 , GRB080817720 , 080817B , 80.2 , -17.1 , 240686228 , 219.002 , -27.503 , 5.7 , - , NULL , 080817720 , 1.536 , 0.34 , 4.42 , 0.36 , 00011000100000 , 00011000100010 , Comptonized Model , Comptonized Model , 0.99 , 0.9 , 1.02 , 2.05 , -1.02 , 5.12 , 0.00000182 , 4.14e-8 , 3.59 , 0.212
108 , GRB100620119 , 100620119 , 80.1 , -51.68 , 298695091 , 258.776 , -34.836 , 1.46 , - , NULL , 100620119 , 11.52 , 0.86 , 51.84 , 8.52 , 00000011000000 , 00010011000010 , Power Law Model , Comptonized Model , 0.91 , 1.14 , 0 , 1.02 , -1.02 , 39.94 , 0.00000372 , 8.43e-8 , 2.85 , 0.2
109 , GRB090612619 , 090612 , 81.03 , 17.71 , 266511052 , 186.882 , -10.168 , 2.15 , - , NULL , 090612619 , 23.68 , 2.05 , 42.43 , 2.89 , 01000100000000 , 01010100000010 , Band Model , Comptonized Model , 1.13 , 1.14 , 1.02 , 2.05 , -1.02 , 8.19 , 0.00000582 , 7.46e-8 , 6.05 , 0.23
110 , GRB090907808 , 090907808 , 81.05996 , 20.5 , 274044229 , 184.529 , -8.62 , 4.09 , - , NULL , 090907808 , 0.448 , 0.14 , 0.83 , 0.32 , 00010011110000 , 00000011010001 , Comptonized Model , Smoothly Broken Power Law , 0.91 , 1.03 , 0.38 , 0.45 , -0.32 , 0.64 , 0.00000105 , 2.35e-8 , 4.66 , 0.211
111 , GRB100506653 , 100506653 , 82.53 , 59.17 , 294853191 , 152.548 , 13.479 , 5.04 , - , NULL , 100506653 , 6.976 , 0.8 , 21.38 , 1.89 , 00011100000000 , 00011100000010 , Power Law Model , Comptonized Model , 0.91 , 1.2 , 3.07 , 4.1 , -8.19 , 14.34 , 0.00000242 , 5.33e-8 , 2.55 , 0.178
112 , GRB090426690 , 090426C , 82.7 , -9.7 , 262456415 , 212.626 , -22.282 , 2 , - , NULL , 090426690 , 1.984 , 0.27 , 7.49 , 2.5 , 11100100000000 , 11100000000010 , Comptonized Model , Comptonized Model , 1.01 , 1.12 , 0 , 1.02 , -1.02 , 7.17 , 0.00000354 , 8.82e-8 , 6.31 , 0.194
113 , GRB091126333 , 091126 , 83.25 , -19.27 , 280915166 , 222.46 , -25.622 , 5.39 , - , NULL , 091126333 , 0.128 , 0.09 , 0.19 , 0.09 , 00000001100100 , 00000001100101 , Power Law Model , Comptonized Model , 0.88 , 0.93 , -0.06 , 0 , -0.06 , 0.19 , 3.54e-7 , 3.56e-8 , 1.9 , 0.157
114 , GRB090610648 , 090610 , 84.2 , 35.42 , 266340807 , 173.51 , 1.847 , 5.18 , - , NULL , 090610648 , 1.28 , 0.72 , 6.14 , 8.14 , 01011100000000 , 00011100000010 , Comptonized Model , Comptonized Model , 0.94 , 0.85 , 0 , 1.02 , -1.02 , 1.02 , 0.00000135 , 5.64e-8 , 2.95 , 0.148
115 , GRB100619015 , 100619A , 84.615 , -27.00058 , 298599669 , 231.049 , -27.083 , 0.05 , - , 424998 , 100619015 , 80.642 , 0.23 , 96 , 1.32 , 00100100000000 , 00100100000010 , Comptonized Model , Comptonized Model , 0.95 , 1.12 , 86.02 , 87.04 , -1.02 , 98.3 , 0.0000113 , 7.39e-8 , 7.4 , 0.303
116 , GRB090907017 , 090907017 , 86.33 , -38.85 , 273975851 , 244.416 , -28.896 , 2.11 , - , NULL , 090907017 , 13.248 , 2.23 , 39.49 , 4.44 , 00001000000000 , 00011000000010 , Comptonized Model , Band Model , 0.97 , 1.42 , 1.02 , 2.05 , -1.02 , 27.65 , 0.00000454 , 8.71e-8 , 2.83 , 0.229
117 , GRB090820027 , 090820 , 87.7 , 27.06 , 272421498 , 182.197 , 0.01 , 1 , - , NULL , 090820027 , 4.48 , 0.09 , 12.42 , 0.18 , 00100100000000 , 00100100000010 , Band Model , Band Model , 1.26 , 2 , 33.79 , 34.82 , -1.02 , 62.46 , 0.000154 , 1.84e-7 , 125 , 0.719
118 , GRB090419997 , 090419997 , 88.6 , 31.3 , 261878107 , 178.944 , 2.842 , 3.6 , - , NULL , 090419997 , 58.113 , 3.33 , 166.91 , 11.72 , 11100100000000 , 11100000000010 , Power Law Model , Comptonized Model , 1.05 , 1.77 , 40.96 , 41.98 , -4.1 , 98.3 , 0.00000954 , 2.38e-7 , 4.13 , 0.181
119 , GRB100427356 , 100427A , 89.17096 , -3.461 , 294049930 , 209.746 , -13.754 , 0.42 , - , 020137 , 100427356 , 4.544 , 0.63 , 12.54 , 7.39 , 10010011000000 , 10010000000010 , Comptonized Model , Comptonized Model , 1.11 , 1.05 , 5.12 , 6.14 , -12.29 , 11.26 , 0.00000228 , 6.03e-8 , 3.82 , 0.187
120 , GRB081121858 , 081121 , 89.3 , -60.6 , 248992528 , 269.501 , -29.98 , 0 , 2.512 , 335105 , 081121858 , 9.472 , 1.14 , 41.98 , 8.51 , 00000000001100 , 00000000001101 , Band Model , Band Model , 0.9 , 1.09 , 6.14 , 7.17 , 0 , 20.48 , 0.0000153 , 2.2e-7 , 7.72 , 0.38
121 , GRB100429999 , 100429999 , 89.08996 , -69.96 , 294278393 , 280.315 , -30.064 , 4.04 , - , NULL , 100429999 , 6.656 , 0.55 , 25.02 , 6.58 , 00000011010000 , 00000010110001 , Power Law Model , Comptonized Model , 1.08 , 1.11 , 1.02 , 2.05 , -1.02 , 20.48 , 0.00000278 , 4.31e-8 , 2.4 , 0.157
122 , GRB080823363 , 080823 , 89.8 , -42.39997 , 241173734 , 249.004 , -27.128 , 3.3 , - , NULL , 080823363 , 15.424 , 0.84 , 43.46 , 1.72 , 01011100000000 , 01010100000010 , Power Law Model , Power Law Model , 1 , 1.67 , 5.12 , 6.14 , -4.1 , 33.79 , 0.00000555 , 3.57e-8 , 4.62 , 0.211
123 , GRB100609783 , 100609783 , 90.48 , 42.78 , 297802093 , 169.605 , 9.768 , 2.53 , - , NULL , 100609783 , 64.513 , 22.74 , 230.4 , 8.69 , 00011100000000 , 00011100000010 , Comptonized Model , Smoothly Broken Power Law , 0.95 , 1.39 , 49.15 , 50.18 , -1.02 , 92.16 , 0.0000174 , 6.07e-7 , 3.14 , 0.189
124 , GRB090328401 , 090328A , 90.9 , -42 , 259925808 , 248.782 , -26.242 , 0 , 0.736 , 020103 , 090328401 , 14.592 , 0.57 , 61.7 , 1.81 , 00010011100000 , 00000011100001 , Smoothly Broken Power Law , Comptonized Model , 1.03 , 1.92 , 23.55 , 24.58 , -3.07 , 90.11 , 0.000042 , 6.53e-8 , 17.2 , 0.326
125 , GRB080809808 , 080809808 , 91.7 , 61.4 , 240002614 , 152.624 , 18.536 , 7.1 , - , NULL , 080809808 , 12.8 , 2.29 , 28.16 , 2.9 , 00100000001000 , 00100000001010 , Power Law Model , Power Law Model , 1.08 , 1.11 , 8.19 , 9.22 , -11.26 , 15.36 , 0.00000414 , 5.5e-8 , 3.76 , 0.275
126 , GRB100204858 , 100204858 , 91.28996 , -20.94 , 287008565 , 227.199 , -19.249 , 16.65 , - , NULL , 100204858 , 0.256 , 0.2 , 1.92 , 2.37 , 00000000001100 , 00000000001101 , Power Law Model , Power Law Model , 0.82 , 0.82 , -0.06 , 0 , -0.06 , 0 , 3.15e-7 , 2.63e-8 , 1.27 , 0.153
127 , GRB090717034 , 090717 , 92.40996 , -62.48 , 269484574 , 271.758 , -28.618 , 1.18 , - , NULL , 090717034 , 43.009 , 0.57 , 65.54 , 1.56 , 11100000011000 , 00100000011001 , Smoothly Broken Power Law , Band Model , 0.97 , 2.04 , 5.12 , 6.14 , -1.02 , 86.02 , 0.0000232 , 7.46e-8 , 16.5 , 0.238
128 , GRB090709630 , 090709B , 93.59296 , 64.08497 , 268844863 , 150.319 , 20.334 , 0.05 , - , 356912 , 090709630 , 4.096 , 0.81 , 22.27 , 9.23 , 11110100000000 , 11000100000010 , Power Law Model , Comptonized Model , 0.99 , 1.22 , 2.05 , 3.07 , -1.02 , 27.65 , 0.00000221 , 3.91e-8 , 3.39 , 0.151
129 , GRB080806584 , 080806584 , 94.6 , 57.8 , 239724072 , 156.723 , 18.525 , 13.6 , - , NULL , 080806584 , 0.96 , 0.2 , 2.3 , 0.45 , 01100100000000 , 01100100000010 , Band Model , Power Law Model , 0.96 , 0.96 , -1.02 , 0 , -2.05 , 1.02 , 4.31e-7 , 2.5e-8 , 2.39 , 0.159
130 , GRB090809978 , 090809B , 95.25 , 0.16 , 271553296 , 209.303 , -6.695 , 1.2 , - , NULL , 090809978 , 3.776 , 0.09 , 11.01 , 0.32 , 00011100000000 , 00011100000010 , Band Model , Band Model , 0.95 , 1.08 , 3.07 , 4.1 , -2.05 , 17.41 , 0.0000216 , 1.28e-7 , 23 , 0.293
131 , GRB080928628 , 080928 , 95.1 , -55.19997 , 244307097 , 263.826 , -26.296 , 0 , 1.692 , 326115 , 080928628 , 8.704 , 0.81 , 14.34 , 4.01 , 10011011000000 , 00010011000010 , Power Law Model , Power Law Model , 1.09 , 1.08 , 0 , 1.02 , -1.02 , 12.29 , 0.00000116 , 3.76e-8 , 3.19 , 0.225
132 , GRB081101491 , 081101A , 95.79996 , -0.1 , 247232793 , 209.789 , -6.325 , 0 , - , 333320 , 081101491 , 0.064 , 0.09 , 0.13 , 0.09 , 00000011010000 , 00000011010001 , Power Law Model , Power Law Model , 0.96 , 0.97 , 0 , 0.06 , -0.06 , 0.13 , 1.68e-7 , 3.64e-9 , 1.06 , 0.15
133 , GRB080925775 , 080925 , 96.1 , 18.2 , 244060556 , 193.708 , 2.459 , 1.2 , - , NULL , 080925775 , 9.216 , 1.45 , 31.74 , 3.17 , 00010011100000 , 00010011000001 , Band Model , Band Model , 1.01 , 1.19 , 5.12 , 6.14 , -3.07 , 26.62 , 0.0000185 , 4e-8 , 15.4 , 0.239
134 , GRB080808772 , 080808772 , 96.69996 , -14.4 , 239913100 , 223.171 , -11.882 , 12.3 , - , NULL , 080808772 , 69.121 , 2.19 , 218.11 , 11.24 , 11010000000000 , 11010000000010 , Power Law Model , Power Law Model , 0.9 , 1.09 , -2.05 , -1.02 , -3.07 , 3.07 , 0.00000664 , 5.51e-8 , 1.83 , 0.212
135 , GRB080905570 , 080905C , 96.9 , -69.8 , 242314890 , 280.18 , -27.377 , 8 , - , NULL , 080905570 , 9.211 , 2.29 , 26.62 , 2.9 , 00000000100100 , 00000000100101 , Comptonized Model , Comptonized Model , 0.94 , 1.19 , 8.19 , 9.22 , -5.12 , 17.41 , 0.00000409 , 5.63e-8 , 5.36 , 0.274
136 , GRB080818945 , 080818B , 98.1 , 7.4 , 240792050 , 204.18 , -0.831 , 7.3 , - , NULL , 080818945 , 6.08 , 0.47 , 13.38 , 0.41 , 01010100000000 , 01010100000010 , Smoothly Broken Power Law , Comptonized Model , 1.12 , 1.25 , 2.05 , 3.07 , -1.02 , 13.31 , 0.00000174 , 2.44e-8 , 4.01 , 0.191
137 , GRB090513941 , 090513B , 99.1 , -72.89997 , 263946937 , 283.717 , -26.935 , 8.8 , - , NULL , 090513941 , 6.4 , 1.28 , 11.78 , 2.06 , 00000100000000 , 00000100000010 , Power Law Model , Power Law Model , 0.89 , 1.01 , -1.02 , 0 , -3.07 , 1.02 , 0.00000104 , 3.01e-8 , 2.4 , 0.364
